pass_id	figure_id	chapter	chapter_anchor	selected_rank	asset_id	asset_type	figure_title	caption	alt_text	source_note	source_ids	rights_status	rights_stage	publication_decision	manifest_status	source_file	source_file_exists	source_sha256	render_embed_file	render_embed_file_exists	render_embed_sha256	i0257_render_status	fallback_action	claim_boundary	proof_gate	fail_closed_status	previous_manifest_status	previous_fail_closed_status	i0261_repair_action	i0261_replacement_reason	i0261_previous_asset_id	i0261_replacement_asset_id
I-0261	F11.01	CH11	ch11-fig01	030	A-0031	svg_diagram	Figure 11.1 - China Open-Model Source Map. Source-permission map for Qwen, DeepSeek, GLM, Kimi, and source-gap lanes for unsupported China/open-model claims.	Figure 11.1 - China Open-Model Source Map. Source-permission map for Qwen, DeepSeek, GLM, Kimi, and source-gap lanes for unsupported China/open-model claims.	F11.01: China Open-Model Source Map. Shows China source-permission map. Source and blocker notes remain required at placement.	Source IDs: S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;C-0007; Asset source: Generated China open-model source-permission map; Creator/org: Codex	S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;C-0007	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/china-open-model-source-map.svg	yes	82c6d061e77aaa0873b109b1f51c4dccb8c5ded29aa39fb5510dbecb563fc939		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0031	A-0031
I-0261	F11.02	CH11	ch11-fig02	031	A-0118	svg_diagram	Figure 11.x - Supported Lanes And Visible Gaps. Primary sources support selected Qwen, DeepSeek, GLM, and Kimi mechanism lanes; unsupported families stay as source targets, not happened-release or ranking claims.	Figure 11.x - Supported Lanes And Visible Gaps. Primary sources support selected Qwen, DeepSeek, GLM, and Kimi mechanism lanes; unsupported families stay as source targets, not happened-release or ranking claims.	F11.02: Supported Lanes And Visible Gaps. Shows supported-vs-gap board. Source and blocker notes remain required at placement.	Source IDs: S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;C-0007;I-0105;CH11CHINA-001;CH11CHINA-008;CH10-11AUD-005;CH10-11AUD-009; Asset source: Generated Chapter 11 supported-vs-gap source board; Creator/org: Codex	S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;C-0007;I-0105;CH11CHINA-001;CH11CHINA-008;CH10-11AUD-005;CH10-11AUD-009	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter11-supported-vs-gap-source-board.svg	yes	b56789933a5565b5fe0178655fd440a26bad894b992ad2bfbe4cfdc009defe1a		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0118	A-0118
I-0291	F11.03	CH11	ch11-fig03	032	A-0285-010	source_surface_paper_report_excerpt	Figure 11.03 - Qwen2 Technical Report Page	Qwen2 technical-report page-one render gives the China/open-model chapter a dated Qwen source surface; it does not support Qwen 3.5 or Qwen 3.6 claims or live rank without later sources.	Private-use page render of Qwen2 Technical Report page 1 for Qwen2 technical report surface.	Private-use source surface PAPER-0285-010 from https://arxiv.org/pdf/2407.10671; source file assets/source_media/i0285_pdfs/qwen2-technical-report.pdf sha256 32d7276673eec39636207cfedd54f8275220b219e6b2ea74d6e33169a19df64d; page 1 render assets/source_surfaces/i0285/paper-0285-010-qwen2-technical-report-p1.png sha256 1806828650de6648bb48917595d9b4c61ca1969cd9be241efdcc0f01d42a5798; fallback/card assets/papers/i0285_cards/paper-0285-010-qwen2-technical-report.svg sha256 6e0d6724ff75e21b0c340c07e75197baf9ae2f444ce6eadd7377e2147ce4a0ad.	PAPER-0285-010;A-0285-010;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0285/paper-0285-010-qwen2-technical-report-p1.png	yes	1806828650de6648bb48917595d9b4c61ca1969cd9be241efdcc0f01d42a5798		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not support Qwen3.5/3.6 claims or live model rank.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available	no_empty_callout_ready_for_i0262_render	i0291_replace_with_source_surface_page	Replaces a Qwen source card with the report page it summarizes.	A-0260-014	A-0285-010
I-0291	F11.04	CH11	ch11-fig04	033	A-0288-017	source_surface_pdf_technical_report_page	Figure 11.04 - Qwen3 Technical Report Page	Qwen3 technical-report page-one render adds a dated Qwen3 source surface; it does not support unsupported Qwen 3.5 or Qwen 3.6 claims or live ranking claims.	Private-use page render of Qwen3 Technical Report page 1 for Qwen3 Technical Report.	Private-use source surface PDF-0288-007 from https://arxiv.org/pdf/2505.09388; source file assets/source_media/i0288_pdfs/qwen3-technical-report.pdf sha256 84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5; page 1 render assets/source_surfaces/i0288/pdf-0288-007-qwen3-technical-report-p1.png sha256 fe1498d6b6e0a09f4e591dee8a64e2cf72edd5cc59528623f892f857ed9291d2; fallback/card assets/papers/i0288_cards/pdf-0288-007-qwen3-technical-report.svg sha256 6775adbdeda54e477c6648e732432f32e995736717fb6871d7209371e09c6e5d.	PDF-0288-007;A-0288-017;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0288/pdf-0288-007-qwen3-technical-report-p1.png	yes	fe1498d6b6e0a09f4e591dee8a64e2cf72edd5cc59528623f892f857ed9291d2		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not support unsupported Qwen 3.5/3.6 claims or live rank without later sources.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available	no_empty_callout_ready_for_i0262_render	i0291_replace_with_source_surface_page	Makes the Qwen3 anchor inspectable as a source page.	A-0260-015	A-0288-017
I-0291	F11.05	CH11	ch11-fig05	034	A-0285-011	source_surface_paper_report_excerpt	Figure 11.05 - DeepSeek-V3 Technical Report Page	DeepSeek-V3 technical-report page-one render grounds the DeepSeek lane in a primary report surface; it does not prove post-cutoff V4 claims, neutral benchmark superiority, or deployment scale.	Private-use page render of DeepSeek-V3 Technical Report page 1 for DeepSeek-V3 report surface.	Private-use source surface PAPER-0285-011 from https://arxiv.org/pdf/2412.19437; source file assets/source_media/i0285_pdfs/deepseek-v3-technical-report.pdf sha256 812a3fd645c80725354de9d831a6785503007a60681461407f64e97305fa9330; page 1 render assets/source_surfaces/i0285/paper-0285-011-deepseek-v3-technical-report-p1.png sha256 e294c88a9d909e1028672603278b9169b211c77b476e47ea3403f7932c7c2593; fallback/card assets/papers/i0285_cards/paper-0285-011-deepseek-v3-technical-report.svg sha256 ff52b4c4396dae823102760f82aee5885fe409221ec852203cbf15260d13faa9.	PAPER-0285-011;A-0285-011;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0285/paper-0285-011-deepseek-v3-technical-report-p1.png	yes	e294c88a9d909e1028672603278b9169b211c77b476e47ea3403f7932c7c2593		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not prove post-cutoff V4 claims or neutral benchmark superiority.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available_local_private_use	pass_private_use_local_file	i0291_replace_with_source_surface_page	Replaces product texture with a stronger DeepSeek technical source surface.	A-0284-009	A-0285-011
I-0261	F12.01	CH12	ch12-fig01	035	A-0094	svg_diagram	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	F12.01: Constitutional AI As Behavior Grammar. Shows Constitutional AI behavior grammar. Source and blocker notes remain required at placement.	Source IDs: S-0019;CH12CLAUDE-001; Asset source: Generated Chapter 12 Constitutional AI behavior loop; Creator/org: Codex	S-0019;CH12CLAUDE-001	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter12-constitutional-ai-behavior-loop.svg	yes	52d9a9fd761897005746730c9002de6035a069dbdfd38bf66bb437e98187a4c0		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0094	A-0094
I-0261	F12.02	CH12	ch12-fig02	036	A-0095	svg_diagram	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	F12.02: Claude Becomes A Product Family. Shows Claude product family. Source and blocker notes remain required at placement.	Source IDs: S-0020;S-0021;S-0109;S-0048;S-0007;CH12CLAUDE-002;CH12CLAUDE-004;CH12CLAUDE-005;CH12CLAUDE-006;CH12CLAUDE-007;CL4BENCH-001; Asset source: Generated Chapter 12 Claude model-family timeline; Creator/org: Codex	S-0020;S-0021;S-0109;S-0048;S-0007;CH12CLAUDE-002;CH12CLAUDE-004;CH12CLAUDE-005;CH12CLAUDE-006;CH12CLAUDE-007;CL4BENCH-001	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter12-claude-model-family-timeline.svg	yes	1c91ed8b5164c81c5dd6cb6fae52227bbf4e17e3acc0be45b8ece2cb07dcd376		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0095	A-0095
I-0261	F12.03	CH12	ch12-fig03	037	A-0096	svg_diagram	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	F12.03: From Assistant To Action Surface. Shows assistant-to-action surface. Source and blocker notes remain required at placement.	Source IDs: S-0109;S-0055;S-0022;S-0049;S-0050;S-0051;S-0007;CH12CLAUDE-005;CH12CLAUDE-008;CH12CLAUDE-009;CL4BENCH-005;CL4BENCH-008;CL4BENCH-009; Asset source: Generated Chapter 12 computer-use/MCP/Claude Code bridge; Creator/org: Codex	S-0109;S-0055;S-0022;S-0049;S-0050;S-0051;S-0007;CH12CLAUDE-005;CH12CLAUDE-008;CH12CLAUDE-009;CL4BENCH-005;CL4BENCH-008;CL4BENCH-009	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter12-computer-use-mcp-code-bridge.svg	yes	91d59e3458d0c421ac38338666ae798ee44e30dbdccc823b5c2100c7929f2b70		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0096	A-0096
I-0261	F12.04	CH12	ch12-fig04	038	A-0097	svg_diagram	Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safety evidence at the same scope.	Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safety evidence at the same scope.	F12.04: The Tempting Claude Claims Are Not The Sourced Ones. Shows Claude claim blockers. Source and blocker notes remain required at placement.	Source IDs: S-0110;S-0007;S-0035;S-0037;S-0060;C-0013;C-0046;CH12CLAUDE-003;CH12CLAUDE-010;CL4BENCH-002;CL4BENCH-003;CL4BENCH-004;CL4BENCH-010; Asset source: Generated Chapter 12 safety/productivity blocker grid; Creator/org: Codex	S-0110;S-0007;S-0035;S-0037;S-0060;C-0013;C-0046;CH12CLAUDE-003;CH12CLAUDE-010;CL4BENCH-002;CL4BENCH-003;CL4BENCH-004;CL4BENCH-010	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter12-safety-productivity-blocker-grid.svg	yes	76a8c5ea7604b1913837b63a4f8b99ac2f946ffca5c081ed7ab5182cce70c52f		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0097	A-0097
I-0261	F12.05	CH12	ch12-fig05	039	A-0260-017	source_excerpt_card_svg	Computer use was a product announcement	Figure 12.x - Computer Use Source Surface. Private-use screenshot slot for the October 2024 computer-use announcement, scoped to source texture and product-direction chronology.	F12.05: Computer Use Source Surface. Shows computer-use source surface. Source and blocker notes remain required at placement.	Source IDs: S-0109 local capture; Asset source: Anthropic computer-use announcement source surface; Creator/org: Codex	S-0109 local capture	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/source_cards/i0260/sc-0260-017-computer-use-was-a-product-announcement.svg	yes	8650d04216b21ccfd437bf94bec5770427ebdee4a5949e000e82b5e0ad07934f		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	replace_with_source_card	Computer-use announcement card replaces the unresolved Anthropic screenshot.	A-0119	A-0260-017
I-0261	F12.06	CH12	ch12-fig06	040	A-0260-018	source_excerpt_card_svg	Claude is a model-family product surface	Figure 12.x - Claude Product Surface. Private-use screenshot slot for Claude's product/model-family source texture.	F12.06: Claude Product Surface. Shows Claude product source surface. Source and blocker notes remain required at placement.	Source IDs: S-0007 local capture; Asset source: Anthropic Claude product/model source surface; Creator/org: Codex	S-0007 local capture	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/source_cards/i0260/sc-0260-018-claude-is-a-model-family-product-surface.svg	yes	aad39ea5a1e9036f13369314188f7611e5aa2aceb9d8cd9ee001d7c1b1733e42		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	replace_with_source_card	Claude product-family card replaces the unresolved Claude product screenshot.	A-0130	A-0260-018
I-0261	F13.01	CH13	ch13-fig01	041	A-0014	svg_diagram	Figure 13.y - How Arena Rows Become Rank Claims. Sourced flow diagram for human preference votes, config/category filters, rating uncertainty, publication date, snapshot ID, and chart permission gates.	Figure 13.y - How Arena Rows Become Rank Claims. Sourced flow diagram for human preference votes, config/category filters, rating uncertainty, publication date, snapshot ID, and chart permission gates.	F13.01: How Arena Rows Become Rank Claims. Shows leaderboard methodology. Source and blocker notes remain required at placement.	Source IDs: S-0036;S-0056;S-0057;S-0080;SNAP-20260525-008; Asset source: Generated Arena leaderboard methodology flow; Creator/org: Codex	S-0036;S-0056;S-0057;S-0080;SNAP-20260525-008	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/leaderboard-methodology-flow.svg	yes	a14a77c4c71673cdeb37655c7a40aad19a40a6dcedac2db13df1969f055752c7		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0014	A-0014
I-0261	F13.02	CH13	ch13-fig02	042	A-0013	svg_chart	Figure 13.x - LMArena/Arena historical text_style_control leaderboard, latest split, overall category, top twelve rows published 2026-05-19.	Figure 13.x - LMArena/Arena historical text_style_control leaderboard, latest split, overall category, top twelve rows published 2026-05-19.	F13.02: LMArena/Arena historical text_style_control leaderboard, latest split, overall category, top twelve rows published 2026-05-19.. Shows historical leaderboard slice. Source and blocker notes remain required at placement.	Source IDs: S-0080;SNAP-20260525-008; Asset source: Generated LMArena historical leaderboard chart; Creator/org: Codex	S-0080;SNAP-20260525-008	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/lmarena-may19-text-style-control-top12.svg	yes	d9426fec2cbfc899966e0752f5e472a1b68e4f578ae80ff2ec4499f390085a99		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0013	A-0013
I-0261	F13.03	CH13	ch13-fig03	043	A-0019	svg_diagram	Figure 13.3 - Price-Quality Exclusion Map. The current evidence allows an exclusion/permission map, not a price-quality frontier: rows can enter only when rank snapshot, exact model/version, cutoff-compatible price, pricing basis, and scope caveats align.	Figure 13.3 - Price-Quality Exclusion Map. The current evidence allows an exclusion/permission map, not a price-quality frontier: rows can enter only when rank snapshot, exact model/version, cutoff-compatible price, pricing basis, and scope caveats align.	F13.03: Price-Quality Exclusion Map. Shows price-quality exclusion map. Source and blocker notes remain required at placement.	Source IDs: C-0046;data/price_quality_join_audit_i0036.tsv; Asset source: Generated price-quality exclusion map; Creator/org: Codex	C-0046;data/price_quality_join_audit_i0036.tsv	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/price-quality-exclusion-map.svg	yes	820f9c46e4bbaf0aa3c1bc5837be95c22064cced2108108ea81244660aff4bf2		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0019	A-0019
I-0261	F14.01	CH14	ch14-fig01	044	A-0071	svg_diagram	Figure 14.1 - CUDA Stack: The Moat Under The Moat. Frameworks, libraries, CUDA programming model, runtime, accelerators, and cloud operations form one stack.	Figure 14.1 - CUDA Stack: The Moat Under The Moat. Frameworks, libraries, CUDA programming model, runtime, accelerators, and cloud operations form one stack.	F14.01: CUDA Stack: The Moat Under The Moat. Shows CUDA stack. Source and blocker notes remain required at placement.	Source IDs: S-0138;S-0141;S-0142; Asset source: Generated Chapter 14 CUDA stack; Creator/org: Codex	S-0138;S-0141;S-0142	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter14-cuda-stack.svg	yes	c36d41dd7e410321760c5681f64bc7a3be994f53f82235cb4a5145699b747f36		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0071	A-0071
I-0261	F14.02	CH14	ch14-fig02	045	A-0072	svg_diagram	Figure 14.2 - GPU Memory and Interconnect: The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem.	Figure 14.2 - GPU Memory and Interconnect: The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem.	F14.02: GPU Memory and Interconnect: The Traffic Pattern. Shows GPU memory/interconnect. Source and blocker notes remain required at placement.	Source IDs: S-0039;S-0139;S-0140;S-0143; Asset source: Generated Chapter 14 GPU memory/interconnect schematic; Creator/org: Codex	S-0039;S-0139;S-0140;S-0143	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter14-gpu-memory-interconnect.svg	yes	a38869977189564eb8e10c96d42dc16c43185bc1dc185129050ab9fffc6bf02c		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0072	A-0072
I-0261	F14.03	CH14	ch14-fig03	046	A-0073	svg_diagram	Figure 14.3 - Training vs Inference: Two Capacity Problems. Training runs and inference services stress the same GPU stack in different ways.	Figure 14.3 - Training vs Inference: Two Capacity Problems. Training runs and inference services stress the same GPU stack in different ways.	F14.03: Training vs Inference: Two Capacity Problems. Shows training-vs-inference capacity. Source and blocker notes remain required at placement.	Source IDs: S-0139;S-0142;S-0143;C-0146; Asset source: Generated Chapter 14 training-vs-inference capacity map; Creator/org: Codex	S-0139;S-0142;S-0143;C-0146	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter14-training-vs-inference-capacity.svg	yes	6ae3bd6dd23a1a232741f3b4f31130805e1981bb9d40716db8d650d4a1e4b9b6		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0073	A-0073
I-0261	F14.04	CH14	ch14-fig04	047	A-0261-001	svg_repair_source_card	Lithography Texture Becomes Packaging Logic	Figure 14/16.x candidate - Lithography/ASML proxy physical texture.	F14.04: Lithography/ASML proxy physical texture.. Shows lithography/ASML proxy. Source and blocker notes remain required at placement.	Source IDs: CH14; Asset source: Lithography Texture Becomes Packaging Logic; Creator/org: Codex	CH14	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/i0261/i0261-f14-04-packaging-logic-card.svg	yes	aa589fe4c1f7caa644e7865ffe3f220687145823de47a39960fbd372761986cf		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG replacement card generated to cut an unresolved photo placeholder; no external raster or found photograph copied; final page/caption/source-note QA still required.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	cut_photo_placeholder_replace_with_original_card	Cut the unresolved ASML/photo placeholder and use an original advanced-packaging stack card instead.	A-0133	A-0261-001
I-0261	F14.05	CH14	ch14-fig05	048	A-0261-002	svg_repair_source_card	Cleanrooms Are Too Weak Without Rights	Figure 14.x candidate - Cleanroom manufacturing environment.	F14.05: Cleanroom manufacturing environment.. Shows cleanroom photo. Source and blocker notes remain required at placement.	Source IDs: CH14; Asset source: Cleanrooms Are Too Weak Without Rights; Creator/org: Codex	CH14	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/i0261/i0261-f14-05-cleanroom-rights-card.svg	yes	f9caf87509a3ddf105c0b871d94984bd9f2b55e07c7d3820b88044832854ba52		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG replacement card generated to cut an unresolved photo placeholder; no external raster or found photograph copied; final page/caption/source-note QA still required.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	cut_photo_placeholder_replace_with_original_card	Cut the unresolved cleanroom-photo placeholder and replace it with an original manufacturing-stack caution card.	A-0134	A-0261-002
