pass_id	page	words	images	drawings	ink_ratio	dark_ratio	blank	severe_sparse	micro_visual	sample
I-0317	175	17	2	9	0.17875	0.03107	no	no	no	Google Cloud AI, shown as a public web page Vertex AI, shown as a public web page
I-0317	176	16	2	9	0.23866	0.10651	no	no	no	paper page, shown as a public web page paper page, shown as a public web page
I-0317	177	9	2	9	0.19329	0.05301	no	no	no	paper page, shown as a public web page Google
I-0317	178	4	2	9	0.32175	0.26800	no	no	no	Google Cloud Demis Hassabis
I-0317	179	2	1	6	0.23496	0.20957	no	no	no	Sundar Pichai
I-0317	180	79	0	9	0.16913	0.04142	no	no	no	Chapter 10: Meta, Llama, and the Open-Weight Shock Date span: 2023-2025 OPEN WEIGHTS Cutoff guard: Open-weight does not automatically mean unrestricted or best.
I-0317	181	65	1	4	0.37377	0.02392	no	no	no	The Downloadable Object Llama 3 Herd Paper Page, shown as a paper or report page The LLM race looked, at first, like a race toward closed interfaces. OpenAI put
I-0317	182	359	0	2	0.53649	0.08037	no	no	no	a subscription, a cloud endpoint, or an enterprise bundle. The model itself remained elsewhere: in a datacenter, behind policy, updated on a schedule the user d
I-0317	183	323	0	2	0.47313	0.06361	no	no	no	papers. Meta's first LLaMA release, by contrast, was not a consumer chat moment. It was a research object: a family of pretrained models made available to a sel
I-0317	184	164	1	4	0.60182	0.38831	no	no	no	Llama 2 Turns Openness Into Strategy Llama 2 Hugging Face Model Card. Llama 2 Hugging Face model-card screenshot gives the open-weight control stack a concrete
I-0317	185	365	0	2	0.53452	0.08777	no	no	no	That made Llama 2 a strategic problem for closed labs. A closed frontier model could still be more capable, safer in some settings, easier to use, or better sup
I-0317	186	207	0	2	0.27490	0.04783	no	no	no	The safe claim is not that Code Llama beat Copilot, Codex, Claude Code, or any later coding agent. It did not, by itself, industrialize repository work. It was
I-0317	187	165	1	4	0.58925	0.39250	no	no	no	Llama 3 Becomes A Herd Llama 3 Hugging Face Model Card. Llama 3 Hugging Face model-card screenshot shows the adopter-facing model-family surface; it Llama 3 mov
I-0317	188	376	0	2	0.54216	0.09295	no	no	no	Meta's Llama 3 announcement and later Llama 3.1 materials also show how the company tried to convert open weights into a mainstream proposition. The message was
I-0317	189	183	1	4	0.56262	0.06607	no	no	no	The safe story is still powerful. Meta carried Llama from a research-access release into a family that included chat, code, safety, large-scale open-weight mode
I-0317	190	364	0	2	0.51529	0.07939	no	no	no	monetizes attention, advertising, social products, devices, infrastructure efficiency, developer influence, and ecosystem gravity, then releasing weights can be
I-0317	191	168	0	2	0.26307	0.02613	no	no	no	"run, adapt, inspect, compress, and integrate the model, but also inherits hosting burden, governance work, and safety decisions. That is why ""open"" can be both"
I-0317	192	50	1	4	0.22485	0.01849	no	no	no	The Open-Weight Caveats Llama 2 Report Page As Open-Weight Infrastructure, shown as a paper or report page The open-weight story has its own temptations. The fi
I-0317	193	353	0	2	0.52786	0.08259	no	no	no	evaluate, secure, and govern the system. A closed provider can impose policy and update behavior centrally; an open-weight model can be forked, modified, and de
I-0317	194	335	0	2	0.49112	0.07914	no	no	no	could run smaller models locally. Safety researchers could test failure modes. Hobbyists could quantize and tinker. Enterprises could imagine private deployment
I-0317	195	133	1	7	0.33062	0.03156	no	no	no	But as a historical event in computing, the change is already visible. The LLM was no longer only something you asked through a window. It was something you cou
I-0317	196	11	2	9	0.30498	0.07076	no	no	no	Chapter 10 open-weight control stack Chapter 10 adopter burden transfer diagram
I-0317	197	21	3	12	0.51997	0.14423	no	no	no	Chapter 10 Llama screenshot-priority board Meta Llama, shown as a public web page Meta AI, shown as a public web page
I-0317	198	24	3	12	0.32298	0.17431	no	no	no	Hugging Face, shown as a public web page Mistral AI, shown as a public web page paper page, shown as a public web page
I-0317	199	40	3	12	0.25789	0.04315	no	no	no	local model-card screenshot surface local model-card screenshot surface. Local model-card-style page used to prove screenshot and PDF embedding route Hugging Fa
I-0317	200	20	2	9	0.21474	0.04093	no	no	no	Hugging Face Qwen2 model card, shown as a model-card page Hugging Face DeepSeek-R1 model card, shown as a model-card page
I-0317	201	4	2	9	0.15631	0.06139	no	no	yes	Mistral model docs Meta
I-0317	202	4	2	9	0.19453	0.12722	no	no	no	Hugging Face Mistral AI
I-0317	203	3	2	9	0.21450	0.05153	no	no	no	Ollama Mark Zuckerberg
I-0317	204	4	2	9	0.33605	0.15212	no	no	no	Yann LeCun Arthur Mensch
I-0317	205	4	2	9	0.42850	0.38560	no	no	no	Clem Delangue Thomas Wolf
I-0317	206	241	0	9	0.42825	0.10084	no	no	no	Chapter 11: Anthropic, Claude, and the Plural Frontier Date span: 2023-2025 FRONTIER PLURALISM Cutoff guard: Product claims stay tied to Anthropic's published w
I-0317	207	271	0	2	0.38831	0.05794	no	no	no	generated critiques, model-generated revisions, and reinforcement learning from AI feedback. In Chapter 6, this appears as one branch of the larger alignment st
I-0317	208	189	1	4	0.49704	0.07520	no	no	no	Constitutional AI as Product Grammar Constitutional AI As Behavior Grammar The Constitutional AI paper is useful because it makes the hidden product problem vis
I-0317	209	201	1	4	0.48915	0.08999	no	no	no	This changed how Claude could be narrated. The company could say, in effect: our assistant has a behavioral constitution. The statement is attractive because it
I-0317	210	401	0	2	0.56632	0.07199	no	no	no	from one assistant into a lineup. Haiku could stand for speed and affordability. Sonnet could stand for the middle of the curve. Opus could stand for the most c
I-0317	211	385	0	2	0.55325	0.07470	no	no	no	Sonnet Becomes The Workhorse The Claude 3.5 Sonnet launch in June 2024 sharpened the product line. Anthropic presented Claude 3.5 Sonnet as the first release in
I-0317	212	381	0	2	0.56534	0.08826	no	no	no	That action loop is why safety and usability collide. A refusal error in chat may annoy the user. A bad action in a tool environment can change files, spend mon
I-0317	213	174	1	4	0.46524	0.06977	no	no	no	terminal-based agentic coding tool alongside Claude 3.7 Sonnet, and that the tool concentrated the work loop around repository context, bounded actions, tests,
I-0317	214	386	0	2	0.57396	0.07964	no	no	no	model access to local files. Those are product claims from Anthropic's own source. The chapter can use them to show what the company wanted Claude to be. It sho
I-0317	215	47	1	4	0.28945	0.02934	no	no	no	harnesses, review, and the productivity trap. A reader should leave this chapter understanding why Anthropic's identity made action risky and central; the reade
I-0317	216	193	1	4	0.48323	0.06607	no	no	no	Claude is a model-family product surface. Figure 12.x - Claude Product Surface Claude's story is also a distribution story. Anthropic's product posts repeatedly
I-0317	217	182	0	2	0.27860	0.04265	no	no	no	them. If a language model becomes a controller, then the connectors, permission surfaces, and context feeds around it become as important as the model weights M
I-0317	218	216	1	4	0.50148	0.09763	no	no	no	What Claude Proves, And What It Does Not The Tempting Claude Claims Are Not The Sourced Ones Claude proves that assistant behavior can become a strategic identi
I-0317	219	374	0	2	0.53057	0.09541	no	no	no	to act. A developer does not experience Claude Code as a benchmark. They experience it as a supervised worker inside a repository, reading files and producing d
I-0317	220	371	0	2	0.53353	0.09073	no	no	no	stricter than that. A frontier model is not a flag. It is data, compute, talent, training infrastructure, inference economics, eval discipline, product distribu
I-0317	221	365	0	2	0.53279	0.08777	no	no	no	process each token. The promise is more capacity without paying the full dense-model compute cost on every token. The risk is that routing, training stability,
I-0317	222	373	0	2	0.52909	0.07939	no	no	no	run on premises but still depend on libraries, compilers, and expert labor from the wider ecosystem. Mistral did not dissolve those dependencies. It made them v
I-0317	223	379	0	2	0.54216	0.08037	no	no	no	"story is not ""Grok became the best model."" The useful story is that xAI treated latency between company formation, compute buildout, model release, and product"
I-0317	224	344	0	2	0.51529	0.06632	no	no	no	use on Hugging Face. The chapter can use these claims to show Cohere's strategy: not just a chatbot for everyone, but a model family aimed at enterprises that n
I-0317	225	355	0	2	0.50173	0.08876	no	no	no	AI21 and the Architecture Detour AI21 belongs here because it refused to let the reader think there was only one architectural road after the Transformer. Jamba
I-0317	226	380	0	2	0.53279	0.09911	no	no	no	that signals breadth without doing intellectual work. That would be worse than omission. It would teach the reader that the rest of the frontier is a miscellany
I-0317	227	354	0	2	0.50863	0.09492	no	no	no	official pages can carry Grok-1 and Grok 3 vendor claims, but the shell capture failed and the benchmark claims remain vendor-attributed, so the chapter cannot
I-0317	228	284	0	4	0.38930	0.06460	no	no	no	sovereignty. It can prove a more valuable thing: by the cutoff, the LLM frontier had become plural. The race was not only who had the largest model. It was who
I-0317	229	21	3	12	0.43121	0.18171	no	no	no	Anthropic Claude, shown as a public web page Anthropic Claude 4, shown as a public web page Anthropic Claude model docs
I-0317	230	41	2	11	0.43861	0.26652	no	no	no	Anthropic Daniela Amodei PERSON Plural Frontier Institutions The lab-leader strip keeps Google, Anthropic, Meta, Microsoft, and Claude from becoming faceless pr
I-0317	231	51	6	28	0.57890	0.01677	no	no	no	Dario Amodei person image Claude/align human anchor Daniela Amodei person image Anthropic institution human anchor Demis Hassabis person image DeepMind/G human
I-0317	232	0	0	4	0.09443	0.00000	no	no	no	
I-0317	233	124	1	11	0.55621	0.39842	no	no	no	Chapter 12: The Chinese Frontier Date span: 2023-2026 CHINA AND OPEN MODELS Cutoff guard: No post-cutoff Chinese-model releases are treated as happened history.
I-0317	234	377	0	2	0.55276	0.07914	no	no	no	The American version of the LLM race is easy to narrate: OpenAI lit the interface fuse, Microsoft supplied cloud partnership and distribution, Google defended s
I-0317	235	186	1	4	0.61686	0.40754	no	no	no	Qwen and the Alibaba Route DeepSeek-V3 Hugging Face Model Card. DeepSeek-V3 Hugging Face model-card screenshot adds a visible distribution surface for DeepSeek;
I-0317	236	338	0	2	0.51134	0.06854	no	no	no	multilingual support, and public availability under Apache 2.0. Those details connect Qwen to three book-wide themes: reasoning as a spendable inference resourc
I-0317	237	221	0	2	0.34887	0.04931	no	no	no	used serious compute. It was not a proof that frontier models are cheap in any general sense. But it made architectural and training efficiency part of the publ
I-0317	238	72	1	4	0.25863	0.02539	no	no	no	GLM, Kimi, and The Broader Frontier Qwen2 Technical Report Page, shown as a paper or report page GLM-4 and Kimi k1.5 keep the chapter from becoming a Qwen-and-D
I-0317	239	350	0	2	0.52244	0.08629	no	no	no	GLM-4 matters because multilingual and multimodal assistant work is central to the global LLM story. English benchmarks and English-language product demos can d
I-0317	240	288	0	2	0.42579	0.06607	no	no	no	product demos are split across languages and platforms. A model can be closed and still important because it shapes a domestic user base or cloud ecosystem Qwen
I-0317	241	65	1	4	0.22214	0.02416	no	no	no	Hardware Constraints and Model Style Qwen3 Technical Report Page No China LLM chapter can avoid hardware, but hardware should not swallow the chapter. U.S. expo
I-0317	242	352	0	2	0.50740	0.09246	no	no	no	DeepSeek-V3's reported H800 training context and MoE design make efficiency visible as a design pressure. Qwen3's thinking-budget framing makes inference-time c
I-0317	243	145	0	2	0.18886	0.02885	no	no	no	artifact, a deployment environment, a licensing move, or a visible ecosystem. Until those reasons are sourced, the names belong in a queue, not in decorative pr
I-0317	244	70	1	4	0.28427	0.05079	no	no	no	Why The Frontier Became Multipolar DeepSeek-V3 Technical Report Page, shown as a paper or report page The China chapter also changes how earlier chapters should
I-0317	245	322	0	2	0.52244	0.06928	no	no	no	and Kimi are not merely additional examples. They show how the same Transformer-era substrate can be pushed through different institutional machinery For Qwen,
I-0317	246	369	0	2	0.52761	0.08826	no	no	no	DeepSeek is the cleanest example. The V3 and R1 reports did not make compute irrelevant; they made efficiency and reinforcement-learning reasoning impossible to
I-0317	247	324	0	3	0.45217	0.07396	no	no	no	release, and evaluation claims that need to be read on their own terms It can say that open and open-weight release surfaces in China interacted with global ope
I-0317	248	28	2	9	0.31090	0.03920	no	no	no	Chapter 11 Image Sequence Images placed with this chapter to keep the visual evidence close to the story Generated China open-model DeepSeek, shown as a public
I-0317	249	3	2	9	0.17160	0.09837	no	no	yes	Alibaba Cloud Baidu
I-0317	250	92	2	40	0.48028	0.11834	no	no	no	Xiaomi Frontier Labs And Model Families Lab and platform logos show the model race as a field of institutions, not only release names Caption: Frontier Labs And
I-0317	251	51	0	46	0.57692	0.01085	no	no	no	PDF DECK REPORT PAGE Frontier Technical Reports Beyond The US Core Gemini, Qwen3, GLM-4, Kimi, and Nemotron surfaces widen the model-race evidence beyond a sing
I-0317	252	110	1	44	0.56188	0.02392	no	no	no	Gemin 1.5 Techn Gemini 1.5 Technica Report pdf technical report page Long- context/mul technical- report surface for Google/Dee chapter Qwen3 Techn Repor Qwen3
I-0317	253	157	1	56	0.52170	0.07668	no	no	no	Labs, Open Weights, And Plural Frontier Google, Meta, China, Anthropic, and open-model structure Caption: Labs, Open Weights, And Plural Frontier. Google, Meta,
I-0317	254	93	0	24	0.24803	0.00789	no	no	no	end-of- book claims are paired with the same- scope evidence still required diagram roadmap card svg claim card Gives Chapter 15 a commit- safe slide- derived c
I-0317	255	140	0	9	0.23866	0.05991	no	no	no	Chapter 13: Benchmarks, Arenas, and the Mirage of Rank Date span: 2023-2026 EVALUATION Cutoff guard: Leaderboards are historical snapshots, not permanent standi
I-0317	256	161	1	4	0.58506	0.39004	no	no	no	The Desire For A Crown LMArena Leaderboard Surface. LMArena leaderboard screenshot anchors arena-rank claims as a mutable benchmark surface; it Every era of com
I-0317	257	353	0	4	0.50074	0.08679	no	no	no	But model rankings are not mountains. They are weather maps. They change because new systems enter, old systems are renamed, providers expose different endpoint
I-0317	258	280	0	9	0.40902	0.05350	no	no	no	"is conversational: people ask fuzzy questions, compare fuzzy answers, and reward answers that feel useful. It is also dangerous evidence because ""people in this"
I-0317	259	354	0	2	0.47189	0.07816	no	no	no	The book's house rule is stricter than most product marketing. A rank claim must carry its row universe. A price claim must carry its price basis. A context- wi
I-0317	260	192	1	6	0.40163	0.08728	no	no	no	That distinction matters because the book is cutoff-bounded at May 24, 2026. The historical LMArena rows used by this figure were published 2026-05-19 and captu
I-0317	261	354	0	8	0.47387	0.08013	no	no	no	1. Best for whom? 2. Best at what task? 3. Best under what tool scaffold? 4. Best at what price basis and latency target? 5. Best on what date, with what versio
I-0317	262	323	0	4	0.48496	0.08309	no	no	no	integration, context, safety posture, and developer ergonomics. That is more interesting than a crown. A crown ends the story. A crowded, caveated table starts
I-0317	263	385	0	2	0.48521	0.09591	no	no	no	Fourth, a model may be present in a ranking dataset without a normalized, comparable standard inference price row in the local ledger. Missing price is not zero
I-0317	264	186	1	6	0.41889	0.09246	no	no	no	The notes prose formula is conditional Under this provider's stated standard API price basis, captured on this date, this model family had these input/output/ca
I-0317	265	390	0	2	0.52589	0.07865	no	no	no	well as the engine inside a carefully engineered coding agent may not perform the same way in a plain chat box. A benchmark that requires repository repair is n
I-0317	266	350	0	2	0.46696	0.08235	no	no	no	This is the deeper reason the chapter uses instead of rushing to the frontier curve. The missing curve is a visible act of honesty. It tells readers that the bo
I-0317	267	224	0	15	0.31312	0.06879	no	no	no	can explain the path from human preference votes to gated rank claims can show a historicaltext_style_control/latest/overallslice published 2026-05-19 and captu
I-0317	268	89	1	6	0.30473	0.07742	no	no	no	The measurement chapter leaves no crown sitting safely on the table. Under every rank is a quieter dependency: machines, memory, networking, software, and money
I-0317	269	7	2	9	0.34911	0.01134	no	no	no	Arena leaderboard methodology flow price-quality exclusion map
I-0317	270	6	1	6	0.36711	0.29684	no	no	no	Jensen Huang cropped portrait. web page
I-0317	271	9	2	9	0.45044	0.39127	no	no	no	TSMC Fab5 building. web page Electrical substation. web page
I-0317	272	11	2	9	0.41987	0.36366	no	no	no	Silicon wafer. web page LMArena, shown as a public web page
I-0317	273	16	2	9	0.30276	0.02638	no	no	no	LMArena historical dataset JSON surface, shown as a public web page OpenAI API model docs surface
I-0317	274	122	2	58	0.40607	0.07446	no	no	no	Kaggle Model Race And Benchmark Memory Yearly landscape tables and model-race memory aids that do not claim live rank Caption: Model Race And Benchmark Memory.
I-0317	275	66	0	24	0.37821	0.01529	no	no	no	Figure 21.01 - 2026 Model- Landscap Table benchmark landscape table Figure 21.04 - 2022 Model- Landscap Table benchmark landscape table Figure 22.01 - 2018 Mode
I-0317	276	125	1	11	0.46967	0.07692	no	no	no	Chapter 14: NVIDIA and CUDA: The Moat Under the Moat Date span: 2006-2025 HARDWARE STACK Cutoff guard: Roadmaps are labeled as roadmaps where the source says so
I-0317	277	355	0	2	0.51898	0.07742	no	no	no	"with racks, roadmaps, and the phrase ""AI factory."" It was tempting to narrate the whole thing as hardware destiny That version is too simple. NVIDIA's moat was"
I-0317	278	159	1	4	0.48422	0.04882	no	no	no	Parallelism Becomes A Habit The Traffic Pattern The GPU's original public identity was images. Games, graphics, shading, triangles, pixels. The deeper capabilit
I-0317	279	290	0	2	0.43664	0.07125	no	no	no	CUDA's importance was that it turned this style of work into a habit. Developers learned to ask which parts of a computation could be parallelized, which memory
I-0317	280	167	1	4	0.49038	0.06213	no	no	no	Libraries As Strategy Two Capacity Problems The moats that matter most are often the ones users do not see cuDNN is a clean example. NVIDIA introduced cuDNN in
I-0317	281	352	0	2	0.53131	0.07150	no	no	no	This is the part of NVIDIA's position that rivals struggled to clone quickly. A company can design an accelerator, advertise a faster number on a narrow benchma
I-0317	282	329	0	2	0.50764	0.09048	no	no	no	batches, prompts, latency targets, and dollars per token. CUDA's power was to let those layers talk without forcing every user to understand every layer at once
I-0317	283	183	0	2	0.27663	0.04487	no	no	no	assuming it. Engineers could tune kernels for it. Recruiters could ask whether a candidate had scaled on it. A chip became a unit of organizational imagination
I-0317	284	195	1	4	0.52737	0.06336	no	no	no	Blackwell, GB200, And The Rack Becomes The Computer Lithography Texture Becomes Packaging Logic. Figure 14/16.x candidate - Lithography/ASML proxy physical text
I-0317	285	360	0	2	0.52983	0.06928	no	no	no	generation NVLink. Again, exact speedup claims should stay attributed until normalized. The durable point is architectural: as models grew, the network inside t
I-0317	286	168	1	4	0.46203	0.06583	no	no	no	This is where Chapter 14 hands forward to the economics chapter. A token has a marginal cost only after a large fixed-cost system has been built: chips, racks,
I-0317	287	355	0	2	0.52934	0.08259	no	no	no	For model labs, the same moat became dependency. If the best kernels, the most mature debugging, the easiest cloud access, and the most experienced engineers li
I-0317	288	238	0	2	0.30498	0.04956	no	no	no	That temporal power is delicate to write about. A roadmap is not a shipment. A partner slide is not a deployed system. A performance ratio is not a reproducible
I-0317	289	204	1	4	0.59689	0.27860	no	no	no	What The NVIDIA Chapter Must Not Do NVIDIA GB200 NVL72 Hardware Surface, shown as a public web page The book should be hard on NVIDIA because NVIDIA matters It
I-0317	290	353	0	2	0.52046	0.08876	no	no	no	That last phrase is important. The AI factory was rhetoric built on mechanism. Without CUDA, libraries, memory bandwidth, interconnects, and cluster software, i
I-0317	291	70	2	10	0.36662	0.23644	no	no	no	CUDA and GPUs are the hidden substrate; GTC is the theater where that substrate is sold back to the world as destiny. The next chapter treats NVIDIA's stagecraf
I-0317	292	15	2	9	0.42308	0.23274	no	no	no	AMD Instinct, shown as a public web page ASML, shown as a public web page
I-0317	293	25	3	12	0.56509	0.47584	no	no	no	CUDA Toolkit, shown as a public web page Oracle AI, shown as a public web page Nvidia Cuda Toolkit, shown as a public web page
I-0317	294	17	2	9	0.43812	0.38560	no	no	no	AMD ROCm, shown as a public web page AMD Instinct MI300, shown as a public web page
I-0317	295	17	2	9	0.36686	0.22337	no	no	no	CoreWeave Cloud, shown as a public web page Lambda GPU Cloud, shown as a public web page
I-0317	296	17	2	9	0.42135	0.35404	no	no	no	Digital Realty AI, shown as a public web page ASML Lithography, shown as a public web page
I-0317	297	31	2	9	0.42061	0.36045	no	no	no	TSMC 3DFabric, shown as a public web page GTC-2026-Keynote.pdf. Figure 15/22.x candidate - NVIDIA frames inference throughput per megawatt, interactivity, servi
I-0317	298	11	2	9	0.20069	0.04142	no	no	no	GTC 2026 keynote title/opening surface GTC 2026 software stack surface
I-0317	299	2	2	9	0.13609	0.07668	no	no	yes	NVIDIA AMD
I-0317	300	2	2	9	0.10725	0.05325	no	no	yes	Intel Arm
I-0317	301	66	2	36	0.55966	0.23595	no	no	no	Lisa Su Compute And AI Factory Stack Hardware, CPU, accelerator, and orchestration logos turn infrastructure from abstraction into institutions Caption: Compute
I-0317	302	21	0	5	0.56879	0.01282	no	no	no	PERSON Hardware And Open Ecosystem Operators The final people strip links accelerators, frontier startups, and open-model infrastructure to named public actors
I-0317	303	64	5	25	0.57668	0.02293	no	no	no	Caption: Hardware And Open Ecosystem Operators. The final people strip links accelerators, frontier startups, and open-model infrastructure to named public acto
I-0317	304	0	0	4	0.09467	0.00000	no	no	no	
I-0317	305	107	1	11	0.51553	0.32668	no	no	no	Chapter 15: GTC 2026: The AI Factory Sells Itself Date span: March 2026 INFRASTRUCTURE STAGE Cutoff guard: Announcements are not treated as deployed capacity. 1
I-0317	306	373	0	2	0.52811	0.07175	no	no	no	The old datacenter was supposed to disappear into metaphor. Users said cloud, as if computation had become weather. Executives said platform, as if the machines
I-0317	307	102	0	2	0.13092	0.02564	no	no	no	The chapter begins there because it keeps the LLM story honest. ChatGPT made intelligence feel like a box you typed into. Coding agents made it feel like a coll
I-0317	308	123	1	4	0.55054	0.40187	no	no	no	A Keynote As A Sales Funnel For A Worldview Jensen Huang Public Profile Texture The GTC 2026 deck did not present one product in isolation. It arranged a worldv
I-0317	309	390	0	2	0.54561	0.09172	no	no	no	insufficient. The bottleneck can move to memory bandwidth, networking, power density, scheduling, software, storage, cooling, or utilization. A lab with a bette
I-0317	310	293	0	2	0.43516	0.07470	no	no	no	Inference Becomes The Business The ChatGPT era made training famous. Training runs were where the frontier seemed to move: bigger models, more data, longer cont
I-0317	311	197	1	4	0.57544	0.32175	no	no	no	Roadmaps Are Not Time Machines GTC 2026 Rack-Scale Comparison Page. GTC 2026 page render supplies NVIDIA-attributed rack-scale comparison texture; it GTC keynot
I-0317	312	200	0	2	0.27096	0.04610	no	no	no	",notes ledger, should remain reserve or cite-only after unless a later layout pass cuts a stronger core card. It labels Groq 3 LPX and the ""Available 2H26"" line"
I-0317	313	218	1	4	0.61785	0.32766	no	no	no	Vera Rubin As A System Promise GTC 2026 Hardware Roadmap Page. GTC 2026 hardware-roadmap page render anchors the cutoff-labeled roadmap discussion; roadmap lang
I-0317	314	368	0	2	0.55671	0.08111	no	no	no	That promise had real technical logic. H100 and Blackwell materials had already made clear that NVIDIA's story was tensor cores, memory bandwidth, interconnect,
I-0317	315	202	1	4	0.47682	0.07964	no	no	no	That is a powerful idea. It is also exactly where the chapter must be careful. A keynote comparison can show what NVIDIA claimed. It cannot show what a utility
I-0317	316	269	0	2	0.40680	0.05375	no	no	no	close to the source and remain attributed. The safe historical claim is that NVIDIA publicly positioned DSX as an AI factory reference-design and platform layer
I-0317	317	205	1	4	0.59172	0.32668	no	no	no	"From Tokens To Capital Equipment GTC 2026 AI Factory Framing Page The most useful question in the chapter is not whether ""AI factory"" is perfect language. It is"
I-0317	318	257	0	10	0.39103	0.06114	no	no	no	computing more industrial. The friendly text box depended on a production stack with the bargaining power of a refinery and the depreciation schedule of a utili
I-0317	319	175	1	7	0.45365	0.06879	no	no	no	Do not chart exact throughput, perf-per-watt, token-per-second, revenue, or system-ratio claims as independent facts Do not imply DSX customer deployment scale
I-0317	320	348	0	2	0.52342	0.07002	no	no	no	Chapter 15 needs the handoff. A factory is not only equipment. It is a production process. NVIDIA's claim to the factory rested on its claim to the process This
I-0317	321	370	0	2	0.49852	0.08210	no	no	no	This point helps the reader understand the Groq 3 LPX card without overusing its specifications. is not only about one roadmap line. It is about NVIDIA acknowle
I-0317	322	365	0	3	0.48792	0.08062	no	no	no	must ask: who supplies the machines, who pays for the power, who bears the risk, who verifies the output, and which promises are still only promises? That quest
I-0317	323	63	2	9	0.35897	0.03452	no	no	no	accelerated computing as industrial infrastructure. The character work is therefore rhetorical and public: who gets to name the factory, and who has to build it
I-0317	324	32	2	9	0.27638	0.02071	no	no	no	GTC page 45 inference compute roadmap card. Figure 15.x - GTC Page 45: Inference Compute Roadmap GTC page 46 Vera Rubin partner card. Figure 15.x - GTC Page 46:
I-0317	325	27	2	9	0.27811	0.01874	no	no	no	GTC page 49 system comparison card. Figure 15.x - GTC Page 49: System Comparison GTC page 50 roadmap card. Figure 15.x - GTC Page 50: Roadmap Cadence
I-0317	326	24	2	9	0.37845	0.32692	no	no	no	GTC 2026 page 29 AI-factory document Figure 15/16.x candidate - NVIDIA's DSX platform slide as a bridge from GTC rhetoric to physical constraints
I-0317	327	46	2	9	0.39768	0.31879	no	no	no	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA frames the AI factory as industrial infrastructure: inference is the workload, tokens are the commodity, and compute
I-0317	328	46	2	9	0.39546	0.31040	no	no	no	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA announces Vera Rubin NVL72 launch partners with NVIDIA-stated perf-per-watt, NVFP4, HBM4, and NVLink6 claims GTC-2026
I-0317	329	44	2	9	0.40434	0.31854	no	no	no	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA's 2024-2026-2028 roadmap links Blackwell, Rubin, Feynman, Vera, BlueField, Spectrum, ConnectX, NVLink, and rack-scale
I-0317	330	10	2	9	0.20118	0.04117	no	no	no	GTC 2026 inference/economics framing GTC 2026 networking/platform surface
I-0317	331	11	2	9	0.20143	0.04167	no	no	no	GTC 2026 DSX/factory design surface GTC 2026 closing/ecosystem surface
I-0317	332	55	2	51	0.34788	0.05227	no	no	no	GTC 2026 accelerator system surface GTC 2026 datacenter/facility surface PDF DECK REPORT PAGE GTC Stagecraft: AI Factory Thesis The first GTC gallery treats NVI
I-0317	333	78	1	44	0.57150	0.02392	no	no	no	GTC 2026 keynot GTC 2026 keynote title/open surface presentation page GTC 2026 AI GTC 2026 AI factory framing presentation page AI-factory thesis as NVIDIA stag
I-0317	334	132	1	26	0.56139	0.04339	no	no	no	PDF DECK REPORT PAGE GTC Platform, Networking, And Facilities The second GTC gallery ties software, networking, accelerator systems, and facilities into the AI-
I-0317	335	113	1	36	0.55350	0.04463	no	no	no	Hardware, CUDA, And AI Factories CUDA, accelerators, racks, networking, facilities, and token economics Caption: Hardware, CUDA, And AI Factories. CUDA, acceler
I-0317	336	171	1	44	0.45118	0.04512	no	no	no	GPU shards, and interconn fabric make LLM systems a communi problem diagram services stress the same GPU stack in different ways diagram Vera Rubin without conv
I-0317	337	278	0	9	0.44970	0.09098	no	no	no	Chapter 16: Datacenters, Power, and the Physical Internet Date span: 2023-2026 PHYSICAL CONSTRAINT Cutoff guard: Capacity, emissions, and deployment claims requ
I-0317	338	182	1	4	0.47485	0.05769	no	no	no	permits, cooling capacity, water plans, local politics, and grid patience? The answer matters because the frontier model is no longer just a file on a server. I
I-0317	339	420	0	2	0.54315	0.09221	no	no	no	But the same IEA report treated data centres as a fast-growing and locally concentrated load class, with a base case in which data-centre electricity consumptio
I-0317	340	204	1	4	0.48743	0.05769	no	no	no	The book should resist two easy overreactions. One is to say that data-centre electricity use was tiny, therefore irrelevant. The other is to say that any incre
I-0317	341	373	0	2	0.51011	0.07791	no	no	no	state outside the cluster was unaffected, or that every project in the cluster was doomed. It means the load was not spread evenly like rainfall across a map. I
I-0317	342	180	1	4	0.46746	0.06879	no	no	no	The Queue Behind The Plug The Interconnection Queue Interconnection became one of the hidden verbs of scaling. The Department of Energy's Secretary of Energy Ad
I-0317	343	361	0	2	0.53057	0.09122	no	no	no	The interconnection queue also altered bargaining power. A model lab that needed capacity quickly might become more flexible about geography, partners, or procu
I-0317	344	221	1	4	0.58111	0.33284	no	no	no	"The old cloud story was ""scale hides complexity."" The AI infrastructure story is more interesting: scale exposes which complexity can still be hidden and which"
I-0317	345	339	0	2	0.50000	0.07175	no	no	no	That forced a distinction the industry often blurred: a corporate clean-power contract could be real and still not be the same thing as the physical fuel mix se
I-0317	346	177	1	4	0.49236	0.05720	no	no	no	Cooling Is Where The Slide Meets The Floor Clean Procurement Is Not Physical Supply Cooling was not a plumbing footnote. It was the place where the thermal real
