pass_id	inventory_id	visual_family	visual_category	board_or_section_id	pdf_page	asset_id	asset_type	title	file_path	sha256	source_or_provenance	private_use_status	story_purpose	blocked_claims	render_location	page_mapping_method_i0302	page_mapping_evidence_i0302
I-0302	FI-0127	expanded_300_exhibit	curated_chart_data_svg_visualization	VX027	428	A-0079	svg_diagram	Generated Chapter 21 verifier/search loop	assets/visual_system/chapter21-verifier-search-loop.svg	5108662336c04782dde45c4bc8b4e1627950bc07d582641ecfecfb1dd2008327	local:data/chapter21_reasoning_visual_package_i0130.tsv	Original lightweight SVG generated from Chapter 21 claim rows; no external image assets; not a production-agent autonomy or broad planning reliability claim.	Makes self-consistency, process supervision, tree search, and ReAct-style observation legible while blocking truth-guarantee and faithful-explanation claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX027
I-0302	FI-0128	expanded_300_exhibit	curated_chart_data_svg_visualization	VX028	429	A-0080	svg_diagram	Generated Chapter 21 inference-contract matrix	assets/visual_system/chapter21-inference-contract-matrix.svg	ee54ad78580c832126612f6a7be8cecee22811600971e71e59c4d9dc664b0e6f	local:data/chapter21_reasoning_visual_package_i0130.tsv	Original lightweight SVG generated from Chapter 21 benchmark caveat rows; no external image assets; no live-rank, raw-model, safety, productivity, or all-domain superiority claims.	Teaches benchmark permission before any reasoning chart becomes a rank or productivity claim.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX028
I-0302	FI-0129	expanded_300_exhibit	curated_chart_data_svg_visualization	VX029	430	A-0081	svg_diagram	Generated Chapter 21 reasoning-budget routing map	assets/visual_system/chapter21-reasoning-budget-routing-map.svg	3b76e66f4a2de0c2b1d6d5855c5be9c25f68a891bd4cce58e1fc41c3721ff5af	local:data/chapter21_reasoning_visual_package_i0130.tsv	Original lightweight SVG generated from Chapter 21 source and claim rows; no external image assets; schematic lanes are not measured deployment behavior.	Connects reasoning budgets to product routing and human review while blocking exact routing-policy, cost, latency, adoption, and solved-truth claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX029
I-0302	FI-0130	expanded_300_exhibit	curated_chart_data_svg_visualization	VX030	431	A-0082	svg_diagram	Generated Chapter 22 token meter	assets/visual_system/chapter22-token-meter.svg	05793751308d73d8d4f19b91ec3278000419cc142637ea630dd26c090880f5bf	local:data/chapter22_economics_visual_package_i0131.tsv	Original lightweight SVG generated from Chapter 22 pricing rows; no external image assets; schematic not a margin or cost chart.	Shows token pricing as a product meter while blocking live-price, cost-per-token, margin, revenue, utilization, and price-quality frontier claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX030
I-0302	FI-0131	expanded_300_exhibit	curated_chart_data_svg_visualization	VX031	432	A-0083	svg_diagram	Generated Chapter 22 routing/caching/batching levers	assets/visual_system/chapter22-routing-caching-batching-levers.svg	ec17685c7c56daa0df8ebcbf9b0b9f97cb7be59dad036f616c771fc85ff3b45c	local:data/chapter22_economics_visual_package_i0131.tsv	Original lightweight SVG generated from Chapter 22 pricing and blocker rows; no external image assets; schematic levers only.	Explains cost levers without claiming actual savings, routing quality, provider margin, utilization, production behavior, or customer ROI.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX031
I-0302	FI-0132	expanded_300_exhibit	curated_chart_data_svg_visualization	VX032	433	A-0084	svg_diagram	Generated Chapter 22 subscription/API/bundle map	assets/visual_system/chapter22-subscription-api-bundle-map.svg	292dd61f6c654cea54fab5d4737abb5e3668b4e03ec2bb79f2ce6c6941244e3d	local:data/chapter22_economics_visual_package_i0131.tsv	Original lightweight SVG generated from Chapter 22 source and claim rows; no external image assets; not a revenue or adoption chart.	Separates product surfaces from outcome economics while blocking subscriber, paid-seat, active-use, productivity, revenue, margin, ROI, and broad adoption claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX032
I-0302	FI-0133	expanded_300_exhibit	curated_chart_data_svg_visualization	VX033	434	A-0085	svg_diagram	Generated Chapter 22 margin and ROI blocker grid	assets/visual_system/chapter22-margin-roi-blocker-grid.svg	3ca6f93e1c06089f6b050a56c8a9903adfc45e5c62e6f04860b5905d09050dd2	local:data/chapter22_economics_visual_package_i0131.tsv	Original lightweight SVG generated from Chapter 22 blocker rows; no external image assets; no provider revenue, gross-margin, profitability, capex, utilization, customer ROI, workload-savings, or price-quality frontier claim.	Makes the chapter's negative controls visible so market-structure evidence does not become balance-sheet evidence.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX033
I-0302	FI-0134	expanded_300_exhibit	curated_chart_data_svg_visualization	VX034	435	A-0086	svg_diagram	Generated Chapter 9 research-to-product conversion timeline	assets/visual_system/chapter9-research-to-product-conversion-timeline.svg	63d802c5f9c4053c8dae2e3f8c02fadf36a2c743aa8121be10909d7f38f2d81a	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 chronology and claim-audit rows; no external image assets; adoption, revenue, benchmark superiority, TPU-vs-GPU cost/performance, and Search-click claims remain blocked.	Shows Google's conversion problem without ranking the company or implying market success.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX034
I-0302	FI-0135	expanded_300_exhibit	curated_chart_data_svg_visualization	VX035	436	A-0087	svg_diagram	Generated Chapter 9 TPU/Search/Workspace surface map	assets/visual_system/chapter9-tpu-search-workspace-surface-map.svg	8cd8156d35508fad0d5e174245db84e30122d12d852d48cdf1f453d91369986f	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 source and claim rows; no external image assets; no user preference, productivity, revenue, cloud-share, Search-click, or TPU-superiority claim.	Makes Google's stack breadth legible while preserving the distinction between availability and user desire.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX035
I-0302	FI-0136	expanded_300_exhibit	curated_chart_data_svg_visualization	VX036	437	A-0088	svg_diagram	Generated Chapter 9 Gemini long-context lane	assets/visual_system/chapter9-gemini-long-context-lane.svg	b678701ee49324387066539e6d56c5399166f75ce0669ca894d179af622c61e7	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 long-context rows; no external image assets; solved retrieval, memory, legal review, codebase understanding, enterprise knowledge, latency, and cost claims remain blocked.	Shows long context as product grammar and infrastructure pressure rather than solved memory or retrieval.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX036
I-0302	FI-0137	expanded_300_exhibit	curated_chart_data_svg_visualization	VX037	438	A-0089	svg_diagram	Generated Chapter 9 benchmark/adoption blocker grid	assets/visual_system/chapter9-benchmark-adoption-blocker-grid.svg	ad9b6e2226a939e024456177b95c45e32f1c3ba6ff2e4913cc7ee0f09911232e	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 blocker rows; no external image assets; no neutral benchmark crown, live-rank, adoption, subscribers, productivity, revenue, ROI, margins, cloud share, Search-click, ad-economics, or TPU cost/performance claim.	Makes negative controls visible so product posts and model-card surfaces do not become market or benchmark proof.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX037
I-0302	FI-0138	expanded_300_exhibit	curated_chart_data_svg_visualization	VX038	439	A-0090	svg_diagram	Generated Chapter 19 code-as-language ladder	assets/visual_system/chapter19-code-as-language-ladder.svg	0735a8229bc63bef36ce839d094094b386e50c816638003c77cffb13e0381614	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; productivity, adoption, security quality, autonomous engineering, and replacement claims remain blocked.	Shows code as translation into operation without implying autonomous programming or literal understanding.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX038
I-0302	FI-0139	expanded_300_exhibit	curated_chart_data_svg_visualization	VX039	440	A-0091	svg_diagram	Generated Chapter 19 editor-to-repository workflow	assets/visual_system/chapter19-editor-to-repository-workflow.svg	d61600247a83982240f9cbbc8152aa4aa07b1a90528cbb642118fb0128fea0b3	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 Copilot rows; no external image assets; no active-user, paid-seat, productivity, code-quality, security-quality, broad-acceptance, or replacement claim.	Makes the editor assistant loop legible while preserving the distinction between suggestion and outcome.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX039
I-0302	FI-0140	expanded_300_exhibit	curated_chart_data_svg_visualization	VX040	441	A-0092	svg_diagram	Generated Chapter 19 coding benchmark ladder	assets/visual_system/chapter19-benchmark-ladder.svg	5c0492af7da698c1aee7bf4b23055480108ebabb567e6716f19682df62bdff33	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 benchmark rows; no external image assets; exact HumanEval values, model sizes, live leaderboards, best-coding-model claims, productivity, and broad competence claims remain blocked.	Teaches benchmark permission before any code score becomes a rank, productivity claim, or broad competence claim.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX040
I-0302	FI-0141	expanded_300_exhibit	curated_chart_data_svg_visualization	VX041	443	A-0093	svg_diagram	Generated Chapter 19 repository-as-prompt schematic	assets/visual_system/chapter19-repository-as-prompt.svg	2f95044fae7f4a734403747074eaa5a5bf8c507870d4b6b50b60717fecaac4a5	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; autonomous engineering, secure deployment, replacement, productivity, terminal-agent product details, and job-displacement claims remain blocked.	Connects repository context to supervised coding workflows and hands off cleanly to the Chapter 20 terminal-agent case study.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX041
I-0302	FI-0142	expanded_300_exhibit	curated_chart_data_svg_visualization	VX042	445	A-0112	svg_diagram	Generated Chapter 10 open-weight control stack	assets/visual_system/chapter10-open-weight-control-stack.svg	d0b6ef74c9b4ac3da64d3ee5cfa1b456c5049971ecabdfd8053e4ef10f63d5f2	local:data/chapter10_open_weight_control_stack_visual_package_i0142.tsv	Original lightweight SVG generated from Chapter 10 source and audit rows; no external image assets; no open-source equivalence, license freedom, adoption, safety, benchmark superiority, price-quality, lower-cost, or full-transparency claim.	"Makes Chapter 10's control-stack argument visible so ""open"" does not become one undifferentiated claim."	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX042
I-0302	FI-0143	expanded_300_exhibit	curated_chart_data_svg_visualization	VX043	446	A-0113	svg_diagram	Generated Chapter 10 adopter burden transfer diagram	assets/visual_system/chapter10-adopter-burden-transfer.svg	a78d8ece5aaf127314ed23c260ae005f8b31a99eed39298ec637646391133e07	local:data/chapter10_open_weight_control_stack_visual_package_i0142.tsv	Original lightweight SVG generated from Chapter 10 source and audit rows; no external image assets; no cheaper, safer, more adopted, higher-quality, better-performing, or enterprise-outcome claim.	Shows why open weights create control and burden at the same time.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX043
I-0302	FI-0144	expanded_300_exhibit	curated_chart_data_svg_visualization	VX044	447	A-0114	svg_diagram	Generated Chapter 10 Llama screenshot-priority board	assets/visual_system/chapter10-llama-source-screenshot-priority.svg	0bb984467e051e02c49d03c31682c56198e01c1ebc0bb28adf4187a16ff0f776	local:data/chapter10_open_weight_control_stack_visual_package_i0142.tsv	Original lightweight SVG generated from I-0137 audit and existing acquisition rows; no external image assets; no popularity, stars, downloads, current license state, ecosystem size, deployment, adoption, benchmark, quality, or safety proof.	Prevents final layout from stacking four similar Meta pages and tells later capture work which surfaces matter most.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX044
I-0302	FI-0145	expanded_300_exhibit	real_photo_screenshot_source_image	VX045	448	A-0106	source_screenshot_slot	GTC 2026 page 29 AI-factory source surface	assets/gtc_2026/slides/page-029-ai-factories.png	5482214d4f378b4f8875ecfd7665e458dd3cf741990553a2561408ea4d27ea7f	local:data/physical_infrastructure_capture_execution_i0145.tsv	Existing ignored private-use raster hash-recorded at 5760x3240; no neutral industry definition, independent economics, deployed-factory performance, or revenue proof.	Shows NVIDIA's own framing while keeping the independent economics question outside the slide.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX045
I-0302	FI-0146	expanded_300_exhibit	real_photo_screenshot_source_image	VX046	449	A-0107	source_screenshot_slot	GTC 2026 page 51 DSX handoff source surface	assets/gtc_2026/slides/page-051-dsx-ai-factory.png	98f9add0157e7acf94a171fd4ce8ac09493a419c63274b48f4432430918496cc	local:data/physical_infrastructure_capture_execution_i0145.tsv	Existing ignored private-use raster hash-recorded at 5760x3240; no customer deployment, adoption scale, facility performance, or proof that DSX solves power/cooling/interconnection.	Connects Chapter 15 AI-factory stagecraft to Chapter 16 power, cooling, and interconnection evidence.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX046
I-0302	FI-0147	expanded_300_exhibit	real_photo_screenshot_source_image	VX047	450	A-0168	source_media_image	Jensen Huang cropped portrait	assets/source_media/i0210_wave1/CAP-20260526-2101__jensen-huang-cropped.jpg	dc359b3f72b071229f49c0380275de53afe1faf0127bc3a5cc9371c33a941976	https://commons.wikimedia.org/wiki/Special:FilePath/Jensen%20Huang%20(cropped).jpg	Ignored local file; sha256 dc359b3f72b071229f49c0380275de53afe1faf0127bc3a5cc9371c33a941976; file size 104724 bytes; publication rights/fair-use and attribution pending.	Adds real-world/source-surface texture without promoting adoption, revenue, capacity, workload, performance-rank, safety, or current-UI claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX047
I-0302	FI-0148	expanded_300_exhibit	real_photo_screenshot_source_image	VX048	451	A-0169	source_media_image	TSMC Fab5 building	assets/source_media/i0210_wave1/CAP-20260526-2102__tsmc-fab5.jpg	e80aa8fbebc5994b7e4e99f645c0898bea3249f4d9936c32c31d6e7273b563a2	https://commons.wikimedia.org/wiki/Special:FilePath/TSMC%20Fab5.JPG	Ignored local file; sha256 e80aa8fbebc5994b7e4e99f645c0898bea3249f4d9936c32c31d6e7273b563a2; file size 2545371 bytes; publication rights/fair-use and attribution pending.	Adds real-world/source-surface texture without promoting adoption, revenue, capacity, workload, performance-rank, safety, or current-UI claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX048
I-0302	FI-0149	expanded_300_exhibit	real_photo_screenshot_source_image	VX049	452	A-0170	source_media_image	Google data center in The Dalles	assets/source_media/i0210_wave1/CAP-20260526-2103__google-data-center.jpg	9e82dd87908002c82c100178b5ccb22494e5c3cad941f85b2febb7aba59b6079	https://commons.wikimedia.org/wiki/Special:FilePath/Google%20data%20center.jpg	Ignored local file; sha256 9e82dd87908002c82c100178b5ccb22494e5c3cad941f85b2febb7aba59b6079; file size 2325647 bytes; publication rights/fair-use and attribution pending.	Adds real-world/source-surface texture without promoting adoption, revenue, capacity, workload, performance-rank, safety, or current-UI claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX049
I-0302	FI-0150	expanded_300_exhibit	real_photo_screenshot_source_image	VX050	453	A-0171	source_media_image	Electrical substation	assets/source_media/i0210_wave1/CAP-20260526-2104__electrical-substation.jpg	4b6f9c3cc74d41eccda8c8f4a35fac7b2eebf7ca58a436715dfebad96a4b0755	https://commons.wikimedia.org/wiki/Special:FilePath/Electrical%20Substation.JPG	Ignored local file; sha256 4b6f9c3cc74d41eccda8c8f4a35fac7b2eebf7ca58a436715dfebad96a4b0755; file size 63495 bytes; publication rights/fair-use and attribution pending.	Adds real-world/source-surface texture without promoting adoption, revenue, capacity, workload, performance-rank, safety, or current-UI claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX050
I-0302	FI-0151	expanded_300_exhibit	real_photo_screenshot_source_image	VX051	454	A-0177	source_media_image	Silicon wafer	assets/source_media/i0210_wave1/CAP-20260526-2110__silicon-wafer.jpg	384d68bbd3e0e8acecd21d5b92f9a465633e4ec6fc9f3824455e3ad10e39224d	https://commons.wikimedia.org/wiki/Special:FilePath/Silicon%20wafer.jpg	Ignored local file; sha256 384d68bbd3e0e8acecd21d5b92f9a465633e4ec6fc9f3824455e3ad10e39224d; file size 1012206 bytes; publication rights/fair-use and attribution pending.	Adds real-world/source-surface texture without promoting adoption, revenue, capacity, workload, performance-rank, safety, or current-UI claims.	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX051
I-0302	FI-0152	expanded_300_exhibit	real_photo_screenshot_source_image	VX052	455	A-0284-001	source_image	NVIDIA AI	assets/private_use_photos/i0284_source_images/nvidia-nvidia-ai.jpg	e55e513bb793ab055fa0eeb03b8112ecc58a317024c451ea065e131a44279906	https://www.nvidia.com/en-us/ai/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	AI platform/source surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX052
I-0302	FI-0153	expanded_300_exhibit	real_photo_screenshot_source_image	VX053	456	A-0284-002	source_image	NVIDIA Blackwell	assets/private_use_photos/i0284_source_images/nvidia-nvidia-blackwell.jpg	ebb7c143d60f2c1f3fdbb70e437adba73ef979ad93aaaece75342fc7736531ec	https://www.nvidia.com/en-us/data-center/technologies/blackwell-architecture/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	Blackwell hardware texture	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX053
I-0302	FI-0154	expanded_300_exhibit	real_photo_screenshot_source_image	VX054	457	A-0284-003	source_image	NVIDIA GTC	assets/private_use_photos/i0284_source_images/nvidia-nvidia-gtc.jpg	5793eacfbcfa796baad5f1709095b94619341ec337788adf08b13eaa57691ebf	https://www.nvidia.com/gtc/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	GTC public event surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX054
I-0302	FI-0155	expanded_300_exhibit	real_photo_screenshot_source_image	VX055	458	A-0284-004	source_image	AMD Instinct	assets/private_use_photos/i0284_source_images/amd-amd-instinct.jpg	40a7823b5db48c26f13dfb39e400f6fdc6c2ae1c862148d74237ce3b90cdb17e	https://www.amd.com/en/products/accelerators/instinct.html	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	accelerator competitor texture	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX055
I-0302	FI-0156	expanded_300_exhibit	real_photo_screenshot_source_image	VX056	459	A-0284-005	source_image	CoreWeave	assets/private_use_photos/i0284_source_images/coreweave-coreweave.png	1e3bd0bb23ff559851ad9ebba3d56f48fbb7de15ec3519ad575e3206ffea0617	https://www.coreweave.com/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	AI cloud/datacenter texture	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX056
I-0302	FI-0157	expanded_300_exhibit	real_photo_screenshot_source_image	VX057	460	A-0284-007	source_image	Anthropic Claude	assets/private_use_photos/i0284_source_images/anthropic-anthropic-claude.jpg	c0e341d521cad8e3737ec6239839264baf397f02680b2ac2a632cecbdb403c1c	https://www.anthropic.com/claude	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	Claude product surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX057
I-0302	FI-0158	expanded_300_exhibit	real_photo_screenshot_source_image	VX058	461	A-0284-008	source_image	Anthropic Claude 4	assets/private_use_photos/i0284_source_images/anthropic-anthropic-claude-4.png	6d577367391ab96500eaca5332c879d052672a8e8aae5716f0d5f8d042b468a1	https://www.anthropic.com/news/claude-4	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	model launch source surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX058
I-0302	FI-0159	expanded_300_exhibit	real_photo_screenshot_source_image	VX059	462	A-0284-009	source_image	DeepSeek	assets/private_use_photos/i0284_source_images/deepseek-deepseek.jpg	013bf4cf3d35a8034fb4e3d49787effa53462e790e74c5efe1d8c3ae7833b857	https://www.deepseek.com/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	China frontier lab/product surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX059
I-0302	FI-0160	expanded_300_exhibit	real_photo_screenshot_source_image	VX060	463	A-0284-010	source_image	Meta Llama	assets/private_use_photos/i0284_source_images/meta-meta-llama.png	cdc69798fec9b02973a9967e1f3287d82954836b874d620c5d7560d907e86509	https://www.llama.com/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	open-weight model surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX060
I-0302	FI-0161	expanded_300_exhibit	real_photo_screenshot_source_image	VX061	464	A-0284-011	source_image	Meta AI	assets/private_use_photos/i0284_source_images/meta-meta-ai.jpg	87f0b4693c75cd9d8b6d92e180ac3888c630c8b194bbdf58735ee2b08f2880c1	https://ai.meta.com/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	Meta AI product/lab surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX061
I-0302	FI-0162	expanded_300_exhibit	real_photo_screenshot_source_image	VX062	465	A-0284-012	source_image	Google Gemini	assets/private_use_photos/i0284_source_images/google-google-gemini.png	df32d93c0aa9ba1de43e04d431e2bebe027ab2449008d5aa226d076c3c433be3	https://gemini.google.com/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	Gemini interface surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX062
I-0302	FI-0163	expanded_300_exhibit	real_photo_screenshot_source_image	VX063	466	A-0284-013	source_image	Google Cloud AI	assets/private_use_photos/i0284_source_images/google-google-cloud-ai.png	0ec88e23351289c4bff7320ac0c0d06cd4f62ce135a36f6c498b38f470263bf9	https://cloud.google.com/products/ai	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	cloud AI product surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX063
I-0302	FI-0164	expanded_300_exhibit	real_photo_screenshot_source_image	VX064	467	A-0284-015	source_image	ASML	assets/private_use_photos/i0284_source_images/asml-asml.jpg	6af651d5ea2ce744ba0c179c64d27ea726cb4291b98023398ca31384c0c3c809	https://www.asml.com/en	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	semiconductor supply-chain surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX064
I-0302	FI-0165	expanded_300_exhibit	real_photo_screenshot_source_image	VX065	468	A-0284-016	source_image	Hugging Face	assets/private_use_photos/i0284_source_images/hugging-face-hugging-face.png	feb117d71bf076fd7bc7a34501642960534e350d01280e50c34128d095f4cd65	https://huggingface.co/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	open model hub surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX065
I-0302	FI-0166	expanded_300_exhibit	real_photo_screenshot_source_image	VX066	469	A-0284-017	source_image	Mistral AI	assets/private_use_photos/i0284_source_images/mistral-ai-mistral-ai.png	50bfee679a813b9d68f037f89168a4ffa47045a5d0dc9be002c379aa1c6de88e	https://mistral.ai/	private_use_source_image_from_public_page; Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.	European frontier lab surface	Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.	final_private_pdf_main_expanded_300_layer	figure_or_section_id	VX066
