pass_id	pdf_page	mapped_visual_rows	visual_families	visual_categories	page_text_sample
I-0310	243	2	expanded_300_exhibit=2	model_card_hf_benchmark_repo_docs_surface=1; paper_report_excerpt=1	VX092 / A-0259-008 - Mistral pricing source surface SSF-0259-008 - Mistral pricing source surface. Categories: paper_report_excerpt. Source/provenance: https://mistral.ai/pricing Source note: source surface; rights and attribution notes are recorded in the pro
I-0310	244	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX118 / A-0286-003 - Hugging Face BLOOM model card source-surface card for Hugging Face BLOOM model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/bigscience/bloom Source note: source rights noted; screen
I-0310	245	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX119 / A-0286-005 - Hugging Face Mistral 7B model card source-surface card for Hugging Face Mistral 7B model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/mistralai/Mistral-7B-v0.1 Source note: source r
I-0310	246	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX120 / A-0286-006 - Hugging Face Qwen2 model card source-surface card for Hugging Face Qwen2 model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/Qwen/Qwen2-7B-Instruct Source note: source rights noted; 
I-0310	247	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX121 / A-0286-007 - Hugging Face DeepSeek-R1 model card source-surface card for Hugging Face DeepSeek-R1 model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/deepseek-ai/DeepSeek-R1 Source note: source r
I-0310	248	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX124 / A-0289-005 - Mistral model docs source-surface completion card for Mistral model docs. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://docs.mistral.ai/getting- started/models/models_overview/ Source note: source rights
I-0310	249	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX128 / A-0284-029 - Meta acquired logo for private-edition visual layer: Meta. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market sh
I-0310	250	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX132 / A-0284-033 - Hugging Face acquired logo for private-edition visual layer: Hugging Face. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partne
I-0310	251	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX133 / A-0284-034 - Mistral AI acquired logo for private-edition visual layer: Mistral AI. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnershi
I-0310	252	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX150 / A-0287-027 - Ollama completion-layer logo for private-edition visual acquisition: Ollama. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, part
I-0310	253	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX179 / A-0284-059 - Mark Zuckerberg acquired person_image for private-edition visual layer: Mark Zuckerberg. Categories: person_image. Source/provenance: https://about.meta.com/media-gallery/executives/mark-zuckerberg/ Source note: source rights noted; Public
I-0310	254	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX183 / A-0284-063 - Yann LeCun acquired person_image for private-edition visual layer: Yann LeCun. Categories: person_image. Source/provenance: https://ai.meta.com/people/yann-lecun/ Source note: source rights noted; Public-profile page screenshot only; does 
I-0310	255	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX195 / A-0287-060 - Arthur Mensch completion-layer person_image for private-edition visual acquisition: Arthur Mensch. Categories: person_image. Source/provenance: https://en.wikipedia.org/wiki/Arthur_Mensch Source note: source rights noted; Public-profile pa
I-0310	256	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX196 / A-0287-061 - Clem Delangue completion-layer person_image for private-edition visual acquisition: Clem Delangue. Categories: person_image. Source/provenance: https://huggingface.co/clem Source note: source rights noted; Public-profile page screenshot on
I-0310	257	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX197 / A-0287-062 - Thomas Wolf completion-layer person_image for private-edition visual acquisition: Thomas Wolf. Categories: person_image. Source/provenance: https://huggingface.co/ThomasW Source note: source rights noted; Public-profile page screenshot onl
I-0310	258	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	Chapter 11: The Chinese Frontier 11. The Chinese Frontier The Chinese frontier widens the map again, but the chapter treats each lab as evidence, not as a national scoreboard. Too Important To Treat As A Footnote F11.01 / A-0289-001 - Figure 11.01 - Qwen3 Hugg
I-0310	260	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	Qwen and the Alibaba Route F11.02 / A-0289-002 - Figure 11.02 - DeepSeek-V3 Hugging Face Model Card DeepSeek-V3 Hugging Face model-card screenshot adds a visible distribution surface for DeepSeek; it does not prove current production use, universal superiority
I-0310	264	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	GLM, Kimi, and The Broader Frontier F11.03 / A-0285-010 - Figure 11.03 - Qwen2 Technical Report Page Qwen2 technical-report page-one render gives the China/open-model chapter a dated Qwen source surface; it does not support Qwen 3.5 or Qwen 3.6 claims or live 
I-0310	267	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_technical_report_page=1	Hardware Constraints and Model Style F11.04 / A-0288-017 - Figure 11.04 - Qwen3 Technical Report Page Qwen3 technical-report page-one render adds a dated Qwen3 source surface; it does not support unsupported Qwen 3.5 or Qwen 3.6 claims or live ranking claims. 
I-0310	270	2	expanded_300_exhibit=1; source_surface_gallery=1	paper_report_excerpt=2	Why The Frontier Became Multipolar F11.05 / A-0285-011 - Figure 11.05 - DeepSeek-V3 Technical Report Page DeepSeek-V3 technical-report page-one render grounds the DeepSeek lane in a primary report surface; it does not prove post-cutoff V4 claims, neutral bench
I-0310	275	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 11 Visual Portfolio These visuals are placed with Chapter 11, The Chinese Frontier, so the reader sees the evidence and memory aids beside the argument they serve. VX019 / A-0031 - China open-model source-permission map Figure 11.1 - China Open-Model S
I-0310	276	3	expanded_300_exhibit=2; logo_people_strip=1	logo=2; real_photo_screenshot_source_image=1	VX059 / A-0284-009 - DeepSeek acquired source_image for private-edition visual layer: DeepSeek. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.deepseek.com/ Source note: source rights noted; Visual texture only; does not prove c
I-0310	277	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX135 / A-0284-036 - Baidu acquired logo for private-edition visual layer: Baidu. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market 
I-0310	278	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX136 / A-0284-037 - Xiaomi acquired logo for private-edition visual layer: Xiaomi. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	281	3	source_surface_gallery=3	pdf_technical_report_page=3	PORTFOLIO PLATE - PDF DECK REPORT PAGE Frontier Technical Reports Beyond The US Core Gemini, Qwen3, GLM-4, Kimi, and Nemotron surfaces widen the model-race evidence beyond a single lab axis. Caption: Frontier Technical Reports Beyond The US Core. Gemini, Qwen3
I-0310	283	6	chart_data_svg_atlas=6	svg_diagram=4; svg_repair_source_card=2	PORTFOLIO PLATE - VISUAL BOARD Labs, Open Weights, And Plural Frontier Google, Meta, China, Anthropic, and open-model structure. Caption: Labs, Open Weights, And Plural Frontier. Google, Meta, China, Anthropic, and open-model structure. Evidence boundary: char
I-0310	288	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Constitutional AI as Product Grammar F12.01 / A-0094 - Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral g
I-0310	290	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	The Claude 3 Family Makes A Product Line F12.02 / A-0095 - Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status. Figure 12.2 -
I-0310	295	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Claude 4 and the Agentic Frontier F12.03 / A-0096 - Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system. Figure
I-0310	297	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; source_excerpt_card_svg=1	harnesses, review, and the productivity trap. A reader should leave this chapter understanding why Anthropic's identity made action risky and central; the reader should enter Chapter 20 ready to watch the work loop itself. The Distribution Layer: APIs, Clouds,
I-0310	298	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; source_excerpt_card_svg=1	F12.06 / A-0260-018 - Claude is a model-family product surface Figure 12.x - Claude Product Surface. source-bound screenshot slot for Claude's product/model-family source texture. Source: S-0007 local capture; provenance details are recorded in the project led
I-0310	300	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	What Claude Proves, And What It Does Not F12.04 / A-0097 - Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safet
I-0310	312	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	Chapter 12 Visual Portfolio These visuals are placed with Chapter 12, Anthropic, Claude, and the Plural Frontier, so the reader sees the evidence and memory aids beside the argument they serve. VX057 / A-0284-007 - Anthropic Claude acquired source_image for pr
I-0310	313	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX058 / A-0284-008 - Anthropic Claude 4 acquired source_image for private-edition visual layer: Anthropic Claude 4. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.anthropic.com/news/claude-4 Source note: source rights noted; Vis
I-0310	314	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX123 / A-0289-003 - Anthropic Claude model docs source-surface completion card for Anthropic Claude model docs. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://docs.anthropic.com/en/docs/about- claude/models/overview Source n
I-0310	315	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX127 / A-0284-028 - Anthropic acquired logo for private-edition visual layer: Anthropic. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership,
I-0310	316	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX178 / A-0284-058 - Daniela Amodei acquired person_image for private-edition visual layer: Daniela Amodei. Categories: person_image. Source/provenance: https://en.wikipedia.org/wiki/Daniela_Amodei Source note: source rights noted; Public-profile page screensh
I-0310	319	3	chart_data_svg_atlas=3	svg_chart=1; svg_diagram=2	Chapter 13: Benchmarks, Arenas, and the Mirage of Rank After so many contenders, the reader naturally wants a crown; this chapter shows why rankings are evidence, not verdicts. Chapter 13: The Leaderboard Trap This chapter section is the book's caution label f
I-0310	320	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	The Desire For A Crown F13.01 / A-0286-009 - Figure 13.01 - LMArena Leaderboard Surface LMArena leaderboard screenshot anchors arena-rank claims as a mutable benchmark surface; it does not prove universal model quality, live rank after capture, price-quality, 
I-0310	325	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	Why The Best Model Sentence Fails F13.02 / A-0289-T005 - Figure 13.02 - May 2026 Cutoff Model- Landscape Table The May 2026 cutoff benchmark/model-landscape table gives the model- race chapter a frozen memory aid through the cutoff; it is not a live leaderboar
I-0310	329	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	benchmark_model_landscape_table=1; benchmark_table=1; curated_chart_data_svg_visualization=1	The right prose formula is conditional: Under this provider's stated standard API price basis, captured on this date, this model family had these input/output/cached rates; joining that row to a historical preference-rank row requires exact model scope and cut
I-0310	334	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Chapter 13 Visual Portfolio These visuals are placed with Chapter 13, Benchmarks, Arenas, and the Mirage of Rank, so the reader sees the evidence and memory aids beside the argument they serve. VX007 / A-0013 - LMArena historical leaderboard chart Figure 13.x 
I-0310	335	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX008 / A-0014 - Arena leaderboard methodology flow Figure 13.y - How Arena Rows Become Rank Claims. Sourced flow diagram for human preference votes, config/category filters, rating uncertainty, publication date, snapshot ID, and chart permission gates. Catego
I-0310	336	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX011 / A-0019 - price-quality exclusion map Figure 13.3 - Price-Quality Exclusion Map. The current evidence allows an exclusion/permission map, not a price-quality frontier: rows can enter only when rank snapshot, exact model/version, cutoff-compatible price,
I-0310	337	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX047 / A-0168 - Jensen Huang cropped portrait Figure candidate - Jensen Huang cropped portrait. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. So
I-0310	338	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX048 / A-0169 - TSMC Fab5 building Figure candidate - TSMC Fab5 building. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https
I-0310	339	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX050 / A-0171 - Electrical substation Figure candidate - Electrical substation. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance:
I-0310	340	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX051 / A-0177 - Silicon wafer Figure candidate - Silicon wafer. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https://commons
I-0310	341	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX070 / A-0284-021 - LMArena acquired source_image for private-edition visual layer: LMArena. Categories: real_photo_screenshot_source_image. Source/provenance: https://lmarena.ai/ Source note: source rights noted; Visual texture only; does not prove current p
I-0310	342	1	expanded_300_exhibit=1	paper_report_excerpt=1	VX091 / A-0259-007 - LMArena historical dataset JSON surface SSF-0259-007 - LMArena historical dataset JSON surface. Categories: paper_report_excerpt. Source/provenance: https://datasets- server.huggingface.co/rows?dataset=lmarena-ai%2Fleaderboard-dataset Sour
I-0310	343	1	expanded_300_exhibit=1	model_card_hf_benchmark_repo_docs_surface=1	VX122 / A-0286-010 - OpenAI API model docs surface source-surface card for OpenAI API model docs surface. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://platform.openai.com/docs/models Source note: source rights noted; screen
I-0310	344	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX149 / A-0284-050 - Kaggle acquired logo for private-edition visual layer: Kaggle. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	348	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Chapter 14: NVIDIA and CUDA: The Moat Under the Moat 14. NVIDIA and CUDA: The Moat Under the Moat Under every benchmark row sits a machine stack, and NVIDIA's moat begins where silicon, software, and developer habit reinforce one another. The Invisible Platfor
I-0310	350	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	Continuity note: Chapter 14 owns the software-and-system moat: CUDA habits, libraries, kernels, accelerator memory, interconnect, and the conversion of model ambition into usable accelerator work. Chapter 15 owns NVIDIA's public AI-factory stagecraft and roadm
I-0310	352	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_diagram=1	That traffic pattern is why NVIDIA's advantage became more than FLOPS. Raw arithmetic matters, but LLMs also punish memory and communication. Attention reads and writes large activation tensors. Inference stores key-value caches. Training distributes gradients
I-0310	356	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_repair_source_card=1	Blackwell, GB200, And The Rack Becomes The Computer F14.04 / A-0261-001 - Lithography Texture Becomes Packaging Logic Figure 14/16.x candidate - Lithography/ASML proxy physical texture. Source: CH14; provenance details are recorded in the project ledgers. Use 
I-0310	358	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; svg_repair_source_card=1	long their contexts are, how much cache can be retained, how much traffic can be batched without ruining latency, how efficiently requests can be routed, and how often the system falls back to a slower path. The hardware is necessary, but the serving system de
I-0310	361	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	What The NVIDIA Chapter Must Not Do F14.06 / A-0287-002 - Figure 14.06 - NVIDIA GB200 NVL72 Hardware Surface NVIDIA GB200 NVL72 public-web screenshot adds rack-scale hardware texture to the systems discussion; it does not prove benchmark performance, availabil
I-0310	364	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	Chapter 14 Visual Portfolio These visuals are placed with Chapter 14, NVIDIA and CUDA: The Moat Under the Moat, so the reader sees the evidence and memory aids beside the argument they serve. VX052 / A-0284-001 - NVIDIA AI acquired source_image for private-edi
I-0310	365	2	expanded_300_exhibit=2	real_photo_screenshot_source_image=2	VX054 / A-0284-003 - NVIDIA GTC acquired source_image for private-edition visual layer: NVIDIA GTC. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.nvidia.com/gtc/ Source note: source rights noted; Visual texture only; does not p
I-0310	366	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX064 / A-0284-015 - ASML acquired source_image for private-edition visual layer: ASML. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.asml.com/en Source note: source rights noted; Visual texture only; does not prove current pro
I-0310	367	2	expanded_300_exhibit=2	real_photo_screenshot_source_image=2	VX069 / A-0284-020 - CUDA Toolkit acquired source_image for private-edition visual layer: CUDA Toolkit. Categories: real_photo_screenshot_source_image. Source/provenance: https://developer.nvidia.com/cuda-toolkit Source note: source rights noted; Visual textur
I-0310	368	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX075 / A-0287-003 - NVIDIA CUDA Toolkit completion-layer source_image for private-edition visual acquisition: NVIDIA CUDA Toolkit. Categories: real_photo_screenshot_source_image. Source/provenance: https://developer.nvidia.com/cuda-toolkit Source note: source
I-0310	369	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX076 / A-0287-004 - AMD ROCm completion-layer source_image for private-edition visual acquisition: AMD ROCm. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.amd.com/en/developer/resources/rocm-hub.html Source note: source rights
I-0310	370	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX077 / A-0287-005 - AMD Instinct MI300 completion-layer source_image for private-edition visual acquisition: AMD Instinct MI300. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.amd.com/en/products/accelerators/instinct/mi300.htm
I-0310	371	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX078 / A-0287-006 - CoreWeave Cloud completion-layer source_image for private-edition visual acquisition: CoreWeave Cloud. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.coreweave.com/ Source note: source rights noted; Screensh
I-0310	372	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX079 / A-0287-007 - Lambda GPU Cloud completion-layer source_image for private-edition visual acquisition: Lambda GPU Cloud. Categories: real_photo_screenshot_source_image. Source/provenance: https://lambdalabs.com/service/gpu-cloud Source note: source rights
I-0310	373	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX081 / A-0287-010 - Digital Realty AI completion-layer source_image for private-edition visual acquisition: Digital Realty AI. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.digitalrealty.com/data-centers/artificial-intelligenc
I-0310	374	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX082 / A-0287-011 - ASML Lithography completion-layer source_image for private-edition visual acquisition: ASML Lithography. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.asml.com/en/technology/lithography-principles Source no
I-0310	375	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	VX083 / A-0287-012 - TSMC 3DFabric completion-layer source_image for private-edition visual acquisition: TSMC 3DFabric. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.tsmc.com/english/dedicatedFoundry/technology/3DFabric Source 
I-0310	376	1	expanded_300_exhibit=1	pdf_deck_report_page=1	VX102 / A-0145 - GTC-2026-Keynote.pdf Figure 15/22.x candidate - NVIDIA frames inference throughput per megawatt, interactivity, service tiers, and model classes as AI-factory economics. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source 
I-0310	377	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX103 / A-0285-016 - GTC 2026 keynote title/opening surface source-surface card for GTC 2026 keynote title/opening surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash b7ad56fa1bad
I-0310	378	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	VX108 / A-0285-024 - GTC 2026 software stack surface source-surface card for GTC 2026 software stack surface. Categories: pdf_deck_report_page. Source: NVIDIA GTC 2026 keynote Source note: source rights noted; source page render hash 592f272c5e25bc58ebced5eb14
I-0310	379	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX125 / A-0284-026 - NVIDIA acquired logo for private-edition visual layer: NVIDIA. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, marke
I-0310	380	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX126 / A-0284-027 - AMD acquired logo for private-edition visual layer: AMD. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market shar
I-0310	381	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX137 / A-0284-038 - Intel acquired logo for private-edition visual layer: Intel. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market 
I-0310	382	2	expanded_300_exhibit=1; logo_people_strip=1	logo=2	VX138 / A-0284-039 - Arm acquired logo for private-edition visual layer: Arm. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market shar
I-0310	383	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	VX176 / A-0284-055 - Lisa Su acquired person_image for private-edition visual layer: Lisa Su. Categories: person_image. Source/provenance: https://www.amd.com/en/corporate/leadership/lisa-su.html Source note: source rights noted; Public-profile page screenshot
I-0310	388	1	expanded_300_exhibit=1	real_photo_screenshot_source_image=1	Chapter 15: GTC 2026: The AI Factory Sells Itself 15. GTC 2026: The AI Factory Sells Itself GTC turns that stack into theater, selling the AI factory as a story the market could see before the infrastructure was finished. The Slide That Tried To Rename The Dat
I-0310	389	1	chart_data_svg_atlas=1	svg_claim_card=1	The old datacenter was supposed to disappear into metaphor. Users said cloud, as if computation had become weather. Executives said platform, as if the machines were a surface rather than a room. Engineers said cluster, region, accelerator, network, rack. Almo
I-0310	390	6	chart_data_svg_atlas=6	svg_claim_card=5; svg_diagram=1	Earlier NVIDIA documents around H100 and Blackwell had already made the hardware stack legible as more than a chip story: memory bandwidth, interconnect, tensor cores, rack-scale systems, and software libraries were part of the product. [S-0039] [S-0040] GTC 2
I-0310	391	2	expanded_300_exhibit=1; logo_people_strip=1	person_image=2	A Keynote As A Sales Funnel For A Worldview F15.02 / A-0284-051 - Figure 15.02 - Jensen Huang Public Profile Texture Public-profile image of Jensen Huang supplies leadership texture alongside NVIDIA's AI-factory framing; it does not prove roadmap delivery, pro
I-0310	394	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	NVIDIA's advantage was that many of those differences still passed through the same broad stack: accelerators, memory, interconnect, software, networking, scheduling, and power. The company could argue that system design mattered more as inference grew. If the
I-0310	396	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	performance projection, reference design, or future roadmap? The slide may combine all of them in one visual rhythm. The book must pull them apart. Vera Rubin As A System Promise F15.04 / A-0285-018 - Figure 15.04 - GTC 2026 Hardware Roadmap Page GTC 2026 hard
I-0310	399	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	DSX: The Factory Becomes A Reference Design F15.05 / A-0029 - Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-design and AI factory platform framing. Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight ca
I-0310	401	2	expanded_300_exhibit=1; source_surface_gallery=1	pdf_deck_report_page=1; pdf_presentation_page=1	From Tokens To Capital Equipment F15.06 / A-0285-017 - Figure 15.06 - GTC 2026 AI Factory Framing Page GTC 2026 AI-factory framing page render shows NVIDIA's source-actor language about inference, tokens, compute, and revenue; it does not prove deployed capaci
I-0310	404	2	chart_data_svg_atlas=1; expanded_300_exhibit=1	curated_chart_data_svg_visualization=1; source_excerpt_card_svg=1	The Moat Under The Factory F15.07 / A-0260-022 - Inference compute is a roadmap argument Figure 15.x candidate - NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric. Source: page 45; provenance details are recorded in the project ledger
I-0310	408	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	Chapter 15 Visual Portfolio These visuals are placed with Chapter 15, GTC 2026: The AI Factory Sells Itself, so the reader sees the evidence and memory aids beside the argument they serve. VX006 / A-0012 - AI factory stack visual Figure 15.1 - AI Factory Stack
I-0310	409	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX013 / A-0024 - GTC page 29 AI factory thesis card Figure 15.x - GTC Page 29: AI Factory Thesis. Lightweight card labeling NVIDIA's AI factory thesis as announced/framing evidence from local keynote page 29. Categories: curated_chart_data_svg_visualization. S
I-0310	410	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX014 / A-0025 - GTC page 45 inference compute roadmap card Figure 15.x - GTC Page 45: Inference Compute Roadmap. Lightweight card labeling Groq 3 LPX and 2H26 availability language as NVIDIA roadmap/availability/performance evidence. Categories: curated_chart
I-0310	411	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX015 / A-0026 - GTC page 46 Vera Rubin partner card Figure 15.x - GTC Page 46: Vera Rubin NVL72. Lightweight card labeling launch-partner and rack-scale performance statements as NVIDIA announcement, partner, and performance claims. Categories: curated_chart_
I-0310	412	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX016 / A-0027 - GTC page 49 system comparison card Figure 15.x - GTC Page 49: System Comparison. Lightweight card labeling NVIDIA's one-gigawatt AI factory comparison as performance/system-framing evidence. Categories: curated_chart_data_svg_visualization. So
I-0310	413	1	expanded_300_exhibit=1	curated_chart_data_svg_visualization=1	VX017 / A-0028 - GTC page 50 roadmap card Figure 15.x - GTC Page 50: Roadmap Cadence. Lightweight card preserving NVIDIA's 2024/2026/2028 platform cadence as roadmap evidence. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.ts
