pass_id	figure_id	chapter	asset_id	asset_type	figure_title	rights_status	rights_stage	publication_decision	replacement_path	required_next_action	source_ids	manifest_file_path	manifest_status	real_world_candidate	claim_boundary
I-0250	F15.07	CH15	A-0106	source_screenshot_slot	NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric.	local_ignored_hash_available	local_only_until_permission_or_fair_use_review	local-only	Treat as local-only source surface; replace in publication with a cropped, attributed source-card redraw unless permission/fair-use review clears the page render.	Do not ship raster/page render yet; record page crop, attribution, legibility, and source-actor review before any publication use.	S-0001	assets/gtc_2026/slides/page-029-ai-factories.png	local_ignored_raster_hashed	yes	Raw source surfaces support source texture and attribution only; vendor stagecraft, roadmap, performance, and future-availability claims remain bounded.
I-0250	F16.01	CH16	A-0015	svg_diagram	Power To Token Flow	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0001;S-0039;S-0040;S-0066;S-0083;S-0084;S-0085;S-0086;S-0087;S-0088	assets/visual_system/power-to-token-flow.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F16.02	CH16	A-0020	svg_diagram	Data-Centre Load Scenarios	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0083;S-0084;S-0085	assets/visual_system/chapter16-data-center-load-scenarios.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F16.03	CH16	A-0021	svg_diagram	The Interconnection Queue	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0083;S-0086;S-0087	assets/visual_system/chapter16-interconnection-queue-schematic.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F16.04	CH16	A-0022	svg_diagram	Cooling And Rack Density Are Constraints, Not Plumbing	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0087;S-0088	assets/visual_system/chapter16-cooling-rack-density-note.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F16.05	CH16	A-0023	svg_diagram	Clean Procurement Is Not Physical Supply	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0083;S-0087	assets/visual_system/chapter16-clean-power-physical-supply.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F16.06	CH16	A-0137	photo_candidate_slot	Data-center hall physical texture.	rights_review_needed	photo_rights_review_required	permission-needed	Use only if license/credit/permission is verified; otherwise replace with public-domain/Wikimedia/company-permitted image or an original infrastructure diagram.	Resolve creator, license, credit line, publication permission, and exact file hash before layout; cut or replace if any link is ambiguous.	S-0278	assets/photo_candidates/i0181/A-0137_data_center_hall_candidate.txt	acquisition_ready	yes	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.
I-0250	F16.07	CH16	A-0139	photo_candidate_slot	Grid interconnection texture.	rights_review_needed	photo_rights_review_required	permission-needed	Use only if license/credit/permission is verified; otherwise replace with public-domain/Wikimedia/company-permitted image or an original infrastructure diagram.	Resolve creator, license, credit line, publication permission, and exact file hash before layout; cut or replace if any link is ambiguous.	S-0280	assets/photo_candidates/i0181/A-0139_substation_candidate.txt	acquisition_ready	yes	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.
I-0250	F16.08	CH16	A-0141	photo_candidate_slot	Gas turbine speed-to-power texture.	rights_review_needed	photo_rights_review_required	permission-needed	Use only if license/credit/permission is verified; otherwise replace with public-domain/Wikimedia/company-permitted image or an original infrastructure diagram.	Resolve creator, license, credit line, publication permission, and exact file hash before layout; cut or replace if any link is ambiguous.	S-0282	assets/photo_candidates/i0181/A-0141_gas_turbine_candidate.txt	acquisition_ready	yes	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.
I-0250	F16.09	CH16	A-0143	photo_candidate_slot	Nuclear/cooling tower power texture.	rights_review_needed	photo_rights_review_required	permission-needed	Use only if license/credit/permission is verified; otherwise replace with public-domain/Wikimedia/company-permitted image or an original infrastructure diagram.	Resolve creator, license, credit line, publication permission, and exact file hash before layout; cut or replace if any link is ambiguous.	S-0284	assets/photo_candidates/i0181/A-0143_nuclear_cooling_tower_candidate.txt	acquisition_ready	no	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.
I-0250	F17.01	CH17	A-0064	svg_diagram	Tokenization Ladder	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0043;S-0153;S-0154	assets/visual_system/chapter17-tokenization-ladder.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F17.02	CH17	A-0065	svg_diagram	Web Corpus Filter Funnel	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0155;S-0156;S-0159;S-0160	assets/visual_system/chapter17-web-corpus-filter-funnel.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F17.03	CH17	A-0066	svg_diagram	Data Mixture Control Board	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0042;S-0157;S-0158;S-0159;S-0163	assets/visual_system/chapter17-data-mixture-control-board.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F17.04	CH17	A-0067	svg_diagram	Memorization and Contamination Blocker Map	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0160;S-0161;S-0162	assets/visual_system/chapter17-memorization-contamination-blocker-map.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F18.01	CH18	A-0060	svg_diagram	RAG Evidence Conveyor	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0038	assets/visual_system/chapter18-rag-evidence-conveyor.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F18.02	CH18	A-0061	svg_diagram	Function-Call Boundary	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0044;S-0134	assets/visual_system/chapter18-function-call-boundary.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F18.03	CH18	A-0062	svg_diagram	Agent Loop as Harness	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0055;S-0109;S-0135;S-0136	assets/visual_system/chapter18-agent-loop-harness.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F18.04	CH18	A-0063	svg_diagram	Prompt Injection Boundary	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0137	assets/visual_system/chapter18-prompt-injection-boundary.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F18.05	CH18	A-0124	screenshot_slot	ChatGPT Tool Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Capture viewport, URL, access date, account/private-data state, crop, hash, rights note, attribution, and blocker language before publication layout.	S-0044;S-0045;S-0046	assets/private_use_screenshots/i0180/A-0124_chatgpt_tools_gpts_product_surface.png	acquisition_ready	yes	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.
I-0250	F19.01	CH19	A-0090	svg_diagram	Code Was The Second Native Language	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0035;S-0052;S-0054;S-0070;S-0132	assets/visual_system/chapter19-code-as-language-ladder.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F19.02	CH19	A-0091	svg_diagram	The Assistant Entered At The Cursor	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0070;S-0132	assets/visual_system/chapter19-editor-to-repository-workflow.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F19.03	CH19	A-0092	svg_diagram	Coding Scores Need A Harness Story	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0035;S-0037;S-0052;S-0053;S-0054	assets/visual_system/chapter19-benchmark-ladder.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F19.04	CH19	A-0093	svg_diagram	The Repository Became The Prompt	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0035;S-0037;S-0053	assets/visual_system/chapter19-repository-as-prompt.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F19.05	CH19	A-0127	screenshot_slot	GitHub Copilot Coding Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Capture viewport, URL, access date, account/private-data state, crop, hash, rights note, attribution, and blocker language before publication layout.	S-0070	assets/private_use_screenshots/i0180/A-0127_github_copilot_product_surface.png	acquisition_ready	yes	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.
I-0250	F20.01	CH20	A-0032	svg_diagram	Coding Agent Harness Loop	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0022;S-0035;S-0037;S-0050	assets/visual_system/chapter20-coding-agent-harness-loop.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F20.02	CH20	A-0033	svg_diagram	Coding Benchmark Caveat Matrix	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0007;S-0035;S-0037	assets/visual_system/chapter20-benchmark-caveat-matrix.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F20.03	CH20	A-0034	svg_diagram	Tool-Call Lifecycle	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0022;S-0050	assets/visual_system/chapter20-tool-call-lifecycle.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F20.04	CH20	A-0035	svg_diagram	Productivity Claim Blocker Map	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0022;S-0035;S-0037;S-0050	assets/visual_system/chapter20-productivity-blocker-map.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F20.05	CH20	A-0131	screenshot_slot	Claude Code Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Capture viewport, URL, access date, account/private-data state, crop, hash, rights note, attribution, and blocker language before publication layout.	S-0048;S-0049;S-0050;S-0051	assets/private_use_screenshots/i0180/A-0131_claude_code_product_surface.png	acquisition_ready	yes	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.
I-0250	F21.01	CH21	A-0078	svg_diagram	Reasoning Adds A New Compute Axis	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0168;S-0169;S-0170;S-0171;S-0172;S-0173	assets/visual_system/chapter21-train-vs-test-time-compute.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F21.02	CH21	A-0079	svg_diagram	Reasoning Is A Loop, Not A Magic Thought Bubble	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0135;S-0170;S-0171;S-0172;S-0173	assets/visual_system/chapter21-verifier-search-loop.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F21.03	CH21	A-0080	svg_diagram	A Reasoning Score Needs An Inference Contract	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0035;S-0036;S-0037	assets/visual_system/chapter21-inference-contract-matrix.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F21.04	CH21	A-0081	svg_diagram	How Much Thinking Is This Worth? Fast path, think path, tool path, and human escalation/refusal are schematic routing lanes.	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0029;S-0031;S-0119;S-0135;S-0168;S-0169	assets/visual_system/chapter21-reasoning-budget-routing-map.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F22.01	CH22	A-0082	svg_diagram	The Meter Is Visible Before The Margin Is Knowable	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0060;S-0061;S-0062;S-0072;S-0081;S-0082	assets/visual_system/chapter22-token-meter.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F22.02	CH22	A-0083	svg_diagram	Routing, Caching, Batching, Distillation	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	data/provider_pricing_rows_i0026.tsv;data/mistral_pricing_rows_i0031.tsv;C-0046	assets/visual_system/chapter22-routing-caching-batching-levers.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F22.03	CH22	A-0084	svg_diagram	Intelligence Is Sold Through More Than One Door	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0069;S-0078;S-0090;S-0103	assets/visual_system/chapter22-subscription-api-bundle-map.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F22.04	CH22	A-0085	svg_diagram	The Tempting Economics Claims Are Not The Sourced Ones	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	C-0046;C-0136;C-0141;data/price_quality_join_audit_i0036.tsv	assets/visual_system/chapter22-margin-roi-blocker-grid.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F23.01	CH23	A-0074	svg_diagram	Failure Modes Are Different Claims	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0005;S-0035;S-0036;S-0037;S-0038;S-0137;S-0164;S-0165;S-0166;S-0167	assets/visual_system/chapter23-failure-mode-map.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F23.02	CH23	A-0075	svg_diagram	Trust Is A Stack	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0038;S-0076;S-0077;S-0110;S-0137	assets/visual_system/chapter23-trust-stack.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F23.03	CH23	A-0076	svg_diagram	Every Evaluation Casts A Shadow	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0035;S-0036;S-0037;S-0164	assets/visual_system/chapter23-eval-blind-spot-matrix.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F23.04	CH23	A-0077	svg_diagram	From Answer To Auditable Claim	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	S-0038;S-0076;S-0077;S-0110	assets/visual_system/chapter23-provenance-workflow.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F24.01	CH24	A-0108	svg_diagram	From Next Token To Computing Stack	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	CH24SYN-001;CH24SYN-002;CH24SYN-005;CH24SYN-012	assets/visual_system/chapter24-next-token-stack-map.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F24.02	CH24	A-0109	svg_diagram	Five Conversion Gates	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	CH24SYN-002;CH24SYN-007;CH24SYN-013	assets/visual_system/chapter24-five-conversion-gates.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F24.03	CH24	A-0110	svg_diagram	Unsettled By The Cutoff	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	CH24SYN-008;CH24SYN-010;CH24SYN-014;CH24SYN-016	assets/visual_system/chapter24-unsettled-claims-board.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0250	F24.04	CH24	A-0111	svg_diagram	Human Judgment Loop	ready_svg	publish_after_render_caption_source_note_qa	publish	Keep current original SVG/lightweight chart; no external raster rights path required.	Render-proof at final size, compress any long caption, keep source IDs and blocked-claim note adjacent.	CH24SYN-003;CH24SYN-008;CH24SYN-015;CH24SYN-017	assets/visual_system/chapter24-human-judgment-loop.svg	available	no	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
