pass_id	inventory_id	visual_family	asset_id	title	old_pdf_page_i0300	pdf_page_i0302	mapping_method	mapping_evidence	status
I-0302	FI-0182	expanded_300_exhibit	A-0287-011	ASML Lithography	483	487	figure_or_section_id	VX082	mapped
I-0302	FI-0183	expanded_300_exhibit	A-0287-012	TSMC 3DFabric	484	488	figure_or_section_id	VX083	mapped
I-0302	FI-0184	expanded_300_exhibit	A-0287-016	Vertex AI	485	489	figure_or_section_id	VX084	mapped
I-0302	FI-0185	expanded_300_exhibit	A-0259-001	OpenAI ChatGPT Plus launch text render	486	490	figure_or_section_id	VX085	mapped
I-0302	FI-0186	expanded_300_exhibit	A-0259-002	OpenAI ChatGPT Enterprise launch text render	487	491	figure_or_section_id	VX086	mapped
I-0302	FI-0187	expanded_300_exhibit	A-0259-003	OpenAI ChatGPT release notes source surface	488	492	figure_or_section_id	VX087	mapped
I-0302	FI-0188	expanded_300_exhibit	A-0259-004	OpenAI Model Spec behavior surface	489	493	figure_or_section_id	VX088	mapped
I-0302	FI-0189	expanded_300_exhibit	A-0259-005	OpenAI GPT-4 System Card first page	490	494	figure_or_section_id	VX089	mapped
I-0302	FI-0190	expanded_300_exhibit	A-0259-006	OpenAI GPT-4o System Card first page	491	495	figure_or_section_id	VX090	mapped
I-0302	FI-0191	expanded_300_exhibit	A-0259-007	LMArena historical dataset JSON surface	492	496	figure_or_section_id	VX091	mapped
I-0302	FI-0192	expanded_300_exhibit	A-0259-008	Mistral pricing source surface	493	497	figure_or_section_id	VX092	mapped
I-0302	FI-0193	expanded_300_exhibit	A-0259-009	Google Gemini launch blog source surface	494	498	figure_or_section_id	VX093	mapped
I-0302	FI-0194	expanded_300_exhibit	A-0259-010	Bard becomes Gemini source surface	495	499	figure_or_section_id	VX094	mapped
I-0302	FI-0195	expanded_300_exhibit	A-0259-011	Gemini 1.5 arXiv source surface	496	500	figure_or_section_id	VX095	mapped
I-0302	FI-0196	expanded_300_exhibit	A-0004	GTC-2026-Keynote.pdf	414	501	figure_or_section_id	VX096	mapped
I-0302	FI-0197	expanded_300_exhibit	A-0005	GTC-2026-Keynote.pdf	414	502	figure_or_section_id	VX097	mapped
I-0302	FI-0198	expanded_300_exhibit	A-0006	GTC-2026-Keynote.pdf	414	503	figure_or_section_id	VX098	mapped
I-0302	FI-0199	expanded_300_exhibit	A-0007	GTC-2026-Keynote.pdf	414	504	figure_or_section_id	VX099	mapped
I-0302	FI-0200	expanded_300_exhibit	A-0008	GTC-2026-Keynote.pdf	414	505	figure_or_section_id	VX100	mapped
I-0302	FI-0201	expanded_300_exhibit	A-0009	GTC-2026-Keynote.pdf	414	506	figure_or_section_id	VX101	mapped
I-0302	FI-0202	expanded_300_exhibit	A-0145	GTC-2026-Keynote.pdf	414	507	figure_or_section_id	VX102	mapped
I-0302	FI-0203	expanded_300_exhibit	A-0285-016	GTC 2026 keynote title/opening surface	504	508	figure_or_section_id	VX103	mapped
I-0302	FI-0204	expanded_300_exhibit	A-0285-020	GTC 2026 inference/economics framing	505	509	figure_or_section_id	VX104	mapped
I-0302	FI-0205	expanded_300_exhibit	A-0285-021	GTC 2026 networking/platform surface	506	510	figure_or_section_id	VX105	mapped
I-0302	FI-0206	expanded_300_exhibit	A-0285-022	GTC 2026 DSX/factory design surface	507	511	figure_or_section_id	VX106	mapped
I-0302	FI-0207	expanded_300_exhibit	A-0285-023	GTC 2026 closing/ecosystem surface	508	512	figure_or_section_id	VX107	mapped
I-0302	FI-0208	expanded_300_exhibit	A-0285-024	GTC 2026 software stack surface	509	513	figure_or_section_id	VX108	mapped
I-0302	FI-0209	expanded_300_exhibit	A-0285-025	GTC 2026 accelerator system surface	510	514	figure_or_section_id	VX109	mapped
I-0302	FI-0210	expanded_300_exhibit	A-0285-026	GTC 2026 datacenter/facility surface	511	515	figure_or_section_id	VX110	mapped
I-0302	FI-0211	expanded_300_exhibit	A-0285-027	GPT-4 System Card first-page surface	512	516	figure_or_section_id	VX111	mapped
I-0302	FI-0212	expanded_300_exhibit	A-0285-028	GPT-4o System Card first-page surface	513	517	figure_or_section_id	VX112	mapped
I-0302	FI-0213	expanded_300_exhibit	A-0285-029	GPT-4 Technical Report first-page surface	514	518	figure_or_section_id	VX113	mapped
I-0302	FI-0214	expanded_300_exhibit	A-0285-030	Sparks of AGI paper first-page surface	515	519	figure_or_section_id	VX114	mapped
I-0302	FI-0215	expanded_300_exhibit	A-0283-003	I-0283 local model-card screenshot surface	516	520	figure_or_section_id	VX115	mapped
I-0302	FI-0216	expanded_300_exhibit	A-0286-001	Hugging Face GPT-2 model card	516	520	figure_or_section_id	VX116	mapped
I-0302	FI-0217	expanded_300_exhibit	A-0286-002	OpenAI GPT-2 GitHub repo	517	521	figure_or_section_id	VX117	mapped
I-0302	FI-0218	expanded_300_exhibit	A-0286-003	Hugging Face BLOOM model card	518	522	figure_or_section_id	VX118	mapped
I-0302	FI-0219	expanded_300_exhibit	A-0286-005	Hugging Face Mistral 7B model card	519	523	figure_or_section_id	VX119	mapped
I-0302	FI-0220	expanded_300_exhibit	A-0286-006	Hugging Face Qwen2 model card	520	524	figure_or_section_id	VX120	mapped
I-0302	FI-0221	expanded_300_exhibit	A-0286-007	Hugging Face DeepSeek-R1 model card	521	526	figure_or_section_id	VX121	mapped
I-0302	FI-0222	expanded_300_exhibit	A-0286-010	OpenAI API model docs surface	522	528	figure_or_section_id	VX122	mapped
I-0302	FI-0223	expanded_300_exhibit	A-0289-003	Anthropic Claude model docs	523	529	figure_or_section_id	VX123	mapped
I-0302	FI-0224	expanded_300_exhibit	A-0289-005	Mistral model docs	524	530	figure_or_section_id	VX124	mapped
I-0302	FI-0225	expanded_300_exhibit	A-0284-026	NVIDIA	525	531	figure_or_section_id	VX125	mapped
I-0302	FI-0226	expanded_300_exhibit	A-0284-027	AMD	526	532	figure_or_section_id	VX126	mapped
I-0302	FI-0227	expanded_300_exhibit	A-0284-028	Anthropic	527	533	figure_or_section_id	VX127	mapped
I-0302	FI-0228	expanded_300_exhibit	A-0284-029	Meta	528	534	figure_or_section_id	VX128	mapped
I-0302	FI-0229	expanded_300_exhibit	A-0284-030	Google	529	535	figure_or_section_id	VX129	mapped
I-0302	FI-0230	expanded_300_exhibit	A-0284-031	Google Cloud	113	536	figure_or_section_id	VX130	mapped
I-0302	FI-0231	expanded_300_exhibit	A-0284-032	Alibaba Cloud	531	537	figure_or_section_id	VX131	mapped
I-0302	FI-0232	expanded_300_exhibit	A-0284-033	Hugging Face	147	538	figure_or_section_id	VX132	mapped
I-0302	FI-0233	expanded_300_exhibit	A-0284-034	Mistral AI	194	539	figure_or_section_id	VX133	mapped
I-0302	FI-0234	expanded_300_exhibit	A-0284-035	xAI/X	534	540	figure_or_section_id	VX134	mapped
I-0302	FI-0235	expanded_300_exhibit	A-0284-036	Baidu	535	541	figure_or_section_id	VX135	mapped
I-0302	FI-0236	expanded_300_exhibit	A-0284-037	Xiaomi	536	542	figure_or_section_id	VX136	mapped
I-0302	FI-0237	expanded_300_exhibit	A-0284-038	Intel	537	543	figure_or_section_id	VX137	mapped
I-0302	FI-0238	expanded_300_exhibit	A-0284-039	Arm	538	544	figure_or_section_id	VX138	mapped
I-0302	FI-0239	expanded_300_exhibit	A-0284-040	GitHub	539	545	figure_or_section_id	VX139	mapped
I-0302	FI-0240	expanded_300_exhibit	A-0284-041	Python	540	546	figure_or_section_id	VX140	mapped
I-0302	FI-0241	expanded_300_exhibit	A-0284-042	PyTorch	541	547	figure_or_section_id	VX141	mapped
I-0302	FI-0242	expanded_300_exhibit	A-0284-043	TensorFlow	542	548	figure_or_section_id	VX142	mapped
I-0302	FI-0243	expanded_300_exhibit	A-0284-044	Docker	543	549	figure_or_section_id	VX143	mapped
I-0302	FI-0244	expanded_300_exhibit	A-0284-045	Kubernetes	544	550	figure_or_section_id	VX144	mapped
I-0302	FI-0245	expanded_300_exhibit	A-0284-046	Linux	545	551	figure_or_section_id	VX145	mapped
I-0302	FI-0246	expanded_300_exhibit	A-0284-047	Databricks	474	552	figure_or_section_id	VX146	mapped
I-0302	FI-0247	expanded_300_exhibit	A-0284-048	Cloudflare	547	553	figure_or_section_id	VX147	mapped
I-0302	FI-0248	expanded_300_exhibit	A-0284-049	Apache	548	554	figure_or_section_id	VX148	mapped
I-0302	FI-0249	expanded_300_exhibit	A-0284-050	Kaggle	549	555	figure_or_section_id	VX149	mapped
I-0302	FI-0250	expanded_300_exhibit	A-0287-027	Ollama	550	556	figure_or_section_id	VX150	mapped
I-0302	FI-0251	expanded_300_exhibit	A-0287-028	LangChain	551	557	figure_or_section_id	VX151	mapped
I-0302	FI-0252	expanded_300_exhibit	A-0287-029	OpenTelemetry	552	558	figure_or_section_id	VX152	mapped
I-0302	FI-0253	expanded_300_exhibit	A-0287-030	Ray	553	559	figure_or_section_id	VX153	mapped
I-0302	FI-0254	expanded_300_exhibit	A-0287-031	Dask	554	560	figure_or_section_id	VX154	mapped
I-0302	FI-0255	expanded_300_exhibit	A-0287-032	Jupyter	555	561	figure_or_section_id	VX155	mapped
I-0302	FI-0256	expanded_300_exhibit	A-0287-033	Anaconda	556	562	figure_or_section_id	VX156	mapped
I-0302	FI-0257	expanded_300_exhibit	A-0287-034	NumPy	557	563	figure_or_section_id	VX157	mapped
I-0302	FI-0258	expanded_300_exhibit	A-0287-035	pandas	558	564	figure_or_section_id	VX158	mapped
I-0302	FI-0259	expanded_300_exhibit	A-0287-036	SciPy	559	565	figure_or_section_id	VX159	mapped
I-0302	FI-0260	expanded_300_exhibit	A-0287-037	scikit-learn	560	566	figure_or_section_id	VX160	mapped
I-0302	FI-0261	expanded_300_exhibit	A-0287-038	FastAPI	561	568	figure_or_section_id	VX161	mapped
I-0302	FI-0262	expanded_300_exhibit	A-0287-039	Go	562	570	figure_or_section_id	VX162	mapped
I-0302	FI-0263	expanded_300_exhibit	A-0287-040	Rust	563	571	figure_or_section_id	VX163	mapped
I-0302	FI-0264	expanded_300_exhibit	A-0287-041	Node.js	564	572	figure_or_section_id	VX164	mapped
I-0302	FI-0265	expanded_300_exhibit	A-0287-042	TypeScript	565	573	figure_or_section_id	VX165	mapped
I-0302	FI-0266	expanded_300_exhibit	A-0287-043	JavaScript	313	574	figure_or_section_id	VX166	mapped
I-0302	FI-0267	expanded_300_exhibit	A-0287-044	Vite	567	575	figure_or_section_id	VX167	mapped
I-0302	FI-0268	expanded_300_exhibit	A-0287-045	Vercel	568	576	figure_or_section_id	VX168	mapped
I-0302	FI-0269	expanded_300_exhibit	A-0287-046	Netlify	569	577	figure_or_section_id	VX169	mapped
I-0302	FI-0270	expanded_300_exhibit	A-0287-047	PostgreSQL	570	578	figure_or_section_id	VX170	mapped
I-0302	FI-0271	expanded_300_exhibit	A-0287-048	Redis	571	579	figure_or_section_id	VX171	mapped
I-0302	FI-0272	expanded_300_exhibit	A-0287-049	MongoDB	572	580	figure_or_section_id	VX172	mapped
I-0302	FI-0273	expanded_300_exhibit	A-0287-050	Elastic	573	581	figure_or_section_id	VX173	mapped
I-0302	FI-0274	expanded_300_exhibit	A-0284-053	Ilya Sutskever	574	582	figure_or_section_id	VX174	mapped
I-0302	FI-0275	expanded_300_exhibit	A-0284-054	Andrej Karpathy	575	583	figure_or_section_id	VX175	mapped
I-0302	FI-0276	expanded_300_exhibit	A-0284-055	Lisa Su	576	584	figure_or_section_id	VX176	mapped
I-0302	FI-0277	expanded_300_exhibit	A-0284-056	Greg Brockman	577	585	figure_or_section_id	VX177	mapped
I-0302	FI-0278	expanded_300_exhibit	A-0284-058	Daniela Amodei	578	586	figure_or_section_id	VX178	mapped
I-0302	FI-0279	expanded_300_exhibit	A-0284-059	Mark Zuckerberg	579	587	figure_or_section_id	VX179	mapped
I-0302	FI-0280	expanded_300_exhibit	A-0284-060	Demis Hassabis	580	588	figure_or_section_id	VX180	mapped
I-0302	FI-0281	expanded_300_exhibit	A-0284-061	Sundar Pichai	581	589	figure_or_section_id	VX181	mapped
I-0302	FI-0282	expanded_300_exhibit	A-0284-062	Satya Nadella	582	590	figure_or_section_id	VX182	mapped
I-0302	FI-0283	expanded_300_exhibit	A-0284-063	Yann LeCun	583	591	figure_or_section_id	VX183	mapped
I-0302	FI-0284	expanded_300_exhibit	A-0284-064	Geoffrey Hinton	584	592	figure_or_section_id	VX184	mapped
I-0302	FI-0285	expanded_300_exhibit	A-0284-065	Yoshua Bengio	19	593	figure_or_section_id	VX185	mapped
I-0302	FI-0286	expanded_300_exhibit	A-0287-051	Andrew Ng	586	594	figure_or_section_id	VX186	mapped
I-0302	FI-0287	expanded_300_exhibit	A-0287-052	Jeff Dean	587	595	figure_or_section_id	VX187	mapped
I-0302	FI-0288	expanded_300_exhibit	A-0287-053	Oriol Vinyals	588	596	figure_or_section_id	VX188	mapped
I-0302	FI-0289	expanded_300_exhibit	A-0287-054	Ashish Vaswani	589	597	figure_or_section_id	VX189	mapped
I-0302	FI-0290	expanded_300_exhibit	A-0287-055	Noam Shazeer	590	598	figure_or_section_id	VX190	mapped
I-0302	FI-0291	expanded_300_exhibit	A-0287-056	Mira Murati	591	599	figure_or_section_id	VX191	mapped
I-0302	FI-0292	expanded_300_exhibit	A-0287-057	Wojciech Zaremba	592	600	figure_or_section_id	VX192	mapped
I-0302	FI-0293	expanded_300_exhibit	A-0287-058	John Schulman	593	601	figure_or_section_id	VX193	mapped
I-0302	FI-0294	expanded_300_exhibit	A-0287-059	Aidan Gomez	594	602	figure_or_section_id	VX194	mapped
I-0302	FI-0295	expanded_300_exhibit	A-0287-060	Arthur Mensch	595	603	figure_or_section_id	VX195	mapped
I-0302	FI-0296	expanded_300_exhibit	A-0287-061	Clem Delangue	596	604	figure_or_section_id	VX196	mapped
I-0302	FI-0297	expanded_300_exhibit	A-0287-062	Thomas Wolf	597	605	figure_or_section_id	VX197	mapped
I-0302	FI-0298	expanded_300_exhibit	A-0287-063	Percy Liang	598	606	figure_or_section_id	VX198	mapped
I-0302	FI-0299	expanded_300_exhibit	A-0287-064	Christopher Manning	599	607	figure_or_section_id	VX199	mapped
I-0302	FI-0300	expanded_300_exhibit	A-0287-065	Sebastian Bubeck	600	608	figure_or_section_id	VX200	mapped
I-0302	FI-0301	logo_people_strip	A-0284-026	NVIDIA	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0302	logo_people_strip	A-0284-027	AMD	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0303	logo_people_strip	A-0284-038	Intel	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0304	logo_people_strip	A-0284-039	Arm	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0305	logo_people_strip	A-0284-044	Docker	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0306	logo_people_strip	A-0284-045	Kubernetes	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0307	logo_people_strip	A-0284-046	Linux	603	611	board_title	Compute And AI Factory Stack	mapped
I-0302	FI-0308	logo_people_strip	A-0284-028	Anthropic	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0309	logo_people_strip	A-0284-029	Meta	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0310	logo_people_strip	A-0284-030	Google	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0311	logo_people_strip	A-0284-034	Mistral AI	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0312	logo_people_strip	A-0284-035	xAI/X	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0313	logo_people_strip	A-0284-036	Baidu	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0314	logo_people_strip	A-0284-032	Alibaba Cloud	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0315	logo_people_strip	A-0284-037	Xiaomi	605	613	board_title	Frontier Labs And Model Families	mapped
I-0302	FI-0316	logo_people_strip	A-0284-031	Google Cloud	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0317	logo_people_strip	A-0284-033	Hugging Face	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0318	logo_people_strip	A-0284-040	GitHub	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0319	logo_people_strip	A-0287-026	OpenRouter	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0320	logo_people_strip	A-0287-027	Ollama	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0321	logo_people_strip	A-0284-047	Databricks	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0322	logo_people_strip	A-0284-048	Cloudflare	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0323	logo_people_strip	A-0287-045	Vercel	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0324	logo_people_strip	A-0287-046	Netlify	607	615	board_title	Cloud, Hub, And Distribution Surfaces	mapped
I-0302	FI-0325	logo_people_strip	A-0284-041	Python	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0326	logo_people_strip	A-0284-042	PyTorch	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0327	logo_people_strip	A-0284-043	TensorFlow	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0328	logo_people_strip	A-0287-032	Jupyter	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0329	logo_people_strip	A-0287-033	Anaconda	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0330	logo_people_strip	A-0287-034	NumPy	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0331	logo_people_strip	A-0287-035	pandas	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0332	logo_people_strip	A-0287-036	SciPy	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0333	logo_people_strip	A-0287-037	scikit-learn	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0334	logo_people_strip	A-0284-050	Kaggle	609	617	board_title	Research And Data-Science Substrate	mapped
I-0302	FI-0335	logo_people_strip	A-0287-028	LangChain	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0336	logo_people_strip	A-0287-038	FastAPI	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0337	logo_people_strip	A-0287-039	Go	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0338	logo_people_strip	A-0287-040	Rust	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0339	logo_people_strip	A-0287-041	Node.js	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0340	logo_people_strip	A-0287-042	TypeScript	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0341	logo_people_strip	A-0287-043	JavaScript	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0342	logo_people_strip	A-0287-044	Vite	611	619	board_title	Agent And Application Runtime Stack	mapped
I-0302	FI-0343	logo_people_strip	A-0287-029	OpenTelemetry	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0344	logo_people_strip	A-0287-030	Ray	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0345	logo_people_strip	A-0287-031	Dask	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0346	logo_people_strip	A-0287-047	PostgreSQL	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0347	logo_people_strip	A-0287-048	Redis	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0348	logo_people_strip	A-0287-049	MongoDB	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0349	logo_people_strip	A-0287-050	Elastic	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0350	logo_people_strip	A-0284-049	Apache	613	621	board_title	Data, Observability, And Service Infrastructure	mapped
I-0302	FI-0351	logo_people_strip	A-0284-064	Geoffrey Hinton	615	623	board_title	Deep-Learning And NLP Lineage	mapped
I-0302	FI-0352	logo_people_strip	A-0284-065	Yoshua Bengio	615	623	board_title	Deep-Learning And NLP Lineage	mapped
I-0302	FI-0353	logo_people_strip	A-0284-063	Yann LeCun	615	623	board_title	Deep-Learning And NLP Lineage	mapped
I-0302	FI-0354	logo_people_strip	A-0287-051	Andrew Ng	615	623	board_title	Deep-Learning And NLP Lineage	mapped
I-0302	FI-0355	logo_people_strip	A-0287-064	Christopher Manning	615	623	board_title	Deep-Learning And NLP Lineage	mapped
I-0302	FI-0356	logo_people_strip	A-0287-053	Oriol Vinyals	615	623	board_title	Deep-Learning And NLP Lineage	mapped
I-0302	FI-0357	logo_people_strip	A-0287-054	Ashish Vaswani	617	625	board_title	Transformer, Scaling, And Evaluation Line	mapped
I-0302	FI-0358	logo_people_strip	A-0287-055	Noam Shazeer	617	625	board_title	Transformer, Scaling, And Evaluation Line	mapped
I-0302	FI-0359	logo_people_strip	A-0287-052	Jeff Dean	617	625	board_title	Transformer, Scaling, And Evaluation Line	mapped
I-0302	FI-0360	logo_people_strip	A-0287-059	Aidan Gomez	617	625	board_title	Transformer, Scaling, And Evaluation Line	mapped
I-0302	FI-0361	logo_people_strip	A-0287-065	Sebastian Bubeck	617	625	board_title	Transformer, Scaling, And Evaluation Line	mapped
I-0302	FI-0362	logo_people_strip	A-0287-063	Percy Liang	617	625	board_title	Transformer, Scaling, And Evaluation Line	mapped
I-0302	FI-0363	logo_people_strip	A-0284-052	Sam Altman	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0364	logo_people_strip	A-0284-053	Ilya Sutskever	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0365	logo_people_strip	A-0284-056	Greg Brockman	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0366	logo_people_strip	A-0287-056	Mira Murati	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0367	logo_people_strip	A-0287-057	Wojciech Zaremba	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0368	logo_people_strip	A-0287-058	John Schulman	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0369	logo_people_strip	A-0284-054	Andrej Karpathy	619	627	board_title	OpenAI Product And RLHF Line	mapped
I-0302	FI-0370	logo_people_strip	A-0284-057	Dario Amodei	621	629	board_title	Plural Frontier Institutions	mapped
I-0302	FI-0371	logo_people_strip	A-0284-058	Daniela Amodei	621	629	board_title	Plural Frontier Institutions	mapped
I-0302	FI-0372	logo_people_strip	A-0284-060	Demis Hassabis	621	629	board_title	Plural Frontier Institutions	mapped
I-0302	FI-0373	logo_people_strip	A-0284-061	Sundar Pichai	621	629	board_title	Plural Frontier Institutions	mapped
I-0302	FI-0374	logo_people_strip	A-0284-059	Mark Zuckerberg	621	629	board_title	Plural Frontier Institutions	mapped
I-0302	FI-0375	logo_people_strip	A-0284-062	Satya Nadella	621	629	board_title	Plural Frontier Institutions	mapped
I-0302	FI-0376	logo_people_strip	A-0284-051	Jensen Huang	623	631	board_title	Hardware And Open Ecosystem Operators	mapped
I-0302	FI-0377	logo_people_strip	A-0284-055	Lisa Su	623	631	board_title	Hardware And Open Ecosystem Operators	mapped
I-0302	FI-0378	logo_people_strip	A-0287-060	Arthur Mensch	623	631	board_title	Hardware And Open Ecosystem Operators	mapped
I-0302	FI-0379	logo_people_strip	A-0287-061	Clem Delangue	623	631	board_title	Hardware And Open Ecosystem Operators	mapped
I-0302	FI-0380	logo_people_strip	A-0287-062	Thomas Wolf	623	631	board_title	Hardware And Open Ecosystem Operators	mapped
I-0302	FI-0381	source_surface_gallery	A-0285-001	Attention Is All You Need	625	633	board_title	Transformer, GPT, And Scaling Origins	mapped
I-0302	FI-0382	source_surface_gallery	A-0285-002	Improving Language Understanding by Generative Pre-Training	625	633	board_title	Transformer, GPT, And Scaling Origins	mapped
I-0302	FI-0383	source_surface_gallery	A-0285-003	Language Models are Unsupervised Multitask Learners	625	633	board_title	Transformer, GPT, And Scaling Origins	mapped
I-0302	FI-0384	source_surface_gallery	A-0285-004	Language Models are Few-Shot Learners	625	633	board_title	Transformer, GPT, And Scaling Origins	mapped
I-0302	FI-0385	source_surface_gallery	A-0285-005	Scaling Laws for Neural Language Models	625	633	board_title	Transformer, GPT, And Scaling Origins	mapped
I-0302	FI-0386	source_surface_gallery	A-0285-006	Training language models to follow instructions	627	635	board_title	Alignment, Open Weights, And Model Families	mapped
I-0302	FI-0387	source_surface_gallery	A-0285-007	Constitutional AI	627	635	board_title	Alignment, Open Weights, And Model Families	mapped
I-0302	FI-0388	source_surface_gallery	A-0285-008	Llama 2: Open Foundation and Fine-Tuned Chat Models	627	635	board_title	Alignment, Open Weights, And Model Families	mapped
I-0302	FI-0389	source_surface_gallery	A-0285-009	Gemini: A Family of Highly Capable Multimodal Models	627	635	board_title	Alignment, Open Weights, And Model Families	mapped
I-0302	FI-0390	source_surface_gallery	A-0285-010	Qwen2 Technical Report	627	635	board_title	Alignment, Open Weights, And Model Families	mapped
I-0302	FI-0391	source_surface_gallery	A-0285-011	DeepSeek-V3 Technical Report	629	637	board_title	Reasoning, Coding, Tool Use, And Retrieval	mapped
I-0302	FI-0392	source_surface_gallery	A-0285-012	DeepSeek-R1: Incentivizing Reasoning Capability in LLMs	629	637	board_title	Reasoning, Coding, Tool Use, And Retrieval	mapped
I-0302	FI-0393	source_surface_gallery	A-0285-013	SWE-bench: Can Language Models Resolve Real-World GitHub Issues?	629	637	board_title	Reasoning, Coding, Tool Use, And Retrieval	mapped
I-0302	FI-0394	source_surface_gallery	A-0285-014	Toolformer: Language Models Can Teach Themselves to Use Tools	629	637	board_title	Reasoning, Coding, Tool Use, And Retrieval	mapped
I-0302	FI-0395	source_surface_gallery	A-0285-015	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	629	637	board_title	Reasoning, Coding, Tool Use, And Retrieval	mapped
I-0302	FI-0396	source_surface_gallery	A-0288-001	BERT: Pre-training of Deep Bidirectional Transformers	631	639	board_title	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0302	FI-0397	source_surface_gallery	A-0288-002	Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer	631	639	board_title	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0302	FI-0398	source_surface_gallery	A-0288-003	Training Compute-Optimal Large Language Models	631	639	board_title	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0302	FI-0399	source_surface_gallery	A-0288-004	PaLM: Scaling Language Modeling with Pathways	631	639	board_title	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0302	FI-0400	source_surface_gallery	A-0288-005	Chain-of-Thought Prompting Elicits Reasoning in Large Language Models	631	639	board_title	Pretraining Lineage And Compute-Optimal Scale	mapped
I-0302	FI-0401	source_surface_gallery	A-0288-006	Code Llama: Open Foundation Models for Code	633	641	board_title	Open-Model, Code, And Benchmark Texture	mapped
I-0302	FI-0402	source_surface_gallery	A-0288-007	Mistral 7B	633	641	board_title	Open-Model, Code, And Benchmark Texture	mapped
I-0302	FI-0403	source_surface_gallery	A-0288-008	Mixtral of Experts	633	641	board_title	Open-Model, Code, And Benchmark Texture	mapped
I-0302	FI-0404	source_surface_gallery	A-0288-009	The Llama 3 Herd of Models	633	641	board_title	Open-Model, Code, And Benchmark Texture	mapped
I-0302	FI-0405	source_surface_gallery	A-0288-010	LiveCodeBench: Holistic and Contamination Free Evaluation	633	641	board_title	Open-Model, Code, And Benchmark Texture	mapped
I-0302	FI-0406	source_surface_gallery	A-0285-016	GTC 2026 keynote title/opening surface	635	643	board_title	GTC Stagecraft: AI Factory Thesis	mapped
