pass_id	inventory_id	visual_family	visual_category	asset_id	pdf_page	title	has_source	has_private_use_status	has_blocked_claims	boundary_verdict	missing_boundary_terms	blocked_claims
I-0303	FI-0100	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0111	391	Figure 24.4 - Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blockers, and human decision form the closing loop.	yes	yes	yes	pass		Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.
I-0303	FI-0101	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0001	402	Generated visual grammar prototype	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0102	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0002	403	Generated visual grammar prototype	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0103	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0003	404	Generated visual grammar prototype	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0104	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0010	405	Generated GPT lineage visual table	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0105	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0011	406	Generated RLHF and alignment pipeline visual	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0106	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0012	407	Generated AI factory stack visual	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0107	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0013	408	Generated LMArena historical leaderboard chart	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0108	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0014	409	Generated Arena leaderboard methodology flow	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0109	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0017	410	Generated Chapter 16 N16-1 note layout mock	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0110	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0018	411	Generated Chapter 16 parent inline-cue render	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0111	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0019	412	Generated price-quality exclusion map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0112	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0022	413	Generated Chapter 16 cooling and rack-density note	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0113	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0024	414	Generated GTC page 29 AI factory thesis card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0114	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0025	415	Generated GTC page 45 inference compute roadmap card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0115	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0026	416	Generated GTC page 46 Vera Rubin partner card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0116	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0027	417	Generated GTC page 49 system comparison card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0117	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0028	418	Generated GTC page 50 roadmap card	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0118	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0030	419	Generated Llama family open-weight map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0119	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0031	420	Generated China open-model source-permission map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0120	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0032	421	Generated Chapter 20 coding-agent harness loop	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0121	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0033	422	Generated Chapter 20 coding benchmark caveat matrix	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0122	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0034	423	Generated Chapter 20 tool-call lifecycle	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0123	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0035	424	Generated Chapter 20 productivity claim blocker map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0124	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0057	425	Generated Chapter 8 cloud-to-product flywheel	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0125	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0068	426	Generated Chapter 1 ChatGPT shock chronology	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0126	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0078	427	Generated Chapter 21 train-time versus test-time compute axes	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0127	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0079	428	Generated Chapter 21 verifier/search loop	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0128	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0080	429	Generated Chapter 21 inference-contract matrix	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0129	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0081	430	Generated Chapter 21 reasoning-budget routing map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0130	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0082	431	Generated Chapter 22 token meter	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0131	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0083	432	Generated Chapter 22 routing/caching/batching levers	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0132	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0084	433	Generated Chapter 22 subscription/API/bundle map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0133	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0085	434	Generated Chapter 22 margin and ROI blocker grid	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0134	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0086	435	Generated Chapter 9 research-to-product conversion timeline	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0135	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0087	436	Generated Chapter 9 TPU/Search/Workspace surface map	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0136	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0088	437	Generated Chapter 9 Gemini long-context lane	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0137	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0089	438	Generated Chapter 9 benchmark/adoption blocker grid	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0138	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0090	439	Generated Chapter 19 code-as-language ladder	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0139	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0091	440	Generated Chapter 19 editor-to-repository workflow	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0140	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0092	441	Generated Chapter 19 coding benchmark ladder	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0141	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0093	443	Generated Chapter 19 repository-as-prompt schematic	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0142	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0112	445	Generated Chapter 10 open-weight control stack	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0143	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0113	446	Generated Chapter 10 adopter burden transfer diagram	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0144	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0114	447	Generated Chapter 10 Llama screenshot-priority board	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0145	expanded_300_exhibit	real_photo_screenshot_source_image	A-0106	448	GTC 2026 page 29 AI-factory source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0146	expanded_300_exhibit	real_photo_screenshot_source_image	A-0107	449	GTC 2026 page 51 DSX handoff source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0147	expanded_300_exhibit	real_photo_screenshot_source_image	A-0168	450	Jensen Huang cropped portrait	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0148	expanded_300_exhibit	real_photo_screenshot_source_image	A-0169	451	TSMC Fab5 building	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0149	expanded_300_exhibit	real_photo_screenshot_source_image	A-0170	452	Google data center in The Dalles	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0150	expanded_300_exhibit	real_photo_screenshot_source_image	A-0171	453	Electrical substation	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0151	expanded_300_exhibit	real_photo_screenshot_source_image	A-0177	454	Silicon wafer	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0152	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-001	455	NVIDIA AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0153	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-002	456	NVIDIA Blackwell	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0154	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-003	457	NVIDIA GTC	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0155	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-004	458	AMD Instinct	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0156	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-005	459	CoreWeave	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0157	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-007	460	Anthropic Claude	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0158	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-008	461	Anthropic Claude 4	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0159	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-009	462	DeepSeek	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0160	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-010	463	Meta Llama	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0161	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-011	464	Meta AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0162	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-012	465	Google Gemini	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0163	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-013	466	Google Cloud AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0164	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-015	467	ASML	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0165	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-016	468	Hugging Face	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0166	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-017	469	Mistral AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0167	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-018	470	xAI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0168	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-019	471	PyTorch	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0169	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-020	472	CUDA Toolkit	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0170	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-021	473	LMArena	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0171	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-022	474	Oracle AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0172	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-023	475	IBM watsonx	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0173	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-024	476	Databricks ML	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0174	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-025	477	Snowflake Cortex	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0175	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-003	478	NVIDIA CUDA Toolkit	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0176	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-004	479	AMD ROCm	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0177	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-005	480	AMD Instinct MI300	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0178	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-006	481	CoreWeave Cloud	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0179	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-007	482	Lambda GPU Cloud	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0180	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-008	483	Crusoe Cloud	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0181	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-010	485	Digital Realty AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0182	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-011	487	ASML Lithography	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0183	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-012	488	TSMC 3DFabric	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0184	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-016	489	Vertex AI	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0185	expanded_300_exhibit	paper_report_excerpt	A-0259-001	490	OpenAI ChatGPT Plus launch text render	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0186	expanded_300_exhibit	paper_report_excerpt	A-0259-002	491	OpenAI ChatGPT Enterprise launch text render	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0187	expanded_300_exhibit	paper_report_excerpt	A-0259-003	492	OpenAI ChatGPT release notes source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0188	expanded_300_exhibit	paper_report_excerpt	A-0259-004	493	OpenAI Model Spec behavior surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0189	expanded_300_exhibit	paper_report_excerpt	A-0259-005	494	OpenAI GPT-4 System Card first page	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0190	expanded_300_exhibit	paper_report_excerpt	A-0259-006	495	OpenAI GPT-4o System Card first page	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0191	expanded_300_exhibit	paper_report_excerpt	A-0259-007	496	LMArena historical dataset JSON surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0192	expanded_300_exhibit	paper_report_excerpt	A-0259-008	497	Mistral pricing source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0193	expanded_300_exhibit	paper_report_excerpt	A-0259-009	498	Google Gemini launch blog source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0194	expanded_300_exhibit	paper_report_excerpt	A-0259-010	499	Bard becomes Gemini source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0195	expanded_300_exhibit	paper_report_excerpt	A-0259-011	500	Gemini 1.5 arXiv source surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0196	expanded_300_exhibit	pdf_deck_report_page	A-0004	501	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0197	expanded_300_exhibit	pdf_deck_report_page	A-0005	502	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0198	expanded_300_exhibit	pdf_deck_report_page	A-0006	503	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0199	expanded_300_exhibit	pdf_deck_report_page	A-0007	504	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0200	expanded_300_exhibit	pdf_deck_report_page	A-0008	505	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0201	expanded_300_exhibit	pdf_deck_report_page	A-0009	506	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0202	expanded_300_exhibit	pdf_deck_report_page	A-0145	507	GTC-2026-Keynote.pdf	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0203	expanded_300_exhibit	pdf_deck_report_page	A-0285-016	508	GTC 2026 keynote title/opening surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0204	expanded_300_exhibit	pdf_deck_report_page	A-0285-020	509	GTC 2026 inference/economics framing	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0205	expanded_300_exhibit	pdf_deck_report_page	A-0285-021	510	GTC 2026 networking/platform surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0206	expanded_300_exhibit	pdf_deck_report_page	A-0285-022	511	GTC 2026 DSX/factory design surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0207	expanded_300_exhibit	pdf_deck_report_page	A-0285-023	512	GTC 2026 closing/ecosystem surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
I-0303	FI-0208	expanded_300_exhibit	pdf_deck_report_page	A-0285-024	513	GTC 2026 software stack surface	yes	yes	yes	pass		Private-use visual evidence handle only; does not prove adoption, live rank, current product state, revenue, safety, deployment, biography, or performance beyond its cited surface.
