"qa_id"	"chapter"	"asset_id"	"asset_type"	"selection_rights_status"	"manifest_status"	"manifest_file_path"	"source_ids"	"missing_source_ids"	"source_title"	"source_page_or_time"	"creator_or_org"	"accessed_date"	"rights_or_private_use_note"	"blocked_claim_note"	"caption_gate"	"provenance_gate"	"next_action"
"I0217-SRC-041"	"13"	"A-0014"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/leaderboard-methodology-flow.svg"	"S-0036;S-0056;S-0057;S-0080"	""	"Generated Arena leaderboard methodology flow"	"S-0036;S-0056;S-0057;S-0080;SNAP-20260525-008"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/leaderboard_methodology_i0039.tsv; no external image assets."	"Original lightweight SVG generated from data/leaderboard_methodology_i0039.tsv; no external image assets."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-042"	"13"	"A-0013"	"svg_chart"	"ready_svg"	"available"	"assets/visual_system/lmarena-may19-text-style-control-top12.svg"	"S-0080"	""	"Generated LMArena historical leaderboard chart"	"S-0080;SNAP-20260525-008"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/lmarena_may19_chart_i0034.tsv; source rows derive from data/lmarena_clean_cutoff_rows_i0029.tsv and official historical dataset snapshot SNAP-20260525-008."	"Original lightweight SVG generated from data/lmarena_may19_chart_i0034.tsv; source rows derive from data/lmarena_clean_cutoff_rows_i0029.tsv and official historical dataset snapshot SNAP-20260525-008."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-043"	"13"	"A-0019"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/price-quality-exclusion-map.svg"	""	""	"Generated price-quality exclusion map"	"C-0046;data/price_quality_join_audit_i0036.tsv"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/chapter13_price_quality_exclusion_map_i0098.tsv and data/price_quality_join_audit_i0036.tsv; no external image assets; C-0046 remains active."	"Original lightweight SVG generated from data/chapter13_price_quality_exclusion_map_i0098.tsv and data/price_quality_join_audit_i0036.tsv; no external image assets; C-0046 remains active."	"caption_long"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-044"	"14"	"A-0071"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter14-cuda-stack.svg"	"S-0138;S-0141;S-0142"	""	"Generated Chapter 14 CUDA stack"	"S-0138;S-0141;S-0142"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 14 source and claim-audit rows; no external image assets; CH14CUDA-001/002/006/007 caveats remain active."	"Original lightweight SVG generated from Chapter 14 source and claim-audit rows; no external image assets; CH14CUDA-001/002/006/007 caveats remain active."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-045"	"14"	"A-0072"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter14-gpu-memory-interconnect.svg"	"S-0039;S-0139;S-0140;S-0143"	""	"Generated Chapter 14 GPU memory/interconnect schematic"	"S-0039;S-0139;S-0140;S-0143"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 14 source and claim-audit rows; no external image assets; CH14CUDA-003/004/005 caveats remain active."	"Original lightweight SVG generated from Chapter 14 source and claim-audit rows; no external image assets; CH14CUDA-003/004/005 caveats remain active."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-046"	"14"	"A-0073"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter14-training-vs-inference-capacity.svg"	"S-0139;S-0142;S-0143"	""	"Generated Chapter 14 training-vs-inference capacity map"	"S-0139;S-0142;S-0143;C-0146"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 14 and Chapter 22 caveat rows; no external image assets; schematic bars are not measured shares."	"Original lightweight SVG generated from Chapter 14 and Chapter 22 caveat rows; no external image assets; schematic bars are not measured shares."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-047"	"14"	"A-0133"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0133_lithography_asml_proxy_candidate.txt"	"S-0273;S-0274"	""	"EUV lithography / ASML proxy photo candidate"	"S-0273;S-0274"	"Wikimedia Commons / file creators"	"2026-05-26"	"No raster committed; license, author, exact file revision, commercial compatibility, and final ASML-machine specificity must be verified before publication."	"No raster committed; license, author, exact file revision, commercial compatibility, and final ASML-machine specificity must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-048"	"14"	"A-0134"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0134_fab_cleanroom_candidate.txt"	"S-0275"	""	"Fab cleanroom photo candidate"	"S-0275"	"Wikimedia Commons / file creator"	"2026-05-26"	"No raster committed; license, author, exact file revision, depicted-person/logo concerns, and commercial compatibility must be verified before publication."	"No raster committed; license, author, exact file revision, depicted-person/logo concerns, and commercial compatibility must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-049"	"14"	"A-0136"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0136_gpu_server_rack_candidate.txt"	"S-0277"	""	"Server rack photo candidate"	"S-0277"	"Wikimedia Commons / NERSC"	"2026-05-26"	"No raster committed; license/public-domain status, author/agency attribution, exact file revision, and commercial compatibility must be verified before publication."	"No raster committed; license/public-domain status, author/agency attribution, exact file revision, and commercial compatibility must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-050"	"15"	"A-0012"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/ai-factory-stack.svg"	""	""	"Generated AI factory stack visual"	"n/a"	"Codex"	"2026-05-25"	"Original lightweight SVG generated for this private manuscript workspace; row data and source IDs are in data/ai_factory_stack_i0027.tsv."	"Original lightweight SVG generated for this private manuscript workspace; row data and source IDs are in data/ai_factory_stack_i0027.tsv."	"rights_or_private_use_cue_required"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-051"	"15"	"A-0024"	"svg_claim_card"	"ready_svg"	"available"	"assets/visual_system/gtc-page29-ai-factory-thesis-card.svg"	"S-0001"	""	"Generated GTC page 29 AI factory thesis card"	"S-0001;A-0004;C-0047"	"Codex"	"2026-05-25"	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 29 notes and A-0004 caption row; no external image assets; C-0047 remains active."	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 29 notes and A-0004 caption row; no external image assets; C-0047 remains active."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-052"	"15"	"A-0027"	"svg_claim_card"	"ready_svg"	"available"	"assets/visual_system/gtc-page49-system-comparison-card.svg"	"S-0001;S-0010"	""	"Generated GTC page 49 system comparison card"	"S-0001;S-0010;A-0007;C-0047"	"Codex"	"2026-05-25"	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 49 notes and A-0007 caption row; no external image assets; C-0047 remains active."	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 49 notes and A-0007 caption row; no external image assets; C-0047 remains active."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-053"	"15"	"A-0028"	"svg_claim_card"	"ready_svg"	"available"	"assets/visual_system/gtc-page50-roadmap-card.svg"	"S-0001;S-0065;S-0067"	""	"Generated GTC page 50 roadmap card"	"S-0001;S-0065;S-0067;A-0008;C-0047"	"Codex"	"2026-05-25"	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 50 notes and A-0008 caption row; no external image assets; C-0047 remains active."	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 50 notes and A-0008 caption row; no external image assets; C-0047 remains active."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-054"	"15"	"A-0029"	"svg_claim_card"	"ready_svg"	"available"	"assets/visual_system/gtc-page51-dsx-platform-card.svg"	"S-0001;S-0066"	""	"Generated GTC page 51 DSX platform card"	"S-0001;S-0066;A-0009;C-0047"	"Codex"	"2026-05-25"	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 51 notes and A-0009 caption row; no external image assets; C-0047 remains active."	"Original lightweight SVG derived from GTC-2026-Keynote.pdf page 51 notes and A-0009 caption row; no external image assets; C-0047 remains active."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-055"	"15"	"A-0004"	"extracted_slide_render"	"local_ignored_hash_available"	"available_local_ignored"	"assets/gtc_2026/slides/page-029-ai-factories.png"	""	""	"GTC-2026-Keynote.pdf"	"page 29"	"NVIDIA"	"2026-05-24"	"Private-use local render from GTC-2026-Keynote.pdf; PNG is ignored and not committed; hash and dimensions in data/gtc_2026_rendered_pages.tsv; final caption and caveat in data/gtc_2026_slide_captions.tsv."	"Private-use local render from GTC-2026-Keynote.pdf; PNG is ignored and not committed; hash and dimensions in data/gtc_2026_rendered_pages.tsv; final caption and caveat in data/gtc_2026_slide_captions.tsv."	"claim_language_review;rights_or_private_use_cue_required"	"source_id_missing_for_non_codex;selection_rights_mismatch"	"Add source ID or explicit local/non-source rationale for non-Codex asset."
"I0217-SRC-056"	"15"	"A-0106"	"source_screenshot_slot"	"local_ignored_hash_available"	"local_ignored_raster_hashed"	"assets/gtc_2026/slides/page-029-ai-factories.png"	"S-0001"	""	"GTC 2026 page 29 AI-factory source surface"	"S-0001;A-0004;A-0024"	"Codex"	"2026-05-26"	"Existing ignored private-use raster hash-recorded at 5760x3240; no neutral industry definition, independent economics, deployed-factory performance, or revenue proof."	"Existing ignored private-use raster hash-recorded at 5760x3240; no neutral industry definition, independent economics, deployed-factory performance, or revenue proof."	"rights_or_private_use_cue_required"	"selection_rights_mismatch"	"Reconcile selected-100 rights status with manifest acquisition/private-use status."
"I0217-SRC-057"	"16"	"A-0015"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/power-to-token-flow.svg"	"S-0001;S-0039;S-0040;S-0066;S-0083;S-0084;S-0085;S-0086;S-0087;S-0088"	""	"Generated power-to-token flow visual"	"S-0001;S-0039;S-0040;S-0066;S-0083;S-0084;S-0085;S-0086;S-0087;S-0088"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/power_to_token_flow_i0042.tsv; no external image assets; C-0021/C-0047 remain active for NVIDIA performance, roadmap, partner, availability, and deployment claims."	"Original lightweight SVG generated from data/power_to_token_flow_i0042.tsv; no external image assets; C-0021/C-0047 remain active for NVIDIA performance, roadmap, partner, availability, and deployment claims."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-058"	"16"	"A-0020"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter16-data-center-load-scenarios.svg"	"S-0083;S-0084;S-0085"	""	"Generated Chapter 16 data-centre load scenarios visual"	"S-0083;S-0084;S-0085;CH16Q-001;CH16Q-002;CH16Q-003;CH16Q-004;CH16Q-005;CH16Q-006;CH16Q-011;CH16Q-012"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; forecasts/scenarios are not happened history."	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; forecasts/scenarios are not happened history."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-059"	"16"	"A-0021"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter16-interconnection-queue-schematic.svg"	"S-0083;S-0086;S-0087"	""	"Generated Chapter 16 interconnection queue schematic"	"S-0083;S-0086;S-0087;CH16Q-007;CH16Q-008;CH16Q-009;CH16Q-010;CH16Q-013;CH16Q-014"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; no named-campus delay claim."	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; no named-campus delay claim."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-060"	"16"	"A-0022"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter16-cooling-rack-density-note.svg"	"S-0087;S-0088"	""	"Generated Chapter 16 cooling and rack-density note"	"S-0087;S-0088;CH16Q-015;CH16Q-016"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; Uptime is treated as operator-survey signal."	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; Uptime is treated as operator-survey signal."	"caption_long"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-061"	"16"	"A-0023"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter16-clean-power-physical-supply.svg"	"S-0083;S-0087"	""	"Generated Chapter 16 clean-procurement versus physical-supply visual"	"S-0083;S-0087;CH16Q-011;CH16Q-012"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; do not equate PPAs/certificates with delivered electrons."	"Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; do not equate PPAs/certificates with delivered electrons."	"caption_long"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-062"	"16"	"A-0137"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0137_data_center_hall_candidate.txt"	"S-0278"	""	"Data-center hall photo candidate"	"S-0278"	"Wikimedia Commons / Flickr-derived file page"	"2026-05-26"	"No raster committed; Commons and original Flickr license trail, author, exact file revision, and commercial compatibility must be verified before publication."	"No raster committed; Commons and original Flickr license trail, author, exact file revision, and commercial compatibility must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-063"	"16"	"A-0139"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0139_substation_candidate.txt"	"S-0280"	""	"Electrical substation photo candidate"	"S-0280"	"Wikimedia Commons / file creator"	"2026-05-26"	"No raster committed; license, author, location/date, exact file revision, and commercial compatibility must be verified before publication."	"No raster committed; license, author, location/date, exact file revision, and commercial compatibility must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-064"	"16"	"A-0141"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0141_gas_turbine_candidate.txt"	"S-0282"	""	"Gas turbine power plant photo candidate"	"S-0282"	"Wikimedia Commons / file creator"	"2026-05-26"	"No raster committed; license, author, plant/location metadata, exact file revision, and commercial compatibility must be verified before publication."	"No raster committed; license, author, plant/location metadata, exact file revision, and commercial compatibility must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-065"	"16"	"A-0143"	"photo_candidate_slot"	"rights_review_needed"	"acquisition_ready"	"assets/photo_candidates/i0181/A-0143_nuclear_cooling_tower_candidate.txt"	"S-0284"	""	"Nuclear plant cooling tower photo candidate"	"S-0284"	"Wikimedia Commons / file creator"	"2026-05-26"	"No raster committed; license, creator/agency, plant/location metadata, exact file revision, and commercial compatibility must be verified before publication."	"No raster committed; license, creator/agency, plant/location metadata, exact file revision, and commercial compatibility must be verified before publication."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-066"	"17"	"A-0064"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter17-tokenization-ladder.svg"	"S-0043;S-0153;S-0154"	""	"Generated Chapter 17 tokenization ladder"	"S-0153;S-0154;S-0043"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 17 claim-audit rows; no external image assets; CH17DATA-001/002/003 caveats remain active."	"Original lightweight SVG generated from Chapter 17 claim-audit rows; no external image assets; CH17DATA-001/002/003 caveats remain active."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-067"	"17"	"A-0065"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter17-web-corpus-filter-funnel.svg"	"S-0155;S-0156;S-0159;S-0160"	""	"Generated Chapter 17 web-corpus filter funnel"	"S-0155;S-0156;S-0159;S-0160"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 17 source and claim-audit rows; no external image assets; CH17DATA-004/005/007/008/010 caveats remain active."	"Original lightweight SVG generated from Chapter 17 source and claim-audit rows; no external image assets; CH17DATA-004/005/007/008/010 caveats remain active."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-068"	"17"	"A-0066"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter17-data-mixture-control-board.svg"	"S-0042;S-0157;S-0158;S-0159;S-0163"	""	"Generated Chapter 17 data-mixture control board"	"S-0042;S-0157;S-0158;S-0159;S-0163"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 17 claim-audit rows; bars are schematic, not measured shares."	"Original lightweight SVG generated from Chapter 17 claim-audit rows; bars are schematic, not measured shares."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-069"	"17"	"A-0067"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter17-memorization-contamination-blocker-map.svg"	"S-0160;S-0161;S-0162"	""	"Generated Chapter 17 memorization/contamination blocker map"	"S-0160;S-0161;S-0162"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 17 claim-audit rows; no external image assets; CH17DATA-008/009/010 caveats remain active."	"Original lightweight SVG generated from Chapter 17 claim-audit rows; no external image assets; CH17DATA-008/009/010 caveats remain active."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-070"	"18"	"A-0060"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter18-rag-evidence-conveyor.svg"	"S-0038"	""	"Generated Chapter 18 RAG evidence conveyor"	"S-0038"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 18 claim-audit rows; no external image assets; CH18AGENT-001 caveats remain active."	"Original lightweight SVG generated from Chapter 18 claim-audit rows; no external image assets; CH18AGENT-001 caveats remain active."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-071"	"18"	"A-0061"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter18-function-call-boundary.svg"	"S-0044;S-0134"	""	"Generated Chapter 18 function-call boundary"	"S-0134;S-0044"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 18 claim-audit rows; exact schema quotation remains blocked until local source capture is normalized."	"Original lightweight SVG generated from Chapter 18 claim-audit rows; exact schema quotation remains blocked until local source capture is normalized."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-072"	"18"	"A-0062"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter18-agent-loop-harness.svg"	"S-0055;S-0109;S-0135;S-0136"	""	"Generated Chapter 18 agent-loop harness"	"S-0135;S-0136;S-0055;S-0109"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 18 source and claim-audit rows; no external image assets; CH18AGENT-005/007 caveats remain active."	"Original lightweight SVG generated from Chapter 18 source and claim-audit rows; no external image assets; CH18AGENT-005/007 caveats remain active."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-073"	"18"	"A-0063"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter18-prompt-injection-boundary.svg"	"S-0137"	""	"Generated Chapter 18 prompt-injection boundary"	"S-0137"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 18 claim-audit rows; later trust/failure chapter should add stronger OWASP/NCSC/vendor rows."	"Original lightweight SVG generated from Chapter 18 claim-audit rows; later trust/failure chapter should add stronger OWASP/NCSC/vendor rows."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-074"	"18"	"A-0124"	"screenshot_slot"	"private_capture_needed"	"acquisition_ready"	"assets/private_use_screenshots/i0180/A-0124_chatgpt_tools_gpts_product_surface.png"	"S-0044;S-0045;S-0046"	""	"ChatGPT plugins/GPTs/tools source surface"	"S-0044;S-0045;S-0046"	"OpenAI"	"2026-05-26"	"Private-use acquisition slot only; do not commit raster; future capture must record raster sha256, source HTML hash, URL, page title, viewport, timestamp, and rights/fair-use review."	"Private-use acquisition slot only; do not commit raster; future capture must record raster sha256, source HTML hash, URL, page title, viewport, timestamp, and rights/fair-use review."	"claim_language_review;rights_or_private_use_cue_required"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-075"	"19"	"A-0090"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter19-code-as-language-ladder.svg"	"S-0035;S-0052;S-0054;S-0070;S-0132"	""	"Generated Chapter 19 code-as-language ladder"	"S-0052;S-0054;S-0070;S-0132;S-0035"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; productivity, adoption, security quality, autonomous engineering, and replacement claims remain blocked."	"Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; productivity, adoption, security quality, autonomous engineering, and replacement claims remain blocked."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-076"	"19"	"A-0091"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter19-editor-to-repository-workflow.svg"	"S-0070;S-0132"	""	"Generated Chapter 19 editor-to-repository workflow"	"S-0070;S-0132"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 19 Copilot rows; no external image assets; no active-user, paid-seat, productivity, code-quality, security-quality, broad-acceptance, or replacement claim."	"Original lightweight SVG generated from Chapter 19 Copilot rows; no external image assets; no active-user, paid-seat, productivity, code-quality, security-quality, broad-acceptance, or replacement claim."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-077"	"19"	"A-0092"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter19-benchmark-ladder.svg"	"S-0035;S-0037;S-0052;S-0053;S-0054"	""	"Generated Chapter 19 coding benchmark ladder"	"S-0052;S-0054;S-0053;S-0035;S-0037;C-0013"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 19 benchmark rows; no external image assets; exact HumanEval values, model sizes, live leaderboards, best-coding-model claims, productivity, and broad competence claims remain blocked."	"Original lightweight SVG generated from Chapter 19 benchmark rows; no external image assets; exact HumanEval values, model sizes, live leaderboards, best-coding-model claims, productivity, and broad competence claims remain blocked."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-078"	"19"	"A-0093"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter19-repository-as-prompt.svg"	"S-0035;S-0037;S-0053"	""	"Generated Chapter 19 repository-as-prompt schematic"	"S-0035;S-0037;S-0053;manuscript/20-claude-code-industrialized-pair-programming.md"	"Codex"	"2026-05-26"	"Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; autonomous engineering, secure deployment, replacement, productivity, terminal-agent product details, and job-displacement claims remain blocked."	"Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; autonomous engineering, secure deployment, replacement, productivity, terminal-agent product details, and job-displacement claims remain blocked."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-079"	"19"	"A-0127"	"screenshot_slot"	"private_capture_needed"	"acquisition_ready"	"assets/private_use_screenshots/i0180/A-0127_github_copilot_product_surface.png"	"S-0070"	""	"GitHub Copilot product source surface"	"S-0070"	"GitHub"	"2026-05-26"	"Private-use acquisition slot only; do not commit raster; future capture must record raster sha256, source HTML hash, URL, page title, viewport, timestamp, and rights/fair-use review."	"Private-use acquisition slot only; do not commit raster; future capture must record raster sha256, source HTML hash, URL, page title, viewport, timestamp, and rights/fair-use review."	"claim_language_review;rights_or_private_use_cue_required"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-080"	"20"	"A-0032"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter20-coding-agent-harness-loop.svg"	"S-0022;S-0035;S-0037;S-0050"	""	"Generated Chapter 20 coding-agent harness loop"	"S-0035;S-0037;S-0022;S-0050;C-0013"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-081"	"20"	"A-0033"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter20-benchmark-caveat-matrix.svg"	"S-0007;S-0035;S-0037"	""	"Generated Chapter 20 coding benchmark caveat matrix"	"S-0035;S-0037;S-0007;C-0013"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-082"	"20"	"A-0034"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter20-tool-call-lifecycle.svg"	"S-0022;S-0050"	""	"Generated Chapter 20 tool-call lifecycle"	"S-0022;S-0050;CH20AGENT-003;CH20AGENT-005"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"caption_contract_ok"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
"I0217-SRC-083"	"20"	"A-0035"	"svg_diagram"	"ready_svg"	"available"	"assets/visual_system/chapter20-productivity-blocker-map.svg"	"S-0022;S-0035;S-0037;S-0050"	""	"Generated Chapter 20 productivity claim blocker map"	"S-0022;S-0035;S-0037;S-0050;C-0013"	"Codex"	"2026-05-25"	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets."	"claim_language_review"	"provenance_contract_ok"	"Preserve provenance row; verify source-note placement during render QA."
