pass_id	strip_id	strip_kind	chapter_range	asset_id	asset_title	asset_type	file_path	file_exists	sha256	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims
I-0296	LP-PEOPLE-02	person	CH02-CH05	A-0287-055	Noam Shazeer	person_image	assets/people/i0287/person-0287-005-noam-shazeer.png	yes	fc9f31e9d0e12eab31be459e25b875b3b54127c7dc5b9ed4bf2117fa1519792e	MoE/model architecture human anchor	https://en.wikipedia.org/wiki/Noam_Shazeer	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-02	person	CH02-CH05	A-0287-052	Jeff Dean	person_image	assets/people/i0287/person-0287-002-jeff-dean.png	yes	47d76c69a30a59ab7d134252323e04ad9ab7be40b18d826a0041a01258432a4b	Google systems/model scaling human anchor	https://research.google/people/jeff/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-02	person	CH02-CH05	A-0287-059	Aidan Gomez	person_image	assets/people/i0287/person-0287-009-aidan-gomez.png	yes	922582ac428885a90d37f5281538bcf08b1b877838954f79732e300aa1430900	Transformer/Cohere human anchor	https://cohere.com/researchers/aidan-gomez	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-02	person	CH02-CH05	A-0287-065	Sebastian Bubeck	person_image	assets/people/i0287/person-0287-015-sebastian-bubeck.png	yes	a4b2e72ec51fda656cf54e7074830fc9c83b394dc641ede5398cbacc9edf56be	reasoning/evaluation human anchor	https://www.microsoft.com/en-us/research/people/sebubeck/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-02	person	CH02-CH05	A-0287-063	Percy Liang	person_image	assets/people/i0287/person-0287-013-percy-liang.png	yes	3580e64882e032cae8180c87b41dfd7ba6b3a48c4e8697a366705e4f79a17607	evaluation/foundation-models human anchor	https://cs.stanford.edu/~pliang/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0284-052	Sam Altman	person_image	assets/people/i0284/sam-altman.jpg	yes	9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4	ChatGPT/OpenAI human anchor	https://en.wikipedia.org/wiki/Sam_Altman	private_use_public_profile_image_from_wikipedia_summary; Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0284-053	Ilya Sutskever	person_image	assets/people/i0284/ilya-sutskever.jpg	yes	6cf9275afe463cac9bbf702600c41835effc5e99fdee8cb820cda0170240078d	scaling/alignment human anchor	https://en.wikipedia.org/wiki/Ilya_Sutskever	private_use_public_profile_image_from_wikipedia_summary; Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0284-056	Greg Brockman	person_image	assets/people/i0284/greg-brockman-profile-page.png	yes	df2a9d88cc43afb870118a7fa9304cf82b5093df053e49a2a3fff8d624ad5e7a	OpenAI systems/product human anchor	https://en.wikipedia.org/wiki/Greg_Brockman	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0287-056	Mira Murati	person_image	assets/people/i0287/person-0287-006-mira-murati.png	yes	ba16b465c20c53dba0af518aa8f883dcbca8e2e28b38b70f176a3d59b669f4a2	frontier lab/product human anchor	https://en.wikipedia.org/wiki/Mira_Murati	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0287-057	Wojciech Zaremba	person_image	assets/people/i0287/person-0287-007-wojciech-zaremba.png	yes	9c34b17961943c75c01730358d9a406d27abba4eab4791b518ba72e89c4fbd32	OpenAI research human anchor	https://en.wikipedia.org/wiki/Wojciech_Zaremba	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0287-058	John Schulman	person_image	assets/people/i0287/person-0287-008-john-schulman.png	yes	f20fbe166edfbf49fb59f80869ed3cee63a0697a8d45fd9144d60fca42febcf3	RLHF/OpenAI human anchor	https://en.wikipedia.org/wiki/John_Schulman	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-03	person	CH05-CH08	A-0284-054	Andrej Karpathy	person_image	assets/people/i0284/andrej-karpathy.png	yes	8e6f269c2c07528183789c73487fc26b736a1b2e78ecf71460a50eadb5e5ad5d	software/LLM education human anchor	https://en.wikipedia.org/wiki/Andrej_Karpathy	private_use_public_profile_image_from_wikipedia_summary; Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-04	person	CH09-CH13	A-0284-057	Dario Amodei	person_image	assets/people/i0284/dario-amodei-profile-page.png	yes	097023cf299370d8469d6c6cc32f684e4b26c482e6c752a3680e24307f10b9f5	Claude/alignment human anchor	https://en.wikipedia.org/wiki/Dario_Amodei	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-04	person	CH09-CH13	A-0284-058	Daniela Amodei	person_image	assets/people/i0284/daniela-amodei-profile-page.png	yes	aaf2f04b15b65116ab26ce5e15eefe38bce93ceb39a70b0e77899d05fa52d9b6	Anthropic institution human anchor	https://en.wikipedia.org/wiki/Daniela_Amodei	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-04	person	CH09-CH13	A-0284-060	Demis Hassabis	person_image	assets/people/i0284/demis-hassabis-profile-page.png	yes	56794d86cd7753566dd2b80325f84750e7938e0152ba7d9f133024834ffb3ae7	DeepMind/Gemini human anchor	https://deepmind.google/about/leadership/demis-hassabis/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-04	person	CH09-CH13	A-0284-061	Sundar Pichai	person_image	assets/people/i0284/sundar-pichai-profile-page.png	yes	49b620b8ff47e4efb941724366fe79763023d8913830d317ed378138ae14ccc8	Google product/platform human anchor	https://abc.xyz/investor/sundar-pichai/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-04	person	CH09-CH13	A-0284-059	Mark Zuckerberg	person_image	assets/people/i0284/mark-zuckerberg-profile-page.png	yes	71105eee996525be8a27c6b3d6aa97dcc43de84ff226e078cc102b13afa73bab	Llama/open-weight human anchor	https://about.meta.com/media-gallery/executives/mark-zuckerberg/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-04	person	CH09-CH13	A-0284-062	Satya Nadella	person_image	assets/people/i0284/satya-nadella-profile-page.png	yes	fbdf38c9c6d8c4abf7a2bd4932c83b40eb3e53834ef6c70dedf445c12e82a24b	Microsoft/OpenAI platform human anchor	https://news.microsoft.com/exec/satya-nadella/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-05	person	CH14-CH22	A-0284-051	Jensen Huang	person_image	assets/people/i0284/jensen-huang.jpg	yes	a446ae394d861e4035c7d1909426bec75f5bdd5af3649d4708e480d3698176b9	hardware/AI factory human anchor	https://en.wikipedia.org/wiki/Jensen_Huang	private_use_public_profile_image_from_wikipedia_summary; Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-05	person	CH14-CH22	A-0284-055	Lisa Su	person_image	assets/people/i0284/lisa-su-profile-page.png	yes	fac2d0fd0a114f643ae122ef466b7b572ee95543bf68d010a8dc1f92c322ae16	accelerator competitor human anchor	https://www.amd.com/en/corporate/leadership/lisa-su.html	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-05	person	CH14-CH22	A-0287-060	Arthur Mensch	person_image	assets/people/i0287/person-0287-010-arthur-mensch.png	yes	cb92d76b7b53a13b8c2009e7f0679215c2fbcc0e023eefa4043d2d0d2386e1be	European frontier lab human anchor	https://en.wikipedia.org/wiki/Arthur_Mensch	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-05	person	CH14-CH22	A-0287-061	Clem Delangue	person_image	assets/people/i0287/person-0287-011-clem-delangue.png	yes	1daed58c12ded84c652913ea05036b0022348cfbbc80839b2ed5c2a396abb8b6	model hub human anchor	https://huggingface.co/clem	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-05	person	CH14-CH22	A-0287-062	Thomas Wolf	person_image	assets/people/i0287/person-0287-012-thomas-wolf.png	yes	559078dba68032816df843665931a3706f0c8a41841bc32b74c8adc0d784fd90	open-model tooling human anchor	https://huggingface.co/ThomasW	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
