pass_id	compressed_cluster_id	use_count	source_ids	claim_ids	cluster_note
I-0267	CL-01480	1	S-0036;S-0057;S-0080	C-0046	S-0036 - Chatbot Arena: An Open Platform for Evaluating LLMs by Human Preference (LMSYS; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.04132) | S-0057 - LMArena Leaderboard Policy (LMArena; policy page; primary; accessed 2026-05-24; https://news.lmarena.ai/policy/) | S-0080 - Arena Leaderboard Dataset (lmarena-ai; Hugging Face historical dataset; primary; accessed 2026-05-25; https://huggingface.co/datasets/lmarena-ai/leaderboard-dataset) | C-0046 - Provider price-quality frontier charts are not final: the current audit contains normalized candidate and exclusion rows, same-scope rules, and chart-use caveats, so exact frontier claims remain prohibited until coverag... | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01860	1	S-0060;S-0061;S-0062;S-0072	C-0046	S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | S-0072 - OpenAI API Docs Pricing (OpenAI; developer documentation; primary; accessed 2026-05-25; https://developers.openai.com/api/docs/pricing) | C-0046 - Provider price-quality frontier charts are not final: the current audit contains normalized candidate and exclusion rows, same-scope rules, and chart-use caveats, so exact frontier claims remain prohibited until coverag... | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02637	1	S-0060;S-0061;S-0062;S-0072;S-0081;S-0082	C-0046	S-0060 - Claude API pricing (Anthropic; pricing page; primary; accessed 2026-05-24; https://platform.claude.com/docs/en/about-claude/pricing) | S-0061 - Gemini Developer API Pricing (Google AI for Developers; pricing page; primary; accessed 2026-05-24; https://ai.google.dev/gemini-api/docs/pricing) | S-0062 - Models and Pricing (xAI; documentation; primary; accessed 2026-05-24; https://docs.x.ai/docs/models) | S-0072 - OpenAI API Docs Pricing (OpenAI; developer documentation; primary; accessed 2026-05-25; https://developers.openai.com/api/docs/pricing) | S-0081 - Mistral AI Pricing (Mistral AI; pricing page; primary; accessed 2026-05-25; https://mistral.ai/pricing) | S-0082 - Mistral Docs Pricing (Mistral AI; pricing documentation; primary; accessed 2026-05-25; https://docs.mistral.ai/deployment/laplateforme/pricing/) | C-0046 - Provider price-quality frontier charts are not final: the current audit contains normalized candidate and exclusion rows, same-scope rules, and chart-use caveats, so exact frontier claims remain prohibited until coverag... | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-03037	1	S-0001;S-0010;S-0039;S-0040;S-0064;S-0065;S-0066;S-0067		S-0001 - GTC-2026-Keynote.pdf (NVIDIA; presentation; primary; accessed 2026-05-24; local:GTC-2026-Keynote.pdf) | S-0010 - NVIDIA Vera Rubin Opens Agentic AI Frontier (NVIDIA; investor press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Vera-Rubin-Opens-Agentic-AI-Frontier/default.aspx) | S-0039 - NVIDIA H100 Tensor Core GPU Architecture (NVIDIA; whitepaper; primary; accessed 2026-05-24; https://resources.nvidia.com/en-us-tensor-core/nvidia-tensor-core-gpu-datasheet) | S-0040 - NVIDIA Blackwell Architecture (NVIDIA; architecture page; primary; accessed 2026-05-24; https://www.nvidia.com/en-us/data-center/technologies/blackwell-architecture/) | S-0064 - GTC 2026 News (NVIDIA; newsroom press kit; primary; accessed 2026-05-24; https://nvidianews.nvidia.com/online-press-kit/gtc-2026-news) | S-0065 - NVIDIA Launches Vera CPU, Purpose-Built for Agentic AI (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-Vera-CPU-Purpose-Built-for-Agentic-AI/default.aspx) | S-0066 - NVIDIA Releases Vera Rubin DSX AI Factory Reference Design and Omniverse DSX Digital Twin Blueprint With Broad Industry Support (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Releases-Vera-Rubin-DSX-AI-Factory-Reference-Design-and-Omniverse-DSX-Digital-Twin-Blueprint-With-Broad-Industry-Support/default.aspx) | S-0067 - NVIDIA Launches BlueField-4 STX Storage Architecture With Broad Industry Adoption (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-BlueField-4-STX-Storage-Architecture-With-Broad-Industry-Adoption/default.aspx) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01095	1	S-0001;S-0039;S-0040		S-0001 - GTC-2026-Keynote.pdf (NVIDIA; presentation; primary; accessed 2026-05-24; local:GTC-2026-Keynote.pdf) | S-0039 - NVIDIA H100 Tensor Core GPU Architecture (NVIDIA; whitepaper; primary; accessed 2026-05-24; https://resources.nvidia.com/en-us-tensor-core/nvidia-tensor-core-gpu-datasheet) | S-0040 - NVIDIA Blackwell Architecture (NVIDIA; architecture page; primary; accessed 2026-05-24; https://www.nvidia.com/en-us/data-center/technologies/blackwell-architecture/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00710	1	S-0001;S-0064		S-0001 - GTC-2026-Keynote.pdf (NVIDIA; presentation; primary; accessed 2026-05-24; local:GTC-2026-Keynote.pdf) | S-0064 - GTC 2026 News (NVIDIA; newsroom press kit; primary; accessed 2026-05-24; https://nvidianews.nvidia.com/online-press-kit/gtc-2026-news) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01883	1	S-0001;S-0064;S-0083;S-0084;S-0085		S-0001 - GTC-2026-Keynote.pdf (NVIDIA; presentation; primary; accessed 2026-05-24; local:GTC-2026-Keynote.pdf) | S-0064 - GTC 2026 News (NVIDIA; newsroom press kit; primary; accessed 2026-05-24; https://nvidianews.nvidia.com/online-press-kit/gtc-2026-news) | S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai) | S-0084 - 2024 United States Data Center Energy Usage Report (Lawrence Berkeley National Laboratory; report; primary; accessed 2026-05-25; https://eta.lbl.gov/publications/2024-lbnl-data-center-energy-usage-report) | S-0085 - DOE Releases New Report Evaluating Increase in Electricity Demand from Data Centers (U.S. Department of Energy; press release; primary; accessed 2026-05-25; https://www.energy.gov/articles/doe-releases-new-report-evaluating-increase-electricity-demand-data-centers) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00712	1	S-0001;S-0066		S-0001 - GTC-2026-Keynote.pdf (NVIDIA; presentation; primary; accessed 2026-05-24; local:GTC-2026-Keynote.pdf) | S-0066 - NVIDIA Releases Vera Rubin DSX AI Factory Reference Design and Omniverse DSX Digital Twin Blueprint With Broad Industry Support (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Releases-Vera-Rubin-DSX-AI-Factory-Reference-Design-and-Omniverse-DSX-Digital-Twin-Blueprint-With-Broad-Industry-Support/default.aspx) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00705	1	S-0001;S-0140		S-0001 - GTC-2026-Keynote.pdf (NVIDIA; presentation; primary; accessed 2026-05-24; local:GTC-2026-Keynote.pdf) | S-0140 - NVIDIA Blackwell Architecture (NVIDIA; architecture page local capture; primary vendor with mutable-page caveat; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0140_blackwell_architecture.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-04966	1	S-0002;S-0003;S-0004;S-0006;S-0014;S-0035;S-0038;S-0041;S-0047;S-0083;S-0138;S-0153;S-0164		S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0035 - SWE-bench: Can Language Models Resolve Real-World GitHub Issues? (Princeton NLP; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2310.06770) | S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai) | S-0138 - CUDA C++ Programming Guide (NVIDIA; documentation local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0138_cuda_programming_guide.html) | S-0153 - Neural Machine Translation of Rare Words with Subword Units (Sennrich, Haddow, and Birch; arXiv abstract local capture; primary; accessed 2026-05-26; assets/source_docs/data_tokens_i0121/S-0153_bpe-rare-words-arxiv-abs.html) | S-0164 - TruthfulQA: Measuring How Models Mimic Human Falsehoods (Lin, Hilton, and Evans; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2109.07958) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01472	1	S-0002;S-0003;S-0004;S-0015		S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0015 - Training Compute-Optimal Large Language Models (Hoffmann et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.15556) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02655	1	S-0002;S-0003;S-0006;S-0038;S-0075;S-0076;S-0077		S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0038 - Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks (Lewis et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.11401) | S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01095	1	S-0002;S-0106;S-0107		S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0106 - Sequence to Sequence Learning with Neural Networks (Sutskever, Vinyals, and Le; arXiv / NeurIPS paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.3215) | S-0107 - Neural Machine Translation by Jointly Learning to Align and Translate (Bahdanau, Cho, and Bengio; arXiv paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.0473) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01866	1	S-0002;S-0115;S-0116;S-0117;S-0121		S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0115 - PaLM: Scaling Language Modeling with Pathways (Chowdhery et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0115_palm-arxiv-abs.html) | S-0116 - Gemini: A Family of Highly Capable Multimodal Models (Google DeepMind; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0116_gemini-arxiv-abs.html) | S-0117 - Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context (Google DeepMind; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0117_gemini15-arxiv-abs.html) | S-0121 - Introducing Gemini: Google's most capable AI model (Google and Google DeepMind; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0121_google-gemini-ai-launch-blog.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01492	1	S-0002;S-0138;S-0139;S-0143		S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0138 - CUDA C++ Programming Guide (NVIDIA; documentation local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0138_cuda_programming_guide.html) | S-0139 - NVIDIA Hopper Architecture In-Depth (NVIDIA; technical blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0139_hopper_architecture_blog.html) | S-0143 - NVIDIA NVLink and NVIDIA NVSwitch Supercharge Large Language Model Inference (NVIDIA; technical blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0143_nvlink_nvswitch_llm_inference.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01091	1	S-0003;S-0004;S-0015		S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0015 - Training Compute-Optimal Large Language Models (Hoffmann et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.15556) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01470	1	S-0004;S-0011;S-0012;S-0013		S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0011 - Improving Language Understanding by Generative Pre-Training (OpenAI; paper; primary; accessed 2026-05-24; https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf) | S-0012 - Better Language Models and Their Implications (OpenAI; research post; primary; accessed 2026-05-24; https://openai.com/index/better-language-models/) | S-0013 - Language Models are Unsupervised Multitask Learners (Radford et al.; paper; primary; accessed 2026-05-24; https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02636	1	S-0004;S-0011;S-0012;S-0013;S-0052;S-0069;S-0070		S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0011 - Improving Language Understanding by Generative Pre-Training (OpenAI; paper; primary; accessed 2026-05-24; https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf) | S-0012 - Better Language Models and Their Implications (OpenAI; research post; primary; accessed 2026-05-24; https://openai.com/index/better-language-models/) | S-0013 - Language Models are Unsupervised Multitask Learners (Radford et al.; paper; primary; accessed 2026-05-24; https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf) | S-0052 - Evaluating Large Language Models Trained on Code (Chen et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2107.03374) | S-0069 - OpenAI API (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/openai-api) | S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00708	1	S-0004;S-0014		S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01878	1	S-0004;S-0014;S-0019;S-0074;S-0075		S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0019 - Constitutional AI: Harmlessness from AI Feedback (Anthropic; paper; primary local HTML asset; accessed 2026-05-25; https://arxiv.org/abs/2212.08073) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01097	1	S-0004;S-0070;S-0071		S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/) | S-0071 - GPT-3 powers the next generation of apps (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/gpt-3-apps) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02659	1	S-0005;S-0069;S-0070;S-0071;S-0072;S-0073;S-0074		S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | S-0069 - OpenAI API (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/openai-api) | S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/) | S-0071 - GPT-3 powers the next generation of apps (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/gpt-3-apps) | S-0072 - OpenAI API Docs Pricing (OpenAI; developer documentation; primary; accessed 2026-05-25; https://developers.openai.com/api/docs/pricing) | S-0073 - Deep reinforcement learning from human preferences (Christiano et al.; paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1706.03741) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01110	1	S-0005;S-0076;S-0077		S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01106	1	S-0005;S-0093;S-0164		S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | S-0093 - Policy: Generative AI (e.g., ChatGPT) is banned (Meta Stack Overflow; institutional policy; primary institutional; accessed 2026-05-25; https://meta.stackoverflow.com/questions/421831/policy-generative-ai-e-g-chatgpt-is-banned) | S-0164 - TruthfulQA: Measuring How Models Mimic Human Falsehoods (Lin, Hilton, and Evans; arXiv paper; primary research; accessed 2026-05-26; https://arxiv.org/abs/2109.07958) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01100	1	S-0006;S-0014;S-0074		S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-02268	1	S-0006;S-0014;S-0074;S-0092;S-0098;S-0102		S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0092 - Sam Altman X post: ChatGPT crossed one million users (Sam Altman; X/social post; personal primary; accessed 2026-05-25; https://twitter.com/sama/status/1599668808285028353) | S-0098 - ChatGPT sets record for fastest-growing user base - analyst note (Reuters via Investing.com; wire article mirror; secondary mirror; accessed 2026-05-25; https://www.investing.com/news/economy/chatgpt-sets-record-for-fastestgrowing-user-base--analyst-note-2993773) | S-0102 - ChatGPT tops 25 million daily visits (iTWire / David F. Carr, SimilarWeb; guest opinion / traffic analysis; primary-adjacent Similarweb-authored secondary publication; accessed 2026-05-25; https://itwire.com/guest-articles/guest-opinion/chatgpt-tops-25-million-daily-visits) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01486	1	S-0006;S-0041;S-0043;S-0047		S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0043 - tiktoken (OpenAI; repository local capture; primary; accessed 2026-05-26; assets/source_docs/chatgpt_opener/S-0043_tiktoken_github.html) | S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01881	1	S-0006;S-0041;S-0047;S-0083;S-0138		S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai) | S-0138 - CUDA C++ Programming Guide (NVIDIA; documentation local capture; primary vendor; accessed 2026-05-25; assets/source_docs/nvidia_cuda/S-0138_cuda_programming_guide.html) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01505	1	S-0006;S-0074;S-0078;S-0079		S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0078 - Introducing ChatGPT Plus (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/blog/chatgpt-plus) | S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01116	1	S-0006;S-0078;S-0089		S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0078 - Introducing ChatGPT Plus (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/blog/chatgpt-plus) | S-0089 - ChatGPT Release Notes (OpenAI Help Center; release notes; primary official alternate; accessed 2026-05-25; https://help.openai.com/en/articles/6825453-chatgpt-release-notes) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00327	1	S-0007		S-0007 - Introducing Claude 4 (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-4) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-01868	1	S-0007;S-0019;S-0020;S-0021;S-0109		S-0007 - Introducing Claude 4 (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-4) | S-0019 - Constitutional AI: Harmlessness from AI Feedback (Anthropic; paper; primary local HTML asset; accessed 2026-05-25; https://arxiv.org/abs/2212.08073) | S-0020 - The Claude 3 Model Family: Opus, Sonnet, Haiku (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-family) | S-0021 - Claude 3.5 Sonnet (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-5-sonnet) | S-0109 - Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku (Anthropic; product post; primary local HTML asset; accessed 2026-05-25; https://www.anthropic.com/news/3-5-models-and-computer-use) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00716	1	S-0007;S-0037		S-0007 - Introducing Claude 4 (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-4) | S-0037 - LiveCodeBench: Holistic and Contamination Free Evaluation of Large Language Models for Code (Jain et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2403.07974) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
I-0267	CL-00718	1	S-0007;S-0048		S-0007 - Introducing Claude 4 (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-4) | S-0048 - Claude 3.7 Sonnet and Claude Code (Anthropic; product post; primary; accessed 2026-05-24; https://www.anthropic.com/news/claude-3-7-sonnet) | Boundary: Compressed repeated cluster; do not remove local claim caveats where prose needs them.
