pass_id	expanded_id	source	asset_id	asset_type	target_categories	file_path	file_exists	sha256	render_file_path	render_sha256	title	caption	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims	render_role
I-0295	F16.04	base_selected_manifest	A-0288-014	source_surface_pdf_presentation_page	pdf_deck_report_page	assets/source_surfaces/i0288/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface-p64.png	yes	8ba117d86dfdbe5987efd090c2bb7d04401691a2f34cb57b462d9c6bb93f9c0b	assets/source_surfaces/i0288/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface-p64.png	8ba117d86dfdbe5987efd090c2bb7d04401691a2f34cb57b462d9c6bb93f9c0b	Figure 16.04 - GTC 2026 Data-Center Power/Cooling Page	GTC 2026 data-center power/cooling page render adds facility-constraint texture; it does not prove site-level grid impact, water use, or economics.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use source surface PDF-0288-004 from local:GTC-2026-Keynote.pdf; source file GTC-2026-Keynote.pdf sha256 cc3674320b2763748db4033b42b1a19a0134ab0f60a15bb6a6efdfc6963d369f; page 64 render assets/source_surfaces/i0288/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface-p64.png sha256 8ba117d86dfdbe5987efd090c2bb7d04401691a2f34cb57b462d9c6bb93f9c0b; fallback/card assets/papers/i0288_cards/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface.svg sha256 929a450ecba5b7ed7a59b1cfb950c0bb55fe3c99d5c42053d52aea15447683d2.	private_use_source_surface_pending_final_rights_review	Does not prove site-level grid impact, water use, or economics.	main_text_selected_callout
I-0295	F16.05	base_selected_manifest	A-0023	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter16-clean-power-physical-supply.svg	yes	2a725ab917d0671b92b46adace13410d3d801439cb7346cb4ec55b0f395ee190	assets/visual_system/chapter16-clean-power-physical-supply.svg	2a725ab917d0671b92b46adace13410d3d801439cb7346cb4ec55b0f395ee190	Figure 16.5 - Clean Procurement Is Not Physical Supply. IEA supply-mix projection language and DOE-SEAB flexibility categories support a distinction between corporate contracts/certificates and the electricity physically serving a site at a given hour.	Figure 16.5 - Clean Procurement Is Not Physical Supply. IEA supply-mix projection language and DOE-SEAB flexibility categories support a distinction between corporate contracts/certificates and the electricity physically serving a site at a given hour.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0083;S-0087;CH16Q-011;CH16Q-012; Asset source: Generated Chapter 16 clean-procurement versus physical-supply visual; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F16.06	base_selected_manifest	A-0287-009	real_world_source_image	real_photo_screenshot_source_image	assets/private_use_screenshots/i0287_source_pages/src-0287-009-equinix-ai.png	yes	0041d672b58f44824e19a5ab4622254a40a65875652af8a741294350f94e3d4c	assets/private_use_screenshots/i0287_source_pages/src-0287-009-equinix-ai.png	0041d672b58f44824e19a5ab4622254a40a65875652af8a741294350f94e3d4c	Figure 16.06 - Equinix AI Data-Center Surface	Equinix AI public-web screenshot gives the data-center chapter a facility/operator surface; it does not prove site-level power demand, interconnection timing, water use, carbon intensity, or customer load.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	Private-use visual acquired in 0287; page https://www.equinix.com/solutions/artificial-intelligence; asset https://www.equinix.com/solutions/artificial-intelligence; local assets/private_use_screenshots/i0287_source_pages/src-0287-009-equinix-ai.png; sha256 0041d672b58f44824e19a5ab4622254a40a65875652af8a741294350f94e3d4c.	private_use_visual_pending_final_rights_review	Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	main_text_selected_callout
I-0295	F16.07	base_selected_manifest	A-0261-004	svg_repair_source_card	curated_chart_data_svg_visualization	assets/visual_system/i0261/i0261-f16-07-interconnection-queue-card.svg	yes	40ed43e576af65859a28e6dd106a78d3aa30010b75b97b9b05d26308470e0ee9	assets/visual_system/i0261/i0261-f16-07-interconnection-queue-card.svg	40ed43e576af65859a28e6dd106a78d3aa30010b75b97b9b05d26308470e0ee9	Interconnection Is A Queue, Not Atmosphere	Figure 16.x candidate - Grid interconnection texture.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH16; Asset source: Interconnection Is A Queue, Not Atmosphere; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG replacement card generated to cut an unresolved photo placeholder; no external raster or found photograph copied; final page/caption/source-note QA still required.	main_text_selected_callout
I-0295	F16.08	base_selected_manifest	A-0261-005	svg_repair_source_card	curated_chart_data_svg_visualization	assets/visual_system/i0261/i0261-f16-08-speed-to-power-card.svg	yes	0c8fcc991071401647b0f796b6f9ee521fbe94abaca666d43d23c83927a354d9	assets/visual_system/i0261/i0261-f16-08-speed-to-power-card.svg	0c8fcc991071401647b0f796b6f9ee521fbe94abaca666d43d23c83927a354d9	Fast Power Is A Constraint Stack	Figure 16.x candidate - Gas turbine speed-to-power texture.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH16; Asset source: Fast Power Is A Constraint Stack; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG replacement card generated to cut an unresolved photo placeholder; no external raster or found photograph copied; final page/caption/source-note QA still required.	main_text_selected_callout
I-0295	F16.09	base_selected_manifest	A-0261-006	svg_repair_source_card	curated_chart_data_svg_visualization	assets/visual_system/i0261/i0261-f16-09-clean-supply-card.svg	yes	2d63cbea8d7985066cfef7277ad3afd3200d2619723d6defbb1fc9f66b50f641	assets/visual_system/i0261/i0261-f16-09-clean-supply-card.svg	2d63cbea8d7985066cfef7277ad3afd3200d2619723d6defbb1fc9f66b50f641	Nuclear Texture Needs Evidence, Not Steam	Figure 16.x candidate - Nuclear/cooling tower power texture.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH16; Asset source: Nuclear Texture Needs Evidence, Not Steam; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG replacement card generated to cut an unresolved photo placeholder; no external raster or found photograph copied; final page/caption/source-note QA still required.	main_text_selected_callout
I-0295	F17.01	base_selected_manifest	A-0064	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter17-tokenization-ladder.svg	yes	27de6ef5355c379e7cb6f37fadc403be9ebf20daa9db5b40fd7fea6213c4449f	assets/visual_system/chapter17-tokenization-ladder.svg	27de6ef5355c379e7cb6f37fadc403be9ebf20daa9db5b40fd7fea6213c4449f	Figure 17.1 - Tokenization Ladder. Human text becomes subword pieces, token IDs, context budget, and next-token prediction target.	Figure 17.1 - Tokenization Ladder. Human text becomes subword pieces, token IDs, context budget, and next-token prediction target.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0153;S-0154;S-0043; Asset source: Generated Chapter 17 tokenization ladder; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F17.02	base_selected_manifest	A-0065	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter17-web-corpus-filter-funnel.svg	yes	28fec58b048acb4e0d4c5285e04ae6148f3de9fd5506a635011acc4c8f936851	assets/visual_system/chapter17-web-corpus-filter-funnel.svg	28fec58b048acb4e0d4c5285e04ae6148f3de9fd5506a635011acc4c8f936851	Figure 17.2 - Web Corpus Filter Funnel. Common Crawl style data becomes a training-mixture candidate through filtering, deduplication, and documentation decisions.	Figure 17.2 - Web Corpus Filter Funnel. Common Crawl style data becomes a training-mixture candidate through filtering, deduplication, and documentation decisions.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0155;S-0156;S-0159;S-0160; Asset source: Generated Chapter 17 web-corpus filter funnel; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F17.03	base_selected_manifest	A-0066	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter17-data-mixture-control-board.svg	yes	3286b2d1b058ddb17901b5aff25c8471e2ca4f84fee3e4f79aaa195dd66874f4	assets/visual_system/chapter17-data-mixture-control-board.svg	3286b2d1b058ddb17901b5aff25c8471e2ca4f84fee3e4f79aaa195dd66874f4	Figure 17.3 - Data Mixture Control Board. Schematic corpus lanes show data mixtures as recipes with open-corpus rows and closed-corpus blockers.	Figure 17.3 - Data Mixture Control Board. Schematic corpus lanes show data mixtures as recipes with open-corpus rows and closed-corpus blockers.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0042;S-0157;S-0158;S-0159;S-0163; Asset source: Generated Chapter 17 data-mixture control board; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F17.04	base_selected_manifest	A-0067	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter17-memorization-contamination-blocker-map.svg	yes	f698e8e3be12689fdbd348494eaa3f9ede0ed81e8366c0d5714663bcd052e767	assets/visual_system/chapter17-memorization-contamination-blocker-map.svg	f698e8e3be12689fdbd348494eaa3f9ede0ed81e8366c0d5714663bcd052e767	Figure 17.4 - Memorization and Contamination Blocker Map. Duplication, benchmark contamination, memorization, extraction, and blocker families are separated.	Figure 17.4 - Memorization and Contamination Blocker Map. Duplication, benchmark contamination, memorization, extraction, and blocker families are separated.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0160;S-0161;S-0162; Asset source: Generated Chapter 17 memorization/contamination blocker map; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F18.01	base_selected_manifest	A-0060	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter18-rag-evidence-conveyor.svg	yes	df7878a84a6321df824d0a3f0011b6889380c07b337d67515912db7d32cc96a0	assets/visual_system/chapter18-rag-evidence-conveyor.svg	df7878a84a6321df824d0a3f0011b6889380c07b337d67515912db7d32cc96a0	Figure 18.1 - RAG Evidence Conveyor. Retrieval, ranking, context packing, generation, citation, and audit gates with failure labels.	Figure 18.1 - RAG Evidence Conveyor. Retrieval, ranking, context packing, generation, citation, and audit gates with failure labels.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0038; Asset source: Generated Chapter 18 RAG evidence conveyor; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F18.02	base_selected_manifest	A-0061	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter18-function-call-boundary.svg	yes	71c3d56c2eb407f91b20269ab89c4924bfbd15a1d1fb9c086871280f10f34411	assets/visual_system/chapter18-function-call-boundary.svg	71c3d56c2eb407f91b20269ab89c4924bfbd15a1d1fb9c086871280f10f34411	Figure 18.2 - Function-Call Boundary. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens.	Figure 18.2 - Function-Call Boundary. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0134;S-0044; Asset source: Generated Chapter 18 function-call boundary; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F18.03	base_selected_manifest	A-0062	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter18-agent-loop-harness.svg	yes	d449f908e1a0c9bc1d47c37078c1ce8b71b8a7071876da687297f93455bc1709	assets/visual_system/chapter18-agent-loop-harness.svg	d449f908e1a0c9bc1d47c37078c1ce8b71b8a7071876da687297f93455bc1709	Figure 18.3 - Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded system loop.	Figure 18.3 - Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded system loop.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0135;S-0136;S-0055;S-0109; Asset source: Generated Chapter 18 agent-loop harness; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F18.04	base_selected_manifest	A-0063	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter18-prompt-injection-boundary.svg	yes	53d9a3725ca3f8d96b10e8d9131ad576aaea76d4bb219e9ab861667388febf6d	assets/visual_system/chapter18-prompt-injection-boundary.svg	53d9a3725ca3f8d96b10e8d9131ad576aaea76d4bb219e9ab861667388febf6d	Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross from data into instruction before a tool action.	Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross from data into instruction before a tool action.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0137; Asset source: Generated Chapter 18 prompt-injection boundary; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F18.05	base_selected_manifest	A-0260-003	source_excerpt_card_svg	curated_chart_data_svg_visualization	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	yes	09d11e362c10ba7dc6311760d2da445baa1aae71ec1dcb329ba74304cac3207e	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	09d11e362c10ba7dc6311760d2da445baa1aae71ec1dcb329ba74304cac3207e	Release notes are product archaeology	Figure 12/18.x - ChatGPT Tool Surface. Private-use screenshot slot for plugins, GPTs, or tool-access product packaging.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: SNAP-20260525-014; Asset source: OpenAI ChatGPT release notes source surface; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	main_text_selected_callout
I-0295	F19.01	base_selected_manifest	A-0288-006	source_surface_paper_report_excerpt	paper_report_excerpt	assets/source_surfaces/i0288/paper-0288-006-code-llama-open-foundation-models-for-code-p1.png	yes	f8c9ec995d6dc97a9c603a8ae6e0a9937bc0b8c3d10744cb56794f9ec00c2596	assets/source_surfaces/i0288/paper-0288-006-code-llama-open-foundation-models-for-code-p1.png	f8c9ec995d6dc97a9c603a8ae6e0a9937bc0b8c3d10744cb56794f9ec00c2596	Figure 19.01 - Code Llama Paper Page As Code-Model Lineage	Code Llama page-one render anchors code models as a visible open-foundation-model source surface; it does not prove developer replacement, production correctness, or current benchmark rank.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use source surface PAPER-0288-006 from https://arxiv.org/pdf/2308.12950; source file assets/source_media/i0288_pdfs/code-llama-open-foundation-models-for-code.pdf sha256 05ed05d2d76c420b6af4a1afe6e1dec99939ccf62c5a0c0a258b09cbe1889346; page 1 render assets/source_surfaces/i0288/paper-0288-006-code-llama-open-foundation-models-for-code-p1.png sha256 f8c9ec995d6dc97a9c603a8ae6e0a9937bc0b8c3d10744cb56794f9ec00c2596; fallback/card assets/papers/i0288_cards/paper-0288-006-code-llama-open-foundation-models-for-code.svg sha256 d85271bbbc5831f82c185ba509b9d41116ae0e84ac28062f74439d2c8ebfd004.	private_use_source_surface_pending_final_rights_review	Does not prove developer replacement, production correctness, or current benchmark rank.	main_text_selected_callout
I-0295	F19.02	base_selected_manifest	A-0289-007	benchmark_model_card_surface_leaderboard_surface	model_card_hf_benchmark_repo_docs_surface	assets/model_cards/i0289_screenshots/mcs-0289-008-livecodebench-leaderboard.png	yes	41a384a3e3f88ebe64fe2661e7277c7b1e5aaadf284a0ca636ff52e35de0fd7a	assets/model_cards/i0289_screenshots/mcs-0289-008-livecodebench-leaderboard.png	41a384a3e3f88ebe64fe2661e7277c7b1e5aaadf284a0ca636ff52e35de0fd7a	Figure 19.02 - LiveCodeBench Leaderboard Surface	LiveCodeBench leaderboard screenshot makes coding-model evaluation visible as a benchmark surface; it does not prove broad software productivity, current live rank after capture, developer replacement, or production correctness.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use model-card/docs/repo/leaderboard surface MCS-0289-008 from https://livecodebench.github.io/leaderboard.html; HTML assets/source_media/i0289_model_card_html/mcs-0289-008-livecodebench-leaderboard.html sha256 5f1b34ca38778569d134efed66512e8323ed2ab736ed891633a4fa6a704205b5; screenshot assets/model_cards/i0289_screenshots/mcs-0289-008-livecodebench-leaderboard.png sha256 41a384a3e3f88ebe64fe2661e7277c7b1e5aaadf284a0ca636ff52e35de0fd7a; fallback/card assets/model_cards/i0289_cards/mcs-0289-008-livecodebench-leaderboard.svg sha256 58a082e038b92795fa041b9375d54235c3e8a91d7d4aec20792d615544321798.	private_use_benchmark_model_card_pending_final_rights_review	Does not prove developer replacement, production productivity, broad software quality, or live rank without dated rows.	main_text_selected_callout
I-0295	F19.03	base_selected_manifest	A-0289-T003	benchmark_model_landscape_table	curated_chart_data_svg_visualization;benchmark_table	assets/benchmarks/i0289_tables/bmt-0289-003-2025-benchmark-model-landscape.svg	yes	ec37c46f4f5a6a554bac7e7157be23c89ef1aed5f6139efcf945b0806e45ce31	assets/benchmarks/i0289_tables/bmt-0289-003-2025-benchmark-model-landscape.svg	ec37c46f4f5a6a554bac7e7157be23c89ef1aed5f6139efcf945b0806e45ce31	Figure 19.03 - 2025 Model-Landscape Table	The 2025 benchmark/model-landscape table gives the coding-score discussion a year-specific context panel; it is not a universal quality score, safety result, adoption claim, or live rank.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-003 for 2025; SVG assets/benchmarks/i0289_tables/bmt-0289-003-2025-benchmark-model-landscape.svg sha256 ec37c46f4f5a6a554bac7e7157be23c89ef1aed5f6139efcf945b0806e45ce31; source IDs MCS-0286-007;MCS-0286-010;MCS-0289-001;MCS-0289-002;MCS-0289-003;MCS-0289-004;MCS-0289-005;PAPER-0285-011;PAPER-0285-012;PDF-0288-007;PDF-0288-008;PDF-0288-009; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Model-landscape/benchmark-context table only; not a live rank, universal quality score, price-quality frontier, safety proof, or product adoption claim.	main_text_selected_callout
I-0295	F19.04	base_selected_manifest	A-0286-008	benchmark_model_card_surface_repo_surface	model_card_hf_benchmark_repo_docs_surface	assets/model_cards/i0286_screenshots/mcs-0286-008-swe-bench-github-repo.png	yes	c04c158b47978aa66acb43dbb299c4f683925d7f8e2cb6091f0ec7c64cab134a	assets/model_cards/i0286_screenshots/mcs-0286-008-swe-bench-github-repo.png	c04c158b47978aa66acb43dbb299c4f683925d7f8e2cb6091f0ec7c64cab134a	Figure 19.04 - SWE-bench GitHub Repository Surface	SWE-bench GitHub repository screenshot anchors repository-repair evaluation as a source surface; it does not prove production productivity, developer replacement, or model reliability outside the benchmark harness.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use model-card/docs/repo/leaderboard surface MCS-0286-008 from https://github.com/SWE-bench/SWE-bench; HTML assets/source_media/i0286_model_card_html/mcs-0286-008-swe-bench-github-repo.html sha256 8950a2884180b3ea05367c01accbfcf43c3405fbf13a39a1638ac88df3e29d63; screenshot assets/model_cards/i0286_screenshots/mcs-0286-008-swe-bench-github-repo.png sha256 c04c158b47978aa66acb43dbb299c4f683925d7f8e2cb6091f0ec7c64cab134a; fallback/card assets/model_cards/i0286_cards/mcs-0286-008-swe-bench-github-repo.svg sha256 f5201c51cde0a03f8e442c208135fb55038b40fe3bc1232aeda5e9aad3b6ef25.	private_use_benchmark_model_card_pending_final_rights_review	Does not prove developer replacement, productivity, or broad software quality.	main_text_selected_callout
I-0295	F19.05	base_selected_manifest	A-0286-T004	benchmark_model_landscape_table	curated_chart_data_svg_visualization;benchmark_table	assets/benchmarks/i0286_tables/bmt-0286-004-2021-benchmark-model-landscape.svg	yes	51dae7597f583adf179b55b0f459e1a2c89398caccb7c3e3fdd8ef76603f9508	assets/benchmarks/i0286_tables/bmt-0286-004-2021-benchmark-model-landscape.svg	51dae7597f583adf179b55b0f459e1a2c89398caccb7c3e3fdd8ef76603f9508	Figure 19.05 - 2021 Model-Landscape Table	The 2021 benchmark/model-landscape table records early code/model context as a memory aid; it is not a live rank, universal quality score, or product adoption claim.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0286-004 for 2021; SVG assets/benchmarks/i0286_tables/bmt-0286-004-2021-benchmark-model-landscape.svg sha256 51dae7597f583adf179b55b0f459e1a2c89398caccb7c3e3fdd8ef76603f9508; source IDs S-0038;S-0132;S-0136; coverage GPT-1 through early ChatGPT-era yearly coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Model-landscape/benchmark-context table only; not a live rank, universal quality score, price-quality frontier, or product adoption claim.	main_text_selected_callout
I-0295	F20.01	base_selected_manifest	A-0289-010	benchmark_model_card_surface_repo_surface	model_card_hf_benchmark_repo_docs_surface	assets/model_cards/i0289_screenshots/mcs-0289-011-openai-evals-github-repo.png	yes	eab7350e7bb9cfc832cd911b7a5c9602a0066e2f8558267c884f03c065244bd6	assets/model_cards/i0289_screenshots/mcs-0289-011-openai-evals-github-repo.png	eab7350e7bb9cfc832cd911b7a5c9602a0066e2f8558267c884f03c065244bd6	Figure 20.01 - OpenAI Evals Repository Surface	OpenAI Evals GitHub repository screenshot gives the coding-agent harness loop an evaluation-tool surface; it does not prove benchmark neutrality, current coverage, safety, adoption, or production value.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use model-card/docs/repo/leaderboard surface MCS-0289-011 from https://github.com/openai/evals; HTML assets/source_media/i0289_model_card_html/mcs-0289-011-openai-evals-github-repo.html sha256 3a55ec0fae0517d182636458156f4ca3cebbe6b18a73ac5bf6bd9cb3479a21d3; screenshot assets/model_cards/i0289_screenshots/mcs-0289-011-openai-evals-github-repo.png sha256 eab7350e7bb9cfc832cd911b7a5c9602a0066e2f8558267c884f03c065244bd6; fallback/card assets/model_cards/i0289_cards/mcs-0289-011-openai-evals-github-repo.svg sha256 ae34b72f62789cab61b3824901bd0f593657e61ce5a61b5c75ec3a79eba6eb87.	private_use_benchmark_model_card_pending_final_rights_review	Repository surface does not prove benchmark completeness, current use, or model quality.	main_text_selected_callout
I-0295	F20.02	base_selected_manifest	A-0285-013	source_surface_paper_report_excerpt	paper_report_excerpt	assets/source_surfaces/i0285/paper-0285-013-swe-bench-can-language-models-resolve-real-world-github-issues-p1.png	yes	2d9fdc266c9dde195924c7a12ab0054ecc134e6426dcb93ebaf752dcecc36d00	assets/source_surfaces/i0285/paper-0285-013-swe-bench-can-language-models-resolve-real-world-github-issues-p1.png	2d9fdc266c9dde195924c7a12ab0054ecc134e6426dcb93ebaf752dcecc36d00	Figure 20.02 - SWE-bench Paper Page As Harness Evidence	SWE-bench page-one render makes coding-agent evaluation a visible benchmark-harness surface; it does not prove developer replacement or production productivity.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use source surface PAPER-0285-013 from https://arxiv.org/pdf/2310.06770; source file assets/source_media/i0285_pdfs/swe-bench-can-language-models-resolve-real-world-github-issues.pdf sha256 f7e8e1df64129742b8199a21a042734519a823a1dafd6f48f8f3ddcfb48ee296; page 1 render assets/source_surfaces/i0285/paper-0285-013-swe-bench-can-language-models-resolve-real-world-github-issues-p1.png sha256 2d9fdc266c9dde195924c7a12ab0054ecc134e6426dcb93ebaf752dcecc36d00; fallback/card assets/papers/i0285_cards/paper-0285-013-swe-bench-can-language-models-resolve-real-world-github-issues.svg sha256 5182bb2b22abeafe7a38f5fa1a28dc5fc482139cac4762c867fb32271eea398b.	private_use_source_surface_pending_final_rights_review	Does not prove developer replacement or production productivity.	main_text_selected_callout
I-0295	F20.03	base_selected_manifest	A-0285-014	source_surface_paper_report_excerpt	paper_report_excerpt	assets/source_surfaces/i0285/paper-0285-014-toolformer-language-models-can-teach-themselves-to-use-tools-p1.png	yes	9f067a45ff641775dec84ae095dc54831c1cfe3f56398f02937038aeb81da44b	assets/source_surfaces/i0285/paper-0285-014-toolformer-language-models-can-teach-themselves-to-use-tools-p1.png	9f067a45ff641775dec84ae095dc54831c1cfe3f56398f02937038aeb81da44b	Figure 20.03 - Toolformer Paper Page As Tool-Use Lineage	Toolformer page-one render gives tool-use chapters a primary research source surface; it does not prove autonomous reliability or current agent capability.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use source surface PAPER-0285-014 from https://arxiv.org/pdf/2302.04761; source file assets/source_media/i0285_pdfs/toolformer-language-models-can-teach-themselves-to-use-tools.pdf sha256 6d7483d94653008e40c2058a1c22441c92e3713dae278b6361e8efc447c99522; page 1 render assets/source_surfaces/i0285/paper-0285-014-toolformer-language-models-can-teach-themselves-to-use-tools-p1.png sha256 9f067a45ff641775dec84ae095dc54831c1cfe3f56398f02937038aeb81da44b; fallback/card assets/papers/i0285_cards/paper-0285-014-toolformer-language-models-can-teach-themselves-to-use-tools.svg sha256 aec786eb81beed413d347725af52b6237b56a780c53ff7c7cfee6260124026c1.	private_use_source_surface_pending_final_rights_review	Does not prove autonomous reliability or current agent capability.	main_text_selected_callout
