pass_id	atlas_id	chapter_range	expanded_id	asset_id	asset_type	file_path	file_exists	sha256	title	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims
I-0298	ATLAS-04	CH09-CH12	VX014	A-0025	svg_claim_card	assets/visual_system/gtc-page45-inference-compute-roadmap-card.svg	yes	2faff52cd5ad3f1742c3774c7f30667f3c89c91d04f6748d658b78a201a6a62b	Generated GTC page 45 inference compute roadmap card	Gives Chapter 15 a commit-safe slide-derived card that preserves the roadmap and availability caveat before prose expansion.	local:data/chapter15_gtc_visual_source_pack_i0101.tsv	Original lightweight SVG derived from GTC-2026-Keynote.pdf page 45 notes and A-0005 caption row; no external image assets; C-0047 remains active.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	VX025	A-0068	svg_diagram	assets/visual_system/chapter1-chatgpt-shock-chronology.svg	yes	aad7dd277c0b339525f481ab4490a291469ff07069c8c076fa498696ff3dcc8c	Generated Chapter 1 ChatGPT shock chronology	Makes Chapter 1's launch-speed story legible while preventing fastest-growing-app, OpenAI-confirmed 100M users, paid-user, revenue, retention, productivity, or merged adoption claims.	local:data/chapter1_shock_visual_package_i0123.tsv	Original lightweight SVG generated from Chapter 1 source and claim-audit rows; no external image assets; CH1SHOCK-001/004 caveats remain active.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	VX035	A-0087	svg_diagram	assets/visual_system/chapter9-tpu-search-workspace-surface-map.svg	yes	8cd8156d35508fad0d5e174245db84e30122d12d852d48cdf1f453d91369986f	Generated Chapter 9 TPU/Search/Workspace surface map	Makes Google's stack breadth legible while preserving the distinction between availability and user desire.	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 source and claim rows; no external image assets; no user preference, productivity, revenue, cloud-share, Search-click, or TPU-superiority claim.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	VX042	A-0112	svg_diagram	assets/visual_system/chapter10-open-weight-control-stack.svg	yes	d0b6ef74c9b4ac3da64d3ee5cfa1b456c5049971ecabdfd8053e4ef10f63d5f2	Generated Chapter 10 open-weight control stack	"Makes Chapter 10's control-stack argument visible so ""open"" does not become one undifferentiated claim."	local:data/chapter10_open_weight_control_stack_visual_package_i0142.tsv	Original lightweight SVG generated from Chapter 10 source and audit rows; no external image assets; no open-source equivalence, license freedom, adoption, safety, benchmark superiority, price-quality, lower-cost, or full-transparency claim.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	F14.02	A-0072	svg_diagram	assets/visual_system/chapter14-gpu-memory-interconnect.svg	yes	a38869977189564eb8e10c96d42dc16c43185bc1dc185129050ab9fffc6bf02c	Figure 14.2 - GPU Memory and Interconnect: The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0039;S-0139;S-0140;S-0143; Asset source: Generated Chapter 14 GPU memory/interconnect schematic; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	F14.03	A-0073	svg_diagram	assets/visual_system/chapter14-training-vs-inference-capacity.svg	yes	6ae3bd6dd23a1a232741f3b4f31130805e1981bb9d40716db8d650d4a1e4b9b6	Figure 14.3 - Training vs Inference: Two Capacity Problems. Training runs and inference services stress the same GPU stack in different ways.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0139;S-0142;S-0143;C-0146; Asset source: Generated Chapter 14 training-vs-inference capacity map; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	F15.07	A-0260-022	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-022-inference-compute-is-a-roadmap-argument.svg	yes	5316a2a3a7c73dc97bbc5667250c012041c30c1270fb946c9984e94956cf4078	Inference compute is a roadmap argument	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: page 45; Asset source: GTC 2026 page 45 inference compute slide render; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	VX015	A-0026	svg_claim_card	assets/visual_system/gtc-page46-vera-rubin-partner-card.svg	yes	9288ebc7a990c5c24b5901e906d2e71c1cd7be5009b5dbf273181ec6eec1a1b0	Generated GTC page 46 Vera Rubin partner card	Gives Chapter 15 a page-provenance visual for Vera Rubin without converting partner/performance claims into independent fact.	local:data/chapter15_gtc_visual_source_pack_i0101.tsv	Original lightweight SVG derived from GTC-2026-Keynote.pdf page 46 notes and A-0006 caption row; no external image assets; C-0047 remains active.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	F23.01	A-0074	svg_diagram	assets/visual_system/chapter23-failure-mode-map.svg	yes	510880e1b393b25f2bbecc9229dc08be568222d503fb4b87b0e35f629850c2ee	Figure 23.1 - Failure Modes Are Different Claims. Hallucination/truth, sycophancy, adversarial, proxy, evidence, and measurement failures are separate evidence lanes.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0005;S-0164;S-0165;S-0166;S-0167;S-0137;S-0038;S-0035;S-0036;S-0037; Asset source: Generated Chapter 23 failure-mode map; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	F24.04	A-0111	svg_diagram	assets/visual_system/chapter24-human-judgment-loop.svg	yes	e321a93c2f21c16802f936797d551554450f7a6e1a5a05aad7aae34654544af5	Figure 24.4 - Human Judgment Loop. User intent, model tokens, tools, evidence trace, audit, blockers, and human decision form the closing loop.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH24SYN-003;CH24SYN-008;CH24SYN-015;CH24SYN-017; Asset source: Generated Chapter 24 human judgment loop; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	VX016	A-0027	svg_claim_card	assets/visual_system/gtc-page49-system-comparison-card.svg	yes	da268383adec7d6f526e000a7874d3a0bde07311347867cc407805afbc1f1942	Generated GTC page 49 system comparison card	Gives Chapter 15 a safe visual handle for NVIDIA's promotional system argument while blocking independent throughput, revenue, or deployed-capacity claims.	local:data/chapter15_gtc_visual_source_pack_i0101.tsv	Original lightweight SVG derived from GTC-2026-Keynote.pdf page 49 notes and A-0007 caption row; no external image assets; C-0047 remains active.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	VX028	A-0080	svg_diagram	assets/visual_system/chapter21-inference-contract-matrix.svg	yes	ee54ad78580c832126612f6a7be8cecee22811600971e71e59c4d9dc664b0e6f	Generated Chapter 21 inference-contract matrix	Teaches benchmark permission before any reasoning chart becomes a rank or productivity claim.	local:data/chapter21_reasoning_visual_package_i0130.tsv	Original lightweight SVG generated from Chapter 21 benchmark caveat rows; no external image assets; no live-rank, raw-model, safety, productivity, or all-domain superiority claims.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	VX037	A-0089	svg_diagram	assets/visual_system/chapter9-benchmark-adoption-blocker-grid.svg	yes	ad9b6e2226a939e024456177b95c45e32f1c3ba6ff2e4913cc7ee0f09911232e	Generated Chapter 9 benchmark/adoption blocker grid	Makes negative controls visible so product posts and model-card surfaces do not become market or benchmark proof.	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 blocker rows; no external image assets; no neutral benchmark crown, live-rank, adoption, subscribers, productivity, revenue, ROI, margins, cloud share, Search-click, ad-economics, or TPU cost/performance claim.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-05	CH14-CH16	VX043	A-0113	svg_diagram	assets/visual_system/chapter10-adopter-burden-transfer.svg	yes	a78d8ece5aaf127314ed23c260ae005f8b31a99eed39298ec637646391133e07	Generated Chapter 10 adopter burden transfer diagram	Shows why open weights create control and burden at the same time.	local:data/chapter10_open_weight_control_stack_visual_package_i0142.tsv	Original lightweight SVG generated from Chapter 10 source and audit rows; no external image assets; no cheaper, safer, more adopted, higher-quality, better-performing, or enterprise-outcome claim.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	F08.03	A-0058	svg_diagram	assets/visual_system/chapter8-inference-cost-stack.svg	yes	169f2ac4657e17e889e39089e3564c87938a97af7c87b40c3e5d09d1ed5d11ce	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0126;S-0129;S-0131;S-0133;S-0041; Asset source: Generated Chapter 8 inference cost stack; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	F16.01	A-0015	svg_diagram	assets/visual_system/power-to-token-flow.svg	yes	c878712f3f81054a1d609109a2dd150c793e191765b5c4b673d1723685a9b7c6	Figure 16.1 - Power To Token Flow. Sourced Chapter 16 flow diagram tracing electricity demand, grid interconnection, facility cooling, accelerators, inference scheduling, and token output with caveat bands.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0001;S-0039;S-0040;S-0066;S-0083;S-0084;S-0085;S-0086;S-0087;S-0088; Asset source: Generated power-to-token flow visual; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	F16.02	A-0020	svg_diagram	assets/visual_system/chapter16-data-center-load-scenarios.svg	yes	17bc8b267b2a118c2c0381bd498ccbb69172dedbef023bd3040ae2b921da0798	Figure 16.2 - Data-Centre Load Scenarios. IEA, LBNL, and DOE rows show measured/current estimates separately from forecast and scenario ranges for global and U.S. data-centre electricity demand.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0083;S-0084;S-0085;CH16Q-001;CH16Q-002;CH16Q-003;CH16Q-004;CH16Q-005;CH16Q-006;CH16Q-011;CH16Q-012; Asset source: Generated Chapter 16 data-centre load scenarios visual; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	F16.05	A-0023	svg_diagram	assets/visual_system/chapter16-clean-power-physical-supply.svg	yes	2a725ab917d0671b92b46adace13410d3d801439cb7346cb4ec55b0f395ee190	Figure 16.5 - Clean Procurement Is Not Physical Supply. IEA supply-mix projection language and DOE-SEAB flexibility categories support a distinction between corporate contracts/certificates and the electricity physically serving a site at a given hour.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0083;S-0087;CH16Q-011;CH16Q-012; Asset source: Generated Chapter 16 clean-procurement versus physical-supply visual; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	VX012	A-0022	svg_diagram	assets/visual_system/chapter16-cooling-rack-density-note.svg	yes	39eeb698bb604e44bbf60c79872cdedc89ae0a68873dea12eb4bfac5723de9e8	Generated Chapter 16 cooling and rack-density note	Shows cooling and rack density as facility constraints between power access and useful accelerator deployment without overclaiming engineering specifics.	local:data/chapter16_infrastructure_visual_package_i0099.tsv	Original lightweight SVG generated from data/chapter16_infrastructure_visual_package_i0099.tsv and existing CH16Q audit rows; no external image assets; Uptime is treated as operator-survey signal.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	VX024	A-0057	svg_diagram	assets/visual_system/chapter8-cloud-to-product-flywheel.svg	yes	ca4826aeb621f311b9dd1717bef95d1d9a3e3680bbe190680a1dc52f9edb5cb5	Generated Chapter 8 cloud-to-product flywheel	Shows the business mechanism behind the cloud bargain without proving financial success, active use, productivity, or deployment scale.	local:data/chapter8_microsoft_openai_visual_package_i0118.tsv	Original lightweight SVG generated from Chapter 8 source and claim-audit rows; no external image assets; outcome claims remain blocked.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	VX026	A-0078	svg_diagram	assets/visual_system/chapter21-train-vs-test-time-compute.svg	yes	7b4f65f0136022acc3d7f88e1b92a6c63d461d5cb9425719ae18da02c83a8534	Generated Chapter 21 train-time versus test-time compute axes	Shows reasoning as extra inference-time structure without pretending to plot a measured frontier curve.	local:data/chapter21_reasoning_visual_package_i0130.tsv	Original lightweight SVG generated from Chapter 21 source and claim-audit rows; no external image assets; exact cost/latency, hidden reasoning budget, production routing, and solved-reasoning claims remain blocked.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	VX036	A-0088	svg_diagram	assets/visual_system/chapter9-gemini-long-context-lane.svg	yes	b678701ee49324387066539e6d56c5399166f75ce0669ca894d179af622c61e7	Generated Chapter 9 Gemini long-context lane	Shows long context as product grammar and infrastructure pressure rather than solved memory or retrieval.	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 long-context rows; no external image assets; solved retrieval, memory, legal review, codebase understanding, enterprise knowledge, latency, and cost claims remain blocked.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	VX039	A-0091	svg_diagram	assets/visual_system/chapter19-editor-to-repository-workflow.svg	yes	d61600247a83982240f9cbbc8152aa4aa07b1a90528cbb642118fb0128fea0b3	Generated Chapter 19 editor-to-repository workflow	Makes the editor assistant loop legible while preserving the distinction between suggestion and outcome.	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 Copilot rows; no external image assets; no active-user, paid-seat, productivity, code-quality, security-quality, broad-acceptance, or replacement claim.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-06	CH16-CH18	VX044	A-0114	svg_diagram	assets/visual_system/chapter10-llama-source-screenshot-priority.svg	yes	0bb984467e051e02c49d03c31682c56198e01c1ebc0bb28adf4187a16ff0f776	Generated Chapter 10 Llama screenshot-priority board	Prevents final layout from stacking four similar Meta pages and tells later capture work which surfaces matter most.	local:data/chapter10_open_weight_control_stack_visual_package_i0142.tsv	Original lightweight SVG generated from I-0137 audit and existing acquisition rows; no external image assets; no popularity, stars, downloads, current license state, ecosystem size, deployment, adoption, benchmark, quality, or safety proof.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	F12.02	A-0095	svg_diagram	assets/visual_system/chapter12-claude-model-family-timeline.svg	yes	1c91ed8b5164c81c5dd6cb6fae52227bbf4e17e3acc0be45b8ece2cb07dcd376	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0020;S-0021;S-0109;S-0048;S-0007;CH12CLAUDE-002;CH12CLAUDE-004;CH12CLAUDE-005;CH12CLAUDE-006;CH12CLAUDE-007;CL4BENCH-001; Asset source: Generated Chapter 12 Claude model-family timeline; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	F12.03	A-0096	svg_diagram	assets/visual_system/chapter12-computer-use-mcp-code-bridge.svg	yes	91d59e3458d0c421ac38338666ae798ee44e30dbdccc823b5c2100c7929f2b70	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0109;S-0055;S-0022;S-0049;S-0050;S-0051;S-0007;CH12CLAUDE-005;CH12CLAUDE-008;CH12CLAUDE-009;CL4BENCH-005;CL4BENCH-008;CL4BENCH-009; Asset source: Generated Chapter 12 computer-use/MCP/Claude Code bridge; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	F23.03	A-0076	svg_diagram	assets/visual_system/chapter23-eval-blind-spot-matrix.svg	yes	f98265540e00f604cc070560592cb3ad37ee23170ce6bf581ac8d1402cd475fe	Figure 23.3 - Every Evaluation Casts A Shadow. TruthfulQA, Arena preference, SWE-bench, and LiveCodeBench each illuminate a scoped slice and leave blind spots.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0164;S-0036;S-0035;S-0037; Asset source: Generated Chapter 23 evaluation blind-spot matrix; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX002	A-0002	svg_diagram	assets/visual_system/agent-loop-prototype.svg	yes	d3a79b9b9a1f9c520df95dafb13be60a5459112b0a8d8e40dae254527cf721a5	Generated visual grammar prototype	Establishes agent workflow grammar around human framing, model planning, tools, checks, review, and iteration.	local:manuscript/00-visual-grammar.md	Original lightweight SVG generated for this private manuscript workspace.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX004	A-0010	svg_diagram	assets/visual_system/gpt-lineage-table.svg	yes	42ce17c8ef6f8c9baa7b008648e5cff0b4018624f04884f36e2729e39e89bed7	Generated GPT lineage visual table	Gives Chapter 5 a compact visual anchor for the shift from pretraining to prompting to API infrastructure to code-at-the-cursor.	local:data/gpt_lineage_visual_table.tsv	Original lightweight SVG generated for this private manuscript workspace; row data and source IDs are in data/gpt_lineage_visual_table.tsv.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX020	A-0032	svg_diagram	assets/visual_system/chapter20-coding-agent-harness-loop.svg	yes	1b6502d470c19f35857b846ee41bc82f5816d2ebdc2bda95b822bf82c9e4c88f	Generated Chapter 20 coding-agent harness loop	Shows why coding-agent performance is a system loop rather than a raw model number.	local:data/chapter20_coding_agent_visual_package_i0108.tsv	Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX021	A-0033	svg_diagram	assets/visual_system/chapter20-benchmark-caveat-matrix.svg	yes	1237ddb3c015861862fed4810bccb337431726e9887083d99d97495ff9ebe1f7	Generated Chapter 20 coding benchmark caveat matrix	Lets Chapter 20 use benchmark drama while preserving version, scaffold, date, and productivity blockers.	local:data/chapter20_coding_agent_visual_package_i0108.tsv	Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX022	A-0034	svg_diagram	assets/visual_system/chapter20-tool-call-lifecycle.svg	yes	5f733eff6191af8afbd3e6a06576dc6ed4a2211916c14073888aec66e28b5a3b	Generated Chapter 20 tool-call lifecycle	Makes the action boundary visible and connects Claude Code security docs to the chapter agency argument.	local:data/chapter20_coding_agent_visual_package_i0108.tsv	Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX027	A-0079	svg_diagram	assets/visual_system/chapter21-verifier-search-loop.svg	yes	5108662336c04782dde45c4bc8b4e1627950bc07d582641ecfecfb1dd2008327	Generated Chapter 21 verifier/search loop	Makes self-consistency, process supervision, tree search, and ReAct-style observation legible while blocking truth-guarantee and faithful-explanation claims.	local:data/chapter21_reasoning_visual_package_i0130.tsv	Original lightweight SVG generated from Chapter 21 claim rows; no external image assets; not a production-agent autonomy or broad planning reliability claim.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-07	CH18-CH21	VX038	A-0090	svg_diagram	assets/visual_system/chapter19-code-as-language-ladder.svg	yes	0735a8229bc63bef36ce839d094094b386e50c816638003c77cffb13e0381614	Generated Chapter 19 code-as-language ladder	Shows code as translation into operation without implying autonomous programming or literal understanding.	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; productivity, adoption, security quality, autonomous engineering, and replacement claims remain blocked.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-08	CH20-CH23	F08.04	A-0059	svg_diagram	assets/visual_system/chapter8-enterprise-claim-blocker-map.svg	yes	258d7d14f8eba01b2f2ce36f15de1a0de9d1cf2794b8f957c603c60666789e05	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0129;S-0131;S-0132;S-0133; Asset source: Generated Chapter 8 enterprise claim blocker map; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-08	CH20-CH23	F22.04	A-0286-T003	benchmark_model_landscape_table	assets/benchmarks/i0286_tables/bmt-0286-003-2020-benchmark-model-landscape.svg	yes	9e7f37ab2c631bbea82ba6325d34efdafaa5c99ceaa19e68e413e253922570d3	Figure 22.04 - 2020 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0286-003 for 2020; SVG assets/benchmarks/i0286_tables/bmt-0286-003-2020-benchmark-model-landscape.svg sha256 9e7f37ab2c631bbea82ba6325d34efdafaa5c99ceaa19e68e413e253922570d3; source IDs PAPER-0285-004;PAPER-0285-005;S-0003;S-0005;S-0127; coverage GPT-1 through early ChatGPT-era yearly coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-08	CH20-CH23	F23.04	A-0077	svg_diagram	assets/visual_system/chapter23-provenance-workflow.svg	yes	d7eb9fe37a30890be798503436d0fd7fdcdf2c05233e58e097f946b80c258408	Figure 23.4 - From Answer To Auditable Claim. Question, retrieval, generation, audit, blocker, record, and publish steps separate fluent output from scoped evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0038;S-0076;S-0077;S-0110; Asset source: Generated Chapter 23 provenance workflow; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-08	CH20-CH23	F24.01	A-0108	svg_diagram	assets/visual_system/chapter24-next-token-stack-map.svg	yes	2f9996b9c1d4e8d71f1b84b692a79521954de811db237b48945dbe9ced3686bc	Figure 24.1 - From Next Token To Computing Stack. Next-token prediction is surrounded by data, architecture, training, products, tools, infrastructure, economics, and trust.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH24SYN-001;CH24SYN-002;CH24SYN-005;CH24SYN-012; Asset source: Generated Chapter 24 final next-token stack map; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-08	CH20-CH23	VX003	A-0003	svg_diagram	assets/visual_system/tradeoff-curve-prototype.svg	yes	709669d33787368b59f458c46bc4a4738208c92692d4b20b1b922fe5dd30960f	Generated visual grammar prototype	Establishes chart grammar for tradeoffs while foregrounding uncertainty and snapshot requirements.	local:manuscript/00-visual-grammar.md	Original lightweight SVG generated for this private manuscript workspace.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-08	CH20-CH23	VX018	A-0030	svg_diagram	assets/visual_system/llama-family-open-weight-map.svg	yes	3f8f3744768b8306a246cef2d82cba9800aa6c1371623fe1a731a7700cf04ef5	Generated Llama family open-weight map	Gives Chapter 10 a family-tree visual that explains release surfaces and blocks benchmark, license, adoption, safety, and price-quality overclaims.	local:data/chapter10_llama_family_tree_i0104.tsv	Original lightweight SVG generated from data/chapter10_llama_family_tree_i0104.tsv and local Meta/arXiv HTML captures; no external image assets.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
