pass_id	chapter	technical_category	source_audit_file	audit_row_id	raw_status	technical_claim	source_ids	claim_guardrail_refs	evidence_field	blocked_or_caveat_field	fact_check_verdict	i0268_decision
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-004	supported	C4 can be described as a cleaned Common Crawl-derived corpus used in T5-style language-model work.	S-0155		Prose uses it as the cleaned-web-corpus example.	Does not make cleaned web data clean in legal/ethical/epistemic terms.	supported	allowed as bounded technical prose with source cue
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-005	supported	Documenting C4 supports provenance/filtering critique of web corpora.	S-0156		Prose uses it to explain why filtering changes representation.	Exact content/demographic effects require row extraction.	supported	allowed as bounded technical prose with source cue
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-006	supported	The Pile supports documented open data-mixture framing.	S-0042;S-0157		Prose uses it as an inspectable named corpus.	Not representative of proprietary frontier-model training sets.	supported	allowed as bounded technical prose with source cue
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-007	supported	Dolma, FineWeb, and DataComp-LM support data curation as a research artifact.	S-0158;S-0159;S-0163		Prose uses them for open-corpus and curation lanes.	Exact dataset size, quality, and downstream-performance claims remain blocked.	supported	allowed as bounded technical prose with source cue
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-008	supported	Deduplication can be framed as a quality, memorization, and evaluation concern.	S-0160		Prose uses it to explain the echo problem.	Exact effect sizes require extraction.	supported	allowed as bounded technical prose with source cue
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-009	supported	Training-data extraction and memorization are real risks studied in LLMs.	S-0161;S-0162		Prose distinguishes memorization from human-like memory.	Model-specific leakage prevalence and legal conclusions remain blocked.	supported	allowed as bounded technical prose with source cue
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-012	supported_with_caveat	Gemini 1.5 and related Google rows support long-context framing as inference-time evidence capacity, not persistent memory or retrieval replacement.	S-0117;S-0123;S-0124		Prose uses long context as a bridge between data and tools.	Long-context benchmark, enterprise knowledge-work, retrieval-obsolescence, and persistent-memory claims remain blocked.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-010	needs-verification	Exact proprietary frontier-model corpus composition, data licenses, Common Crawl share, synthetic-data share, contamination prevalence, and copyright/legal conclusions.	S-0153;S-0154;S-0155;S-0156;S-0157;S-0158;S-0159;S-0160;S-0161;S-0162;S-0163		Prose blocks these explicitly.	Requires model-specific papers/cards/filings/audits or legal sources.	blocked_not_promoted	keep_as_guardrail_or_followup; do not promote into neutral prose/chart/caption
I-0268	17	data_tokens	data/chapter17_data_tokens_claim_audit_i0121.tsv	CH17DATA-011	supported	Chapter 17 fills the missing data/tokens spine slot between physical infrastructure and tool-using systems.		C-0133	Prose bridges Chapter 16 compute/power to Chapter 18 retrieval/tools.	Final render order still needs outline-to-file map cleanup.	supported	allowed as bounded technical prose with source cue
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-001	supported	Retrieval-augmented generation combines a parametric generator with retrieved non-parametric evidence and can be used for knowledge-intensive NLP framing.	S-0038		Qualitative RAG mechanism and historical role allowed.	Do not claim RAG fixes hallucination, guarantees truth, or supplies human-like memory.	supported	allowed as bounded technical prose with source cue
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-002	supported_with_caveat	OpenAI's June 2023 function-calling update supports framing models as structured tool-call routers for developer-defined functions.	S-0134;S-0044		Use for high-level chronology and API-pattern explanation; no exact schema quotation until local capture.	Do not treat model-proposed arguments as trusted commands or proof of safe execution.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-003	supported	ChatGPT plugins and later tool surfaces support the historical move from sealed chat toward assistants connected to browsing, code execution, retrieval, and third-party services.	S-0044;S-0045;S-0046		Product-surface chronology allowed with OpenAI attribution.	Do not infer stable plugin ecosystem, adoption, revenue, or reliable task completion.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-004	supported_with_caveat	Anthropic computer use and MCP support a broader agent-infrastructure frame: models connected to UI actions, tools, and data sources.	S-0109;S-0055		Qualitative product/protocol positioning allowed with Anthropic attribution.	Do not claim safe computer control, universal MCP standardization, ecosystem adoption, or productivity.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-005	supported	ReAct and Toolformer support describing research patterns where language models interleave reasoning, actions, tool calls, and observations.	S-0135;S-0136		Research-mechanism explanation allowed.	Do not claim production reliability, general planning, or autonomous task completion from paper framing alone.	supported	allowed as bounded technical prose with source cue
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-006	needs-verification	Prompt injection creates a security boundary problem when untrusted text inside retrieved/tool content is treated as instruction.	S-0137		Use as risk framing only; current local source is arXiv-abstract-level and needs stronger security rows before detailed taxonomy.	Do not claim universal unmitigability, specific exploit prevalence, or product incident history without dedicated sources.	blocked_not_promoted	keep_as_guardrail_or_followup; do not promote into neutral prose/chart/caption
I-0268	18	tools_agents	data/chapter18_tools_agents_claim_audit_i0115.tsv	CH18AGENT-007	supported	The chapter frames agency as a system property of model, context, tool, policy, environment, and human review rather than a model-only capability.	S-0038;S-0044;S-0135;S-0055;S-0109		Structural synthesis allowed because each source supports one layer of the stack.	Do not turn the synthesis into productivity, autonomy, or safety claims.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-001	supported	Chapter 19 can frame code as a second native language for LLMs because code combines human-readable intent, formal syntax, executable feedback, tests, and repository context.	S-0052;S-0054;S-0070;S-0132;S-0035		synthesis from primary/product/benchmark sources	Allowed as interpretive chapter thesis. Blocked: literal native understanding, autonomous programming, or broad replacement.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-002	supported	Codex and code-model sources support saying LLMs trained on code could synthesize programs from natural-language prompts and helped make HumanEval a visible early code-evaluation surface.	S-0052;S-0054		source-ledger row plus existing source map	Exact HumanEval numbers, model sizes, dataset composition, and benchmark comparisons remain blocked until local captures are normalized.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-003	supported	GitHub Copilot can be described as a 2021 AI pair-programmer/editor assistant product built with OpenAI Codex that suggested code in the developer workflow.	S-0070;S-0132		official product post and local capture	Blocked: adoption scale, paid seats, productivity lift, code-quality improvement, or security claims.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-004	supported	AlphaCode can be used as a contest-programming example where generation, filtering/ranking, and judged feedback matter as a system rather than a raw model alone.	S-0053		source-ledger row	Blocked: production software-engineering transfer, universal programming ability, or replacement claims.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-005	supported	Code Llama supports an open-code-model lane in which code capability diffuses beyond proprietary editor assistants.	S-0025		local arXiv abstract capture	Blocked: license simplicity, adoption, benchmark superiority, safety, or secure deployment claims.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-006	supported	SWE-bench can be described as moving code evaluation toward resolving real GitHub issues in existing repositories rather than only generating isolated snippets.	S-0035		local arXiv abstract capture plus existing audit row	Blocked: current leaderboard rank, product superiority, or developer productivity.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-007	supported	LiveCodeBench can be described as a contamination-aware, continuously refreshed code-evaluation benchmark with broader task types such as repair and execution-related evaluation.	S-0037		local arXiv abstract capture plus existing audit row	Blocked: live rank, provider superiority, or general software-engineering competence.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-008	supported	Chapter 19 can argue that coding benchmark results require an inference contract covering model, date, task set, scaffold, tool access, attempts, budget, tests, and contamination boundary.	S-0035;S-0037;S-0053	C-0013	benchmark-audit synthesis	Use as blocker language before any numeric chart or comparative claim.	supported	allowed as bounded technical prose with source cue
I-0268	19	code	data/chapter19_code_second_native_language_claim_audit_i0125.tsv	CH19CODE-009	supported	Chapter 19's continuity boundary is that it carries the broad code-as-language arc, while Chapter 18 handles general tools/agents and Chapter 20 handles Claude Code as terminal/repository case study.			structural continuity	Supported by outline and adjacent chapter drafts; future continuity pass should smooth transitions after Chapter 19 visuals.	supported	allowed as bounded technical prose with source cue
I-0268	20	coding_agents	data/chapter20_coding_agents_claim_audit_i0107.tsv	CH20AGENT-001	supported	SWE-bench can be described as a benchmark that asks language models to edit real codebases in response to GitHub issue descriptions, rather than only solve isolated coding exercises.	S-0035		primary arXiv abstract plus local capture	Allowed: repository-issue framing, real GitHub issues, codebase editing, multi-file complexity. Blocked: live leaderboard or current best-model claims.	supported	allowed as bounded technical prose with source cue
I-0268	20	coding_agents	data/chapter20_coding_agents_claim_audit_i0107.tsv	CH20AGENT-002	supported	LiveCodeBench can be described as a contamination-focused and broader code-evaluation benchmark that continuously collects new contest problems and evaluates capabilities beyond plain code generation.	S-0037		primary arXiv abstract plus local capture	Allowed: contamination-free framing, new problems over time, LeetCode/AtCoder/CodeForces source platforms, self-repair/execution/test-output prediction. Blocked: current leaderboard or provider superiority.	supported	allowed as bounded technical prose with source cue
I-0268	20	coding_agents	data/chapter20_coding_agents_claim_audit_i0107.tsv	CH20AGENT-003	supported	Claude Code can be framed as a terminal/repository agent in which context management, tool permissions, file edits, command execution, tests, and human review form the work loop.	S-0022;S-0049;S-0050;S-0051		primary docs plus local captures	Allowed: structural workflow synthesis. Blocked: exact settings/defaults beyond captured security wording, productivity claims, adoption claims, and enterprise outcomes.	supported	allowed as bounded technical prose with source cue
I-0268	20	coding_agents	data/chapter20_coding_agents_claim_audit_i0107.tsv	CH20AGENT-004	needs-verification	Exact Claude 4 SWE-bench Verified, Terminal-bench, or best-coding-model claims require benchmark version, harness/scaffold, tool permissions, sample budget, date, and source snapshot before charting.	S-0007;S-0035;S-0037	C-0013	blocker	The chapter intentionally uses Anthropic benchmark language only as vendor-attributed positioning and does not reproduce numeric comparative claims.	blocked_not_promoted	keep_as_guardrail_or_followup; do not promote into neutral prose/chart/caption
I-0268	20	coding_agents	data/chapter20_coding_agents_claim_audit_i0107.tsv	CH20AGENT-005	supported	Anthropic security docs support saying Claude Code is read-only by default and requests permission for additional actions such as edits, tests, and command execution, with user responsibility for reviewing proposed code and commands.	S-0050		local docs capture	Allowed as captured-page product behavior; future final draft should recheck exact current docs and permissions/settings pages before quoting defaults.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-001	supported	Chain-of-thought prompting supports the qualitative claim that generating intermediate reasoning can improve multi-step task performance in studied settings.	S-0170		Pre-cutoff research source ledged in pass I-0122.	Do not claim visible rationales are faithful causal explanations or that all models benefit equally.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-002	supported	Self-consistency supports sampling multiple reasoning paths and choosing by answer agreement as an inference-time method.	S-0171		Pre-cutoff research source ledged in pass I-0122.	Do not claim majority agreement guarantees truth or broad reliability.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-003	supported	OpenAI o1 official materials support vendor-attributed product/research framing around models spending more time thinking before responding.	S-0168		Official OpenAI source identified via web in pass I-0122.	Do not claim independent benchmark crowns, hidden chain-of-thought access, or exact production behavior.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-004	supported	OpenAI o3/o4-mini official materials support vendor-attributed framing of a reasoning-model family and tool-using reasoning products.	S-0169		Official OpenAI source identified via web in pass I-0122.	Do not claim exact ranks, product adoption, current availability beyond cutoff, or cost/latency curves.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-005	supported	Gemini 2.5 source supports Google-attributed thinking/reasoning product grammar.	S-0119		Existing local Google DeepMind capture.	Do not use vendor blog as independent proof of best-model or benchmark superiority.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-006	supported	DeepSeek-R1 supports reasoning via reinforcement learning, self-reflection, verification, strategy adaptation, and distillation framing.	S-0029		Existing local DeepSeek-R1 arXiv abstract capture.	Do not claim DeepSeek V4, broad deployment, adoption, or all-domain superiority.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-007	supported	Kimi k1.5 supports scaling reinforcement learning with LLMs as a reasoning-model lane.	S-0031		Existing local Kimi k1.5 arXiv abstract capture.	Exact benchmark/product claims need extraction.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-008	supported	Process-supervision work supports rewarding intermediate reasoning steps rather than only final answers in a mathematical reasoning setting.	S-0172		Pre-cutoff OpenAI/arXiv source ledged in pass I-0122.	Do not claim process supervision solves reasoning, truth, or safety.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-009	supported	Tree-of-thought style work supports search over intermediate reasoning states as an LLM problem-solving method.	S-0173		Pre-cutoff research source ledged in pass I-0122.	Do not claim general planning reliability or production-agent autonomy.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-010	supported	Reasoning benchmark claims require inference-contract caveats including tools, attempts, sampling, verifier, harness, date, and contamination scope.	S-0035;S-0036;S-0037	C-0121;C-0130	Existing ranking and coding-agent audit rows.	Do not convert benchmark scores into global usefulness, safety, productivity, or live-rank claims.	supported	allowed as bounded technical prose with source cue
I-0268	21	reasoning	data/chapter21_reasoning_claim_audit_i0122.tsv	CH21REASON-011	supported	Chapter 21 fills the missing reasoning/test-time-compute spine between agents/coding and economics/trust.			Outline and I-0122 queue item require the chapter.	Full render order and continuity still need later verification.	supported	allowed as bounded technical prose with source cue
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-001	supported_with_caveat	ChatGPT Plus supports consumer subscription/productization framing and the familiar $20/month price point with source-capture caveats.	S-0078;S-0090	C-0010	Prose uses Plus as the first obvious consumer meter, not revenue or margin proof.	Exact launch-page quotations, subscriber counts, paid-user totals, revenue, and margin remain blocked.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-002	supported	OpenAI's 2020 API launch supports GPT-3/API distribution as a business-model shift: model access sold through an interface.	S-0069	C-0027	Prose uses API as metered developer access.	API ecosystem counts and downstream adoption/productivity remain blocked under C-0029.	supported	allowed as bounded technical prose with source cue
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-003	supported_with_caveat	Provider pricing rows show input/output tokens, cached-input prices, batch tiers, long-context tiers, and model-specific pricing complexity across Anthropic, Google, xAI, Mistral, and OpenAI-related captures.	S-0060;S-0061;S-0062;S-0072;S-0081;S-0082		Prose uses rows as product-signal evidence and comparability warning.	Exact live prices, cutoff-day Mistral/OpenAI corroboration, standard OpenAI inference rows, and margin/cost-to-serve claims remain blocked.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-004	supported	The price-quality join audit supports warning that same-scope rank/price comparisons are fragile and many rows must be excluded or caveated.	S-0080	C-0046	Prose uses audit logic to block premature price-quality frontier charts.	Final price-quality charts remain blocked until same-scope rows are normalized.	supported	allowed as bounded technical prose with source cue
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-005	supported	Infrastructure and Chapter 8 evidence support qualitative inference-rent framing: serving models depends on accelerators, software, networking, power, cloud capacity, and product surfaces.	S-0138;S-0142;S-0143	C-0136;C-0141	Prose uses inference rent as structural mechanism.	Exact cost per token, workload volume, Azure margin, customer deployment scale, and NVIDIA performance/TCO claims remain blocked.	supported	allowed as bounded technical prose with source cue
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-006	supported_with_caveat	Enterprise access, resale, and product-surface claims are not the same as active usage, productivity, ROI, revenue, or margin.	S-0103	C-0136;C-0141	Prose uses PwC/Enterprise and Chapter 8 blockers as negative-control economics.	Customer-side ROI, productivity, active-use, paid-seat, rollout, and revenue claims need separate evidence.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-009	supported_with_caveat	Model-family, cache, batch, and tier rows support routing/caching/batching as economic mechanisms.	S-0060;S-0061;S-0081;S-0082	C-0046	Prose explains routing the bill without claiming universal savings.	Actual workload savings, routing quality, and provider margin claims require workload-specific evidence.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-007	needs-verification	Exact provider revenue, gross margin, profitability, capex, utilization, discounting, customer ROI, and price-quality frontier claims.		C-0046;C-0136;C-0141;C-0142	Prose blocks these explicitly.	Requires financial filings, independent reporting, contract evidence, or broader same-scope normalized data.	blocked_not_promoted	keep_as_guardrail_or_followup; do not promote into neutral prose/chart/caption
I-0268	22	economics	data/chapter22_economics_claim_audit_i0127.tsv	CH22ECO-008	supported	Chapter 22 fills the missing economics spine slot and bridges reasoning/tools/infrastructure into trust/failure.		C-0133	Prose positions economics before Chapter 23 trust.	Final render order still needs outline-to-file map cleanup.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-001	supported	GPT-4-era system-card and technical-report rows support qualitative caution about hallucinations, reasoning errors, unsafe outputs, and high-stakes limitations.	S-0005;S-0076;S-0077		Existing system-card rows authorize broad limitation framing.	Do not claim exact hallucination rates, hidden architecture, or solved safety.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-002	supported	TruthfulQA supports a truthfulness benchmark framing around models mimicking human falsehoods.	S-0164		Pre-cutoff research source found via web and ledged for pass I-0128.	Do not treat TruthfulQA as universal scaling law, live model ranking, or proof about all later frontier systems.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-003	supported	RAG reframes some answers as evidence assembly with retrieval/provenance benefits, while provenance and world-knowledge updating remain open problems.	S-0038		Existing local RAG source and Chapter 18 visual/claim rows.	Do not claim RAG guarantees truth, fixes hallucination, or ensures faithful citation.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-004	supported	Anthropic model-written evaluation work supports sycophancy as an observed evaluation behavior where models repeat a user's preferred answer.	S-0165		Pre-cutoff research source found via web and ledged for pass I-0128.	Do not claim all deployed assistants flatter users or that sycophancy prevalence is measured in production.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-005	supported	Reward-tampering/specification-gaming research supports the caution that optimizing proxies can produce proxy-satisfying behavior rather than the underlying goal.	S-0167		Pre-cutoff research source found via web and ledged for pass I-0128.	Do not claim deployed frontier products performed reward tampering in the wild.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-006	supported	Universal adversarial suffix research supports jailbreak attack-surface framing for aligned language models in studied settings.	S-0166		Pre-cutoff arXiv source found via web and ledged for pass I-0128.	Do not claim uniform vulnerability, exact product exploitability, or current mitigation failure.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-007	supported	Prompt injection is a relevant risk family for LLM-integrated applications and agent/tool systems.	S-0137	C-0138;C-0143	Existing local prompt-injection and Chapter 18 rows.	Do not claim exploit prevalence, detailed taxonomy, or named product incident outcomes without stronger security rows.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-008	supported	SWE-bench, LiveCodeBench, and Arena-style evaluations support benchmark-methodology and blind-spot discussion.	S-0035;S-0036;S-0037	C-0121;C-0130	Existing benchmark/ranking/coding-agent rows.	Do not convert benchmark slices into global usefulness, safety, productivity, or live-rank claims.	supported	allowed as bounded technical prose with source cue
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-009	supported	System cards can be used as vendor-authored disclosure artifacts for risk/eval/mitigation framing.	S-0076;S-0077;S-0110		Existing OpenAI and Anthropic model-card/system-card rows.	Do not treat vendor cards as independent proof of complete safety or omit vendor-interest caveats.	supported_with_caveat	allowed only with attribution/scope/date/harness/source-role caveat
I-0268	23	trust	data/chapter23_trust_claim_audit_i0128.tsv	CH23TRUST-010	supported	Chapter 23 fills the missing trust/failure spine after economics and before the final synthesis.			Outline and I-0128 queue item require a trust/failure chapter.	Final render order and full-book continuity still need later verification.	supported	allowed as bounded technical prose with source cue
