"row_id"	"snapshot_id"	"source_id"	"dataset_config"	"split"	"category"	"leaderboard_publish_date"	"rank"	"model_name"	"organization"	"license"	"rating"	"rating_lower"	"rating_upper"	"variance"	"vote_count"	"cutoff_status"	"chart_readiness"	"caveat"
"LMA-CLEAN-0062"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"62"	"qwen3-max-preview"	"alibaba"	"Proprietary"	"1434.83406"	"1430.334457"	"1439.333663"	"5.270505"	"27731"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0063"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"63"	"gpt-5-high"	"openai"	"Proprietary"	"1433.670805"	"1429.156916"	"1438.184694"	"5.304025"	"31951"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0064"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"64"	"deepseek-v4-flash"	"deepseek"	"MIT"	"1433.353186"	"1427.111917"	"1439.594454"	"10.140271"	"10124"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0065"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"65"	"kimi-k2.5-instant"	"moonshot"	"Modified MIT"	"1431.779702"	"1425.185391"	"1438.374013"	"11.319902"	"8201"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0066"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"66"	"grok-4-1-fast-reasoning"	"xai"	"Proprietary"	"1431.329296"	"1427.983161"	"1434.675432"	"2.91468"	"52836"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0067"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"67"	"o3-2025-04-16"	"openai"	"Proprietary"	"1431.009146"	"1427.400298"	"1434.617993"	"3.390322"	"59771"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0068"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"68"	"kimi-k2-thinking-turbo"	"moonshot"	"Modified MIT"	"1430.192049"	"1426.949436"	"1433.434663"	"2.737123"	"56632"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0069"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"69"	"mimo-v2.5"	"xiaomi"	"MIT"	"1429.186773"	"1422.863472"	"1435.510073"	"10.40858"	"9729"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0070"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"70"	"amazon-nova-experimental-chat-26-02-10"	"amazon"	"Proprietary"	"1427.006905"	"1417.159235"	"1436.854575"	"25.244733"	"3433"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0071"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"71"	"gpt-5-chat"	"openai"	"Proprietary"	"1426.559979"	"1422.279053"	"1430.840905"	"4.770669"	"31598"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0072"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"72"	"glm-4.6"	"zai"	"MIT"	"1425.629348"	"1421.701083"	"1429.557613"	"4.017033"	"35672"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0073"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"73"	"deepseek-v3.2-exp-thinking"	"deepseek"	"MIT"	"1424.655963"	"1418.103162"	"1431.208764"	"11.177838"	"9069"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0074"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"74"	"qwen3-max-2025-09-23"	"alibaba"	"Proprietary"	"1424.10583"	"1417.661697"	"1430.549964"	"10.810179"	"9166"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0075"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"75"	"claude-opus-4-20250514-thinking-16k"	"anthropic"	"Proprietary"	"1423.985195"	"1419.642954"	"1428.327436"	"4.908307"	"36920"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0076"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"76"	"deepseek-v3.2"	"deepseek"	"MIT"	"1423.914591"	"1420.293171"	"1427.53601"	"3.413984"	"45275"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0077"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"77"	"qwen3-235b-a22b-instruct-2507"	"alibaba"	"Apache 2.0"	"1422.992091"	"1420.351355"	"1425.632827"	"1.815323"	"92159"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0078"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"78"	"deepseek-v3.2-exp"	"deepseek"	"MIT"	"1422.925205"	"1416.520285"	"1429.330125"	"10.679016"	"11936"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0079"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"79"	"deepseek-r1-0528"	"deepseek"	"MIT"	"1422.256749"	"1416.60123"	"1427.912269"	"8.326238"	"18467"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0080"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"80"	"deepseek-v3.2-thinking"	"deepseek"	"MIT"	"1422.235027"	"1418.524408"	"1425.945646"	"3.584235"	"39392"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0081"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"81"	"grok-4-fast-chat"	"xai"	"Proprietary"	"1420.987963"	"1413.371196"	"1428.60473"	"15.102372"	"6817"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0082"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"82"	"ernie-5.0-preview-1022"	"baidu"	"Proprietary"	"1419.302888"	"1410.49107"	"1428.114706"	"20.213188"	"4711"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0083"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"83"	"kimi-k2-0905-preview"	"moonshot"	"Modified MIT"	"1417.796553"	"1411.306437"	"1424.286668"	"10.965001"	"11795"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0084"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"84"	"deepseek-v3.1"	"deepseek"	"MIT"	"1417.718183"	"1411.708049"	"1423.728317"	"9.403123"	"14974"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0085"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"85"	"qwen3.5-122b-a10b"	"alibaba"	"Apache 2.0"	"1417.555947"	"1412.974199"	"1422.137696"	"5.4647"	"23088"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0086"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"86"	"hunyuan-hy3-preview"	"tencent"	"tencent-hunyuan-community"	"1417.432128"	"1409.387319"	"1425.476938"	"16.847495"	"5184"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0087"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"87"	"deepseek-v3.1-terminus-thinking"	"deepseek"	"MIT"	"1417.370569"	"1407.403368"	"1427.33777"	"25.861295"	"3471"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0088"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"88"	"kimi-k2-0711-preview"	"moonshot"	"Modified MIT"	"1417.187784"	"1412.333044"	"1422.042524"	"6.135299"	"27644"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0089"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"89"	"deepseek-v3.1-thinking"	"deepseek"	"MIT"	"1416.878775"	"1410.272076"	"1423.485474"	"11.362473"	"11753"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0090"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"90"	"deepseek-v3.1-terminus"	"deepseek"	"MIT"	"1415.967872"	"1406.357998"	"1425.577747"	"24.040264"	"3707"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0091"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"91"	"amazon-nova-experimental-chat-26-01-10"	"amazon"	"Proprietary"	"1415.745992"	"1405.85676"	"1425.635223"	"25.458272"	"3415"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0092"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"92"	"qwen3-vl-235b-a22b-instruct"	"alibaba"	"Apache 2.0"	"1415.378898"	"1408.89826"	"1421.859536"	"10.933001"	"11518"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0093"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"93"	"mistral-large-3"	"mistral"	"Apache 2.0"	"1415.291588"	"1411.655058"	"1418.928117"	"3.442533"	"41713"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0094"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"94"	"gpt-4.1-2025-04-14"	"openai"	"Proprietary"	"1413.285045"	"1409.593645"	"1416.976445"	"3.547202"	"50995"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0095"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"95"	"claude-opus-4-20250514"	"anthropic"	"Proprietary"	"1412.02568"	"1407.751437"	"1416.299923"	"4.755786"	"44235"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0096"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"96"	"grok-3-preview-02-24"	"xai"	"Proprietary"	"1411.710131"	"1407.40279"	"1416.017472"	"4.829724"	"32914"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0097"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"97"	"glm-4.5"	"zai"	"MIT"	"1411.18986"	"1406.311058"	"1416.068661"	"6.196268"	"24324"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0098"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"98"	"gemini-2.5-flash"	"google"	"Proprietary"	"1410.693892"	"1408.171271"	"1413.216513"	"1.656563"	"118454"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0099"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"99"	"claude-haiku-4-5-20251001"	"anthropic"	"Proprietary"	"1409.963213"	"1407.016437"	"1412.909988"	"2.260466"	"70948"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0100"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"100"	"grok-4-0709"	"xai"	"Proprietary"	"1409.861759"	"1405.966152"	"1413.757367"	"3.950519"	"41407"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
