pass_id	note_id	chapter	chapter_title	source_ids	source_count	origin	anchor_excerpt	note_placeholder
I-0249	N05.025	05	GPT-1 to GPT-3: The Door Opens	S-0014;S-0074	2	continuity_stitch_source_lane	> Source lane (I-0248): S-0014 S-0074	N05.025: source IDs S-0014, S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.001	06	Alignment Enters the Product	S-0004	1	body_or_heading_cue	GPT-3 made the prompt feel like a temporary program: examples and instructions could sit inside the context window and steer the next completion. S-0004 It also made the product problem impossible to ignore. A base langu	N06.001: source IDs S-0004. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.002	06	Alignment Enters the Product	S-0014;S-0074	2	body_or_heading_cue	OpenAI's InstructGPT work stated the product gap bluntly: making language models larger does not inherently make them better at following a user's intent. The paper described a pipeline that began with labeler-written de	N06.002: source IDs S-0014, S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.003	06	Alignment Enters the Product	S-0004;S-0014;S-0019;S-0074;S-0075	5	body_or_heading_cue	Visual integration: Figure 6.1, `assets/visual_system/rlhf-alignment-pipeline.svg`, shows pretraining, supervised demonstrations, preference comparisons, reward/preference modeling, RL optimization, Constitutional AI/RLA	N06.003: source IDs S-0004, S-0014, S-0019, S-0074, S-0075. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.004	06	Alignment Enters the Product	S-0014	1	body_or_heading_cue	Third came reinforcement learning. The language model was optimized to produce answers that scored better under that learned preference model, while trying not to wreck the broad language ability acquired during pretrain	N06.004: source IDs S-0014. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.005	06	Alignment Enters the Product	S-0073	1	body_or_heading_cue	The older roots of the idea reached beyond LLMs. The 2017 human-preference reinforcement-learning work from OpenAI and DeepMind showed a way to train agents from human comparisons when the desired behavior was hard to sp	N06.005: source IDs S-0073. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.006	06	Alignment Enters the Product	S-0075	1	body_or_heading_cue	"The product problem was not ""make the model always refuse"" or ""make the model always comply."" It was to build a behavioral hierarchy. OpenAI's 2024 Model Spec made that hierarchy explicit by describing desired behavior f"	N06.006: source IDs S-0075. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.007	06	Alignment Enters the Product	S-0019	1	body_or_heading_cue	Anthropic approached the same product problem with a different public grammar. Constitutional AI tried to reduce direct human labeling of harmful outputs by using a list of principles as a source of supervision. In the s	N06.007: source IDs S-0019. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.008	06	Alignment Enters the Product	S-0005;S-0076;S-0077	3	body_or_heading_cue	OpenAI's GPT-4 release presented the model as much more capable than prior systems, but also emphasized iterative alignment using lessons from adversarial testing and ChatGPT. S-0005 The GPT-4 system card made the safety	N06.008: source IDs S-0005, S-0076, S-0077. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.009	06	Alignment Enters the Product	S-0005	1	body_or_heading_cue	This is why GPT-4's launch also pointed to evals as infrastructure. OpenAI described open-sourcing Evals so users and researchers could report shortcomings and build custom evaluations. S-0005 That move belongs in this c	N06.009: source IDs S-0005. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.010	06	Alignment Enters the Product	S-0006	1	body_or_heading_cue	By the time ChatGPT arrived, the assistant shape was ready enough to become public. OpenAI introduced ChatGPT as a conversational sibling to InstructGPT, trained to follow instructions and provide detailed responses. S-0	N06.010: source IDs S-0006. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.011	06	Alignment Enters the Product	S-0074	1	body_or_heading_cue	The second layer is demonstration. In the InstructGPT pipeline, humans supplied examples of desired behavior and prompts drawn from API use. The quote-safe table now makes the product-post phrasing available too: OpenAI 	N06.011: source IDs S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.012	06	Alignment Enters the Product	S-0014	1	body_or_heading_cue	The third and fourth layers are comparison and reward modeling. Preference comparisons turn a hard-to-write objective into ranked examples. A reward model then learns to predict which output a rater would prefer. S-0014 	N06.012: source IDs S-0014. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.013	06	Alignment Enters the Product	S-0019	1	body_or_heading_cue	The sixth layer is the constitutional or principle-guided branch. Anthropic's Constitutional AI adds a different route: written principles, model-generated critiques and revisions, and AI-generated preference judgments. 	N06.013: source IDs S-0019. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.014	06	Alignment Enters the Product	S-0075	1	body_or_heading_cue	"The seventh layer is behavior specification. OpenAI's Model Spec gave assistant behavior a written surface: ""desired behavior,"" ""objectives, rules, and defaults,"" and a priority order in which platform, developer, user, "	N06.014: source IDs S-0075. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.015	06	Alignment Enters the Product	S-0076;S-0077	2	body_or_heading_cue	The final layer is the evaluation and release loop: red teams, system cards, evals, deployment observation, mitigation, and another release. GPT-4 and GPT-4o system cards make that loop visible as first-party disclosure.	N06.015: source IDs S-0076, S-0077. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.016	06	Alignment Enters the Product	S-0074	1	body_or_heading_cue	"For OpenAI's instruction-following post, the table permits short, renderer-caveated phrases. The chapter can say OpenAI framed InstructGPT around ""following user intentions"" and contrasted that goal with a model trained "	N06.016: source IDs S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.017	06	Alignment Enters the Product	S-0074	1	body_or_heading_cue	"The same table permits the API-default point with restraint. OpenAI's product post can support the claim that InstructGPT models became the API's ""default language models"" at that moment. S-0074 That is a narrow deployme"	N06.017: source IDs S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.018	06	Alignment Enters the Product	S-0074	1	body_or_heading_cue	"The quote table also carries a built-in antidote to hype: the phrase ""far from fully aligned."" S-0074 That belongs near the chapter's strongest claims because it is the lab's own caveat. InstructGPT made outputs more ali"	N06.018: source IDs S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.019	06	Alignment Enters the Product	S-0075	1	body_or_heading_cue	"For the Model Spec, the safe phrases are structural. ""Desired behavior"" names the document's purpose. ""Objectives, rules, and defaults"" names its hierarchy. S-0075 The quoted priority chain, ""Platform > Developer > User "	N06.019: source IDs S-0075. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.020	06	Alignment Enters the Product	S-0076;S-0077	2	body_or_heading_cue	"For system cards, the table is deliberately conservative. It allows short phrases such as GPT-4's ""safety processes"" and the note that mitigations were ""limited and remain brittle."" S-0076 It allows GPT-4o's ""more than 1"	N06.020: source IDs S-0076, S-0077. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.021	06	Alignment Enters the Product	S-0074	1	body_or_heading_cue	"One reason alignment became a product drama is that every improvement has a trade. OpenAI's instruction-following post used the phrase ""alignment tax"" for the possibility that making a model better match customer intent "	N06.021: source IDs S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.022	06	Alignment Enters the Product	S-0074	1	body_or_heading_cue	The alignment tax therefore has two meanings in the book. The narrow meaning is the technical trade identified by OpenAI: performance on some academic tasks may not be the same as customer-task alignment. S-0074 The broa	N06.022: source IDs S-0074. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.023	06	Alignment Enters the Product	S-0076;S-0077	2	body_or_heading_cue	System cards changed launch rhythm. A frontier model release could no longer be just a paper, a demo, or a benchmark score. It needed a public account of risks, mitigations, external testing, and remaining limitations. G	N06.023: source IDs S-0076, S-0077. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N06.024	06	Alignment Enters the Product	S-0006;S-0074;S-0078;S-0079	4	continuity_stitch_source_lane	> Source lane (I-0248): S-0006 S-0074 S-0078 S-0079	N06.024: source IDs S-0006, S-0074, S-0078, S-0079. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.001	07	ChatGPT: The Interface Event	S-0006	1	body_or_heading_cue	On November 30, 2022, OpenAI published a product post with a plain invitation: try a conversational model called ChatGPT. The interface did not look like a scientific milestone. It looked like a text box. That was the tr	N07.001: source IDs S-0006. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.002	07	ChatGPT: The Interface Event	S-0004	1	body_or_heading_cue	The model behind the box was not introduced as a new theory of mind or a finished oracle. OpenAI described ChatGPT as a sibling model to InstructGPT, trained to follow instructions in a prompt and provide a detailed resp	N07.002: source IDs S-0004. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.003	07	ChatGPT: The Interface Event	S-0005	1	body_or_heading_cue	That intimacy was partly an illusion produced by the product form. ChatGPT did not know the user in the human sense. It did not remember a life. It did not ground every answer in checked evidence. OpenAI's own GPT-4 tech	N07.003: source IDs S-0005. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.004	07	ChatGPT: The Interface Event	S-0092	1	body_or_heading_cue	By the first Monday after launch, Sam Altman posted that ChatGPT had crossed one million users; the word users did not say whether those were monthly actives, registered accounts, or repeat visitors. S-0092 Two months la	N07.004: source IDs S-0092. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.005	07	ChatGPT: The Interface Event	S-0093;S-0094	2	body_or_heading_cue	The first reaction was not a single public mood. It was a set of local control problems. On December 5, 2022, Meta Stack Overflow posted a temporary policy against ChatGPT-generated posts, saying the issue was not merely	N07.005: source IDs S-0093, S-0094. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.006	07	ChatGPT: The Interface Event	S-0014	1	body_or_heading_cue	InstructGPT attacked that gap by using human feedback to train models to follow instructions better. The pipeline began with demonstrations, moved through comparisons, and used reinforcement learning from human feedback 	N07.006: source IDs S-0014. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.007	07	ChatGPT: The Interface Event	S-0044	1	body_or_heading_cue	The product did not stay a box for long. In March 2023, OpenAI announced ChatGPT plugins, framing them as a way for models to use tools designed for language models, including browsing, code execution, and third-party se	N07.007: source IDs S-0044. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.008	07	ChatGPT: The Interface Event	S-0078	1	body_or_heading_cue	The business surface changed just as quickly. In February 2023, OpenAI introduced ChatGPT Plus as a $20-a-month subscription pilot, promising general access during peak demand, faster responses, and priority access to ne	N07.008: source IDs S-0078. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.009	07	ChatGPT: The Interface Event	S-0045	1	body_or_heading_cue	In November 2023, OpenAI introduced GPTs, custom versions of ChatGPT that users could configure for particular purposes. S-0045 This was another attempt to convert a general conversational model into a platform: not just	N07.009: source IDs S-0045. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.010	07	ChatGPT: The Interface Event	S-0046	1	body_or_heading_cue	Then GPT-4o pushed the interface in a different direction. OpenAI introduced GPT-4o in May 2024 as a model extending ChatGPT toward more natural multimodal interaction, with text and image capabilities rolling out and au	N07.010: source IDs S-0046. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.011	07	ChatGPT: The Interface Event	S-0041;S-0047	2	body_or_heading_cue	Microsoft had already described an Azure-hosted AI supercomputer built for OpenAI in 2020. S-0041 In January 2023, after ChatGPT's launch, Microsoft and OpenAI announced an extended partnership. S-0047 The timing exposed	N07.011: source IDs S-0041, S-0047. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.012	07	ChatGPT: The Interface Event	S-0079;S-0089	2	body_or_heading_cue	OpenAI's August 2023 ChatGPT Enterprise release-note entry showed the same interface being repackaged for organizations: enterprise-grade security and privacy, higher-speed GPT-4 access, longer context, advanced data ana	N07.012: source IDs S-0079, S-0089. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.013	07	ChatGPT: The Interface Event	S-0079	1	body_or_heading_cue	The Enterprise evidence has improved since the earliest draft: the original product post now has a text-rendered local row that can support short, attributed launch-page feature language with vendor-hosted caveats. S-007	N07.013: source IDs S-0079. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.014	07	ChatGPT: The Interface Event	S-0005	1	body_or_heading_cue	Second, it hid calibration. ChatGPT could be useful while wrong, plausible while unsupported, cautious while incomplete, and confident while inventing. GPT-4's technical report did not pretend these issues vanished. S-00	N07.014: source IDs S-0005. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.015	07	ChatGPT: The Interface Event	S-0006	1	body_or_heading_cue	That deadline began with a modest launch frame. OpenAI's original ChatGPT post did not need to claim it had invented a new computer. It invited users to test a conversational model and give feedback. S-0006 The mismatch 	N07.015: source IDs S-0006. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N07.016	07	ChatGPT: The Interface Event	S-0125;S-0126;S-0130;S-0132	4	continuity_stitch_source_lane	> Source lane (I-0248): S-0125 S-0126 S-0130 S-0132	N07.016: source IDs S-0125, S-0126, S-0130, S-0132. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.001	08	Microsoft, OpenAI, and the Cloud Bargain	S-0125	1	body_or_heading_cue	Microsoft and OpenAI announced an exclusive computing partnership in July 2019. S-0125 The announcement framed Microsoft as OpenAI's preferred partner for commercializing new AI technologies and said the companies would 	N08.001: source IDs S-0125. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.002	08	Microsoft, OpenAI, and the Cloud Bargain	S-0126	1	body_or_heading_cue	In 2020, Microsoft described an Azure-hosted AI supercomputer built for OpenAI and presented it as one of the world's top supercomputers. S-0126 The exact ranking language belongs to Microsoft's framing and should stay a	N08.002: source IDs S-0126. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.003	08	Microsoft, OpenAI, and the Cloud Bargain	S-0127	1	body_or_heading_cue	The next turn was more explicit. In September 2020, Microsoft announced that it had teamed up with OpenAI to exclusively license GPT-3. S-0127 The Microsoft post said OpenAI would continue to offer GPT-3 and other models	N08.003: source IDs S-0127. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.004	08	Microsoft, OpenAI, and the Cloud Bargain	S-0132	1	body_or_heading_cue	GitHub Copilot arrived before ChatGPT and before Microsoft 365 Copilot. GitHub introduced it in June 2021 as an AI pair programmer technical preview for Visual Studio Code, developed with OpenAI and powered by OpenAI Cod	N08.004: source IDs S-0132. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.005	08	Microsoft, OpenAI, and the Cloud Bargain	S-0132	1	body_or_heading_cue	The chapter must keep the claim narrow. Copilot's launch did not prove developer productivity gains, adoption at scale, legal safety, code correctness, or economic impact. C-0029 still blocks those claims until row-speci	N08.005: source IDs S-0132. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.006	08	Microsoft, OpenAI, and the Cloud Bargain	S-0129;S-0133	2	body_or_heading_cue	The Azure OpenAI Service made the bargain available to enterprise and developer customers. Microsoft announced general availability in January 2023, describing access to advanced AI models with enterprise benefits, and n	N08.006: source IDs S-0129, S-0133. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.007	08	Microsoft, OpenAI, and the Cloud Bargain	S-0130	1	body_or_heading_cue	In January 2023, Microsoft and OpenAI announced an extended partnership. S-0130 Coming two months after ChatGPT's launch, the announcement read differently from the 2019 partnership. The world now had a visible interface	N08.007: source IDs S-0130. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.008	08	Microsoft, OpenAI, and the Cloud Bargain	S-0130	1	body_or_heading_cue	The announcement framed Microsoft as increasing investments in the development and deployment of specialized supercomputing systems, deploying OpenAI's models across consumer and enterprise products, and introducing new 	N08.008: source IDs S-0130. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.009	08	Microsoft, OpenAI, and the Cloud Bargain	S-0131	1	body_or_heading_cue	"Microsoft 365 Copilot made the platform thesis explicit. In March 2023, Microsoft introduced Microsoft 365 Copilot as ""your copilot for work,"" placing LLM assistance inside Word, Excel, PowerPoint, Outlook, Teams, and bu"	N08.009: source IDs S-0131. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N08.010	08	Microsoft, OpenAI, and the Cloud Bargain	S-0002;S-0115;S-0116;S-0117;S-0121	5	continuity_stitch_source_lane	> Source lane (I-0248): S-0002 S-0115 S-0116 S-0117 S-0121	N08.010: source IDs S-0002, S-0115, S-0116, S-0117, S-0121. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.001	09	Google and DeepMind Wake the Sleeping Giant	S-0115	1	body_or_heading_cue	Before Bard and Gemini, there was PaLM: the Pathways Language Model. The PaLM paper presented a 540-billion-parameter dense Transformer language model trained with Google's Pathways system. S-0115 In the book's earlier s	N09.001: source IDs S-0115. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.002	09	Google and DeepMind Wake the Sleeping Giant	S-0115	1	body_or_heading_cue	PaLM also showed that the race was not only about parameters. The paper tied model scale to a training system and to the broader Pathways direction. S-0115 That is why Google's story belongs between the Microsoft/OpenAI 	N09.002: source IDs S-0115. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.003	09	Google and DeepMind Wake the Sleeping Giant	S-0118	1	body_or_heading_cue	Bard was Google's first public answer after ChatGPT made the chat interface culturally legible. Google's March 2023 Bard post described it as an early experiment that let users collaborate with generative AI and explicit	N09.003: source IDs S-0118. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.004	09	Google and DeepMind Wake the Sleeping Giant	S-0118	1	body_or_heading_cue	The launch posture was cautious. Bard was not presented as the final form of Google's language-model future. It was a controlled surface, a way to let users ask for brainstorming, explanation, drafts, and everyday help. 	N09.004: source IDs S-0118. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.005	09	Google and DeepMind Wake the Sleeping Giant	S-0121	1	body_or_heading_cue	Gemini changed the shape of Google's story. In December 2023, Google and Google DeepMind introduced Gemini as a family of models built for multimodality, with Ultra, Pro, and Nano sizes. [S-0121; S-0116] The announcement	N09.005: source IDs S-0121. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.006	09	Google and DeepMind Wake the Sleeping Giant	S-0116	1	body_or_heading_cue	The Gemini technical report supported the family framing rather than a single-chatbot frame. It presented Gemini as a family of multimodal models and put text, image, audio, video, and code into the same strategic field.	N09.006: source IDs S-0116. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.007	09	Google and DeepMind Wake the Sleeping Giant	S-0117;S-0123;S-0124	3	body_or_heading_cue	Gemini 1.5 sharpened one of Google's strongest product arguments: context length. The Gemini 1.5 technical report framed the model around multimodal understanding across very long contexts. S-0117 Google's May 2024 produ	N09.007: source IDs S-0117, S-0123, S-0124. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.008	09	Google and DeepMind Wake the Sleeping Giant	S-0115;S-0121	2	body_or_heading_cue	Google's infrastructure story cannot be reduced to TPUs, but TPUs are the visible symbol of a deeper strategic choice. The Gemini launch materials tied Gemini training to Google's AI-optimized infrastructure and named TP	N09.008: source IDs S-0115, S-0121. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.009	09	Google and DeepMind Wake the Sleeping Giant	S-0118	1	body_or_heading_cue	Bard's early positioning as a complement to Search makes sense in that light. S-0118 Gemini's later spread across app, cloud, and Workspace surfaces makes sense too. [S-0122; S-0123] Google needed a path that did not fra	N09.009: source IDs S-0118. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.010	09	Google and DeepMind Wake the Sleeping Giant	S-0119	1	body_or_heading_cue	"By 2025, Google was no longer only explaining Gemini as multimodal and long-context. The Gemini 2.5 product framing emphasized ""thinking"" and positioned Gemini 2.5 Pro as a major model update. S-0119 For this chapter, th"	N09.010: source IDs S-0119. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.011	09	Google and DeepMind Wake the Sleeping Giant	S-0120	1	body_or_heading_cue	The model-card page is useful but dangerous. It can point to the breadth of Google's model-family documentation, but because model-card pages can update, it should not be used as a blind source for exact cutoff-day model	N09.011: source IDs S-0120. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.012	09	Google and DeepMind Wake the Sleeping Giant	S-0061	1	body_or_heading_cue	The same rule applies to pricing. The Gemini Developer API pricing snapshot is already in the source ledger and should be used later for economics with care. S-0061 Pricing pages mix free tiers, paid tiers, batch discoun	N09.012: source IDs S-0061. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.013	09	Google and DeepMind Wake the Sleeping Giant	S-0121;S-0124	2	body_or_heading_cue	Gemini also had a second audience: not the consumer asking a question in an app, but the developer deciding where to build. That audience changes the stakes. A consumer assistant competes for habit and trust. A developer	N09.013: source IDs S-0121, S-0124. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.014	09	Google and DeepMind Wake the Sleeping Giant	S-0121	1	body_or_heading_cue	DeepMind complicated this in a useful way. It gave Google a research brand with mythic force: AlphaGo, AlphaFold, reinforcement learning, scientific ambition, and a culture that seemed less like advertising infrastructur	N09.014: source IDs S-0121. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N09.015	09	Google and DeepMind Wake the Sleeping Giant	S-0111;S-0112;S-0113;S-0114	4	continuity_stitch_source_lane	> Source lane (I-0248): S-0111 S-0112 S-0113 S-0114	N09.015: source IDs S-0111, S-0112, S-0113, S-0114. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.001	10	Meta, Llama, and the Open-Weight Shock	S-0023	1	body_or_heading_cue	That is the open-weight shock. It was not the same as open source in the classic software sense. A model release can include weights while withholding training data, full data curation details, exact training infrastruct	N10.001: source IDs S-0023. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.002	10	Meta, Llama, and the Open-Weight Shock	S-0008;S-0023;S-0024;S-0025;S-0111;S-0113	6	body_or_heading_cue	Figure 10.1 follows the family as a sequence of release objects rather than a rank chart: LLaMA as a research release, Llama 2 as an open foundation and chat-model family, Code Llama as the code-specialized branch, Llama	N10.002: source IDs S-0008, S-0023, S-0024, S-0025, S-0111, S-0113. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.003	10	Meta, Llama, and the Open-Weight Shock	S-0111	1	body_or_heading_cue	Meta introduced LLaMA in February 2023 as a set of foundation language models intended for researchers. S-0111 The timing mattered. ChatGPT had just turned language models into a public interface event. The industry was 	N10.003: source IDs S-0111. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.004	10	Meta, Llama, and the Open-Weight Shock	S-0023	1	body_or_heading_cue	Llama 2 made the strategy explicit. The Llama 2 paper described a collection of pretrained and fine-tuned large language models, ranging across several parameter scales, with chat-optimized variants and safety evaluation	N10.004: source IDs S-0023. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.005	10	Meta, Llama, and the Open-Weight Shock	S-0023	1	body_or_heading_cue	"The phrase ""open foundation model"" is useful because it captures both sides. ""Foundation model"" says the model is meant to be adapted into many downstream uses. ""Open"" says the weights are available outside the originati"	N10.005: source IDs S-0023. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.006	10	Meta, Llama, and the Open-Weight Shock	S-0025	1	body_or_heading_cue	Code Llama sharpened the point. Meta's Code Llama paper described open foundation models for code, built from Llama 2 and released in variants for code completion, instruction following, and Python specialization. S-0025	N10.006: source IDs S-0025. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.007	10	Meta, Llama, and the Open-Weight Shock	S-0025	1	body_or_heading_cue	The safe claim is not that Code Llama beat Copilot, Codex, Claude Code, or any later coding agent. It did not, by itself, industrialize repository work. It was a model branch, not a complete agent system with permissions	N10.007: source IDs S-0025. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.008	10	Meta, Llama, and the Open-Weight Shock	S-0024	1	body_or_heading_cue	"Llama 3 moved the family from a striking release to a platform program. Meta's Llama 3 paper used the ""herd"" language deliberately: not one model, but a family of pretrained and post-trained models, safety models, and mu"	N10.008: source IDs S-0024. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.009	10	Meta, Llama, and the Open-Weight Shock	S-0024	1	body_or_heading_cue	The Llama 3 paper is valuable because it is not only a launch post. It describes training scale, post-training, evaluation, safety work, and release choices in a technical frame. S-0024 This chapter should use it to expl	N10.009: source IDs S-0024. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.010	10	Meta, Llama, and the Open-Weight Shock	S-0112;S-0113	2	body_or_heading_cue	"Meta's Llama 3 announcement and later Llama 3.1 materials also show how the company tried to convert open weights into a mainstream proposition. S-0112 S-0113 The message was not only ""researchers can use this."" It was """	N10.010: source IDs S-0112, S-0113. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N10.011	10	Meta, Llama, and the Open-Weight Shock	S-0113	1	body_or_heading_cue	Llama 3.1 made the frontier ambition more explicit by highlighting a large 405B model alongside smaller variants and by stressing open-source AI as a strategic path. S-0113 Again, the chapter should keep the terms precis	N10.011: source IDs S-0113. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
