pass_id	note_id	chapter	chapter_title	anchor_type	manuscript_anchor	source_ids	claim_ids	source_count	claim_count	compressed_cluster_id	expanded_note	page_anchor_status	final_note_status
I-0267	N06.003	06	Alignment Enters the Product	body_or_heading_cue	Visual integration: Figure 6.1, `assets/visual_system/rlhf-alignment-pipeline.svg`, shows pretraining, supervised demonstrations, preference comparisons, reward/preference modeling, RL optimization, Constitutional AI/RLA	S-0004;S-0014;S-0019;S-0074;S-0075		5	0	CL-01878	S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | S-0019 - Constitutional AI: Harmlessness from AI Feedback (Anthropic; paper; primary local HTML asset; accessed 2026-05-25; https://arxiv.org/abs/2212.08073) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.004	06	Alignment Enters the Product	body_or_heading_cue	Third came reinforcement learning. The language model was optimized to produce answers that scored better under that learned preference model, while trying not to wreck the broad language ability acquired during pretrain	S-0014		1	0	CL-00325	S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.005	06	Alignment Enters the Product	body_or_heading_cue	The older roots of the idea reached beyond LLMs. The 2017 human-preference reinforcement-learning work from OpenAI and DeepMind showed a way to train agents from human comparisons when the desired behavior was hard to sp	S-0073		1	0	CL-00330	S-0073 - Deep reinforcement learning from human preferences (Christiano et al.; paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1706.03741) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.006	06	Alignment Enters the Product	body_or_heading_cue	"The product problem was not ""make the model always refuse"" or ""make the model always comply."" It was to build a behavioral hierarchy. OpenAI's 2024 Model Spec made that hierarchy explicit by describing desired behavior f"	S-0075		1	0	CL-00332	S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.007	06	Alignment Enters the Product	body_or_heading_cue	Anthropic approached the same product problem with a different public grammar. Constitutional AI tried to reduce direct human labeling of harmful outputs by using a list of principles as a source of supervision. In the s	S-0019		1	0	CL-00330	S-0019 - Constitutional AI: Harmlessness from AI Feedback (Anthropic; paper; primary local HTML asset; accessed 2026-05-25; https://arxiv.org/abs/2212.08073) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.008	06	Alignment Enters the Product	body_or_heading_cue	OpenAI's GPT-4 release presented the model as much more capable than prior systems, but also emphasized iterative alignment using lessons from adversarial testing and ChatGPT. S-0005 The GPT-4 system card made the safety	S-0005;S-0076;S-0077		3	0	CL-01110	S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.009	06	Alignment Enters the Product	body_or_heading_cue	This is why GPT-4's launch also pointed to evals as infrastructure. OpenAI described open-sourcing Evals so users and researchers could report shortcomings and build custom evaluations. S-0005 That move belongs in this c	S-0005		1	0	CL-00325	S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.010	06	Alignment Enters the Product	body_or_heading_cue	By the time ChatGPT arrived, the assistant shape was ready enough to become public. OpenAI introduced ChatGPT as a conversational sibling to InstructGPT, trained to follow instructions and provide detailed responses. S-0	S-0006		1	0	CL-00326	S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.011	06	Alignment Enters the Product	body_or_heading_cue	The second layer is demonstration. In the InstructGPT pipeline, humans supplied examples of desired behavior and prompts drawn from API use. The quote-safe table now makes the product-post phrasing available too: OpenAI	S-0074		1	0	CL-00331	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.012	06	Alignment Enters the Product	body_or_heading_cue	The third and fourth layers are comparison and reward modeling. Preference comparisons turn a hard-to-write objective into ranked examples. A reward model then learns to predict which output a rater would prefer. S-0014	S-0014		1	0	CL-00325	S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.013	06	Alignment Enters the Product	body_or_heading_cue	The sixth layer is the constitutional or principle-guided branch. Anthropic's Constitutional AI adds a different route: written principles, model-generated critiques and revisions, and AI-generated preference judgments.	S-0019		1	0	CL-00330	S-0019 - Constitutional AI: Harmlessness from AI Feedback (Anthropic; paper; primary local HTML asset; accessed 2026-05-25; https://arxiv.org/abs/2212.08073) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.014	06	Alignment Enters the Product	body_or_heading_cue	"The seventh layer is behavior specification. OpenAI's Model Spec gave assistant behavior a written surface: ""desired behavior,"" ""objectives, rules, and defaults,"" and a priority order in which platform, developer, user,"	S-0075		1	0	CL-00332	S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.015	06	Alignment Enters the Product	body_or_heading_cue	The final layer is the evaluation and release loop: red teams, system cards, evals, deployment observation, mitigation, and another release. GPT-4 and GPT-4o system cards make that loop visible as first-party disclosure.	S-0076;S-0077		2	0	CL-00726	S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.016	06	Alignment Enters the Product	body_or_heading_cue	"For OpenAI's instruction-following post, the table permits short, renderer-caveated phrases. The chapter can say OpenAI framed InstructGPT around ""following user intentions"" and contrasted that goal with a model trained"	S-0074		1	0	CL-00331	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.017	06	Alignment Enters the Product	body_or_heading_cue	"The same table permits the API-default point with restraint. OpenAI's product post can support the claim that InstructGPT models became the API's ""default language models"" at that moment. S-0074 That is a narrow deployme"	S-0074		1	0	CL-00331	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.018	06	Alignment Enters the Product	body_or_heading_cue	"The quote table also carries a built-in antidote to hype: the phrase ""far from fully aligned."" S-0074 That belongs near the chapter's strongest claims because it is the lab's own caveat. InstructGPT made outputs more ali"	S-0074		1	0	CL-00331	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.019	06	Alignment Enters the Product	body_or_heading_cue	"For the Model Spec, the safe phrases are structural. ""Desired behavior"" names the document's purpose. ""Objectives, rules, and defaults"" names its hierarchy. S-0075 The quoted priority chain, ""Platform > Developer > User"	S-0075		1	0	CL-00332	S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.020	06	Alignment Enters the Product	body_or_heading_cue	"For system cards, the table is deliberately conservative. It allows short phrases such as GPT-4's ""safety processes"" and the note that mitigations were ""limited and remain brittle."" S-0076 It allows GPT-4o's ""more than 1"	S-0076;S-0077		2	0	CL-00726	S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.021	06	Alignment Enters the Product	body_or_heading_cue	"One reason alignment became a product drama is that every improvement has a trade. OpenAI's instruction-following post used the phrase ""alignment tax"" for the possibility that making a model better match customer intent"	S-0074		1	0	CL-00331	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.022	06	Alignment Enters the Product	body_or_heading_cue	The alignment tax therefore has two meanings in the book. The narrow meaning is the technical trade identified by OpenAI: performance on some academic tasks may not be the same as customer-task alignment. S-0074 The broa	S-0074		1	0	CL-00331	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.023	06	Alignment Enters the Product	body_or_heading_cue	System cards changed launch rhythm. A frontier model release could no longer be just a paper, a demo, or a benchmark score. It needed a public account of risks, mitigations, external testing, and remaining limitations. G	S-0076;S-0077		2	0	CL-00726	S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf) | S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N06.024	06	Alignment Enters the Product	continuity_stitch_source_lane	> Source lane (I-0248): S-0006 S-0074 S-0078 S-0079	S-0006;S-0074;S-0078;S-0079		4	0	CL-01505	S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/) | S-0078 - Introducing ChatGPT Plus (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/blog/chatgpt-plus) | S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.001	07	ChatGPT: The Interface Event	body_or_heading_cue	On November 30, 2022, OpenAI published a product post with a plain invitation: try a conversational model called ChatGPT. The interface did not look like a scientific milestone. It looked like a text box. That was the tr	S-0006		1	0	CL-00326	S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.002	07	ChatGPT: The Interface Event	body_or_heading_cue	The model behind the box was not introduced as a new theory of mind or a finished oracle. OpenAI described ChatGPT as a sibling model to InstructGPT, trained to follow instructions in a prompt and provide a detailed resp	S-0004		1	0	CL-00324	S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.003	07	ChatGPT: The Interface Event	body_or_heading_cue	That intimacy was partly an illusion produced by the product form. ChatGPT did not know the user in the human sense. It did not remember a life. It did not ground every answer in checked evidence. OpenAI's own GPT-4 tech	S-0005		1	0	CL-00325	S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.004	07	ChatGPT: The Interface Event	body_or_heading_cue	By the first Monday after launch, Sam Altman posted that ChatGPT had crossed one million users; the word users did not say whether those were monthly actives, registered accounts, or repeat visitors. S-0092 Two months la	S-0092		1	0	CL-00331	S-0092 - Sam Altman X post: ChatGPT crossed one million users (Sam Altman; X/social post; personal primary; accessed 2026-05-25; https://twitter.com/sama/status/1599668808285028353) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.005	07	ChatGPT: The Interface Event	body_or_heading_cue	The first reaction was not a single public mood. It was a set of local control problems. On December 5, 2022, Meta Stack Overflow posted a temporary policy against ChatGPT-generated posts, saying the issue was not merely	S-0093;S-0094		2	0	CL-00724	S-0093 - Policy: Generative AI (e.g., ChatGPT) is banned (Meta Stack Overflow; institutional policy; primary institutional; accessed 2026-05-25; https://meta.stackoverflow.com/questions/421831/policy-generative-ai-e-g-chatgpt-is-banned) | S-0094 - NYC education department blocks ChatGPT on school devices, networks (Chalkbeat; New York education reporting; secondary; accessed 2026-05-25; https://www.chalkbeat.org/newyork/2023/1/3/23537987/nyc-schools-ban-chatgpt-writing-artificial-intelligence/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.006	07	ChatGPT: The Interface Event	body_or_heading_cue	InstructGPT attacked that gap by using human feedback to train models to follow instructions better. The pipeline began with demonstrations, moved through comparisons, and used reinforcement learning from human feedback	S-0014		1	0	CL-00325	S-0014 - Training language models to follow instructions with human feedback (Ouyang et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.02155) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.007	07	ChatGPT: The Interface Event	body_or_heading_cue	The product did not stay a box for long. In March 2023, OpenAI announced ChatGPT plugins, framing them as a way for models to use tools designed for language models, including browsing, code execution, and third-party se	S-0044		1	0	CL-00328	S-0044 - ChatGPT plugins (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/chatgpt-plugins) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.008	07	ChatGPT: The Interface Event	body_or_heading_cue	The business surface changed just as quickly. In February 2023, OpenAI introduced ChatGPT Plus as a $20-a-month subscription pilot, promising general access during peak demand, faster responses, and priority access to ne	S-0078		1	0	CL-00335	S-0078 - Introducing ChatGPT Plus (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/blog/chatgpt-plus) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.009	07	ChatGPT: The Interface Event	body_or_heading_cue	In November 2023, OpenAI introduced GPTs, custom versions of ChatGPT that users could configure for particular purposes. S-0045 This was another attempt to convert a general conversational model into a platform: not just	S-0045		1	0	CL-00329	S-0045 - Introducing GPTs (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/introducing-gpts/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.010	07	ChatGPT: The Interface Event	body_or_heading_cue	Then GPT-4o pushed the interface in a different direction. OpenAI introduced GPT-4o in May 2024 as a model extending ChatGPT toward more natural multimodal interaction, with text and image capabilities rolling out and au	S-0046		1	0	CL-00330	S-0046 - Introducing GPT-4o and more tools to ChatGPT free users (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/gpt-4o-and-more-tools-to-chatgpt-free/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.011	07	ChatGPT: The Interface Event	body_or_heading_cue	Microsoft had already described an Azure-hosted AI supercomputer built for OpenAI in 2020. S-0041 In January 2023, after ChatGPT's launch, Microsoft and OpenAI announced an extended partnership. S-0047 The timing exposed	S-0041;S-0047		2	0	CL-00715	S-0041 - Microsoft announces new supercomputer, lays out vision for future AI work (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2020/05/19/microsoft-announces-new-supercomputer-lays-out-vision-for-future-ai-work/) | S-0047 - Microsoft and OpenAI extend partnership (Microsoft; official blog; primary; accessed 2026-05-24; https://blogs.microsoft.com/blog/2023/01/23/microsoftandopenaiextendpartnership/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.012	07	ChatGPT: The Interface Event	body_or_heading_cue	OpenAI's August 2023 ChatGPT Enterprise release-note entry showed the same interface being repackaged for organizations: enterprise-grade security and privacy, higher-speed GPT-4 access, longer context, advanced data ana	S-0079;S-0089		2	0	CL-00732	S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/) | S-0089 - ChatGPT Release Notes (OpenAI Help Center; release notes; primary official alternate; accessed 2026-05-25; https://help.openai.com/en/articles/6825453-chatgpt-release-notes) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.013	07	ChatGPT: The Interface Event	body_or_heading_cue	The Enterprise evidence has improved since the earliest draft: the original product post now has a text-rendered local row that can support short, attributed launch-page feature language with vendor-hosted caveats. S-007	S-0079		1	0	CL-00336	S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.014	07	ChatGPT: The Interface Event	body_or_heading_cue	Second, it hid calibration. ChatGPT could be useful while wrong, plausible while unsupported, cautious while incomplete, and confident while inventing. GPT-4's technical report did not pretend these issues vanished. S-00	S-0005		1	0	CL-00325	S-0005 - GPT-4 Technical Report (OpenAI; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2303.08774) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.015	07	ChatGPT: The Interface Event	body_or_heading_cue	That deadline began with a modest launch frame. OpenAI's original ChatGPT post did not need to claim it had invented a new computer. It invited users to test a conversational model and give feedback. S-0006 The mismatch	S-0006		1	0	CL-00326	S-0006 - Introducing ChatGPT (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/index/chatgpt/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N07.016	07	ChatGPT: The Interface Event	continuity_stitch_source_lane	> Source lane (I-0248): S-0125 S-0126 S-0130 S-0132	S-0125;S-0126;S-0130;S-0132		4	0	CL-01484	S-0125 - OpenAI forms exclusive computing partnership with Microsoft (Microsoft News; official announcement local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0125_ms-openai-2019-computing-partnership.html) | S-0126 - OpenAI, Microsoft build Azure AI supercomputer (Microsoft Source; official feature local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0126_ms-openai-2020-supercomputer.html) | S-0130 - Microsoft and OpenAI extend partnership (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html) | S-0132 - Introducing GitHub Copilot: your AI pair programmer (GitHub; official product post local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.001	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	Microsoft and OpenAI announced an exclusive computing partnership in July 2019. S-0125 The announcement framed Microsoft as OpenAI's preferred partner for commercializing new AI technologies and said the companies would	S-0125		1	0	CL-00328	S-0125 - OpenAI forms exclusive computing partnership with Microsoft (Microsoft News; official announcement local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0125_ms-openai-2019-computing-partnership.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.002	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	In 2020, Microsoft described an Azure-hosted AI supercomputer built for OpenAI and presented it as one of the world's top supercomputers. S-0126 The exact ranking language belongs to Microsoft's framing and should stay a	S-0126		1	0	CL-00329	S-0126 - OpenAI, Microsoft build Azure AI supercomputer (Microsoft Source; official feature local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0126_ms-openai-2020-supercomputer.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.003	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	The next turn was more explicit. In September 2020, Microsoft announced that it had teamed up with OpenAI to exclusively license GPT-3. S-0127 The Microsoft post said OpenAI would continue to offer GPT-3 and other models	S-0127		1	0	CL-00330	S-0127 - Microsoft teams up with OpenAI to exclusively license GPT-3 language model (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0127_ms-gpt3-exclusive-license.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.004	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	GitHub Copilot arrived before ChatGPT and before Microsoft 365 Copilot. GitHub introduced it in June 2021 as an AI pair programmer technical preview for Visual Studio Code, developed with OpenAI and powered by OpenAI Cod	S-0132		1	0	CL-00326	S-0132 - Introducing GitHub Copilot: your AI pair programmer (GitHub; official product post local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.005	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	The chapter must keep the claim narrow. Copilot's launch did not prove developer productivity gains, adoption at scale, legal safety, code correctness, or economic impact. C-0029 still blocks those claims until row-speci	S-0132		1	0	CL-00326	S-0132 - Introducing GitHub Copilot: your AI pair programmer (GitHub; official product post local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0132_github-copilot-ai-pair-programmer.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.006	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	The Azure OpenAI Service made the bargain available to enterprise and developer customers. Microsoft announced general availability in January 2023, describing access to advanced AI models with enterprise benefits, and n	S-0129;S-0133		2	0	CL-00718	S-0129 - General availability of Azure OpenAI Service expands access to large advanced AI models (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0129_azure-openai-service-ga.html) | S-0133 - ChatGPT is now available in Azure OpenAI Service (Microsoft Azure; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0133_chatgpt-azure-openai-service.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.007	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	In January 2023, Microsoft and OpenAI announced an extended partnership. S-0130 Coming two months after ChatGPT's launch, the announcement read differently from the 2019 partnership. The world now had a visible interface	S-0130		1	0	CL-00324	S-0130 - Microsoft and OpenAI extend partnership (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.008	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	The announcement framed Microsoft as increasing investments in the development and deployment of specialized supercomputing systems, deploying OpenAI's models across consumer and enterprise products, and introducing new	S-0130		1	0	CL-00324	S-0130 - Microsoft and OpenAI extend partnership (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0130_ms-openai-2023-extend-partnership.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N08.009	08	Microsoft, OpenAI, and the Cloud Bargain	body_or_heading_cue	"Microsoft 365 Copilot made the platform thesis explicit. In March 2023, Microsoft introduced Microsoft 365 Copilot as ""your copilot for work,"" placing LLM assistance inside Word, Excel, PowerPoint, Outlook, Teams, and bu"	S-0131		1	0	CL-00325	S-0131 - Introducing Microsoft 365 Copilot: your copilot for work (Microsoft; official blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/microsoft_openai/S-0131_microsoft-365-copilot-intro.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
