pass_id	page	zone	text_chars	image_count	drawing_count	residue_hits	front_back_process_hits	blank_like	sample_text
I-0312	178	body	2285	0	2	0	0	no	The announcement framed Microsoft as increasing investments in the development and deployment of specialized supercomputing systems, deploying OpenAI's models across consumer and enterprise products, and introducing new categories of digital experiences built on OpenAI technology. [S-0130] This is p
I-0312	179	body	2231	0	2	0	0	no	and account control. A model lab measures capability, research velocity, frontier reputation, and developer imagination. Their incentives overlap, but they are not identical. For the book, that tension is useful. It keeps the Microsoft/OpenAI chapter from becoming a victory lap. The partnership expl
I-0312	180	body	1302	1	4	0	0	no	would draft, summarize, transform, search across context, and suggest next steps in the places where work already accumulated. That is why the chapter's title is the cloud bargain, not the cloud backend. The backend became a route into the foreground. Search, Office, And The Incumbent's Revenge F08.
I-0312	181	body	2320	0	2	0	0	no	That did not guarantee share gains, ad gains, or durable consumer behavior. Those claims are blocked in this pass. But strategically, the logic is clear: Microsoft could use OpenAI's model shock as a way to reopen a market that ordinary search competition had not reopened. This is where Microsoft di
I-0312	182	body	2226	0	2	0	0	no	Azure OpenAI Service and Microsoft 365 Copilot both belong to that governance story, even when the chapter does not use them to claim outcomes. This is the hidden seriousness of the cloud bargain. The cloud was not only a place to run GPUs. It was a trust wrapper. Enterprise customers buy identity, 
I-0312	183	body	2272	0	2	0	0	no	The risk is equally important. If inference costs remain high, every generous product promise becomes a margin question. If users do not use the features deeply, the product becomes shelfware. If the model produces confident errors inside enterprise workflows, trust becomes expensive. If customers f
I-0312	184	body	836	0	3	0	0	no	assistant. It could be a workplace layer. It could be a search answer. It could be all of those at once, if the infrastructure held and users accepted the bargain. Microsoft saw the workload before most of the public saw the interface. That was its advantage. OpenAI made the interface irresistible e
I-0312	185	body	835	1	6	0	0	no	Chapter 08 Visual Portfolio These visuals are placed with Chapter 08, Microsoft, OpenAI, and the Cloud Bargain, so the reader sees the evidence and memory aids beside the argument they serve. VX024 / A-0057 - Chapter 8 cloud-to-product flywheel Figure 8.2 - Cloud-To-Product Flywheel. Azure capacity,
I-0312	186	body	546	1	6	0	0	no	VX072 / A-0284-023 - IBM watsonx acquired source_image for private-edition visual layer: IBM watsonx. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.ibm.com/watsonx Source note: source rights noted; Visual texture only; does not prove current product state, adoption, 
I-0312	187	body	607	1	6	0	0	no	VX200 / A-0287-065 - Sebastian Bubeck completion-layer person_image for private-edition visual acquisition: Sebastian Bubeck. Categories: person_image. Source/provenance: https://www.microsoft.com/en- us/research/people/sebubeck/ Source note: source rights noted; Public-profile page screenshot only;
I-0312	188	body	1953	0	58	0	0	no	PORTFOLIO PLATE - LOGO Cloud, Hub, And Distribution Surfaces Distribution logos mark where models become APIs, hubs, clouds, routers, and developer products. Caption: Cloud, Hub, And Distribution Surfaces. Distribution logos mark where models become APIs, hubs, clouds, routers, and developer product
I-0312	189	body	732	0	20	0	0	no	Blocked claims: Visual identity/prof texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state. Blocked claims: Visual identity/profi texture only; does not prove biography, adoption, capability, market position, safety
I-0312	190	body	254	0	2	0	0	no	Chapter 09: Google and DeepMind Wake the Sleeping Giant 9. Google and DeepMind Wake the Sleeping Giant Google enters under a stranger burden: it already owned research depth, consumer habit, and infrastructure, and had to move them without breaking them.
I-0312	191	body	455	1	4	0	0	no	The Company That Had Already Built the Future F09.01 / A-0288-004 - Figure 09.01 - PaLM Page As Google's Scale Surface PaLM page-one render gives the Google/DeepMind chapter a pre-Gemini scale artifact; it does not prove current Gemini quality, deployment, Search impact, or product adoption. Source:
I-0312	192	body	2318	0	2	0	0	no	Boundary: Does not prove current Gemini quality, deployment, or product adoption. The strangest thing about Google's generative-AI panic was that it did not begin in ignorance. It began inside the company whose researchers had helped build the modern substrate. The Transformer was a Google paper bef
I-0312	193	body	1860	0	2	0	0	no	becomes something more specific: a sign that Google was not outside the frontier race. It had a model, an infrastructure thesis, and a language for making many accelerators act like a coherent training system. Pathways mattered because it named Google's institutional preference. Google was not merel
I-0312	194	body	1049	1	4	0	0	no	Bard As Defensive Interface F09.02 / A-0289-004 - Figure 09.02 - Gemini API Model Docs Surface Google Gemini API model-docs screenshot makes Gemini's developer model surface visible; mutable docs do not prove cutoff-day availability, benchmark rank, Search impact, price, or stable behavior. Source: 
I-0312	195	body	2366	0	2	0	0	no	The launch posture was cautious. Bard was not presented as the final form of Google's language-model future. It was a controlled surface, a way to let users ask for brainstorming, explanation, drafts, and everyday help. [S-0118] That made strategic sense. Google had to learn from public use, but it 
I-0312	196	body	1474	0	2	0	0	no	improving. It needed to tell developers that Gemini was an API and a platform. It needed to tell enterprises that Vertex AI and Google Cloud could carry frontier work. It needed to tell Android and Pixel users that generative AI could live on the device, not only in a datacenter. The Gemini technica
I-0312	197	body	455	1	4	0	0	no	Long Context As Product Grammar F09.03 / A-0288-016 - Figure 09.03 - Gemini 1.5 Report Page As Long- Context Surface Gemini 1.5 technical-report page-one render anchors long-context product grammar in a source surface; it does not prove current product state, live model rank, or Search impact. Sourc
I-0312	198	body	2317	0	2	0	0	no	Boundary: Does not prove current product state, live model rank, or Search impact. Gemini 1.5 sharpened one of Google's strongest product arguments: context length. The Gemini 1.5 technical report framed the model around multimodal understanding across very long contexts. [S-0117] Google's May 2024 
I-0312	199	body	2248	0	2	0	0	no	Long context also connects back to the infrastructure story. Serving large contexts is expensive. It changes memory use, latency, pricing, batching, caching, and user expectations. That is why the pricing and infrastructure chapters will return to Gemini. Context length is not just a feature. It is 
I-0312	200	body	1211	1	4	0	0	no	The TPU difference belongs here as a strategic fact, not a victory lap. It explains why Google could remain technically serious even when its consumer narrative wobbled. It also prepares Chapter 14, where the GPU/CUDA moat shows why most of the industry did not have Google's option. Search Gravity F
I-0312	201	body	2195	0	2	0	0	no	teaches users to treat the web as an answerable surface. A chat assistant changes the shape of that contract. Instead of sending the user outward, it can pull the answer inward. That inward pull is why Google's AI product conversion was so delicate. A direct answer may satisfy the user faster, but i
I-0312	202	body	1524	0	2	0	0	no	benchmark claims need row extraction before they become chartable. The important point is the shift in product grammar: Google was now speaking the language of reasoning, cost, and harder tasks. That placed Gemini into the book's later arc. The race had moved beyond bigger pretraining runs and chat 
I-0312	203	body	1278	1	4	0	0	no	Developers, Cloud, And The Second Audience F09.05 / A-0287-015 - Figure 09.05 - Google AI Studio Product Surface Google AI Studio public-web screenshot anchors Gemini as a developer- facing product surface; it does not prove benchmark rank, adoption, Search economics, TPU performance, or current fea
I-0312	204	body	2350	0	2	0	0	no	This matters because it makes Google harder to judge from the outside. If Gemini is only a chatbot, a reader can compare it to ChatGPT or Claude by feel. If Gemini is also a cloud and developer platform, the comparison becomes messier. A company may choose Google because its data already lives in Bi
I-0312	205	body	2298	0	2	0	0	no	assistant invade products while preserving enough trust that users did not feel their documents, searches, and phone habits had been turned into an uncontrolled experiment. It had to offer developers a frontier platform while convincing enterprises that Google Cloud was not merely an alternative to 
I-0312	206	body	1034	0	3	0	0	no	That is why the Google/DeepMind story matters for the whole book. The LLM race was not simply a contest between model qualities. It was a contest between ways of converting next-token prediction into computing. OpenAI converted it into a viral interface. Microsoft converted it into a cloud and produ
I-0312	207	body	969	1	6	0	0	no	Chapter 09 Visual Portfolio These visuals are placed with Chapter 09, Google and DeepMind Wake the Sleeping Giant, so the reader sees the evidence and memory aids beside the argument they serve. VX034 / A-0086 - Chapter 9 research-to-product conversion timeline Figure 9.1 - Research Became Product I
I-0312	208	body	715	1	6	0	0	no	VX035 / A-0087 - Chapter 9 TPU/Search/Workspace surface map Figure 9.2 - Google's Gemini Question Was Surface Conversion. Research, TPUs, Search, Workspace, Android, developer APIs, and cloud are mapped as product surfaces. Categories: curated_chart_data_svg_visualization. Source/provenance: source 
I-0312	209	body	707	1	6	0	0	no	VX036 / A-0088 - Chapter 9 Gemini long-context lane Figure 9.3 - Long Context Became A Product Grammar. Gemini 1.5 technical, consumer, and developer/cloud access-path lanes are separated. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.tsv Source note: Original lig
I-0312	210	body	805	1	6	0	0	no	VX037 / A-0089 - Chapter 9 benchmark/adoption blocker grid Figure 9.4 - The Tempting Gemini Claims Need Different Evidence. Supported Google/Gemini claims are separated from benchmark, adoption, revenue, Search economics, and TPU outcome blockers. Categories: curated_chart_data_svg_visualization. So
I-0312	211	body	689	1	6	0	0	no	VX049 / A-0170 - Google data center in The Dalles Figure candidate - Google data center in The Dalles. Local source-media capture for private production; final caption requires rights, attribution, and claim review. Categories: real_photo_screenshot_source_image. Source/provenance: https://commons.w
I-0312	212	body	1113	2	9	0	0	no	VX062 / A-0284-012 - Google Gemini acquired source_image for private-edition visual layer: Google Gemini. Categories: real_photo_screenshot_source_image. Source/provenance: https://gemini.google.com/ Source note: source rights noted; Visual texture only; does not prove current product state, adoptio
I-0312	213	body	587	1	6	0	0	no	VX084 / A-0287-016 - Vertex AI completion-layer source_image for private-edition visual acquisition: Vertex AI. Categories: real_photo_screenshot_source_image. Source/provenance: https://cloud.google.com/vertex-ai Source note: source rights noted; Screenshot surface only; does not prove current prod
I-0312	214	body	582	1	6	0	0	no	VX093 / A-0259-009 - Google Gemini launch blog source surface SSF-0259-009 - Google Gemini launch blog source surface. Categories: paper_report_excerpt. Source/provenance: https://blog.google/products/gemini/google-gemini-ai/ Source note: source surface; rights and attribution notes are recorded in 
I-0312	215	body	578	1	6	0	0	no	VX094 / A-0259-010 - Bard becomes Gemini source surface SSF-0259-010 - Bard becomes Gemini source surface. Categories: paper_report_excerpt. Source/provenance: https://blog.google/products/gemini/bard-gemini-advanced-app/ Source note: source surface; rights and attribution notes are recorded in the 
I-0312	216	body	543	1	6	0	0	no	VX095 / A-0259-011 - Gemini 1.5 arXiv source surface SSF-0259-011 - Gemini 1.5 arXiv source surface. Categories: paper_report_excerpt. Source/provenance: https://arxiv.org/abs/2403.05530 Source note: source surface; rights and attribution notes are recorded in the project ledgers. checksum recorded;
I-0312	217	body	508	1	6	0	0	no	VX129 / A-0284-030 - Google acquired logo for private-edition visual layer: Google. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current produ
I-0312	218	body	520	1	6	0	0	no	VX130 / A-0284-031 - Google Cloud acquired logo for private-edition visual layer: Google Cloud. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or c
I-0312	219	body	587	1	6	0	0	no	VX180 / A-0284-060 - Demis Hassabis acquired person_image for private-edition visual layer: Demis Hassabis. Categories: person_image. Source/provenance: https://deepmind.google/about/leadership/demis-hassabis/ Source note: source rights noted; Public-profile page screenshot only; does not support bi
I-0312	220	body	568	1	6	0	0	no	VX181 / A-0284-061 - Sundar Pichai acquired person_image for private-edition visual layer: Sundar Pichai. Categories: person_image. Source/provenance: https://abc.xyz/investor/sundar-pichai/ Source note: source rights noted; Public-profile page screenshot only; does not support biography claims beyo
I-0312	221	body	237	0	2	0	0	no	Chapter 10: Meta, Llama, and the Open-Weight Shock 10. Meta, Llama, and the Open-Weight Shock Meta changes the surface of the race by making powerful weights downloadable objects, which made openness feel practical and governance harder.
I-0312	222	body	451	1	4	0	0	no	The Downloadable Object F10.01 / A-0288-009 - Figure 10.01 - Llama 3 Herd Paper Page The Llama 3 Herd of Models page-one render makes Meta's open-weight family visible as a report artifact; it does not prove open-source legal status, adoption, benchmark supremacy, or deployment outcomes. Source: PAP
I-0312	223	body	2304	0	2	0	0	no	Boundary: Does not prove open-source legal status, adoption, or benchmark supremacy. The LLM race looked, at first, like a race toward closed interfaces. OpenAI put GPT-3 behind an API, then ChatGPT behind a box. Google had model research, search distribution, and cloud products. Anthropic made assi
I-0312	224	body	2135	0	2	0	0	no	pass I-0142, should make the control stack explicit: weights, license, training transparency, hosting burden, safety governance, ecosystem work, and benchmark permission move differently. LLaMA Begins as Research Infrastructure Meta introduced LLaMA in February 2023 as a set of foundation language m
I-0312	225	body	1218	1	4	0	0	no	For a book about computing, this matters because software history is full of moments when access to the object changed the field. The personal computer, Unix tools, Linux, the web browser, open-source libraries, and cloud APIs all mattered partly because people could build without asking the origina
I-0312	226	body	2388	0	2	0	0	no	"0023] The release also carried a license and acceptable-use structure, which is why the chapter needs careful language. The weights were available, and commercial use was possible under terms, but the release was not permissionless in the way a small MIT-licensed library might be. The phrase ""open f"
I-0312	227	body	2259	0	2	0	0	no	This branch belongs in both the open-weight chapter and the coding chapters because code was where openness could become immediately practical. A code model has a natural community of testers. Developers can run completions against repositories, unit tests, style checks, benchmarks, and real annoyan
I-0312	228	body	1029	1	4	0	0	no	products. They made Meta's model family a substrate for other people's businesses and research. Even when Meta did not directly monetize every use, it gained influence over the default architecture of the ecosystem. Llama 3 Becomes A Herd F10.03 / A-0286-011 - Figure 10.03 - Llama 3 Hugging Face Mod
I-0312	229	body	2183	0	2	0	0	no	was industrial. A model family can cover different sizes, risk levels, deployment targets, and tasks. It can be the basis for chat assistants, local models, research experiments, cloud endpoints, and specialized fine-tunes. The Llama 3 paper is valuable because it is not only a launch post. It descr
I-0312	230	body	2235	0	2	0	0	no	Llama 4 and the Multimodal Turn By Llama 4, Meta was no longer merely proving that open-weight language models could exist. It was trying to keep the open-weight ecosystem in the frontier conversation. Meta's Llama 4 announcement framed the release as the beginning of a natively multimodal era for t
I-0312	231	body	1116	1	4	0	0	no	The Economics of Giving Away The Machine F10.04 / A-0287-019 - Figure 10.04 - Meta Llama Documentation Surface Meta Llama Docs public-web screenshot anchors Llama as a documented open-weight release surface; it does not prove openness beyond the cited license, benchmark superiority, deployment scale
I-0312	232	body	2367	0	2	0	0	no	Open weights pressure API providers. They give customers an alternative. They push inference vendors to optimize for a public target. They make hardware vendors show demos. They let universities and startups teach, test, and build without asking a frontier lab for permission. They also create safety
I-0312	233	body	1326	0	2	0	0	no	Closed API providers usually keep more of that stack inside the provider. The user gets convenience and a managed service, but less direct control. Open- weight releases move more of the stack outward. The user gains the ability to run, adapt, inspect, compress, and integrate the model, but also inh
I-0312	234	body	448	1	4	0	0	no	The Open-Weight Caveats F10.05 / A-0285-008 - Figure 10.05 - Llama 2 Report Page As Open- Weight Infrastructure Llama 2 report page-one render anchors open-weight infrastructure in a source surface; it does not prove open-source legal status, adoption, superiority, or safe deployment. Source: PAPER-
I-0312	235	body	2190	0	2	0	0	no	Boundary: Does not prove open-source legal status, adoption, or superiority. The open-weight story has its own temptations. The first is to confuse downloadability with accountability. If a model can run locally, the user gains control, but also inherits responsibility. Someone must patch, monitor, 
I-0312	236	body	2271	0	2	0	0	no	What Llama Changed Llama changed what counted as participation in the LLM race. Before open weights became a central strategy, many outsiders could only prompt, pay, benchmark, or speculate. After Llama, they could adapt. That one verb changed the field. Researchers could study model behavior more d
I-0312	237	body	1132	0	3	0	0	no	The old platform move was to gather users behind a service. The Llama move was stranger: release enough of the machine that other people build the ecosystem for you, then let that ecosystem pressure everyone else. Whether that produces safer, fairer, more inventive AI depends on details this chapter
I-0312	238	body	838	1	6	0	0	no	Chapter 10 Visual Portfolio These visuals are placed with Chapter 10, Meta, Llama, and the Open- Weight Shock, so the reader sees the evidence and memory aids beside the argument they serve. VX018 / A-0030 - Llama family open-weight map Figure 10.1 - Llama Family Open-Weight Map. Release-and-claim m
I-0312	239	body	742	1	6	0	0	no	VX042 / A-0112 - Chapter 10 open-weight control stack Figure 10.2 - Open-Weight Control Stack. Weights, license, data transparency, hosting, safety, ecosystem work, and benchmark permission are separated. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.tsv Source no
I-0312	240	body	715	1	6	0	0	no	VX043 / A-0113 - Chapter 10 adopter burden transfer diagram Figure 10.3 - What Moves To The Adopter. Open-weight deployments shift hosting, monitoring, updates, evals, security, governance, and incident response outward. Categories: curated_chart_data_svg_visualization. Source/provenance: source tab
I-0312	241	body	737	1	6	0	0	no	VX044 / A-0114 - Chapter 10 Llama screenshot-priority board Figure 10.4 - Llama Screenshot Priorities. Existing Llama screenshot slots are prioritized as developer and release surfaces, not market evidence. Categories: curated_chart_data_svg_visualization. Source/provenance: source table.tsv Source 
I-0312	242	body	1071	2	9	0	0	no	VX060 / A-0284-010 - Meta Llama acquired source_image for private-edition visual layer: Meta Llama. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.llama.com/ Source note: source rights noted; Visual texture only; does not prove current product state, adoption, perform
I-0312	243	body	1081	2	9	0	0	no	VX065 / A-0284-016 - Hugging Face acquired source_image for private-edition visual layer: Hugging Face. Categories: real_photo_screenshot_source_image. Source/provenance: https://huggingface.co/ Source note: source rights noted; Visual texture only; does not prove current product state, adoption, pe
I-0312	244	body	1100	2	9	0	0	no	VX092 / A-0259-008 - Mistral pricing source surface SSF-0259-008 - Mistral pricing source surface. Categories: paper_report_excerpt. Source/provenance: https://mistral.ai/pricing Source note: source surface; rights and attribution notes are recorded in the project ledgers. checksum recorded; blocker
I-0312	245	body	631	1	6	0	0	no	VX118 / A-0286-003 - Hugging Face BLOOM model card source-surface card for Hugging Face BLOOM model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/bigscience/bloom Source note: source rights noted; screenshot hash 34bb81e90d83311e4cde1aef0117ee
I-0312	246	body	626	1	6	0	0	no	VX119 / A-0286-005 - Hugging Face Mistral 7B model card source-surface card for Hugging Face Mistral 7B model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/mistralai/Mistral-7B-v0.1 Source note: source rights noted; screenshot hash 57dabf06f4c
I-0312	247	body	612	1	6	0	0	no	VX120 / A-0286-006 - Hugging Face Qwen2 model card source-surface card for Hugging Face Qwen2 model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/Qwen/Qwen2-7B-Instruct Source note: source rights noted; screenshot hash b173ca99783c81e93e11ebe1
I-0312	248	body	640	1	6	0	0	no	VX121 / A-0286-007 - Hugging Face DeepSeek-R1 model card source-surface card for Hugging Face DeepSeek-R1 model card. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://huggingface.co/deepseek-ai/DeepSeek-R1 Source note: source rights noted; screenshot hash 006e151312f
I-0312	249	body	649	1	6	0	0	no	VX124 / A-0289-005 - Mistral model docs source-surface completion card for Mistral model docs. Categories: model_card_hf_benchmark_repo_docs_surface. Source/provenance: https://docs.mistral.ai/getting- started/models/models_overview/ Source note: source rights noted; screenshot hash df4d35a014f18674
I-0312	250	body	504	1	6	0	0	no	VX128 / A-0284-029 - Meta acquired logo for private-edition visual layer: Meta. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product s
I-0312	251	body	520	1	6	0	0	no	VX132 / A-0284-033 - Hugging Face acquired logo for private-edition visual layer: Hugging Face. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or c
I-0312	252	body	516	1	6	0	0	no	VX133 / A-0284-034 - Mistral AI acquired logo for private-edition visual layer: Mistral AI. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or curre
I-0312	253	body	522	1	6	0	0	no	VX150 / A-0287-027 - Ollama completion-layer logo for private-edition visual acquisition: Ollama. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or
I-0312	254	body	597	1	6	0	0	no	VX179 / A-0284-059 - Mark Zuckerberg acquired person_image for private-edition visual layer: Mark Zuckerberg. Categories: person_image. Source/provenance: https://about.meta.com/media-gallery/executives/mark-zuckerberg/ Source note: source rights noted; Public-profile page screenshot only; does not 
I-0312	255	body	561	1	6	0	0	no	VX183 / A-0284-063 - Yann LeCun acquired person_image for private-edition visual layer: Yann LeCun. Categories: person_image. Source/provenance: https://ai.meta.com/people/yann-lecun/ Source note: source rights noted; Public-profile page screenshot only; does not support biography claims beyond sepa
I-0312	256	body	586	1	6	0	0	no	VX195 / A-0287-060 - Arthur Mensch completion-layer person_image for private-edition visual acquisition: Arthur Mensch. Categories: person_image. Source/provenance: https://en.wikipedia.org/wiki/Arthur_Mensch Source note: source rights noted; Public-profile page screenshot only; does not support bio
I-0312	257	body	570	1	6	0	0	no	VX196 / A-0287-061 - Clem Delangue completion-layer person_image for private-edition visual acquisition: Clem Delangue. Categories: person_image. Source/provenance: https://huggingface.co/clem Source note: source rights noted; Public-profile page screenshot only; does not support biography claims be
I-0312	258	body	569	1	6	0	0	no	VX197 / A-0287-062 - Thomas Wolf completion-layer person_image for private-edition visual acquisition: Thomas Wolf. Categories: person_image. Source/provenance: https://huggingface.co/ThomasW Source note: source rights noted; Public-profile page screenshot only; does not support biography claims bey
I-0312	259	body	759	1	4	0	0	no	Chapter 11: The Chinese Frontier 11. The Chinese Frontier The Chinese frontier widens the map again, but the chapter treats each lab as evidence, not as a national scoreboard. Too Important To Treat As A Footnote F11.01 / A-0289-001 - Figure 11.01 - Qwen3 Hugging Face Model Card Qwen3 Hugging Face m
I-0312	260	body	2447	0	2	0	0	no	The American version of the LLM race is easy to narrate: OpenAI lit the interface fuse, Microsoft supplied cloud partnership and distribution, Google defended search and converted research depth into Gemini, Anthropic turned assistant behavior into a brand, Meta pushed open weights, and NVIDIA sold 
I-0312	261	body	1028	1	4	0	0	no	Qwen and the Alibaba Route F11.02 / A-0289-002 - Figure 11.02 - DeepSeek-V3 Hugging Face Model Card DeepSeek-V3 Hugging Face model-card screenshot adds a visible distribution surface for DeepSeek; it does not prove current production use, universal superiority, safety, deployment scale, or live benc
I-0312	262	body	2311	0	2	0	0	no	"Qwen2 can be used here for family and capability context, but not for a loose claim that Alibaba ""won"" an open-model race. The report contains exact model variants, benchmarks, and training details that need row extraction before tables. In prose, the safer claim is that Qwen2 belongs to the serious"
I-0312	263	body	2383	0	2	0	0	no	parameters and 37B activated per token, using Multi-head Latent Attention and DeepSeekMoE designs, pretraining on 14.8 trillion tokens, and reporting 2.788M H800 GPU hours for training. [S-0028] Those numbers should be handled carefully, but they are not decorative. They explain why the report matte
I-0312	264	body	194	0	2	0	0	no	market impact, geopolitical shock, stock moves, national policy, or broad adoption need separate sources. This chapter is about LLM mechanisms and release strategy, not a financial-news montage.
I-0312	265	body	516	1	4	0	0	no	GLM, Kimi, and The Broader Frontier F11.03 / A-0285-010 - Figure 11.03 - Qwen2 Technical Report Page Qwen2 technical-report page-one render gives the China/open-model chapter a dated Qwen source surface; it does not support Qwen 3.5 or Qwen 3.6 claims or live rank without later sources. Source: PAPE
I-0312	266	body	2241	0	2	0	0	no	GLM-4 and Kimi k1.5 keep the chapter from becoming a Qwen-and-DeepSeek duet. The GLM-4 report, from Zhipu AI/THUDM, supports a multilingual and multimodal chat-model lane. Kimi k1.5, from Moonshot AI, supports a reasoning and reinforcement-learning lane. [S-0031] Together they show that China's fron
I-0312	267	body	2361	0	2	0	0	no	A Different Kind Of Openness The Meta chapter used a control-stack frame: weights, license, training transparency, operational control, safety governance, ecosystem activity, and benchmark claims are separate layers. The China chapter needs the same discipline, but with another layer added: cross-bo
I-0312	268	body	420	1	4	0	0	no	Hardware Constraints and Model Style F11.04 / A-0288-017 - Figure 11.04 - Qwen3 Technical Report Page Qwen3 technical-report page-one render adds a dated Qwen3 source surface; it does not support unsupported Qwen 3.5 or Qwen 3.6 claims or live ranking claims. Source: PDF-0288-007;A-0288-017;I-0291; 
I-0312	269	body	2310	0	2	0	0	no	Boundary: Does not support unsupported Qwen 3.5/3.6 claims or live rank without later sources. No China LLM chapter can avoid hardware, but hardware should not swallow the chapter. U.S. export controls, local accelerator efforts, cloud capacity, and datacenter constraints shape the environment, but 
I-0312	270	body	1764	0	2	0	0	no	MiniMax, Baidu, Tencent, Xiaomi MiMo, and StepFun are precisely the kind of names that create this risk. They matter to the mandatory spine because China's frontier is broader than Qwen, DeepSeek, GLM, and Kimi. But without local primary rows in the current workspace, the safe move is not to pretend
I-0312	271	body	461	1	4	0	0	no	Why The Frontier Became Multipolar F11.05 / A-0285-011 - Figure 11.05 - DeepSeek-V3 Technical Report Page DeepSeek-V3 technical-report page-one render grounds the DeepSeek lane in a primary report surface; it does not prove post-cutoff V4 claims, neutral benchmark superiority, or deployment scale. S
I-0312	272	body	2281	0	2	0	0	no	Boundary: Does not prove post-cutoff V4 claims or neutral benchmark superiority. The China chapter also changes how earlier chapters should be read. Scaling laws can sound universal when written from a distance, but model builders do not inhabit the same constraint set. Hardware access, cloud econom
I-0312	273	body	2210	0	2	0	0	no	The point is not balance for its own sake. It is causality. If multiple labs in multiple jurisdictions can produce serious models, then capability diffuses through papers, weights, distillation recipes, benchmark harnesses, inference servers, developer forums, and cloud platforms. A frontier model i
I-0312	274	body	2199	0	2	0	0	no	What This Chapter Can Say Today This chapter can say that China's LLM ecosystem had several source- supported frontier lanes by the cutoff: Qwen for Alibaba's open/developer model family, DeepSeek for MoE efficiency and reasoning releases, GLM-4 for multilingual/multimodal chat-model research, and K
I-0312	275	body	475	0	3	0	0	no	That is the point. The frontier became too distributed for one narrator's shortcut. A serious book has to slow down enough to name the systems correctly. The frontier spread instead of narrowing. Europe, xAI, Mistral, Anthropic, and other labs complicated the fantasy that one geography, license mode
I-0312	276	body	832	1	6	0	0	no	Chapter 11 Visual Portfolio These visuals are placed with Chapter 11, The Chinese Frontier, so the reader sees the evidence and memory aids beside the argument they serve. VX019 / A-0031 - China open-model source-permission map Figure 11.1 - China Open-Model Source Map. Source-permission map for Qwe
I-0312	277	body	1061	2	9	0	0	no	VX059 / A-0284-009 - DeepSeek acquired source_image for private-edition visual layer: DeepSeek. Categories: real_photo_screenshot_source_image. Source/provenance: https://www.deepseek.com/ Source note: source rights noted; Visual texture only; does not prove current product state, adoption, performa
I-0312	278	body	506	1	6	0	0	no	VX135 / A-0284-036 - Baidu acquired logo for private-edition visual layer: Baidu. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product
I-0312	279	body	508	1	6	0	0	no	VX136 / A-0284-037 - Xiaomi acquired logo for private-edition visual layer: Xiaomi. Categories: logo. Source/provenance: https://simpleicons.org/ Source note: source rights noted; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current produ
I-0312	280	body	1829	0	51	0	0	no	PORTFOLIO PLATE - LOGO Frontier Labs And Model Families Lab and platform logos show the model race as a field of institutions, not only release names. Caption: Frontier Labs And Model Families. Lab and platform logos show the model race as a field of institutions, not only release names. Blocked cla
I-0312	281	body	598	0	16	0	0	no	Source: https://simpl Blocked claims: Visual identity/prof texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state. Source: https://simpl Blocked claims: Visual identity/profi texture only; does not prove biography, a
I-0312	282	body	4426	0	55	0	0	no	PORTFOLIO PLATE - PDF DECK REPORT PAGE Frontier Technical Reports Beyond The US Core Gemini, Qwen3, GLM-4, Kimi, and Nemotron surfaces widen the model-race evidence beyond a single lab axis. Caption: Frontier Technical Reports Beyond The US Core. Gemini, Qwen3, GLM-4, Kimi, and Nemotron surfaces wid
I-0312	283	body	41	0	24	0	0	no	without separate sentence- level support.
I-0312	284	body	5456	0	79	0	0	no	PORTFOLIO PLATE - VISUAL BOARD Labs, Open Weights, And Plural Frontier Google, Meta, China, Anthropic, and open-model structure. Caption: Labs, Open Weights, And Plural Frontier. Google, Meta, China, Anthropic, and open-model structure. Evidence boundary: chart/data/SVG atlas only; no live-rank, cap
