pass_id	figure_index	classes	old_caption	new_caption	changed
I-0314	139	atlas-figure;source_surface_render	LMArena historical dataset JSON surface. paper_report_excerpt. Source: https://datasets-server.huggingface.co/rows?dataset=lmarena-ai%2Fleaderboard-dataset.	LMArena historical dataset JSON surface, shown as a public web page.	yes
I-0314	140	atlas-figure;documentation_surface	OpenAI API model docs surface. source-surface card for OpenAI API model docs surface.	OpenAI API model docs surface.	yes
I-0314	141	atlas-figure;logo	Kaggle. logo. Source: https://simpleicons.org/.	Kaggle logo.	yes
I-0314	142	book-figure;embedded-visual;svg_diagram	The Moat Under The Moat. Frameworks, libraries, CUDA programming model, runtime, accelerators, and cloud operations form one stack. source context are recorded in the endnotes.	The Moat Under The Moat.	yes
I-0314	143	book-figure;embedded-visual;svg_diagram	The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem. source context are recorded in the endnotes.	The Traffic Pattern.	yes
I-0314	144	book-figure;embedded-visual;svg_diagram	Two Capacity Problems. Training runs and inference services stress the same GPU stack in different ways. source context are recorded in the endnotes.	Two Capacity Problems.	yes
I-0314	145	book-figure;embedded-visual;svg_repair_source_card	Lithography Texture Becomes Packaging Logic. Figure 14/16.x candidate - Lithography/ASML proxy physical texture.	Lithography Texture Becomes Packaging Logic. Figure 14/16.x candidate - Lithography/ASML proxy physical texture.	no
I-0314	146	book-figure;embedded-visual;svg_repair_source_card	Figure 14.x candidate - Cleanroom manufacturing environment. CH14.	Figure 14.x candidate - Cleanroom manufacturing environment. CH14.	no
I-0314	147	book-figure;embedded-visual;real_world_source_image	NVIDIA GB200 NVL72 Hardware Surface. NVIDIA GB200 NVL72 public-web screenshot adds rack-scale hardware texture to the systems discussion; it.	NVIDIA GB200 NVL72 Hardware Surface, shown as a public web page.	yes
I-0314	148	atlas-figure;source_image	NVIDIA AI. real_photo_screenshot_source_image. Source: https://www.nvidia.com/en-us/ai/.	NVIDIA AI, shown as a public web page.	yes
I-0314	149	atlas-figure;source_image	NVIDIA GTC. real_photo_screenshot_source_image. Source: https://www.nvidia.com/gtc/.	Nvidia Gtc, shown as a public web page.	yes
I-0314	150	atlas-figure;source_image	AMD Instinct. real_photo_screenshot_source_image. Source: https://www.amd.com/en/products/accelerators/instinct.html.	AMD Instinct, shown as a public web page.	yes
I-0314	151	atlas-figure;source_image	ASML. real_photo_screenshot_source_image. Source: https://www.asml.com/en.	ASML, shown as a public web page.	yes
I-0314	152	atlas-figure;source_image	CUDA Toolkit. real_photo_screenshot_source_image. Source: https://developer.nvidia.com/cuda-toolkit.	CUDA Toolkit, shown as a public web page.	yes
I-0314	153	atlas-figure;source_image	Oracle AI. real_photo_screenshot_source_image. Source: https://www.oracle.com/artificial-intelligence/.	Oracle AI, shown as a public web page.	yes
I-0314	154	atlas-figure;source_image	NVIDIA CUDA Toolkit. real_photo_screenshot_source_image. Source: https://developer.nvidia.com/cuda-toolkit.	Nvidia Cuda Toolkit, shown as a public web page.	yes
I-0314	155	atlas-figure;source_image	AMD ROCm. real_photo_screenshot_source_image. Source: https://www.amd.com/en/developer/resources/rocm-hub.html.	AMD ROCm, shown as a public web page.	yes
I-0314	156	atlas-figure;source_image	AMD Instinct MI300. real_photo_screenshot_source_image. Source: https://www.amd.com/en/products/accelerators/instinct/mi300.html.	AMD Instinct MI300, shown as a public web page.	yes
I-0314	157	atlas-figure;source_image	CoreWeave Cloud. real_photo_screenshot_source_image. Source: https://www.coreweave.com/.	CoreWeave Cloud, shown as a public web page.	yes
I-0314	158	atlas-figure;source_image	Lambda GPU Cloud. real_photo_screenshot_source_image. Source: https://lambdalabs.com/service/gpu-cloud.	Lambda GPU Cloud, shown as a public web page.	yes
I-0314	159	atlas-figure;source_image	Digital Realty AI. real_photo_screenshot_source_image. Source: https://www.digitalrealty.com/data-centers/artificial-intelligence.	Digital Realty AI, shown as a public web page.	yes
I-0314	160	atlas-figure;source_image	ASML Lithography. real_photo_screenshot_source_image. Source: https://www.asml.com/en/technology/lithography-principles.	ASML Lithography, shown as a public web page.	yes
I-0314	161	atlas-figure;source_image	TSMC 3DFabric. real_photo_screenshot_source_image. Source: https://www.tsmc.com/english/dedicatedFoundry/technology/3DFabric.	TSMC 3DFabric, shown as a public web page.	yes
I-0314	162	atlas-figure;extracted_slide_render	GTC-2026-Keynote.pdf. Figure 15/22.x candidate - NVIDIA frames inference throughput per megawatt, interactivity, service tiers, and model classes as AI-factory economics.	GTC-2026-Keynote.pdf. Figure 15/22.x candidate - NVIDIA frames inference throughput per megawatt, interactivity, service tiers, and model classes as AI-factory economics.	no
I-0314	163	atlas-figure;pdf_presentation_page	GTC 2026 keynote title/opening surface. source-surface card for GTC 2026 keynote title/opening surface.	GTC 2026 keynote title/opening surface.	yes
I-0314	164	atlas-figure;pdf_presentation_page	GTC 2026 software stack surface. source-surface card for GTC 2026 software stack surface.	GTC 2026 software stack surface.	yes
I-0314	165	atlas-figure;logo	NVIDIA. logo. Source: https://simpleicons.org/.	NVIDIA logo.	yes
I-0314	166	atlas-figure;logo	AMD. logo. Source: https://simpleicons.org/.	AMD logo.	yes
I-0314	167	atlas-figure;logo	Intel. logo. Source: https://simpleicons.org/.	Intel logo.	yes
I-0314	168	atlas-figure;logo	Arm. logo. Source: https://simpleicons.org/.	Arm logo.	yes
I-0314	169	atlas-figure;person_image	Lisa Su. person_image. Source: https://www.amd.com/en/corporate/leadership/lisa-su.html.	Lisa Su.	yes
I-0314	170	book-figure;embedded-visual;real_world_source_image	NVIDIA DGX Cloud Product Surface. NVIDIA DGX Cloud public-web screenshot gives the AI factory stack a concrete infrastructure product surface; it.	NVIDIA DGX Cloud Product Surface, shown as a public web page.	yes
I-0314	171	book-figure;embedded-visual;real_world_person_image	Jensen Huang Public Profile Texture. Public-profile image of Jensen Huang supplies leadership texture alongside NVIDIA's AI-factory framing; it.	Jensen Huang Public Profile Texture.	yes
I-0314	172	book-figure;embedded-visual;source_surface_pdf_presentation_page	GTC 2026 Rack-Scale Comparison Page. GTC 2026 page render supplies NVIDIA-attributed rack-scale comparison texture; it.	GTC 2026 Rack-Scale Comparison Page. GTC 2026 page render supplies NVIDIA-attributed rack-scale comparison texture; it.	no
I-0314	173	book-figure;embedded-visual;source_surface_pdf_presentation_page	GTC 2026 Hardware Roadmap Page. GTC 2026 hardware-roadmap page render anchors the cutoff-labeled roadmap discussion; roadmap language is not happened history after the cutoff.	GTC 2026 Hardware Roadmap Page. GTC 2026 hardware-roadmap page render anchors the cutoff-labeled roadmap discussion; roadmap language is not happened history after the cutoff.	no
I-0314	174	book-figure;embedded-visual;svg_claim_card	Figure 15.x - GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-design and AI factory platform framing. source context are recorded in the endnotes.	GTC Page 51: DSX Platform Frame. Lightweight card labeling DSX as NVIDIA reference-design and AI factory platform framing.	yes
I-0314	175	book-figure;embedded-visual;source_surface_pdf_presentation_page	GTC 2026 AI Factory Framing Page. GTC 2026 AI-factory framing page render shows NVIDIA's source-actor language about inference, tokens, compute, and revenue; it.	GTC 2026 AI Factory Framing Page.	yes
I-0314	176	book-figure;embedded-visual;source_excerpt_card_svg	Inference compute is a roadmap argument. Figure 15.x candidate - NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric.	Inference compute is a roadmap argument.	yes
I-0314	177	atlas-figure;svg_diagram	AI factory stack visual. AI Factory Stack. Sourced block diagram separating NVIDIA's GTC framing from infrastructure layers: model serving, accelerators, networking, data movement, facilities, and token economics.	AI factory stack visual.	yes
I-0314	178	atlas-figure;svg_claim_card	GTC page 29 AI factory thesis card. Figure 15.x - GTC Page 29: AI Factory Thesis. Lightweight card labeling NVIDIA's AI factory thesis as announced/framing evidence from local keynote page 29.	GTC page 29 AI factory thesis card. Figure 15.x - GTC Page 29: AI Factory Thesis.	yes
I-0314	179	atlas-figure;svg_claim_card	GTC page 45 inference compute roadmap card. Figure 15.x - GTC Page 45: Inference Compute Roadmap. Lightweight card labeling Groq 3 LPX and 2H26 availability language as NVIDIA roadmap/availability/performance evidence.	GTC page 45 inference compute roadmap card. Figure 15.x - GTC Page 45: Inference Compute Roadmap.	yes
I-0314	180	atlas-figure;svg_claim_card	GTC page 46 Vera Rubin partner card. Figure 15.x - GTC Page 46: Vera Rubin NVL72. Lightweight card labeling launch-partner and rack-scale performance statements as NVIDIA announcement, partner, and performance claims.	GTC page 46 Vera Rubin partner card. Figure 15.x - GTC Page 46: Vera Rubin NVL72.	yes
I-0314	181	atlas-figure;svg_claim_card	GTC page 49 system comparison card. Figure 15.x - GTC Page 49: System Comparison. Lightweight card labeling NVIDIA's one-gigawatt AI factory comparison as performance/system-framing evidence.	GTC page 49 system comparison card. Figure 15.x - GTC Page 49: System Comparison.	yes
I-0314	182	atlas-figure;svg_claim_card	GTC page 50 roadmap card. Figure 15.x - GTC Page 50: Roadmap Cadence. Lightweight card preserving NVIDIA's 2024/2026/2028 platform cadence as roadmap evidence.	GTC page 50 roadmap card. Figure 15.x - GTC Page 50: Roadmap Cadence.	yes
I-0314	183	atlas-figure;source_screenshot_slot	GTC 2026 page 29 AI-factory source surface. Figure 15.x candidate - NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric.	GTC 2026 page 29 AI-factory document.	yes
I-0314	184	atlas-figure;source_screenshot_slot	GTC 2026 page 51 DSX handoff source surface. Figure 15/16.x candidate - NVIDIA's DSX platform slide as a bridge from GTC rhetoric to physical constraints.	Figure 15/16.x candidate - NVIDIA's DSX platform slide as a bridge from GTC rhetoric to physical constraints.	yes
I-0314	185	atlas-figure;extracted_slide_render	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA frames the AI factory as industrial infrastructure: inference is the workload, tokens are the commodity, and compute is revenue.	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA frames the AI factory as industrial infrastructure: inference is the workload, tokens are the commodity, and compute is revenue.	no
I-0314	186	atlas-figure;extracted_slide_render	"GTC-2026-Keynote.pdf. Figure 15.x - GTC 2026 slide for NVIDIA Groq 3 LPX inference compute, including NVIDIA-stated specs and ""Available 2H26.""."	"GTC-2026-Keynote.pdf. Figure 15.x - GTC 2026 slide for NVIDIA Groq 3 LPX inference compute, including NVIDIA-stated specs and ""Available 2H26.""."	no
I-0314	187	atlas-figure;extracted_slide_render	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA announces Vera Rubin NVL72 launch partners with NVIDIA-stated perf-per-watt, NVFP4, HBM4, and NVLink6 claims.	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA announces Vera Rubin NVL72 launch partners with NVIDIA-stated perf-per-watt, NVFP4, HBM4, and NVLink6 claims.	no
I-0314	188	atlas-figure;extracted_slide_render	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA compares a one-gigawatt X86-plus-Hopper AI factory with a Vera Rubin system across GPUs, FLOPS, bandwidth, and tokens per second.	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA compares a one-gigawatt X86-plus-Hopper AI factory with a Vera Rubin system across GPUs, FLOPS, bandwidth, and tokens per second.	no
I-0314	189	atlas-figure;extracted_slide_render	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA's 2024-2026-2028 roadmap links Blackwell, Rubin, Feynman, Vera, BlueField, Spectrum, ConnectX, NVLink, and rack-scale systems.	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA's 2024-2026-2028 roadmap links Blackwell, Rubin, Feynman, Vera, BlueField, Spectrum, ConnectX, NVLink, and rack-scale systems.	no
I-0314	190	atlas-figure;extracted_slide_render	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA presents DSX as an AI Factory Platform spanning chips, systems, facilities, software, reference designs, simulation, cooling, and power.	GTC-2026-Keynote.pdf. Figure 15.x - NVIDIA presents DSX as an AI Factory Platform spanning chips, systems, facilities, software, reference designs, simulation, cooling, and power.	no
I-0314	191	atlas-figure;pdf_presentation_page	GTC 2026 inference/economics framing. source-surface card for GTC 2026 inference/economics framing.	GTC 2026 inference/economics framing.	yes
I-0314	192	atlas-figure;pdf_presentation_page	GTC 2026 networking/platform surface. source-surface card for GTC 2026 networking/platform surface.	GTC 2026 networking/platform surface.	yes
I-0314	193	atlas-figure;pdf_presentation_page	GTC 2026 DSX/factory design surface. source-surface card for GTC 2026 DSX/factory design surface.	GTC 2026 DSX/factory design surface.	yes
I-0314	194	atlas-figure;pdf_presentation_page	GTC 2026 closing/ecosystem surface. source-surface card for GTC 2026 closing/ecosystem surface.	GTC 2026 closing/ecosystem surface.	yes
I-0314	195	atlas-figure;pdf_presentation_page	GTC 2026 accelerator system surface. source-surface card for GTC 2026 accelerator system surface.	GTC 2026 accelerator system surface.	yes
I-0314	196	atlas-figure;pdf_presentation_page	GTC 2026 datacenter/facility surface. source-surface card for GTC 2026 datacenter/facility surface.	GTC 2026 datacenter/facility surface.	yes
I-0314	197	book-figure;embedded-visual;svg_diagram	Power To Token Flow. Sourced Chapter 16 flow diagram tracing electricity demand, grid interconnection, facility cooling, accelerators, inference scheduling, and token output with caveat bands. source context are recorded in the endnotes.	Power To Token Flow.	yes
I-0314	198	book-figure;embedded-visual;svg_diagram	Data-Centre Load Scenarios. IEA, LBNL, and DOE rows show measured/current estimates separately from forecast and scenario ranges for global and U.S. data-centre electricity demand. source context are recorded in the endnotes.	Data-Centre Load Scenarios.	yes
I-0314	199	book-figure;embedded-visual;svg_diagram	The Interconnection Queue. EPRI and DOE-SEAB evidence can show facility-scale requests and one-to-three-year grid lead-time pressure, but not a complete project-level delay database. source context are recorded in the endnotes.	The Interconnection Queue.	yes
I-0314	200	book-figure;embedded-visual;source_surface_pdf_presentation_page	GTC 2026 Data-Center Power/Cooling Page. GTC 2026 data-center power/cooling page render adds facility-constraint texture; it.	GTC 2026 Data-Center Power/Cooling Page. GTC 2026 data-center power/cooling page render adds facility-constraint texture; it.	no
I-0314	201	book-figure;embedded-visual;svg_diagram	Clean Procurement Is Not Physical Supply. IEA supply-mix projection language and DOE-SEAB flexibility categories support a distinction between corporate contracts/certificates and the electricity physically serving a site at a given hour. source context are recorded in the endnotes.	Clean Procurement Is Not Physical Supply.	yes
I-0314	202	book-figure;embedded-visual;real_world_source_image	Equinix AI Data-Center Surface. Equinix AI public-web screenshot gives the data-center chapter a facility/operator surface; it.	Equinix AI Data-Center Surface, shown as a public web page.	yes
I-0314	203	book-figure;embedded-visual;svg_repair_source_card	Interconnection Is A Queue, Not Atmosphere. Figure 16.x candidate - Grid interconnection texture.	Interconnection Is A Queue, Not Atmosphere. Figure 16.x candidate - Grid interconnection texture.	no
I-0314	204	book-figure;embedded-visual;svg_repair_source_card	Fast Power Is A Constraint Stack. Figure 16.x candidate - Gas turbine speed-to-power texture.	Fast Power Is A Constraint Stack. Figure 16.x candidate - Gas turbine speed-to-power texture.	no
I-0314	205	book-figure;embedded-visual;svg_repair_source_card	Nuclear Texture Needs Evidence, Not Steam. Figure 16.x candidate - Nuclear/cooling tower power texture.	Nuclear Texture Needs Evidence, Not Steam. Figure 16.x candidate - Nuclear/cooling tower power texture.	no
I-0314	206	atlas-figure;svg_layout_mock	Chapter 16 N16-1 note layout mock. Figure 16.x - N16-1 Note Layout Mock. Single-page mock testing whether the LBNL/DOE paragraph can move through into a same-page note while and remain inline.	Chapter 16 N16-1 note layout mock. Figure 16.x - N16-1 Note Layout Mock.	yes
I-0314	207	atlas-figure;svg_layout_mock	Chapter 16 parent inline-cue render. Figure 16.x - Parent Inline-Cue Render. Lightweight page render showing the current LBNL/DOE paragraph before any N16-1 note move, with through still inline.	Chapter 16 parent inline-cue render. Figure 16.x - Parent Inline-Cue Render.	yes
I-0314	208	atlas-figure;svg_diagram	Chapter 16 cooling and rack-density note. Cooling And Rack Density Are Constraints, Not Plumbing. DOE-SEAB supports facility-level cooling/power/water response categories; Uptime supports an operator-survey caution about PUE plateau and rack-density transition.	Chapter 16 cooling and rack-density note.	yes
I-0314	209	atlas-figure;source_image	CoreWeave. real_photo_screenshot_source_image. Source: https://www.coreweave.com/.	CoreWeave, shown as a public web page.	yes
I-0314	210	book-figure;embedded-visual;svg_diagram	Tokenization Ladder. Human text becomes subword pieces, token IDs, context budget, and next-token prediction target. source context are recorded in the endnotes.	Tokenization Ladder.	yes
I-0314	211	book-figure;embedded-visual;svg_diagram	Web Corpus Filter Funnel. Common Crawl style data becomes a training-mixture candidate through filtering, deduplication, and documentation decisions. source context are recorded in the endnotes.	Web Corpus Filter Funnel.	yes
I-0314	212	book-figure;embedded-visual;svg_diagram	Data Mixture Control Board. Schematic corpus lanes show data mixtures as recipes with open-corpus rows and closed-corpus blockers. source context are recorded in the endnotes.	Data Mixture Control Board.	yes
I-0314	213	book-figure;embedded-visual;svg_diagram	Memorization and Contamination Blocker Map. Duplication, benchmark contamination, memorization, extraction, and blocker families are separated. source context are recorded in the endnotes.	Memorization and Contamination Blocker Map.	yes
I-0314	214	atlas-figure;svg_diagram	visual grammar prototype. Chronology rail prototype for launch, model, hardware, and cutoff-bounded timeline figures.	visual grammar prototype.	yes
I-0314	215	atlas-figure;svg_diagram	visual grammar prototype. Repository task lifecycle prototype for coding-agent and tool-use workflow figures.	visual grammar prototype.	yes
I-0314	216	atlas-figure;source_image	Databricks ML. real_photo_screenshot_source_image. Source: https://www.databricks.com/product/machine-learning.	Databricks ML, shown as a public web page.	yes
I-0314	217	atlas-figure;source_image	Snowflake Cortex. real_photo_screenshot_source_image. Source: https://www.snowflake.com/en/data-cloud/cortex/.	Snowflake Cortex, shown as a public web page.	yes
I-0314	218	atlas-figure;logo	Databricks. logo. Source: https://simpleicons.org/.	Databricks logo.	yes
I-0314	219	atlas-figure;logo	Anaconda. logo. Source: https://simpleicons.org/.	Anaconda logo.	yes
I-0314	220	atlas-figure;logo	pandas. logo. Source: https://simpleicons.org/.	pandas logo.	yes
I-0314	221	atlas-figure;logo	scikit-learn. logo. Source: https://simpleicons.org/.	scikit-learn logo.	yes
I-0314	222	atlas-figure;logo	PostgreSQL. logo. Source: https://simpleicons.org/.	PostgreSQL logo.	yes
I-0314	223	atlas-figure;logo	MongoDB. logo. Source: https://simpleicons.org/.	MongoDB logo.	yes
I-0314	224	book-figure;embedded-visual;svg_diagram	RAG Evidence Conveyor. Retrieval, ranking, context packing, generation, citation, and audit gates with failure labels. source context are recorded in the endnotes.	RAG Evidence Conveyor.	yes
I-0314	225	book-figure;embedded-visual;svg_diagram	Function-Call Limit. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens. source context are recorded in the endnotes.	Function-Call Limit.	yes
I-0314	226	book-figure;embedded-visual;svg_diagram	Agent Loop as Harness. Plan, act, observe, gate, context, and review form a bounded system loop. source context are recorded in the endnotes.	Agent Loop as Harness.	yes
I-0314	227	book-figure;embedded-visual;svg_diagram	Prompt Injection Limit. Untrusted retrieved content tries to cross from data into instruction before a tool action. source context are recorded in the endnotes.	Prompt Injection Limit.	yes
I-0314	228	book-figure;embedded-visual;source_excerpt_card_svg	Release notes are product archaeology. Figure 12/18.x - ChatGPT Tool Surface. screenshot slot for plugins, GPTs, or tool-access product packaging.	Figure 12/18.x - ChatGPT Tool Surface. screenshot slot for plugins, GPTs, or tool-access product packaging.	yes
I-0314	229	atlas-figure;logo	LangChain. logo. Source: https://simpleicons.org/.	LangChain logo.	yes
I-0314	230	atlas-figure;logo	OpenTelemetry. logo. Source: https://simpleicons.org/.	OpenTelemetry logo.	yes
I-0314	231	atlas-figure;logo	Ray. logo. Source: https://simpleicons.org/.	Ray logo.	yes
I-0314	232	atlas-figure;logo	Dask. logo. Source: https://simpleicons.org/.	Dask logo.	yes
I-0314	233	book-figure;embedded-visual;source_surface_paper_report_excerpt	Code Llama Paper Page As Code-Model Lineage. Code Llama page-one render anchors code models as a visible open-foundation-model source surface; it.	Code Llama Paper Page As Code-Model Lineage, shown as a paper or report page.	yes
I-0314	234	benchmark_model_card_surface_leaderboard_surface;book-figure;embedded-visual	LiveCodeBench Leaderboard Surface. LiveCodeBench leaderboard screenshot makes coding-model evaluation visible as a benchmark surface; it.	LiveCodeBench Leaderboard Surface. LiveCodeBench leaderboard screenshot makes coding-model evaluation visible as a benchmark surface; it.	no
I-0314	235	benchmark_model_landscape_table;book-figure;embedded-visual	T003 - Figure 19.03 - 2025 Model-Landscape Table. The 2025 benchmark/model-landscape table gives the coding-score discussion a year-specific context panel; it is not a universal quality score, safety result, adoption claim, or live rank.	T003 - Figure 19.03 - 2025 Model-Landscape Table.	yes
I-0314	236	benchmark_model_card_surface_repo_surface;book-figure;embedded-visual	SWE-bench GitHub Repository Surface. SWE-bench GitHub repository screenshot anchors repository-repair evaluation as a source surface; it.	SWE-bench GitHub Repository Surface.	yes
I-0314	237	benchmark_model_landscape_table;book-figure;embedded-visual	T004 - Figure 19.05 - 2021 Model-Landscape Table. The 2021 benchmark/model-landscape table records early code/model context as a memory aid; it is.	T004 - Figure 19.05 - 2021 Model-Landscape Table. The 2021 benchmark/model-landscape table records early code/model context as a memory aid; it is.	no
I-0314	238	atlas-figure;svg_diagram	Chapter 19 code-as-language ladder. Code Was The Second Native Language. Natural-language intent, syntax, execution feedback, and repository context are shown as a supervised ladder.	Chapter 19 code-as-language ladder.	yes
I-0314	239	atlas-figure;svg_diagram	Chapter 19 editor-to-repository workflow. The Assistant Entered At The Cursor. Copilot-style assistance is mapped through editor context, suggestion, human review, tests, and repository integration.	Chapter 19 editor-to-repository workflow.	yes
I-0314	240	atlas-figure;svg_diagram	Chapter 19 coding benchmark ladder. Coding Scores Need A Harness Story. HumanEval-style functions, AlphaCode contest systems, SWE-bench repository repair, and LiveCodeBench contamination-aware tasks are separated before comparison.	Chapter 19 coding benchmark ladder.	yes
I-0314	241	atlas-figure;svg_diagram	Chapter 19 repository-as-prompt schematic. The Repository Became The Prompt. Files, docs, issues, errors, tests, and instructions feed a coding model while review and responsibility remain external gates.	Chapter 19 repository-as-prompt schematic.	yes
I-0314	242	atlas-figure;source_image	PyTorch. real_photo_screenshot_source_image. Source: https://pytorch.org/.	PyTorch, shown as a public web page.	yes
I-0314	243	atlas-figure;logo	Python. logo. Source: https://simpleicons.org/.	Python logo.	yes
I-0314	244	atlas-figure;logo	PyTorch. logo. Source: https://simpleicons.org/.	PyTorch logo.	yes
I-0314	245	atlas-figure;logo	TensorFlow. logo. Source: https://simpleicons.org/.	TensorFlow logo.	yes
I-0314	246	benchmark_model_card_surface_repo_surface;book-figure;embedded-visual	OpenAI Evals Repository Surface. OpenAI Evals GitHub repository screenshot gives the coding-agent harness loop an evaluation-tool surface; it.	OpenAI Evals Repository Surface. OpenAI Evals GitHub repository screenshot gives the coding-agent harness loop an evaluation-tool surface; it.	no
I-0314	247	book-figure;embedded-visual;source_surface_paper_report_excerpt	SWE-bench Paper Page As Harness Evidence. SWE-bench page-one render makes coding-agent evaluation a visible benchmark-harness surface; it.	SWE-bench Paper Page As Harness Evidence, shown as a paper or report page.	yes
I-0314	248	book-figure;embedded-visual;source_surface_paper_report_excerpt	Toolformer Paper Page As Tool-Use Lineage. Toolformer page-one render gives tool-use chapters a primary research source surface; it.	Toolformer Paper Page As Tool-Use Lineage, shown as a paper or report page.	yes
I-0314	249	benchmark_model_card_surface_leaderboard_surface;book-figure;embedded-visual	Berkeley Function Calling Leaderboard Surface. Berkeley Function Calling Leaderboard screenshot makes tool-use evaluation visible; it.	Berkeley Function Calling Leaderboard Surface. Berkeley Function Calling Leaderboard screenshot makes tool-use evaluation visible; it.	no
I-0314	250	book-figure;embedded-visual;real_world_source_image	GitHub Copilot Product Surface. GitHub Copilot source image anchors coding agents as a real developer product surface; it.	GitHub Copilot Product Surface, shown as a public web page.	yes
I-0314	251	atlas-figure;svg_diagram	Chapter 20 coding-agent harness loop. Coding Agent Harness Loop. A model score or workflow result is produced by an issue, repository context, scaffold, tools, tests, retries, and review.	Chapter 20 coding-agent harness loop.	yes
I-0314	252	atlas-figure;svg_diagram	Chapter 20 coding benchmark caveat matrix. Coding Benchmark Caveat Matrix. SWE-bench, LiveCodeBench, terminal tasks, and product metrics each license different claims.	Chapter 20 coding benchmark caveat matrix.	yes
I-0314	253	atlas-figure;svg_diagram	Chapter 20 tool-call lifecycle. Tool-Call Lifecycle. A coding agent proposes an action, crosses a permission Limit, executes a tool, observes output, retries, and returns a diff for review.	Chapter 20 tool-call lifecycle.	yes
I-0314	254	atlas-figure;svg_diagram	Chapter 20 productivity claim blocker map. Productivity Claim Blocker Map. Workflow claims are allowed now; productivity, adoption, revenue, replacement, and enterprise-outcome claims need stronger evidence.	Workflow claims are allowed now; productivity, adoption, revenue, replacement, and enterprise-outcome claims need stronger evidence.	yes
I-0314	255	atlas-figure;logo	xAI/X. logo. Source: https://simpleicons.org/.	xAI/X logo.	yes
I-0314	256	atlas-figure;logo	GitHub. logo. Source: https://simpleicons.org/.	GitHub logo.	yes
I-0314	257	atlas-figure;logo	Docker. logo. Source: https://simpleicons.org/.	Docker logo.	yes
I-0314	258	atlas-figure;logo	Kubernetes. logo. Source: https://simpleicons.org/.	Kubernetes logo.	yes
I-0314	259	atlas-figure;logo	Linux. logo. Source: https://simpleicons.org/.	Linux logo.	yes
I-0314	260	atlas-figure;logo	Cloudflare. logo. Source: https://simpleicons.org/.	Cloudflare logo.	yes
I-0314	261	atlas-figure;logo	Apache. logo. Source: https://simpleicons.org/.	Apache logo.	yes
I-0314	262	atlas-figure;logo	FastAPI. logo. Source: https://simpleicons.org/.	FastAPI logo.	yes
I-0314	263	atlas-figure;logo	Go. logo. Source: https://simpleicons.org/.	Go logo.	yes
I-0314	264	atlas-figure;logo	Rust. logo. Source: https://simpleicons.org/.	Rust logo.	yes
I-0314	265	atlas-figure;logo	Node.js. logo. Source: https://simpleicons.org/.	Node.js logo.	yes
I-0314	266	atlas-figure;logo	TypeScript. logo. Source: https://simpleicons.org/.	TypeScript logo.	yes
I-0314	267	atlas-figure;logo	JavaScript. logo. Source: https://simpleicons.org/.	JavaScript logo.	yes
I-0314	268	atlas-figure;logo	Vite. logo. Source: https://simpleicons.org/.	Vite logo.	yes
I-0314	269	atlas-figure;logo	Vercel. logo. Source: https://simpleicons.org/.	Vercel logo.	yes
I-0314	270	atlas-figure;logo	Netlify. logo. Source: https://simpleicons.org/.	Netlify logo.	yes
I-0314	271	atlas-figure;logo	Redis. logo. Source: https://simpleicons.org/.	Redis logo.	yes
I-0314	272	atlas-figure;logo	Elastic. logo. Source: https://simpleicons.org/.	Elastic logo.	yes
I-0314	273	benchmark_model_landscape_table;book-figure;embedded-visual	T004 - Figure 21.01 - 2026 Model-Landscape Table. The 2026 benchmark/model-landscape table gives reasoning/test-time-compute context as of the cutoff era; it is.	T004 - Figure 21.01 - 2026 Model-Landscape Table. The 2026 benchmark/model-landscape table gives reasoning/test-time-compute context as of the cutoff era; it is.	no
I-0314	274	book-figure;embedded-visual;source_surface_paper_report_excerpt	Chain-of-Thought Paper Page. Chain-of-Thought Prompting page-one render anchors reasoning/test-time prompting in a primary source surface; it.	Chain-of-Thought Paper Page, shown as a paper or report page.	yes
I-0314	275	book-figure;embedded-visual;source_surface_paper_report_excerpt	DeepSeek-R1 Report Page As Reasoning Surface. DeepSeek-R1 report page-one render ties the reasoning score discussion to a primary report surface; it.	DeepSeek-R1 Report Page As Reasoning Surface, shown as a paper or report page.	yes
I-0314	276	benchmark_model_landscape_table;book-figure;embedded-visual	T005 - Figure 21.04 - 2022 Model-Landscape Table. The 2022 benchmark/model-landscape table records the instruction/RLHF-to-early-chat context as a memory aid; it is.	T005 - Figure 21.04 - 2022 Model-Landscape Table. The 2022 benchmark/model-landscape table records the instruction/RLHF-to-early-chat context as a memory aid; it is.	no
