pass_id	item_id	item_type	source_location	target_chapter	target_section_id	placement_method	title	story_fit	decision
I-0308	VX138	atlas_figure	terminal_visual_atlas	CH14	chapter-14-contextual-visuals	keyword	Arm	CPU ecosystem logo	moved
I-0308	VX139	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	GitHub	coding agent/developer surface logo	moved
I-0308	VX140	atlas_figure	terminal_visual_atlas	CH19	chapter-19-contextual-visuals	keyword	Python	ML/software substrate logo	moved
I-0308	VX141	atlas_figure	terminal_visual_atlas	CH19	chapter-19-contextual-visuals	keyword	PyTorch	training framework logo	moved
I-0308	VX142	atlas_figure	terminal_visual_atlas	CH19	chapter-19-contextual-visuals	keyword	TensorFlow	ML framework logo	moved
I-0308	VX143	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Docker	deployment/tooling logo	moved
I-0308	VX144	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Kubernetes	infrastructure orchestration logo	moved
I-0308	VX145	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Linux	software substrate logo	moved
I-0308	VX146	atlas_figure	terminal_visual_atlas	CH17	chapter-17-contextual-visuals	keyword	Databricks	data/model platform logo	moved
I-0308	VX147	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Cloudflare	edge/inference infrastructure logo	moved
I-0308	VX148	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Apache	open-source substrate logo	moved
I-0308	VX149	atlas_figure	terminal_visual_atlas	CH13	chapter-13-contextual-visuals	keyword	Kaggle	data/benchmark ecosystem logo	moved
I-0308	VX150	atlas_figure	terminal_visual_atlas	CH10	chapter-10-contextual-visuals	keyword	Ollama	local model runtime logo	moved
I-0308	VX151	atlas_figure	terminal_visual_atlas	CH18	chapter-18-contextual-visuals	keyword	LangChain	agent/application framework logo	moved
I-0308	VX152	atlas_figure	terminal_visual_atlas	CH18	chapter-18-contextual-visuals	keyword	OpenTelemetry	observability stack logo	moved
I-0308	VX153	atlas_figure	terminal_visual_atlas	CH18	chapter-18-contextual-visuals	keyword	Ray	distributed compute framework logo	moved
I-0308	VX154	atlas_figure	terminal_visual_atlas	CH18	chapter-18-contextual-visuals	keyword	Dask	distributed Python compute logo	moved
I-0308	VX155	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	Jupyter	notebook/research workflow logo	moved
I-0308	VX156	atlas_figure	terminal_visual_atlas	CH17	chapter-17-contextual-visuals	keyword	Anaconda	Python data-science platform logo	moved
I-0308	VX157	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	NumPy	numerical computing logo	moved
I-0308	VX158	atlas_figure	terminal_visual_atlas	CH17	chapter-17-contextual-visuals	keyword	pandas	dataframe tooling logo	moved
I-0308	VX159	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	SciPy	scientific computing logo	moved
I-0308	VX160	atlas_figure	terminal_visual_atlas	CH17	chapter-17-contextual-visuals	keyword	scikit-learn	classical ML library logo	moved
I-0308	VX161	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	FastAPI	inference/API service logo	moved
I-0308	VX162	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Go	systems language logo	moved
I-0308	VX163	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Rust	systems language logo	moved
I-0308	VX164	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Node.js	server/runtime logo	moved
I-0308	VX165	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	TypeScript	application tooling logo	moved
I-0308	VX166	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	JavaScript	web tooling logo	moved
I-0308	VX167	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Vite	frontend tooling logo	moved
I-0308	VX168	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Vercel	AI application deployment logo	moved
I-0308	VX169	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Netlify	web deployment logo	moved
I-0308	VX170	atlas_figure	terminal_visual_atlas	CH17	chapter-17-contextual-visuals	keyword	PostgreSQL	database substrate logo	moved
I-0308	VX171	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Redis	cache/vector-adjacent infrastructure logo	moved
I-0308	VX172	atlas_figure	terminal_visual_atlas	CH17	chapter-17-contextual-visuals	keyword	MongoDB	document database logo	moved
I-0308	VX173	atlas_figure	terminal_visual_atlas	CH20	chapter-20-contextual-visuals	keyword	Elastic	search/observability logo	moved
I-0308	VX174	atlas_figure	terminal_visual_atlas	CH04	chapter-04-contextual-visuals	keyword	Ilya Sutskever	scaling/alignment human anchor	moved
I-0308	VX175	atlas_figure	terminal_visual_atlas	CH07	chapter-07-contextual-visuals	keyword	Andrej Karpathy	software/LLM education human anchor	moved
I-0308	VX176	atlas_figure	terminal_visual_atlas	CH14	chapter-14-contextual-visuals	keyword	Lisa Su	accelerator competitor human anchor	moved
I-0308	VX177	atlas_figure	terminal_visual_atlas	CH07	chapter-07-contextual-visuals	keyword	Greg Brockman	OpenAI systems/product human anchor	moved
I-0308	VX178	atlas_figure	terminal_visual_atlas	CH12	chapter-12-contextual-visuals	keyword	Daniela Amodei	Anthropic institution human anchor	moved
I-0308	VX179	atlas_figure	terminal_visual_atlas	CH10	chapter-10-contextual-visuals	keyword	Mark Zuckerberg	Llama/open-weight human anchor	moved
I-0308	VX180	atlas_figure	terminal_visual_atlas	CH09	chapter-09-contextual-visuals	keyword	Demis Hassabis	DeepMind/Gemini human anchor	moved
I-0308	VX181	atlas_figure	terminal_visual_atlas	CH09	chapter-09-contextual-visuals	keyword	Sundar Pichai	Google product/platform human anchor	moved
I-0308	VX182	atlas_figure	terminal_visual_atlas	CH01	chapter-01-contextual-visuals	keyword	Satya Nadella	Microsoft/OpenAI platform human anchor	moved
I-0308	VX183	atlas_figure	terminal_visual_atlas	CH10	chapter-10-contextual-visuals	keyword	Yann LeCun	open research/model debate human anchor	moved
I-0308	VX184	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	Geoffrey Hinton	neural-network lineage human anchor	moved
I-0308	VX185	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	Yoshua Bengio	deep-learning lineage human anchor	moved
I-0308	VX186	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	Andrew Ng	AI education/cloud human anchor	moved
I-0308	VX187	atlas_figure	terminal_visual_atlas	CH04	chapter-04-contextual-visuals	keyword	Jeff Dean	Google systems/model scaling human anchor	moved
I-0308	VX188	atlas_figure	terminal_visual_atlas	CH03	chapter-03-contextual-visuals	keyword	Oriol Vinyals	seq2seq/deep learning human anchor	moved
I-0308	VX189	atlas_figure	terminal_visual_atlas	CH03	chapter-03-contextual-visuals	keyword	Ashish Vaswani	Transformer human anchor	moved
I-0308	VX190	atlas_figure	terminal_visual_atlas	CH03	chapter-03-contextual-visuals	keyword	Noam Shazeer	MoE/model architecture human anchor	moved
I-0308	VX191	atlas_figure	terminal_visual_atlas	CH07	chapter-07-contextual-visuals	keyword	Mira Murati	frontier lab/product human anchor	moved
I-0308	VX192	atlas_figure	terminal_visual_atlas	CH07	chapter-07-contextual-visuals	keyword	Wojciech Zaremba	OpenAI research human anchor	moved
I-0308	VX193	atlas_figure	terminal_visual_atlas	CH06	chapter-06-contextual-visuals	keyword	John Schulman	RLHF/OpenAI human anchor	moved
I-0308	VX194	atlas_figure	terminal_visual_atlas	CH03	chapter-03-contextual-visuals	keyword	Aidan Gomez	Transformer/Cohere human anchor	moved
I-0308	VX195	atlas_figure	terminal_visual_atlas	CH10	chapter-10-contextual-visuals	keyword	Arthur Mensch	European frontier lab human anchor	moved
I-0308	VX196	atlas_figure	terminal_visual_atlas	CH10	chapter-10-contextual-visuals	keyword	Clem Delangue	model hub human anchor	moved
I-0308	VX197	atlas_figure	terminal_visual_atlas	CH10	chapter-10-contextual-visuals	keyword	Thomas Wolf	open-model tooling human anchor	moved
I-0308	VX198	atlas_figure	terminal_visual_atlas	CH23	chapter-23-contextual-visuals	keyword	Percy Liang	evaluation/foundation-models human anchor	moved
I-0308	VX199	atlas_figure	terminal_visual_atlas	CH02	chapter-02-contextual-visuals	keyword	Christopher Manning	NLP lineage human anchor	moved
I-0308	VX200	atlas_figure	terminal_visual_atlas	CH08	chapter-08-contextual-visuals	keyword	Sebastian Bubeck	reasoning/evaluation human anchor	moved
I-0308	visual-board-lp-logo-01	authored_board	terminal_board_appendix	CH14	chapter-14-contextual-visuals	curated_board_map	Compute And AI Factory Stack	Placed with Chapter 14 because its board theme supports NVIDIA and CUDA: The Moat Under the Moat.	moved
I-0308	visual-board-lp-logo-02	authored_board	terminal_board_appendix	CH11	chapter-11-contextual-visuals	curated_board_map	Frontier Labs And Model Families	Placed with Chapter 11 because its board theme supports The Chinese Frontier.	moved
I-0308	visual-board-lp-logo-03	authored_board	terminal_board_appendix	CH08	chapter-08-contextual-visuals	curated_board_map	Cloud, Hub, And Distribution Surfaces	Placed with Chapter 08 because its board theme supports Microsoft, OpenAI, and the Cloud Bargain.	moved
I-0308	visual-board-lp-logo-04	authored_board	terminal_board_appendix	CH02	chapter-02-contextual-visuals	curated_board_map	Research And Data-Science Substrate	Placed with Chapter 02 because its board theme supports Before the Transformer.	moved
I-0308	visual-board-lp-logo-05	authored_board	terminal_board_appendix	CH18	chapter-18-contextual-visuals	curated_board_map	Agent And Application Runtime Stack	Placed with Chapter 18 because its board theme supports Tools, Retrieval, and the Agent Turn.	moved
I-0308	visual-board-lp-logo-06	authored_board	terminal_board_appendix	CH17	chapter-17-contextual-visuals	curated_board_map	Data, Observability, And Service Infrastructure	Placed with Chapter 17 because its board theme supports Data, Tokens, and the Library Problem.	moved
I-0308	visual-board-lp-people-01	authored_board	terminal_board_appendix	CH02	chapter-02-contextual-visuals	curated_board_map	Deep-Learning And NLP Lineage	Placed with Chapter 02 because its board theme supports Before the Transformer.	moved
I-0308	visual-board-lp-people-02	authored_board	terminal_board_appendix	CH03	chapter-03-contextual-visuals	curated_board_map	Transformer, Scaling, And Evaluation Line	Placed with Chapter 03 because its board theme supports Attention Catches Fire.	moved
I-0308	visual-board-lp-people-03	authored_board	terminal_board_appendix	CH07	chapter-07-contextual-visuals	curated_board_map	OpenAI Product And RLHF Line	Placed with Chapter 07 because its board theme supports ChatGPT: The Interface Event.	moved
I-0308	visual-board-lp-people-04	authored_board	terminal_board_appendix	CH12	chapter-12-contextual-visuals	curated_board_map	Plural Frontier Institutions	Placed with Chapter 12 because its board theme supports Anthropic, Claude, and the Plural Frontier.	moved
I-0308	visual-board-lp-people-05	authored_board	terminal_board_appendix	CH14	chapter-14-contextual-visuals	curated_board_map	Hardware And Open Ecosystem Operators	Placed with Chapter 14 because its board theme supports NVIDIA and CUDA: The Moat Under the Moat.	moved
I-0308	visual-board-ss-paper-01	authored_board	terminal_board_appendix	CH04	chapter-04-contextual-visuals	curated_board_map	Transformer, GPT, And Scaling Origins	Placed with Chapter 04 because its board theme supports The Scaling Bet.	moved
I-0308	visual-board-ss-paper-02	authored_board	terminal_board_appendix	CH06	chapter-06-contextual-visuals	curated_board_map	Alignment, Open Weights, And Model Families	Placed with Chapter 06 because its board theme supports Alignment Enters the Product.	moved
I-0308	visual-board-ss-paper-03	authored_board	terminal_board_appendix	CH21	chapter-21-contextual-visuals	curated_board_map	Reasoning, Coding, Tool Use, And Retrieval	Placed with Chapter 21 because its board theme supports Reasoning, Test-Time Compute, and the New Scaling Axis.	moved
I-0308	visual-board-ss-paper-04	authored_board	terminal_board_appendix	CH04	chapter-04-contextual-visuals	curated_board_map	Pretraining Lineage And Compute-Optimal Scale	Placed with Chapter 04 because its board theme supports The Scaling Bet.	moved
I-0308	visual-board-ss-paper-05	authored_board	terminal_board_appendix	CH19	chapter-19-contextual-visuals	curated_board_map	Open-Model, Code, And Benchmark Texture	Placed with Chapter 19 because its board theme supports Code as the Second Native Language.	moved
I-0308	visual-board-ss-pdf-01	authored_board	terminal_board_appendix	CH15	chapter-15-contextual-visuals	curated_board_map	GTC Stagecraft: AI Factory Thesis	Placed with Chapter 15 because its board theme supports GTC 2026: The AI Factory Sells Itself.	moved
I-0308	visual-board-ss-pdf-02	authored_board	terminal_board_appendix	CH15	chapter-15-contextual-visuals	curated_board_map	GTC Platform, Networking, And Facilities	Placed with Chapter 15 because its board theme supports GTC 2026: The AI Factory Sells Itself.	moved
I-0308	visual-board-ss-pdf-03	authored_board	terminal_board_appendix	CH06	chapter-06-contextual-visuals	curated_board_map	System Cards And GPT-4 Report Surfaces	Placed with Chapter 06 because its board theme supports Alignment Enters the Product.	moved
I-0308	visual-board-ss-pdf-04	authored_board	terminal_board_appendix	CH16	chapter-16-contextual-visuals	curated_board_map	GTC Infrastructure Constraint Surfaces	Placed with Chapter 16 because its board theme supports Datacenters, Power, and the Physical Internet.	moved
I-0308	visual-board-ss-pdf-05	authored_board	terminal_board_appendix	CH11	chapter-11-contextual-visuals	curated_board_map	Frontier Technical Reports Beyond The US Core	Placed with Chapter 11 because its board theme supports The Chinese Frontier.	moved
I-0308	visual-board-atlas-01	authored_board	terminal_board_appendix	CH03	chapter-03-contextual-visuals	curated_board_map	Language Model Foundations	Placed with Chapter 03 because its board theme supports Attention Catches Fire.	moved
I-0308	visual-board-atlas-02	authored_board	terminal_board_appendix	CH07	chapter-07-contextual-visuals	curated_board_map	Assistant Product Grammar	Placed with Chapter 07 because its board theme supports ChatGPT: The Interface Event.	moved
I-0308	visual-board-atlas-03	authored_board	terminal_board_appendix	CH13	chapter-13-contextual-visuals	curated_board_map	Model Race And Benchmark Memory	Placed with Chapter 13 because its board theme supports Benchmarks, Arenas, and the Mirage of Rank.	moved
I-0308	visual-board-atlas-04	authored_board	terminal_board_appendix	CH11	chapter-11-contextual-visuals	curated_board_map	Labs, Open Weights, And Plural Frontier	Placed with Chapter 11 because its board theme supports The Chinese Frontier.	moved
I-0308	visual-board-atlas-05	authored_board	terminal_board_appendix	CH15	chapter-15-contextual-visuals	curated_board_map	Hardware, CUDA, And AI Factories	Placed with Chapter 15 because its board theme supports GTC 2026: The AI Factory Sells Itself.	moved
I-0308	visual-board-atlas-06	authored_board	terminal_board_appendix	CH16	chapter-16-contextual-visuals	curated_board_map	Power, Data, And Token Supply Chains	Placed with Chapter 16 because its board theme supports Datacenters, Power, and the Physical Internet.	moved
I-0308	visual-board-atlas-07	authored_board	terminal_board_appendix	CH20	chapter-20-contextual-visuals	curated_board_map	Agents, Coding, And Tool Use	Placed with Chapter 20 because its board theme supports Claude Code and the Industrialization of Pair Programming.	moved
I-0308	visual-board-atlas-08	authored_board	terminal_board_appendix	CH23	chapter-23-contextual-visuals	curated_board_map	Economics, Trust, And Evaluation	Placed with Chapter 23 because its board theme supports Failure Modes, Truth, and Trust.	moved
I-0308	visual-board-atlas-09	authored_board	terminal_board_appendix	CH24	chapter-24-contextual-visuals	curated_board_map	Source Cards And Claim Boundaries	Placed with Chapter 24 because its board theme supports Next Token.	moved
I-0308	visual-board-atlas-10	authored_board	terminal_board_appendix	CH24	chapter-24-contextual-visuals	curated_board_map	Reader Memory Rails	Placed with Chapter 24 because its board theme supports Next Token.	moved
