pass_id	figure_id	chapter	chapter_anchor	selected_rank	asset_id	asset_type	figure_title	caption	alt_text	source_note	source_ids	rights_status	rights_stage	publication_decision	manifest_status	source_file	source_file_exists	source_sha256	render_embed_file	render_embed_file_exists	render_embed_sha256	i0257_render_status	fallback_action	claim_boundary	proof_gate	fail_closed_status
I-0258	F09.04	CH09	ch09-fig04	023	A-0089	svg_diagram	The Tempting Gemini Claims Need Different Evidence	Figure 9.4 - The Tempting Gemini Claims Need Different Evidence. Supported Google/Gemini claims are separated from benchmark, adoption, revenue, Search economics, and TPU outcome blockers.	F09.04: The Tempting Gemini Claims Need Different Evidence. Shows Gemini claim blockers. Source and blocker notes remain required at placement.	Source IDs: S-0061;S-0119;S-0120; Asset source: Generated Chapter 9 benchmark/adoption blocker grid; Anchor: S-0119;S-0120;S-0061;data/chapter9_google_deepmind_claim_audit_i0111.tsv; Creator/org: Codex	S-0061;S-0119;S-0120	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter9-benchmark-adoption-blocker-grid.svg	yes	ad9b6e2226a939e024456177b95c45e32f1c3ba6ff2e4913cc7ee0f09911232e	rendered\full_book_i0257\embedded_rasters\F09-04_chapter9-benchmark-adoption-blocker-grid.png	yes	c560cd0fac54850d0b81825c14776bac5a6ceb4019c730e142ad9743ae0db07d	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F09.05	CH09	ch09-fig05	024	A-0129	screenshot_slot	Gemini/Bard Product Surface	Figure 8.x - Gemini/Bard Product Surface. Private-use screenshot slot for Google's assistant/product conversion under existing distribution pressure.	F09.05: Gemini/Bard Product Surface. Shows Gemini/Bard source surface. Source and blocker notes remain required at placement.	Source IDs: S-0119;S-0121;S-0123;S-0124; Asset source: Gemini/Bard product source surface; Anchor: S-0121;S-0123;S-0124;S-0119; Creator/org: Google	S-0119;S-0121;S-0123;S-0124	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0180/A-0129_gemini_bard_product_surface.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F10.01	CH10	ch10-fig01	025	A-0030	svg_diagram	Llama Family Open-Weight Map	Figure 10.1 - Llama Family Open-Weight Map. Release-and-claim map for LLaMA, Llama 2, Code Llama, Llama 3, Llama 3.1, and Llama 4 with source and caveat bands.	F10.01: Llama Family Open-Weight Map. Shows Llama family map. Source and blocker notes remain required at placement.	Source IDs: S-0008;S-0023;S-0024;S-0025;S-0111;S-0113; Asset source: Generated Llama family open-weight map; Anchor: S-0111;S-0023;S-0025;S-0024;S-0113;S-0008; Creator/org: Codex	S-0008;S-0023;S-0024;S-0025;S-0111;S-0113	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/llama-family-open-weight-map.svg	yes	3f8f3744768b8306a246cef2d82cba9800aa6c1371623fe1a731a7700cf04ef5	rendered\full_book_i0257\embedded_rasters\F10-01_llama-family-open-weight-map.png	yes	2b587b1ed8b7d0071d6b85a701a314f8b3286ea955f2f9c9910e1c4e61183a92	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F10.02	CH10	ch10-fig02	026	A-0112	svg_diagram	Open-Weight Control Stack	Figure 10.2 - Open-Weight Control Stack. Weights, license, data transparency, hosting, safety, ecosystem work, and benchmark permission are separated.	F10.02: Open-Weight Control Stack. Shows open-weight control stack. Source and blocker notes remain required at placement.	Source IDs: S-0023;S-0024;S-0025;S-0111;S-0112;S-0113;S-0114; Asset source: Generated Chapter 10 open-weight control stack; Anchor: S-0023;S-0024;S-0025;S-0111;S-0112;S-0113;S-0114;CH10-11AUD-003; Creator/org: Codex	S-0023;S-0024;S-0025;S-0111;S-0112;S-0113;S-0114	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter10-open-weight-control-stack.svg	yes	d0b6ef74c9b4ac3da64d3ee5cfa1b456c5049971ecabdfd8053e4ef10f63d5f2	rendered\full_book_i0257\embedded_rasters\F10-02_chapter10-open-weight-control-stack.png	yes	b70c61f9b31eec2f158f92bdfabd04d41ff879e5c8b244707ef0906110d8185c	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F10.03	CH10	ch10-fig03	027	A-0113	svg_diagram	What Moves To The Adopter	Figure 10.3 - What Moves To The Adopter. Open-weight deployments shift hosting, monitoring, updates, evals, security, governance, and incident response outward.	F10.03: What Moves To The Adopter. Shows adopter burden transfer. Source and blocker notes remain required at placement.	Source IDs: S-0023;S-0024;S-0114; Asset source: Generated Chapter 10 adopter burden transfer diagram; Anchor: S-0023;S-0024;S-0114;CH10-11AUD-003; Creator/org: Codex	S-0023;S-0024;S-0114	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter10-adopter-burden-transfer.svg	yes	a78d8ece5aaf127314ed23c260ae005f8b31a99eed39298ec637646391133e07	rendered\full_book_i0257\embedded_rasters\F10-03_chapter10-adopter-burden-transfer.png	yes	1ae4cd30e0143d97b3aeaf010e491d5652ef3ad0cf06815402e4876bb7923c03	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F10.04	CH10	ch10-fig04	028	A-0044	screenshot_slot	LLaMA launch surface	Figure 10.x - LLaMA launch surface. Private-use screenshot slot for the open-weight shock.	F10.04: LLaMA launch surface. Shows LLaMA launch surface. Source and blocker notes remain required at placement.	Source IDs: S-0111; Asset source: Meta LLaMA launch page; Anchor: S-0111; Creator/org: Meta	S-0111	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0112/A-0044_llama_launch_page.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F10.05	CH10	ch10-fig05	029	A-0047	screenshot_slot	Llama GitHub surface	Figure 10/19.x - Llama GitHub surface. Private-use screenshot slot for developer-facing open weights.	F10.05: Llama GitHub surface. Shows Llama repository surface. Source and blocker notes remain required at placement.	Source IDs: S-0114; Asset source: Meta Llama GitHub repository; Anchor: S-0114; Creator/org: Meta	S-0114	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0112/A-0047_llama_github_repo.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F11.01	CH11	ch11-fig01	030	A-0031	svg_diagram	China Open-Model Source Map	Figure 11.1 - China Open-Model Source Map. Source-permission map for Qwen, DeepSeek, GLM, Kimi, and source-gap lanes for unsupported China/open-model claims.	F11.01: China Open-Model Source Map. Shows China source-permission map. Source and blocker notes remain required at placement.	Source IDs: S-0026;S-0027;S-0028;S-0029;S-0030;S-0031; Asset source: Generated China open-model source-permission map; Anchor: S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;C-0007; Creator/org: Codex	S-0026;S-0027;S-0028;S-0029;S-0030;S-0031	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/china-open-model-source-map.svg	yes	82c6d061e77aaa0873b109b1f51c4dccb8c5ded29aa39fb5510dbecb563fc939	rendered\full_book_i0257\embedded_rasters\F11-01_china-open-model-source-map.png	yes	832e8cfb29ed85f38964e6fecf2ef294b145b17eb6f850935e64fa985d1d5718	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F11.02	CH11	ch11-fig02	031	A-0118	svg_diagram	Supported Lanes And Visible Gaps	Figure 11.x - Supported Lanes And Visible Gaps. Primary sources support selected Qwen, DeepSeek, GLM, and Kimi mechanism lanes; unsupported families stay as source targets, not happened-release or ranking claims.	F11.02: Supported Lanes And Visible Gaps. Shows supported-vs-gap board. Source and blocker notes remain required at placement.	Source IDs: S-0026;S-0027;S-0028;S-0029;S-0030;S-0031; Asset source: Generated Chapter 11 supported-vs-gap source board; Anchor: S-0026;S-0027;S-0028;S-0029;S-0030;S-0031;C-0007;I-0105;CH11CHINA-001;CH11CHINA-008;CH10-11AUD-005;CH10-11AUD-009; Creator/org: Codex	S-0026;S-0027;S-0028;S-0029;S-0030;S-0031	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter11-supported-vs-gap-source-board.svg	yes	b56789933a5565b5fe0178655fd440a26bad894b992ad2bfbe4cfdc009defe1a	rendered\full_book_i0257\embedded_rasters\F11-02_chapter11-supported-vs-gap-source-board.png	yes	4b35f31ffaf50dbf435583d418d096addaa1585595450d044049bf7ae116abcb	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F11.03	CH11	ch11-fig03	032	A-0048	source_screenshot_slot	Qwen2 source surface	Figure 11.x - Qwen2 source surface. Private-use source screenshot slot for primary-paper provenance.	F11.03: Qwen2 source surface. Shows Qwen2 source surface. Source and blocker notes remain required at placement.	Source IDs: S-0026; Asset source: Qwen2 technical report arXiv page; Anchor: S-0026; Creator/org: Qwen team	S-0026	private_capture_needed	redraw_or_source_card_before_publication	redraw	acquisition_ready	assets/private_use_screenshots/i0112/A-0048_qwen2_arxiv_abs.png	no			no		not_embedded_in_i0257_pdf	Replace source-page screenshot with a house-style source card or paper/report first-page excerpt card after page-anchor proof.	Source-page visuals may prove provenance and chronology only; they do not authorize benchmark, superiority, adoption, safety, or company-result claims.	Convert to source card or original redraw before embedding; raw source screenshot is blocked.	blocked_missing_source_file_redraw
I-0258	F11.04	CH11	ch11-fig04	033	A-0049	source_screenshot_slot	Qwen3 source surface	Figure 11.x - Qwen3 source surface. Private-use source screenshot slot for supported Qwen3 lane.	F11.04: Qwen3 source surface. Shows Qwen3 source surface. Source and blocker notes remain required at placement.	Source IDs: S-0027; Asset source: Qwen3 technical report arXiv page; Anchor: S-0027; Creator/org: Qwen team	S-0027	private_capture_needed	redraw_or_source_card_before_publication	redraw	acquisition_ready	assets/private_use_screenshots/i0112/A-0049_qwen3_arxiv_abs.png	no			no		not_embedded_in_i0257_pdf	Replace source-page screenshot with a house-style source card or paper/report first-page excerpt card after page-anchor proof.	Source-page visuals may prove provenance and chronology only; they do not authorize benchmark, superiority, adoption, safety, or company-result claims.	Convert to source card or original redraw before embedding; raw source screenshot is blocked.	blocked_missing_source_file_redraw
I-0258	F11.05	CH11	ch11-fig05	034	A-0050	source_screenshot_slot	DeepSeek-R1 source surface	Figure 11/21.x - DeepSeek-R1 source surface. Private-use source screenshot slot for reasoning bridge.	F11.05: DeepSeek-R1 source surface. Shows DeepSeek-R1 source surface. Source and blocker notes remain required at placement.	Source IDs: S-0029; Asset source: DeepSeek-R1 arXiv page; Anchor: S-0029; Creator/org: DeepSeek-AI	S-0029	private_capture_needed	redraw_or_source_card_before_publication	redraw	acquisition_ready	assets/private_use_screenshots/i0112/A-0050_deepseek_r1_arxiv_abs.png	no			no		not_embedded_in_i0257_pdf	Replace source-page screenshot with a house-style source card or paper/report first-page excerpt card after page-anchor proof.	Source-page visuals may prove provenance and chronology only; they do not authorize benchmark, superiority, adoption, safety, or company-result claims.	Convert to source card or original redraw before embedding; raw source screenshot is blocked.	blocked_missing_source_file_redraw
I-0258	F12.01	CH12	ch12-fig01	035	A-0094	svg_diagram	Constitutional AI As Behavior Grammar	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	F12.01: Constitutional AI As Behavior Grammar. Shows Constitutional AI behavior grammar. Source and blocker notes remain required at placement.	Source IDs: S-0019; Asset source: Generated Chapter 12 Constitutional AI behavior loop; Anchor: S-0019;CH12CLAUDE-001; Creator/org: Codex	S-0019	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter12-constitutional-ai-behavior-loop.svg	yes	52d9a9fd761897005746730c9002de6035a069dbdfd38bf66bb437e98187a4c0	rendered\full_book_i0257\embedded_rasters\F12-01_chapter12-constitutional-ai-behavior-loop.png	yes	a9bf97ec246f6a63dff7b051d49e4bbc16dc642409400a9dec27a42e8d5d74f6	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F12.02	CH12	ch12-fig02	036	A-0095	svg_diagram	Claude Becomes A Product Family	Figure 12.2 - Claude Becomes A Product Family. Haiku, Sonnet, Opus, computer use, Claude Code, and Claude 4 mark release surfaces and product positioning, not permanent best-model status.	F12.02: Claude Becomes A Product Family. Shows Claude product family. Source and blocker notes remain required at placement.	Source IDs: S-0007;S-0020;S-0021;S-0048;S-0109; Asset source: Generated Chapter 12 Claude model-family timeline; Anchor: S-0020;S-0021;S-0109;S-0048;S-0007;CH12CLAUDE-002;CH12CLAUDE-004;CH12CLAUDE-005;CH12CLAUDE-006;CH12CLAUDE-007;CL4BENCH-001; Creator/org: Codex	S-0007;S-0020;S-0021;S-0048;S-0109	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter12-claude-model-family-timeline.svg	yes	1c91ed8b5164c81c5dd6cb6fae52227bbf4e17e3acc0be45b8ece2cb07dcd376	rendered\full_book_i0257\embedded_rasters\F12-02_chapter12-claude-model-family-timeline.png	yes	75430d8b64e5aa97edfc24e78d5f07ee4c61d7d8f6036cb7845e19f408ca9ef1	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F12.03	CH12	ch12-fig03	037	A-0096	svg_diagram	From Assistant To Action Surface	Figure 12.3 - From Assistant To Action Surface. Anthropic's computer-use, MCP, and Claude Code materials show a move toward tool-connected assistants, with permissions and review as part of the system.	F12.03: From Assistant To Action Surface. Shows assistant-to-action surface. Source and blocker notes remain required at placement.	Source IDs: S-0007;S-0022;S-0049;S-0050;S-0051;S-0055;S-0109; Asset source: Generated Chapter 12 computer-use/MCP/Claude Code bridge; Anchor: S-0109;S-0055;S-0022;S-0049;S-0050;S-0051;S-0007;CH12CLAUDE-005;CH12CLAUDE-008;CH12CLAUDE-009;CL4BENCH-005;CL4BENCH-008;CL4BENCH-009; Creator/org: Codex	S-0007;S-0022;S-0049;S-0050;S-0051;S-0055;S-0109	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter12-computer-use-mcp-code-bridge.svg	yes	91d59e3458d0c421ac38338666ae798ee44e30dbdccc823b5c2100c7929f2b70	rendered\full_book_i0257\embedded_rasters\F12-03_chapter12-computer-use-mcp-code-bridge.png	yes	52a898a881c8a39bb64f1b57182e96ee57bfeea5c3fc5bea8fada41c926f6c23	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F12.04	CH12	ch12-fig04	038	A-0097	svg_diagram	The Tempting Claude Claims Are Not The Sourced Ones	Figure 12.4 - The Tempting Claude Claims Are Not The Sourced Ones. Vendor launch pages and docs can show product direction, but outcome claims need benchmark, pricing, adoption, productivity, and safety evidence at the same scope.	F12.04: The Tempting Claude Claims Are Not The Sourced Ones. Shows Claude claim blockers. Source and blocker notes remain required at placement.	Source IDs: S-0007;S-0035;S-0037;S-0060;S-0110; Asset source: Generated Chapter 12 safety/productivity blocker grid; Anchor: S-0110;S-0007;S-0035;S-0037;S-0060;C-0013;C-0046;CH12CLAUDE-003;CH12CLAUDE-010;CL4BENCH-002;CL4BENCH-003;CL4BENCH-004;CL4BENCH-010; Creator/org: Codex	S-0007;S-0035;S-0037;S-0060;S-0110	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter12-safety-productivity-blocker-grid.svg	yes	76a8c5ea7604b1913837b63a4f8b99ac2f946ffca5c081ed7ab5182cce70c52f	rendered\full_book_i0257\embedded_rasters\F12-04_chapter12-safety-productivity-blocker-grid.png	yes	e05674807cb5f495534f8f1fe3b20300680d9dc6c5748ad5aabaf80a59f1d329	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F12.05	CH12	ch12-fig05	039	A-0119	screenshot_slot	Computer Use Source Surface	Figure 12.x - Computer Use Source Surface. Private-use screenshot slot for the October 2024 computer-use announcement, scoped to source texture and product-direction chronology.	F12.05: Computer Use Source Surface. Shows computer-use source surface. Source and blocker notes remain required at placement.	Source IDs: S-0109; Asset source: Anthropic computer-use announcement source surface; Anchor: S-0109; Creator/org: Anthropic	S-0109	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0148/A-0119_claude_computer_use_announcement.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F12.06	CH12	ch12-fig06	040	A-0130	screenshot_slot	Claude Product Surface	Figure 12.x - Claude Product Surface. Private-use screenshot slot for Claude's product/model-family source texture.	F12.06: Claude Product Surface. Shows Claude product source surface. Source and blocker notes remain required at placement.	Source IDs: S-0007;S-0245; Asset source: Claude product/model source surface; Anchor: S-0007;S-0245; Creator/org: Anthropic	S-0007;S-0245	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0180/A-0130_claude_product_surface.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F13.01	CH13	ch13-fig01	041	A-0014	svg_diagram	How Arena Rows Become Rank Claims	Figure 13.y - How Arena Rows Become Rank Claims. Sourced flow diagram for human preference votes, config/category filters, rating uncertainty, publication date, snapshot ID, and chart permission gates.	F13.01: How Arena Rows Become Rank Claims. Shows leaderboard methodology. Source and blocker notes remain required at placement.	Source IDs: S-0036;S-0056;S-0057;S-0080; Asset source: Generated Arena leaderboard methodology flow; Anchor: S-0036;S-0056;S-0057;S-0080;SNAP-20260525-008; Creator/org: Codex	S-0036;S-0056;S-0057;S-0080	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/leaderboard-methodology-flow.svg	yes	a14a77c4c71673cdeb37655c7a40aad19a40a6dcedac2db13df1969f055752c7	rendered\full_book_i0257\embedded_rasters\F13-01_leaderboard-methodology-flow.png	yes	f283cd7cd2fbd99e687c5527079f4d207f29595f4e08958c676197783ec45060	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F13.02	CH13	ch13-fig02	042	A-0013	svg_chart	LMArena/Arena historical text_style_control leaderboard, latest split, overall category, top twelve rows published 2026-05-19.	Figure 13.x - LMArena/Arena historical text_style_control leaderboard, latest split, overall category, top twelve rows published 2026-05-19.	F13.02: LMArena/Arena historical text_style_control leaderboard, latest split, overall category, top twelve rows published 2026-05-19.. Shows historical leaderboard slice. Source and blocker notes remain required at placement.	Source IDs: S-0080; Asset source: Generated LMArena historical leaderboard chart; Anchor: S-0080;SNAP-20260525-008; Creator/org: Codex	S-0080	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/lmarena-may19-text-style-control-top12.svg	yes	d9426fec2cbfc899966e0752f5e472a1b68e4f578ae80ff2ec4499f390085a99	rendered\full_book_i0257\embedded_rasters\F13-02_lmarena-may19-text-style-control-top12.png	yes	216739d1dc35ebf6a0ffbc198a6170f7c2e84eb4d0a705dc309307557d712169	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F13.03	CH13	ch13-fig03	043	A-0019	svg_diagram	Price-Quality Exclusion Map	Figure 13.3 - Price-Quality Exclusion Map. The current evidence allows an exclusion/permission map, not a price-quality frontier: rows can enter only when rank snapshot, exact model/version, cutoff-compatible price, pricing basis, and scope caveats align.	F13.03: Price-Quality Exclusion Map. Shows price-quality exclusion map. Source and blocker notes remain required at placement.	Source IDs: C-0046;data/price_quality_join_audit_i0036.tsv; Asset source: Generated price-quality exclusion map; Anchor: C-0046;data/price_quality_join_audit_i0036.tsv; Creator/org: Codex	C-0046;data/price_quality_join_audit_i0036.tsv	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/price-quality-exclusion-map.svg	yes	820f9c46e4bbaf0aa3c1bc5837be95c22064cced2108108ea81244660aff4bf2	rendered\full_book_i0257\embedded_rasters\F13-03_price-quality-exclusion-map.png	yes	75cfdb76d21e410c503ad2c657e2a3ada60d199f4f478f915ba446cef4825652	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F14.01	CH14	ch14-fig01	044	A-0071	svg_diagram	CUDA Stack: The Moat Under The Moat	Figure 14.1 - CUDA Stack: The Moat Under The Moat. Frameworks, libraries, CUDA programming model, runtime, accelerators, and cloud operations form one stack.	F14.01: CUDA Stack: The Moat Under The Moat. Shows CUDA stack. Source and blocker notes remain required at placement.	Source IDs: S-0138;S-0141;S-0142; Asset source: Generated Chapter 14 CUDA stack; Anchor: S-0138;S-0141;S-0142; Creator/org: Codex	S-0138;S-0141;S-0142	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter14-cuda-stack.svg	yes	c36d41dd7e410321760c5681f64bc7a3be994f53f82235cb4a5145699b747f36	rendered\full_book_i0257\embedded_rasters\F14-01_chapter14-cuda-stack.png	yes	321bbbbc23b2e11b4cd0120eb6203076659191195daf74457100dace76f86a84	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F14.02	CH14	ch14-fig02	045	A-0072	svg_diagram	GPU Memory and Interconnect: The Traffic Pattern	Figure 14.2 - GPU Memory and Interconnect: The Traffic Pattern. Host orchestration, HBM, GPU shards, and interconnect fabric make LLM systems a communication problem.	F14.02: GPU Memory and Interconnect: The Traffic Pattern. Shows GPU memory/interconnect. Source and blocker notes remain required at placement.	Source IDs: S-0039;S-0139;S-0140;S-0143; Asset source: Generated Chapter 14 GPU memory/interconnect schematic; Anchor: S-0039;S-0139;S-0140;S-0143; Creator/org: Codex	S-0039;S-0139;S-0140;S-0143	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter14-gpu-memory-interconnect.svg	yes	a38869977189564eb8e10c96d42dc16c43185bc1dc185129050ab9fffc6bf02c	rendered\full_book_i0257\embedded_rasters\F14-02_chapter14-gpu-memory-interconnect.png	yes	106013d5129ce307a4aa2b54da6993871062223d56b3fc35b127b6ae9cd9badf	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
