pass_id	source_id	note_ref_count	title	creator_or_org	source_type	primary_or_secondary	accessed_date	url_or_path	cutoff_relevance	used_in	bibliography_entry	caveat
I-0267	S-0066	5	NVIDIA Releases Vera Rubin DSX AI Factory Reference Design and Omniverse DSX Digital Twin Blueprint With Broad Industry Support	NVIDIA	press release	primary	2026-05-24	https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Releases-Vera-Rubin-DSX-AI-Factory-Reference-Design-and-Omniverse-DSX-Digital-Twin-Blueprint-With-Broad-Industry-Support/default.aspx	cutoff-bounded GTC 2026 source	manuscript/15-gtc-2026-source-pack.md	S-0066 - NVIDIA Releases Vera Rubin DSX AI Factory Reference Design and Omniverse DSX Digital Twin Blueprint With Broad Industry Support (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Releases-Vera-Rubin-DSX-AI-Factory-Reference-Design-and-Omniverse-DSX-Digital-Twin-Blueprint-With-Broad-Industry-Support/default.aspx)	Use for DSX AI Factory reference-design claims; distinguish release from deployment proof.
I-0267	S-0067	4	NVIDIA Launches BlueField-4 STX Storage Architecture With Broad Industry Adoption	NVIDIA	press release	primary	2026-05-24	https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-BlueField-4-STX-Storage-Architecture-With-Broad-Industry-Adoption/default.aspx	cutoff-bounded GTC 2026 source	manuscript/15-gtc-2026-source-pack.md	S-0067 - NVIDIA Launches BlueField-4 STX Storage Architecture With Broad Industry Adoption (NVIDIA; press release; primary; accessed 2026-05-24; https://investor.nvidia.com/news/press-release-details/2026/NVIDIA-Launches-BlueField-4-STX-Storage-Architecture-With-Broad-Industry-Adoption/default.aspx)	Use for BlueField-4 STX claims; verify storage/context wording before prose.
I-0267	S-0069	7	OpenAI API	OpenAI	product post	primary	2026-05-24	https://openai.com/blog/openai-api	pre-cutoff GPT-3 API source	manuscript/05-gpt-1-to-gpt-3-door-opens.md	S-0069 - OpenAI API (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/openai-api)	Use for June 2020 API distribution and text-in/text-out framing; snapshot before direct quotation.
I-0267	S-0070	9	Introducing GitHub Copilot: your AI pair programmer	GitHub	product post	primary	2026-05-24	https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/	pre-cutoff Copilot source	manuscript/05-gpt-1-to-gpt-3-door-opens.md	S-0070 - Introducing GitHub Copilot: your AI pair programmer (GitHub; product post; primary; accessed 2026-05-24; https://github.blog/news-insights/product-news/introducing-github-copilot-ai-pair-programmer/)	Use for June 2021 Copilot technical preview, OpenAI collaboration, and Codex powering claim; snapshot before direct quotation.
I-0267	S-0071	4	GPT-3 powers the next generation of apps	OpenAI	product post	primary	2026-05-24	https://openai.com/blog/gpt-3-apps	pre-cutoff GPT-3 API ecosystem source	manuscript/05-gpt-1-to-gpt-3-door-opens.md	S-0071 - GPT-3 powers the next generation of apps (OpenAI; product post; primary; accessed 2026-05-24; https://openai.com/blog/gpt-3-apps)	Use cautiously for API ecosystem examples and OpenAI-reported app/developer counts; snapshot before numeric claims.
I-0267	S-0072	5	OpenAI API Docs Pricing	OpenAI	developer documentation	primary	2026-05-25	https://developers.openai.com/api/docs/pricing	post-cutoff access to official pricing documentation; not cutoff-day price evidence	data/source_snapshots/2026-05-25/capture_summary.md	S-0072 - OpenAI API Docs Pricing (OpenAI; developer documentation; primary; accessed 2026-05-25; https://developers.openai.com/api/docs/pricing)	Alternate official OpenAI pricing docs snapshot captured in SNAP-20260525-001 after openai.com/api/pricing shell capture remained HTTP 403 and browser screenshot tooling was unavailable; use only with cutoff-status caveat and row normalization.
I-0267	S-0073	2	Deep reinforcement learning from human preferences	Christiano et al.	paper	primary	2026-05-25	https://arxiv.org/abs/1706.03741	pre-cutoff human-preference RL source	manuscript/06-alignment-enters-product.md	S-0073 - Deep reinforcement learning from human preferences (Christiano et al.; paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1706.03741)	Use for RLHF lineage; avoid implying LLM alignment was solved by the 2017 non-language experiments.
I-0267	S-0074	15	Aligning language models to follow instructions	OpenAI	research/product post	primary	2026-05-25	https://openai.com/index/instruction-following/	pre-cutoff InstructGPT product framing	manuscript/06-alignment-enters-product.md	S-0074 - Aligning language models to follow instructions (OpenAI; research/product post; primary; accessed 2026-05-25; https://openai.com/index/instruction-following/)	Use for OpenAI's public explanation of GPT-3 vs InstructGPT, RLHF, labeler demonstrations/rankings, and API-default deployment; SNAP-20260525-016 is a text-render capture of the canonical official page and supports short quote use with renderer caveat.
I-0267	S-0075	7	Model Spec (2024/05/08)	OpenAI	behavior specification	primary	2026-05-25	https://cdn.openai.com/spec/model-spec-2024-05-08.html	pre-cutoff assistant behavior specification	manuscript/06-alignment-enters-product.md	S-0075 - Model Spec (2024/05/08) (OpenAI; behavior specification; primary; accessed 2026-05-25; https://cdn.openai.com/spec/model-spec-2024-05-08.html)	Use for assistant behavior, chain-of-command, rules/objectives/defaults, and product-policy framing; avoid treating later revisions as cutoff facts.
I-0267	S-0076	8	GPT-4 System Card	OpenAI	system card	primary	2026-05-25	https://cdn.openai.com/papers/gpt-4-system-card.pdf	pre-cutoff GPT-4 safety/system-card source	manuscript/06-alignment-enters-product.md	S-0076 - GPT-4 System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/papers/gpt-4-system-card.pdf)	Use for GPT-4 risk, red-team, mitigation, and evaluation framing; snapshot before direct quotation.
I-0267	S-0077	7	GPT-4o System Card	OpenAI	system card	primary	2026-05-25	https://cdn.openai.com/gpt-4o-system-card.pdf	pre-cutoff GPT-4o system-card source	manuscript/06-alignment-enters-product.md	S-0077 - GPT-4o System Card (OpenAI; system card; primary; accessed 2026-05-25; https://cdn.openai.com/gpt-4o-system-card.pdf)	Use for system-card continuity, external red-team and multimodal product-safety framing; keep image/audio details brief and LLM-relevant.
I-0267	S-0078	3	Introducing ChatGPT Plus	OpenAI	product post	primary	2026-05-25	https://openai.com/blog/chatgpt-plus	pre-cutoff ChatGPT product-evolution source	manuscript/07-chatgpt-interface-event.md	S-0078 - Introducing ChatGPT Plus (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/blog/chatgpt-plus)	Use for February 2023 subscription/productization step; SNAP-20260525-013 is a text-render snapshot of an official OpenAI blog URL variant and permits quote-safe use of launch date, $20/month, benefits, and availability lines with renderer caveat; adoption an...
I-0267	S-0079	3	Introducing ChatGPT Enterprise	OpenAI	product post	primary	2026-05-25	https://openai.com/index/introducing-chatgpt-enterprise/	pre-cutoff ChatGPT product-evolution source	manuscript/07-chatgpt-enterprise-quote-safe-rows.md	S-0079 - Introducing ChatGPT Enterprise (OpenAI; product post; primary; accessed 2026-05-25; https://openai.com/index/introducing-chatgpt-enterprise/)	SNAP-20260525-026 captures a local r.jina.ai text-render of the official OpenAI product post after direct shell HTML remained blocked. Use for short OpenAI-attributed original-post feature wording, the Fortune 500 registered-account statement with corporate-d...
I-0267	S-0080	11	Arena Leaderboard Dataset	lmarena-ai	Hugging Face historical dataset	primary	2026-05-25	https://huggingface.co/datasets/lmarena-ai/leaderboard-dataset	pre-cutoff historical text-style-control leaderboard rows published 2026-05-19	manuscript/13-model-rankings-appendix.md	S-0080 - Arena Leaderboard Dataset (lmarena-ai; Hugging Face historical dataset; primary; accessed 2026-05-25; https://huggingface.co/datasets/lmarena-ai/leaderboard-dataset)	Use the captured text_style_control/latest/overall rows as a clean pre-cutoff leaderboard dataset; label charts as 2026-05-19 historical dataset rows, not as a live May 24 screenshot.
I-0267	S-0081	1	Mistral AI Pricing	Mistral AI	pricing page	primary	2026-05-25	https://mistral.ai/pricing	post-cutoff access to official Mistral pricing page; not cutoff-day price evidence	manuscript/13-model-rankings-appendix.md	S-0081 - Mistral AI Pricing (Mistral AI; pricing page; primary; accessed 2026-05-25; https://mistral.ai/pricing)	HTML captured in SNAP-20260525-011; pair with S-0063 model docs for Mistral rows, but keep post-cutoff capture and model-version caveats before charting.
I-0267	S-0082	1	Mistral Docs Pricing	Mistral AI	pricing documentation	primary	2026-05-25	https://docs.mistral.ai/deployment/laplateforme/pricing/	post-cutoff access to official Mistral docs pricing alias; duplicate captured content	manuscript/13-model-rankings-appendix.md	S-0082 - Mistral Docs Pricing (Mistral AI; pricing documentation; primary; accessed 2026-05-25; https://docs.mistral.ai/deployment/laplateforme/pricing/)	HTML captured in SNAP-20260525-012 with same hash as S-0081; use as official-docs alias and provenance backstop, not as independent cutoff corroboration.
I-0267	S-0083	6	Energy and AI	International Energy Agency	report	primary	2026-05-25	https://www.iea.org/reports/energy-and-ai	pre-cutoff 2025 global energy/AI report	manuscript/16-datacenters-power-cooling-source-pack.md	S-0083 - Energy and AI (International Energy Agency; report; primary; accessed 2026-05-25; https://www.iea.org/reports/energy-and-ai)	Use for global data-center electricity demand, local grid bottlenecks, supply mix, and uncertainty ranges; cite as IEA 2025 and label forecasts as forecasts.
I-0267	S-0084	5	2024 United States Data Center Energy Usage Report	Lawrence Berkeley National Laboratory	report	primary	2026-05-25	https://eta.lbl.gov/publications/2024-lbnl-data-center-energy-usage-report	pre-cutoff 2024 U.S. data-center electricity report	manuscript/16-datacenters-power-cooling-source-pack.md	S-0084 - 2024 United States Data Center Energy Usage Report (Lawrence Berkeley National Laboratory; report; primary; accessed 2026-05-25; https://eta.lbl.gov/publications/2024-lbnl-data-center-energy-usage-report)	Use for U.S. historical electricity use and 2028 scenarios; pair with DOE release for public summary language.
I-0267	S-0085	4	DOE Releases New Report Evaluating Increase in Electricity Demand from Data Centers	U.S. Department of Energy	press release	primary	2026-05-25	https://www.energy.gov/articles/doe-releases-new-report-evaluating-increase-electricity-demand-data-centers	pre-cutoff DOE summary of LBNL report	manuscript/16-datacenters-power-cooling-source-pack.md	S-0085 - DOE Releases New Report Evaluating Increase in Electricity Demand from Data Centers (U.S. Department of Energy; press release; primary; accessed 2026-05-25; https://www.energy.gov/articles/doe-releases-new-report-evaluating-increase-electricity-demand-data-centers)	Use for DOE framing and summary figures: 176 TWh in 2023 and 325-580 TWh by 2028; still prefer S-0084 for report-level detail.
I-0267	S-0086	3	Powering Intelligence: Analyzing Artificial Intelligence and Data Center Energy Consumption	Electric Power Research Institute	white paper	primary	2026-05-25	https://restservice.epri.com/publicdownload/000000003002028905/0/Product	pre-cutoff May 2024 utility/data-center planning report	manuscript/16-datacenters-power-cooling-source-pack.md	S-0086 - Powering Intelligence: Analyzing Artificial Intelligence and Data Center Energy Consumption (Electric Power Research Institute; white paper; primary; accessed 2026-05-25; https://restservice.epri.com/publicdownload/000000003002028905/0/Product)	Use for scenario framing, local concentration, connection lead times, and utility coordination caveats; do not treat ChatGPT-query energy estimates as final without triangulation.
I-0267	S-0087	6	Recommendations on Powering Artificial Intelligence and Data Center Infrastructure	U.S. Secretary of Energy Advisory Board	report	primary	2026-05-25	https://www.energy.gov/sites/default/files/2024-08/Powering%20AI%20and%20Data%20Center%20Infrastructure%20Recommendations%20July%202024.pdf	pre-cutoff July 2024 DOE advisory report	manuscript/16-datacenters-power-cooling-source-pack.md	S-0087 - Recommendations on Powering Artificial Intelligence and Data Center Infrastructure (U.S. Secretary of Energy Advisory Board; report; primary; accessed 2026-05-25; https://www.energy.gov/sites/default/files/2024-08/Powering%20AI%20and%20Data%20Center%20Infrastructure%20Recommendations%20July%202024.pdf)	Use for hyperscale interconnection requests, grid bottlenecks, flexibility, backup-power, generation, storage, and transmission recommendations.
I-0267	S-0088	2	Uptime Institute Global Data Center Survey 2025	Uptime Institute	industry survey	secondary	2026-05-25	https://intelligence.uptimeinstitute.com/index.php/resource/uptime-institute-global-data-center-survey-2025	pre-cutoff July 2025 operator survey	manuscript/16-datacenters-power-cooling-source-pack.md	S-0088 - Uptime Institute Global Data Center Survey 2025 (Uptime Institute; industry survey; secondary; accessed 2026-05-25; https://intelligence.uptimeinstitute.com/index.php/resource/uptime-institute-global-data-center-survey-2025)	Use as industry/operator signal for PUE plateau, rising rack densities, worsening power constraints, and cooling barriers; corroborate technical claims with DOE/LBNL/IEA/EPRI where possible.
I-0267	S-0089	2	ChatGPT Release Notes	OpenAI Help Center	release notes	primary official alternate	2026-05-25	https://help.openai.com/en/articles/6825453-chatgpt-release-notes	mutable official release-note page containing pre-cutoff ChatGPT chronology	manuscript/07-chatgpt-interface-event.md	S-0089 - ChatGPT Release Notes (OpenAI Help Center; release notes; primary official alternate; accessed 2026-05-25; https://help.openai.com/en/articles/6825453-chatgpt-release-notes)	SNAP-20260525-014 captured a text-render version; use the August 28, 2023 Enterprise release-note entry for launch date and feature wording, while treating later mutable entries as out of scope unless separately cutoff-filtered.
I-0267	S-0092	3	Sam Altman X post: ChatGPT crossed one million users	Sam Altman	X/social post	personal primary	2026-05-25	https://twitter.com/sama/status/1599668808285028353	pre-cutoff personal-primary adoption milestone lead	data/chatgpt_adoption_count_audit_i0067.tsv	S-0092 - Sam Altman X post: ChatGPT crossed one million users (Sam Altman; X/social post; personal primary; accessed 2026-05-25; https://twitter.com/sama/status/1599668808285028353)	"SNAP-20260525-018 is an X app-shell capture whose embedded JSON exposes full_text and created_at for the Dec. 5, 2022 one-million-users post; quote only the short primary wording with app-shell caveat and do not treat ""users"" as MAU, registered users, or uniq..."
I-0267	S-0093	4	Policy: Generative AI (e.g., ChatGPT) is banned	Meta Stack Overflow	institutional policy	primary institutional	2026-05-25	https://meta.stackoverflow.com/questions/421831/policy-generative-ai-e-g-chatgpt-is-banned	pre-cutoff developer-community reception policy with later edits	manuscript/07-stackoverflow-ai-policy-quote-precision.md	S-0093 - Policy: Generative AI (e.g., ChatGPT) is banned (Meta Stack Overflow; institutional policy; primary institutional; accessed 2026-05-25; https://meta.stackoverflow.com/questions/421831/policy-generative-ai-e-g-chatgpt-is-banned)	SNAP-20260525-020 captures the mutable current policy page; SNAP-20260525-027 and SNAP-20260525-028 capture revisions pages; SNAP-20260525-029 captures raw revision 1 source. Use revision 1 for original Dec. 5, 2022 temporary ChatGPT-generated-posts wording a...
I-0267	S-0094	3	NYC education department blocks ChatGPT on school devices, networks	Chalkbeat	New York education reporting	secondary	2026-05-25	https://www.chalkbeat.org/newyork/2023/1/3/23537987/nyc-schools-ban-chatgpt-writing-artificial-intelligence/	pre-cutoff education reception reporting	data/chatgpt_adoption_reception_sources_i0056.tsv	S-0094 - NYC education department blocks ChatGPT on school devices, networks (Chalkbeat; New York education reporting; secondary; accessed 2026-05-25; https://www.chalkbeat.org/newyork/2023/1/3/23537987/nyc-schools-ban-chatgpt-writing-artificial-intelligence/)	SNAP-20260525-021 captured the Chalkbeat article; use only with attribution to NYC schools/Chalkbeat and do not generalize to all schools or public reception without additional sources.
I-0267	S-0096	2	ChatGPT banned by Seattle schools - for now	Axios Seattle	local news article	secondary	2026-05-25	https://www.axios.com/local/seattle/2023/01/24/chatgpt-banned-seattle-schools-artificial-intelligence	pre-cutoff education reception reporting	data/chatgpt_reception_axios_snapshots_i0071.tsv	S-0096 - ChatGPT banned by Seattle schools - for now (Axios Seattle; local news article; secondary; accessed 2026-05-25; https://www.axios.com/local/seattle/2023/01/24/chatgpt-banned-seattle-schools-artificial-intelligence)	SNAP-20260525-022 records a local text-render snapshot from the web reader; use only as one named Seattle Public Schools education access-control example with Axios attribution, not as proof of national school panic or a permanent ban.
I-0267	S-0097	2	JPMorgan restricts staff from using ChatGPT	Axios	workplace/business news article	secondary	2026-05-25	https://www.axios.com/2023/02/22/chatgpt-jpmorgan-chase-restricts-ai	pre-cutoff workplace software-control reporting	data/chatgpt_reception_axios_snapshots_i0071.tsv	S-0097 - JPMorgan restricts staff from using ChatGPT (Axios; workplace/business news article; secondary; accessed 2026-05-25; https://www.axios.com/2023/02/22/chatgpt-jpmorgan-chase-restricts-ai)	SNAP-20260525-023 records a local text-render snapshot from the web reader; use only as one named JPMorgan Chase workplace software-control example with Axios/Telegraph attribution, not as proof of broad company bans, boardroom panic, or a specific incident.
I-0267	S-0098	1	ChatGPT sets record for fastest-growing user base - analyst note	Reuters via Investing.com	wire article mirror	secondary mirror	2026-05-25	https://www.investing.com/news/economy/chatgpt-sets-record-for-fastestgrowing-user-base--analyst-note-2993773	pre-cutoff text-readable mirror of Reuters/UBS/Similarweb ChatGPT adoption estimate	data/chatgpt_adoption_source_chain_i0072.tsv	S-0098 - ChatGPT sets record for fastest-growing user base - analyst note (Reuters via Investing.com; wire article mirror; secondary mirror; accessed 2026-05-25; https://www.investing.com/news/economy/chatgpt-sets-record-for-fastestgrowing-user-base--analyst-note-2993773)	SNAP-20260525-024 records a local text-render mirror of the Reuters article; use only with Reuters/UBS/Similarweb attribution for 100M January 2023 MAU, 13M daily unique visitors, and unusually fast consumer-app ramp framing.
I-0267	S-0102	1	ChatGPT tops 25 million daily visits	iTWire / David F. Carr, SimilarWeb	guest opinion / traffic analysis	primary-adjacent Similarweb-authored secondary publication	2026-05-25	https://itwire.com/guest-articles/guest-opinion/chatgpt-tops-25-million-daily-visits	pre-cutoff Similarweb-side traffic corroboration published 2023-02-06	data/chatgpt_adoption_source_chain_i0072.tsv	S-0102 - ChatGPT tops 25 million daily visits (iTWire / David F. Carr, SimilarWeb; guest opinion / traffic analysis; primary-adjacent Similarweb-authored secondary publication; accessed 2026-05-25; https://itwire.com/guest-articles/guest-opinion/chatgpt-tops-25-million-daily-visits)	SNAP-20260525-025 records a local text-render snapshot; use only to corroborate that UBS reporting was based in part on Similarweb data and to add early-February traffic context, not as OpenAI confirmation or a replacement for the UBS note.
I-0267	S-0104	6	A Neural Probabilistic Language Model	Bengio, Ducharme, Vincent, and Jauvin	JMLR paper	primary	2026-05-25	https://jmlr.org/papers/v3/bengio03a.html	pre-cutoff foundational neural language-modeling source	manuscript/01-before-the-transformer.md	S-0104 - A Neural Probabilistic Language Model (Bengio, Ducharme, Vincent, and Jauvin; JMLR paper; primary; accessed 2026-05-25; https://jmlr.org/papers/v3/bengio03a.html)	Use for distributed word representations, curse-of-dimensionality framing, and neural probabilistic language-model background; do not use for exact modern LLM capability claims.
I-0267	S-0105	7	Efficient Estimation of Word Representations in Vector Space	Mikolov, Chen, Corrado, and Dean	arXiv / Google Research paper	primary	2026-05-25	https://arxiv.org/abs/1301.3781	pre-cutoff word2vec/embedding source	manuscript/01-before-the-transformer.md	S-0105 - Efficient Estimation of Word Representations in Vector Space (Mikolov, Chen, Corrado, and Dean; arXiv / Google Research paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1301.3781)	Use for efficient continuous word-vector learning from large datasets and similarity/analogy evaluation framing; do not treat vector analogies as proof of human-like understanding.
I-0267	S-0106	6	Sequence to Sequence Learning with Neural Networks	Sutskever, Vinyals, and Le	arXiv / NeurIPS paper	primary	2026-05-25	https://arxiv.org/abs/1409.3215	pre-cutoff seq2seq source	manuscript/01-before-the-transformer.md	S-0106 - Sequence to Sequence Learning with Neural Networks (Sutskever, Vinyals, and Le; arXiv / NeurIPS paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.3215)	Use for encoder-decoder sequence learning and machine-translation sequence-transduction framing; extract exact result numbers separately before using them.
I-0267	S-0107	7	Neural Machine Translation by Jointly Learning to Align and Translate	Bahdanau, Cho, and Bengio	arXiv paper	primary	2026-05-25	https://arxiv.org/abs/1409.0473	pre-cutoff attention/alignment source	manuscript/01-before-the-transformer.md	S-0107 - Neural Machine Translation by Jointly Learning to Align and Translate (Bahdanau, Cho, and Bengio; arXiv paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.0473)	Use for attention/alignment as a fix for fixed-length encoder bottlenecks in neural machine translation; do not treat attention weights as full behavioral explanations.
I-0267	S-0108	3	Transformer: A Novel Neural Network Architecture for Language Understanding	Google Research	official research blog	primary official commentary	2026-05-25	https://research.google/blog/transformer-a-novel-neural-network-architecture-for-language-understanding/	pre-cutoff official Google Research Transformer commentary	manuscript/02-attention-catches-fire.md	S-0108 - Transformer: A Novel Neural Network Architecture for Language Understanding (Google Research; official research blog; primary official commentary; accessed 2026-05-25; https://research.google/blog/transformer-a-novel-neural-network-architecture-for-language-understanding/)	Use for Google Research public framing of the Transformer and self-attention dependencies; use S-0002 for exact architecture claims and do not infer modern LLM implementation details from the blog.
I-0267	S-0109	5	Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku	Anthropic	product post	primary local HTML asset	2026-05-25	https://www.anthropic.com/news/3-5-models-and-computer-use	pre-cutoff Claude 3.5 update and computer-use source	manuscript/12-anthropic-and-claude-spine-section.md;assets/source_docs/anthropic/S-0109_claude-3-5-computer-use.html	S-0109 - Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku (Anthropic; product post; primary local HTML asset; accessed 2026-05-25; https://www.anthropic.com/news/3-5-models-and-computer-use)	Use for October 2024 computer-use public-beta chronology and qualitative tool-use transition; do not use for autonomy, productivity, or safety-in-use claims without separate evidence.
I-0267	S-0110	2	The Claude 3 Model Family: Opus, Sonnet, Haiku	Anthropic	model card PDF	primary local PDF asset	2026-05-25	https://assets.anthropic.com/m/61e7d27f8c8f5919/original/Claude-3-Model-Card.pdf	pre-cutoff Claude 3 model-card source with later addenda	manuscript/12-anthropic-and-claude-spine-section.md;assets/source_docs/anthropic/S-0110_claude-3-model-card.pdf	S-0110 - The Claude 3 Model Family: Opus, Sonnet, Haiku (Anthropic; model card PDF; primary local PDF asset; accessed 2026-05-25; https://assets.anthropic.com/m/61e7d27f8c8f5919/original/Claude-3-Model-Card.pdf)	Use for model-family, multimodal, Constitutional AI continuity, and safety/evaluation framing; PDF is local but ignored as heavyweight source media, with hash recorded in data/anthropic_source_asset_hashes_i0103.tsv.
I-0267	S-0111	5	Introducing LLaMA: A foundational, 65-billion-parameter large language model	Meta AI	product post	primary local HTML asset	2026-05-25	https://ai.meta.com/blog/large-language-model-llama-meta-ai/	pre-cutoff LLaMA 1 source	manuscript/10-meta-llama-open-weight-shock.md;assets/source_docs/meta/S-0111_llama-1-meta-ai-blog.html	S-0111 - Introducing LLaMA: A foundational, 65-billion-parameter large language model (Meta AI; product post; primary local HTML asset; accessed 2026-05-25; https://ai.meta.com/blog/large-language-model-llama-meta-ai/)	Use for February 2023 LLaMA research-release chronology and foundation-model framing; do not claim unrestricted public/open-source release without license extraction.
I-0267	S-0112	2	Introducing Meta Llama 3: The most capable openly available LLM to date	Meta AI	product post	primary local HTML asset	2026-05-25	https://ai.meta.com/blog/meta-llama-3/	pre-cutoff Llama 3 product source	manuscript/10-meta-llama-open-weight-shock.md;assets/source_docs/meta/S-0112_meta-llama-3-blog.html	S-0112 - Introducing Meta Llama 3: The most capable openly available LLM to date (Meta AI; product post; primary local HTML asset; accessed 2026-05-25; https://ai.meta.com/blog/meta-llama-3/)	"Use for vendor-attributed Llama 3 release framing; benchmark and ""most capable"" wording need exact extraction before comparative prose."
I-0267	S-0113	4	Introducing Llama 3.1: Our most capable models to date	Meta AI	product post	primary local HTML asset	2026-05-25	https://ai.meta.com/blog/meta-llama-3-1/	pre-cutoff Llama 3.1 product source	manuscript/10-meta-llama-open-weight-shock.md;assets/source_docs/meta/S-0113_meta-llama-3-1-blog.html	S-0113 - Introducing Llama 3.1: Our most capable models to date (Meta AI; product post; primary local HTML asset; accessed 2026-05-25; https://ai.meta.com/blog/meta-llama-3-1/)	Use for Llama 3.1 open-source-strategy rhetoric and large-model positioning with attribution; do not treat open-source phrasing as independent license analysis.
I-0267	S-0114	3	Meta Llama GitHub repository	Meta Llama	GitHub repository page	primary local HTML asset	2026-05-25	https://github.com/meta-llama/llama	cutoff-compatible ecosystem/repository source	manuscript/10-meta-llama-open-weight-shock.md;assets/source_docs/meta/S-0114_meta-llama-github.html	S-0114 - Meta Llama GitHub repository (Meta Llama; GitHub repository page; primary local HTML asset; accessed 2026-05-25; https://github.com/meta-llama/llama)	Use only as a repository/distribution handle and ecosystem clue; do not infer download counts, adoption scale, license status, or model quality without row-specific evidence.
I-0267	S-0115	5	PaLM: Scaling Language Modeling with Pathways	Chowdhery et al.	arXiv abs local capture	primary	2026-05-25	assets/source_docs/google_deepmind/S-0115_palm-arxiv-abs.html	pre-cutoff PaLM source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0115 - PaLM: Scaling Language Modeling with Pathways (Chowdhery et al.; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0115_palm-arxiv-abs.html)	Use for PaLM 540B and Pathways framing; exact benchmark and training-system details still need extraction rows before charting.
I-0267	S-0116	3	Gemini: A Family of Highly Capable Multimodal Models	Google DeepMind	arXiv abs local capture	primary	2026-05-25	assets/source_docs/google_deepmind/S-0116_gemini-arxiv-abs.html	pre-cutoff Gemini technical-report source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0116 - Gemini: A Family of Highly Capable Multimodal Models (Google DeepMind; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0116_gemini-arxiv-abs.html)	Use for Gemini family and multimodal technical framing; do not use vendor benchmark claims as neutral superiority claims without row extraction.
I-0267	S-0117	3	Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context	Google DeepMind	arXiv abs local capture	primary	2026-05-25	assets/source_docs/google_deepmind/S-0117_gemini15-arxiv-abs.html	pre-cutoff Gemini 1.5 long-context source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0117 - Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context (Google DeepMind; arXiv abs local capture; primary; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0117_gemini15-arxiv-abs.html)	Use for long-context technical arc; do not claim long context solves retrieval, memory, codebase understanding, or enterprise knowledge work.
I-0267	S-0118	3	Sign up to try Bard from Google	Google	product blog local capture	primary vendor	2026-05-25	assets/source_docs/google_deepmind/S-0118_try-bard-google-blog.html	pre-cutoff Bard product-framing source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0118 - Sign up to try Bard from Google (Google; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0118_try-bard-google-blog.html)	Use for Bard as early experiment and complementary-to-Search framing; do not infer adoption or quality.
I-0267	S-0119	2	Gemini 2.5: Our newest Gemini model with thinking	Google DeepMind	product blog local capture	primary vendor	2026-05-25	assets/source_docs/google_deepmind/S-0119_gemini-model-thinking-updates-march-2025.html	pre-cutoff Gemini 2.5 product-framing source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0119 - Gemini 2.5: Our newest Gemini model with thinking (Google DeepMind; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0119_gemini-model-thinking-updates-march-2025.html)	Use for thinking/reasoning product grammar; exact benchmarks and best-model claims remain blocked.
I-0267	S-0120	1	Google DeepMind model cards	Google DeepMind	model-card page local capture	primary vendor with mutable-page caveat	2026-05-25	assets/source_docs/google_deepmind/S-0120_deepmind-model-cards.html	mutable model-card page captured after cutoff	manuscript/09-google-deepmind-gemini.md	S-0120 - Google DeepMind model cards (Google DeepMind; model-card page local capture; primary vendor with mutable-page caveat; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0120_deepmind-model-cards.html)	Use as documentation-surface and source-discovery handle only until rows are normalized for cutoff status.
I-0267	S-0121	7	Introducing Gemini: Google's most capable AI model	Google and Google DeepMind	product blog local capture	primary vendor	2026-05-25	assets/source_docs/google_deepmind/S-0121_google-gemini-ai-launch-blog.html	pre-cutoff Gemini launch product source, locally captured	manuscript/09-google-deepmind-gemini.md	S-0121 - Introducing Gemini: Google's most capable AI model (Google and Google DeepMind; product blog local capture; primary vendor; accessed 2026-05-25; assets/source_docs/google_deepmind/S-0121_google-gemini-ai-launch-blog.html)	Use for Gemini launch, Ultra/Pro/Nano, multimodal banner, Google DeepMind framing, and TPU-infrastructure attribution.
