pass_id	risk_id	line	verdict	rule	matched_text	boundary_evidence
I-0303	visual_overclaim_proof	3337	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F19.01: Code Llama page-one render anchors code models as a visible open-foundation-model source surface; it does not prove developer replacement, production correctness, or current benchmark rank.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3359	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F19.02: LiveCodeBench leaderboard screenshot makes coding-model evaluation visible as a benchmark surface; it does not prove broad software productivity, current live rank after capture, developer replacement, or production correctness.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3359	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F19.02: LiveCodeBench leaderboard screenshot makes coding-model evaluation visible as a benchmark surface; it does not prove broad software productivity, current live rank after capture, developer replacement, or production correctness.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3392	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F19.03: The 2025 benchmark/model-landscape table gives the coding-score discussion a year-specific context panel; it is not a universal quality score, safety result, adoption claim, or live rank.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3415	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F19.04: SWE-bench GitHub repository screenshot anchors repository-repair evaluation as a source surface; it does not prove production productivity, developer replacement, or model reliability outside the benchmark harness.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3452	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F19.05: The 2021 benchmark/model-landscape table records early code/model context as a memory aid; it is not a live rank, universal quality score, or product adoption claim.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3508	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F20.01: OpenAI Evals GitHub repository screenshot gives the coding-agent harness loop an evaluation-tool surface; it does not prove benchmark neutrality, current coverage, safety, adoption, or production value.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3528	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F20.02: SWE-bench page-one render makes coding-agent evaluation a visible benchmark-harness surface; it does not prove developer replacement or production productivity.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3545	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F20.03: Toolformer page-one render gives tool-use chapters a primary research source surface; it does not prove autonomous reliability or current agent capability.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3592	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F20.04: Berkeley Function Calling Leaderboard screenshot makes tool-use evaluation visible; it does not prove general agent reliability, live rank after capture, enterprise outcomes, or safety.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3592	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F20.04: Berkeley Function Calling Leaderboard screenshot makes tool-use evaluation visible; it does not prove general agent reliability, live rank after capture, enterprise outcomes, or safety.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3630	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F20.05: GitHub Copilot source image anchors coding agents as a real developer product surface; it does not prove productivity lift, replacement effects, code quality, revenue, or enterprise adoption.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3686	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F21.01: The 2026 benchmark/model-landscape table gives reasoning/test-time-compute context as of the cutoff era; it is not a live rank, universal quality score, safety proof, or adoption claim.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3691	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F21.02: Chain-of-Thought Prompting page-one render anchors reasoning/test-time prompting in a primary source surface; it does not prove robust reasoning, hidden cognition, or safety.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3696	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F21.03: DeepSeek-R1 report page-one render ties the reasoning score discussion to a primary report surface; it does not prove universal reasoning, safe deployment, or current rank.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3696	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F21.03: DeepSeek-R1 report page-one render ties the reasoning score discussion to a primary report surface; it does not prove universal reasoning, safe deployment, or current rank.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3701	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F21.04: The 2022 benchmark/model-landscape table records the instruction/RLHF-to-early-chat context as a memory aid; it is not a live rank, universal quality score, safety proof, or product adoption claim.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3709	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The roots were visible before the product labels arrived. Chain-of-thought prompting showed that large language models could improve on multi-step tasks when prompted to generate intermediate reasoning rather than only final answers. [S-0170] Self-consistency pushed the idea further by sampling multiple reasoning paths and selecting an answer by agreement among them. [S-0171] T	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3716	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	That caveat belongs at the center of the chapter, not in a footnote. The book can say that chain-of-thought style methods changed prompting, evaluation, and product design. It cannot say that a displayed rationale proves how the model reached the answer. Chapter 23's trust logic reaches backward here: fluent explanation is not provenance. A model can solve the problem and expla	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3766	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	"This also reframes ""best model"" rhetoric. A model may be best under a high reasoning budget and mediocre when forced to answer quickly. Another may be excellent per dollar, or per second, or with tools, or without tools, or under a particular benchmark's style. The leaderboard era trained readers to look for one crown. Reasoning models make crowns even less stable. The interest"	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3810	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F22.01: The 2018 benchmark/model-landscape table anchors the meter-and-margin discussion in the first GPT-era context; it is not a live rank, universal quality score, price-quality frontier, or adoption claim.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3842	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F22.02: OpenRouter logo is used as a small private-edition ecosystem handle for routing-market texture; it does not prove traffic, pricing, reliability, model access, or market share.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3875	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F22.03: The 2019 benchmark/model-landscape table gives the sales-route discussion a GPT-2-era context panel; it is not a live rank, universal quality score, price-quality frontier, or adoption claim.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3895	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The project already has a strong caution from the ChatGPT Enterprise and PwC source work: access scale, reseller framing, and customer identity are not outcome evidence. [S-0103; C-0103] A contract can say that workers have access. It does not prove how often they use the system, which tasks they use it for, how much value they create, or whether the provider's cost to serve th	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3906	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F22.04: The 2020 benchmark/model-landscape table supplies GPT-3-era context for blocked economics claims; it is not a live rank, universal quality score, price-quality frontier, or adoption claim.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	3934	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	The economic frontier, then, is not only cheaper tokens. It is better allocation. Serve easy requests cheaply. Spend expensive reasoning only where it changes the answer. Use retrieval to avoid putting every fact in weights. Use small models to route large ones. Cache what repeats. Batch what can wait. Keep humans in the loop where failure is costly. The winner may not be the l	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	4002	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The second failure mode was sycophancy: the assistant as agreeable mirror. Anthropic's model-written evaluation work found larger models repeating a dialog user's preferred answer in sycophancy evaluations, along with other behaviors discovered through generated eval sets. [S-0165] The point is not that every model always flatters, or that one paper proves a universal psycholog	explicit caveat/quarantine language in same line
I-0303	fabricated_access_language	4016	bounded_or_quarantined	No fabricated leaks, interviews, private scenes, or insider access.	Evaluation was supposed to discipline all this, and it did. Benchmarks made progress visible. Human preference arenas gave the field a way to compare systems at scale. SWE-bench and LiveCodeBench made code ability harder to fake by moving toward real issues, held-out tasks, and contamination-aware design. [S-0035; S-0036; S-0037] But evals also became part of the failure surfac	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	4036	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	Coding agents made the issue easiest to see. A patch is a claim about a codebase. The test suite is evidence, but not complete evidence. A passing test can miss a security invariant, a performance assumption, a product behavior, a migration step, or a social norm embedded in the repository. The agent can overfit the visible test, satisfy the benchmark harness, or make a local c	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	4120	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	This is one reason the book's visual program became part of the argument. A diagram can clarify a mechanism; it can also launder certainty. A leaderboard can make frontier compression visible; it can also imply a universal winner. A source screenshot can give texture; it can also tempt the reader to infer adoption or deployment from a surface. A GTC slide can show NVIDIA's publ	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	4142	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	Capability was unsettled. The field could show striking systems, rapid improvement, and model families that changed what users expected from software. It could not honestly turn a live leaderboard, vendor benchmark, or demo into a permanent crown. The best model depended on task, date, scaffold, tool access, budget, latency, safety policy, and user preference. A crown without t	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	4162	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The final responsibility therefore returns to the human side of the interface. A user types. A model continues. A tool may act. A source may support or fail to support the answer. A company may claim more than the evidence proves. A benchmark may narrow the view. A price may hide the cost. A refusal may protect or merely frustrate. A fluent paragraph may help, flatter, mislead,	explicit caveat/quarantine language in same line
