"figure_id"	"chapter"	"chapter_anchor"	"selected_rank"	"asset_id"	"asset_type"	"figure_title"	"final_role"	"planned_status"	"rights_status"	"source_ids"	"manifest_file_path"	"alt_text"	"caption_gate"	"provenance_gate"	"next_gate"
"F16.03"	"CH16"	"ch16-fig03"	"059"	"A-0021"	"svg_diagram"	"The Interconnection Queue"	"interconnection queue"	"selected_pending_render"	"ready_svg"	"S-0083;S-0086;S-0087"	"assets/visual_system/chapter16-interconnection-queue-schematic.svg"	"F16.03: The Interconnection Queue. Shows interconnection queue. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Pair with physical grid photo if possible."
"F16.04"	"CH16"	"ch16-fig04"	"060"	"A-0022"	"svg_diagram"	"Cooling And Rack Density Are Constraints, Not Plumbing"	"cooling/rack-density note"	"selected_pending_render"	"ready_svg"	"S-0087;S-0088"	"assets/visual_system/chapter16-cooling-rack-density-note.svg"	"F16.04: Cooling And Rack Density Are Constraints, Not Plumbing. Shows cooling/rack-density note. Source and blocker notes remain required at placement."	"caption_long"	"provenance_contract_ok"	"Consider replacing with photo if layout is diagram-heavy."
"F16.05"	"CH16"	"ch16-fig05"	"061"	"A-0023"	"svg_diagram"	"Clean Procurement Is Not Physical Supply"	"clean procurement vs physical supply"	"selected_pending_render"	"ready_svg"	"S-0083;S-0087"	"assets/visual_system/chapter16-clean-power-physical-supply.svg"	"F16.05: Clean Procurement Is Not Physical Supply. Shows clean procurement vs physical supply. Source and blocker notes remain required at placement."	"caption_long"	"provenance_contract_ok"	"Keep near PPA/clean-power prose."
"F16.06"	"CH16"	"ch16-fig06"	"062"	"A-0137"	"photo_candidate_slot"	"Data-center hall physical texture."	"data-center hall photo"	"selected_pending_rights_review"	"rights_review_needed"	"S-0278"	"assets/photo_candidates/i0181/A-0137_data_center_hall_candidate.txt"	"F16.06: Data-center hall physical texture.. Shows data-center hall photo. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Verify original license trail."
"F16.07"	"CH16"	"ch16-fig07"	"063"	"A-0139"	"photo_candidate_slot"	"Grid interconnection texture."	"substation photo"	"selected_pending_rights_review"	"rights_review_needed"	"S-0280"	"assets/photo_candidates/i0181/A-0139_substation_candidate.txt"	"F16.07: Grid interconnection texture.. Shows substation photo. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Verify license; no site-service claim."
"F16.08"	"CH16"	"ch16-fig08"	"064"	"A-0141"	"photo_candidate_slot"	"Gas turbine speed-to-power texture."	"gas turbine photo"	"selected_pending_rights_review"	"rights_review_needed"	"S-0282"	"assets/photo_candidates/i0181/A-0141_gas_turbine_candidate.txt"	"F16.08: Gas turbine speed-to-power texture.. Shows gas turbine photo. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Verify license and caption as generic."
"F16.09"	"CH16"	"ch16-fig09"	"065"	"A-0143"	"photo_candidate_slot"	"Nuclear/cooling tower power texture."	"nuclear/cooling tower photo"	"selected_pending_rights_review"	"rights_review_needed"	"S-0284"	"assets/photo_candidates/i0181/A-0143_nuclear_cooling_tower_candidate.txt"	"F16.09: Nuclear/cooling tower power texture.. Shows nuclear/cooling tower photo. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Verify license and attribution."
"F17.01"	"CH17"	"ch17-fig01"	"066"	"A-0064"	"svg_diagram"	"Tokenization Ladder"	"tokenization ladder"	"selected_pending_render"	"ready_svg"	"S-0043;S-0153;S-0154"	"assets/visual_system/chapter17-tokenization-ladder.svg"	"F17.01: Tokenization Ladder. Shows tokenization ladder. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Verify tokenizer caveats stay visible."
"F17.02"	"CH17"	"ch17-fig02"	"067"	"A-0065"	"svg_diagram"	"Web Corpus Filter Funnel"	"web-corpus filter funnel"	"selected_pending_render"	"ready_svg"	"S-0155;S-0156;S-0159;S-0160"	"assets/visual_system/chapter17-web-corpus-filter-funnel.svg"	"F17.02: Web Corpus Filter Funnel. Shows web-corpus filter funnel. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Block closed-corpus composition claims."
"F17.03"	"CH17"	"ch17-fig03"	"068"	"A-0066"	"svg_diagram"	"Data Mixture Control Board"	"data mixture control board"	"selected_pending_render"	"ready_svg"	"S-0042;S-0157;S-0158;S-0159;S-0163"	"assets/visual_system/chapter17-data-mixture-control-board.svg"	"F17.03: Data Mixture Control Board. Shows data mixture control board. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Keep schematic, not measured shares."
"F17.04"	"CH17"	"ch17-fig04"	"069"	"A-0067"	"svg_diagram"	"Memorization and Contamination Blocker Map"	"memorization blocker map"	"selected_pending_render"	"ready_svg"	"S-0160;S-0161;S-0162"	"assets/visual_system/chapter17-memorization-contamination-blocker-map.svg"	"F17.04: Memorization and Contamination Blocker Map. Shows memorization blocker map. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Keep prevalence claims blocked."
"F18.01"	"CH18"	"ch18-fig01"	"070"	"A-0060"	"svg_diagram"	"RAG Evidence Conveyor"	"RAG evidence conveyor"	"selected_pending_render"	"ready_svg"	"S-0038"	"assets/visual_system/chapter18-rag-evidence-conveyor.svg"	"F18.01: RAG Evidence Conveyor. Shows RAG evidence conveyor. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Do not duplicate trust chapter."
"F18.02"	"CH18"	"ch18-fig02"	"071"	"A-0061"	"svg_diagram"	"Function-Call Boundary"	"function-call boundary"	"selected_pending_render"	"ready_svg"	"S-0044;S-0134"	"assets/visual_system/chapter18-function-call-boundary.svg"	"F18.02: Function-Call Boundary. Shows function-call boundary. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Pair with API docs screenshot."
"F18.03"	"CH18"	"ch18-fig03"	"072"	"A-0062"	"svg_diagram"	"Agent Loop as Harness"	"agent loop as harness"	"selected_pending_render"	"ready_svg"	"S-0055;S-0109;S-0135;S-0136"	"assets/visual_system/chapter18-agent-loop-harness.svg"	"F18.03: Agent Loop as Harness. Shows agent loop as harness. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Keep distinct from Chapter 20."
"F18.04"	"CH18"	"ch18-fig04"	"073"	"A-0063"	"svg_diagram"	"Prompt Injection Boundary"	"prompt-injection boundary"	"selected_pending_render"	"ready_svg"	"S-0137"	"assets/visual_system/chapter18-prompt-injection-boundary.svg"	"F18.04: Prompt Injection Boundary. Shows prompt-injection boundary. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Keep near untrusted-retrieval prose."
"F18.05"	"CH18"	"ch18-fig05"	"074"	"A-0124"	"screenshot_slot"	"ChatGPT Tool Surface"	"ChatGPT tools/GPTs surface"	"selected_pending_capture"	"private_capture_needed"	"S-0044;S-0045;S-0046"	"assets/private_use_screenshots/i0180/A-0124_chatgpt_tools_gpts_product_surface.png"	"F18.05: ChatGPT Tool Surface. Shows ChatGPT tools/GPTs surface. Source and blocker notes remain required at placement."	"claim_language_review;rights_or_private_use_cue_required"	"provenance_contract_ok"	"Capture/hash; block adoption."
"F19.01"	"CH19"	"ch19-fig01"	"075"	"A-0090"	"svg_diagram"	"Code Was The Second Native Language"	"code as language"	"selected_pending_render"	"ready_svg"	"S-0035;S-0052;S-0054;S-0070;S-0132"	"assets/visual_system/chapter19-code-as-language-ladder.svg"	"F19.01: Code Was The Second Native Language. Shows code as language. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Check density with prose."
"F19.02"	"CH19"	"ch19-fig02"	"076"	"A-0091"	"svg_diagram"	"The Assistant Entered At The Cursor"	"assistant at cursor"	"selected_pending_render"	"ready_svg"	"S-0070;S-0132"	"assets/visual_system/chapter19-editor-to-repository-workflow.svg"	"F19.02: The Assistant Entered At The Cursor. Shows assistant at cursor. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Pair with one screenshot only."
"F19.03"	"CH19"	"ch19-fig03"	"077"	"A-0092"	"svg_diagram"	"Coding Scores Need A Harness Story"	"coding score harness"	"selected_pending_render"	"ready_svg"	"S-0035;S-0037;S-0052;S-0053;S-0054"	"assets/visual_system/chapter19-benchmark-ladder.svg"	"F19.03: Coding Scores Need A Harness Story. Shows coding score harness. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Do not repeat Chapter 20 matrix."
"F19.04"	"CH19"	"ch19-fig04"	"078"	"A-0093"	"svg_diagram"	"The Repository Became The Prompt"	"repository as prompt"	"selected_pending_render"	"ready_svg"	"S-0035;S-0037;S-0053"	"assets/visual_system/chapter19-repository-as-prompt.svg"	"F19.04: The Repository Became The Prompt. Shows repository as prompt. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Keep as chapter-ending setup."
"F19.05"	"CH19"	"ch19-fig05"	"079"	"A-0127"	"screenshot_slot"	"GitHub Copilot Coding Surface"	"GitHub Copilot surface"	"selected_pending_capture"	"private_capture_needed"	"S-0070"	"assets/private_use_screenshots/i0180/A-0127_github_copilot_product_surface.png"	"F19.05: GitHub Copilot Coding Surface. Shows GitHub Copilot surface. Source and blocker notes remain required at placement."	"claim_language_review;rights_or_private_use_cue_required"	"provenance_contract_ok"	"Capture/hash; block productivity."
"F20.01"	"CH20"	"ch20-fig01"	"080"	"A-0032"	"svg_diagram"	"Coding Agent Harness Loop"	"coding-agent harness loop"	"selected_pending_render"	"ready_svg"	"S-0022;S-0035;S-0037;S-0050"	"assets/visual_system/chapter20-coding-agent-harness-loop.svg"	"F20.01: Coding Agent Harness Loop. Shows coding-agent harness loop. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Keep human review boundary."
"F20.02"	"CH20"	"ch20-fig02"	"081"	"A-0033"	"svg_diagram"	"Coding Benchmark Caveat Matrix"	"coding benchmark caveat matrix"	"selected_pending_render"	"ready_svg"	"S-0007;S-0035;S-0037"	"assets/visual_system/chapter20-benchmark-caveat-matrix.svg"	"F20.02: Coding Benchmark Caveat Matrix. Shows coding benchmark caveat matrix. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Keep near benchmark prose."
"F20.03"	"CH20"	"ch20-fig03"	"082"	"A-0034"	"svg_diagram"	"Tool-Call Lifecycle"	"tool-call lifecycle"	"selected_pending_render"	"ready_svg"	"S-0022;S-0050"	"assets/visual_system/chapter20-tool-call-lifecycle.svg"	"F20.03: Tool-Call Lifecycle. Shows tool-call lifecycle. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Pair with Claude Code docs."
"F20.04"	"CH20"	"ch20-fig04"	"083"	"A-0035"	"svg_diagram"	"Productivity Claim Blocker Map"	"productivity blocker map"	"selected_pending_render"	"ready_svg"	"S-0022;S-0035;S-0037;S-0050"	"assets/visual_system/chapter20-productivity-blocker-map.svg"	"F20.04: Productivity Claim Blocker Map. Shows productivity blocker map. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Use if chapter has vendor-product claims."
"F20.05"	"CH20"	"ch20-fig05"	"084"	"A-0131"	"screenshot_slot"	"Claude Code Surface"	"Claude Code surface"	"selected_pending_capture"	"private_capture_needed"	"S-0048;S-0049;S-0050;S-0051"	"assets/private_use_screenshots/i0180/A-0131_claude_code_product_surface.png"	"F20.05: Claude Code Surface. Shows Claude Code surface. Source and blocker notes remain required at placement."	"claim_language_review;rights_or_private_use_cue_required"	"provenance_contract_ok"	"Capture/hash; block autonomy."
"F21.01"	"CH21"	"ch21-fig01"	"085"	"A-0078"	"svg_diagram"	"Reasoning Adds A New Compute Axis"	"reasoning compute axis"	"selected_pending_render"	"ready_svg"	"S-0168;S-0169;S-0170;S-0171;S-0172;S-0173"	"assets/visual_system/chapter21-train-vs-test-time-compute.svg"	"F21.01: Reasoning Adds A New Compute Axis. Shows reasoning compute axis. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Keep train-time vs answer-time distinction."
"F21.02"	"CH21"	"ch21-fig02"	"086"	"A-0079"	"svg_diagram"	"Reasoning Is A Loop, Not A Magic Thought Bubble"	"reasoning loop"	"selected_pending_render"	"ready_svg"	"S-0135;S-0170;S-0171;S-0172;S-0173"	"assets/visual_system/chapter21-verifier-search-loop.svg"	"F21.02: Reasoning Is A Loop, Not A Magic Thought Bubble. Shows reasoning loop. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Caption must block truth guarantees."
"F21.03"	"CH21"	"ch21-fig03"	"087"	"A-0080"	"svg_diagram"	"A Reasoning Score Needs An Inference Contract"	"inference contract"	"selected_pending_render"	"ready_svg"	"S-0035;S-0036;S-0037"	"assets/visual_system/chapter21-inference-contract-matrix.svg"	"F21.03: A Reasoning Score Needs An Inference Contract. Shows inference contract. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Use before benchmark mentions."
"F21.04"	"CH21"	"ch21-fig04"	"088"	"A-0081"	"svg_diagram"	"How Much Thinking Is This Worth? Fast path, think path, tool path, and human escalation/refusal are schematic routing lanes."	"thinking cost tradeoff"	"selected_pending_render"	"ready_svg"	"S-0029;S-0031;S-0119;S-0135;S-0168;S-0169"	"assets/visual_system/chapter21-reasoning-budget-routing-map.svg"	"F21.04: How Much Thinking Is This Worth? Fast path, think path, tool path, and human escalation/refusal are schematic routing lanes.. Shows thinking cost tradeoff. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Keep value claims blocked."
"F22.01"	"CH22"	"ch22-fig01"	"089"	"A-0082"	"svg_diagram"	"The Meter Is Visible Before The Margin Is Knowable"	"visible meter"	"selected_pending_render"	"ready_svg"	"S-0060;S-0061;S-0062;S-0072;S-0081;S-0082"	"assets/visual_system/chapter22-token-meter.svg"	"F22.01: The Meter Is Visible Before The Margin Is Knowable. Shows visible meter. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Verify price/currentness caveats."
"F22.02"	"CH22"	"ch22-fig02"	"090"	"A-0083"	"svg_diagram"	"Routing, Caching, Batching, Distillation"	"routing/caching/batching/distillation"	"selected_pending_render"	"ready_svg"	"data/provider_pricing_rows_i0026.tsv;data/mistral_pricing_rows_i0031.tsv;C-0046"	"assets/visual_system/chapter22-routing-caching-batching-levers.svg"	"F22.02: Routing, Caching, Batching, Distillation. Shows routing/caching/batching/distillation. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Keep distinct from Chapter 8 cost stack."
"F22.03"	"CH22"	"ch22-fig03"	"091"	"A-0084"	"svg_diagram"	"Intelligence Is Sold Through More Than One Door"	"business models"	"selected_pending_render"	"ready_svg"	"S-0069;S-0078;S-0090;S-0103"	"assets/visual_system/chapter22-subscription-api-bundle-map.svg"	"F22.03: Intelligence Is Sold Through More Than One Door. Shows business models. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Caption blocks margin and ARR claims."
"F22.04"	"CH22"	"ch22-fig04"	"092"	"A-0085"	"svg_diagram"	"The Tempting Economics Claims Are Not The Sourced Ones"	"economics claim blockers"	"selected_pending_render"	"ready_svg"	"C-0046;C-0136;C-0141;data/price_quality_join_audit_i0036.tsv"	"assets/visual_system/chapter22-margin-roi-blocker-grid.svg"	"F22.04: The Tempting Economics Claims Are Not The Sourced Ones. Shows economics claim blockers. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Use as sidebar if layout is dense."
"F23.01"	"CH23"	"ch23-fig01"	"093"	"A-0074"	"svg_diagram"	"Failure Modes Are Different Claims"	"failure modes separation"	"selected_pending_render"	"ready_svg"	"S-0005;S-0035;S-0036;S-0037;S-0038;S-0137;S-0164;S-0165;S-0166;S-0167"	"assets/visual_system/chapter23-failure-mode-map.svg"	"F23.01: Failure Modes Are Different Claims. Shows failure modes separation. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Prevent incident montage."
"F23.02"	"CH23"	"ch23-fig02"	"094"	"A-0075"	"svg_diagram"	"Trust Is A Stack"	"trust stack"	"selected_pending_render"	"ready_svg"	"S-0038;S-0076;S-0077;S-0110;S-0137"	"assets/visual_system/chapter23-trust-stack.svg"	"F23.02: Trust Is A Stack. Shows trust stack. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Check if final chapter repeats it."
"F23.03"	"CH23"	"ch23-fig03"	"095"	"A-0076"	"svg_diagram"	"Every Evaluation Casts A Shadow"	"evaluation shadow"	"selected_pending_render"	"ready_svg"	"S-0035;S-0036;S-0037;S-0164"	"assets/visual_system/chapter23-eval-blind-spot-matrix.svg"	"F23.03: Every Evaluation Casts A Shadow. Shows evaluation shadow. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Use with benchmark chapters cross-reference."
"F23.04"	"CH23"	"ch23-fig04"	"096"	"A-0077"	"svg_diagram"	"From Answer To Auditable Claim"	"auditable claim loop"	"selected_pending_render"	"ready_svg"	"S-0038;S-0076;S-0077;S-0110"	"assets/visual_system/chapter23-provenance-workflow.svg"	"F23.04: From Answer To Auditable Claim. Shows auditable claim loop. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Pair with source-density prose."
"F24.01"	"CH24"	"ch24-fig01"	"097"	"A-0108"	"svg_diagram"	"From Next Token To Computing Stack"	"next-token system map"	"selected_pending_render"	"ready_svg"	"CH24SYN-001;CH24SYN-002;CH24SYN-005;CH24SYN-012"	"assets/visual_system/chapter24-next-token-stack-map.svg"	"F24.01: From Next Token To Computing Stack. Shows next-token system map. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Keep from becoming generic summary wallpaper."
"F24.02"	"CH24"	"ch24-fig02"	"098"	"A-0109"	"svg_diagram"	"Five Conversion Gates"	"five conversion gates"	"selected_pending_render"	"ready_svg"	"CH24SYN-002;CH24SYN-007;CH24SYN-013"	"assets/visual_system/chapter24-five-conversion-gates.svg"	"F24.02: Five Conversion Gates. Shows five conversion gates. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Use if final prose follows conversion motif."
"F24.03"	"CH24"	"ch24-fig03"	"099"	"A-0110"	"svg_diagram"	"Unsettled By The Cutoff"	"unsettled claims board"	"selected_pending_render"	"ready_svg"	"CH24SYN-008;CH24SYN-010;CH24SYN-014;CH24SYN-016"	"assets/visual_system/chapter24-unsettled-claims-board.svg"	"F24.03: Unsettled By The Cutoff. Shows unsettled claims board. Source and blocker notes remain required at placement."	"caption_contract_ok"	"provenance_contract_ok"	"Keep if not too apparatus-heavy."
"F24.04"	"CH24"	"ch24-fig04"	"100"	"A-0111"	"svg_diagram"	"Human Judgment Loop"	"human judgment loop"	"selected_pending_render"	"ready_svg"	"CH24SYN-003;CH24SYN-008;CH24SYN-015;CH24SYN-017"	"assets/visual_system/chapter24-human-judgment-loop.svg"	"F24.04: Human Judgment Loop. Shows human judgment loop. Source and blocker notes remain required at placement."	"claim_language_review"	"provenance_contract_ok"	"Use as closing visual if layout has room."
