pass_id	inventory_id	visual_family	visual_category	asset_id	title	pdf_page_i0302	pdf_page_i0310	page_shift_i0310_vs_i0302	mapping_method_i0302	mapping_method_i0310	mapping_evidence_i0310	status
I-0310	FI-0126	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0078	Generated Chapter 21 train-time versus test-time compute axes	427	597	170	figure_or_section_id	figure_or_section_id	VX026	mapped
I-0310	FI-0127	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0079	Generated Chapter 21 verifier/search loop	428	598	170	figure_or_section_id	figure_or_section_id	VX027	mapped
I-0310	FI-0128	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0080	Generated Chapter 21 inference-contract matrix	429	599	170	figure_or_section_id	figure_or_section_id	VX028	mapped
I-0310	FI-0129	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0081	Generated Chapter 21 reasoning-budget routing map	430	600	170	figure_or_section_id	figure_or_section_id	VX029	mapped
I-0310	FI-0130	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0082	Generated Chapter 22 token meter	431	617	186	figure_or_section_id	figure_or_section_id	VX030	mapped
I-0310	FI-0131	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0083	Generated Chapter 22 routing/caching/batching levers	432	618	186	figure_or_section_id	figure_or_section_id	VX031	mapped
I-0310	FI-0132	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0084	Generated Chapter 22 subscription/API/bundle map	433	619	186	figure_or_section_id	figure_or_section_id	VX032	mapped
I-0310	FI-0133	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0085	Generated Chapter 22 margin and ROI blocker grid	434	620	186	figure_or_section_id	figure_or_section_id	VX033	mapped
I-0310	FI-0134	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0086	Generated Chapter 9 research-to-product conversion timeline	435	206	-229	figure_or_section_id	figure_or_section_id	VX034	mapped
I-0310	FI-0135	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0087	Generated Chapter 9 TPU/Search/Workspace surface map	436	207	-229	figure_or_section_id	figure_or_section_id	VX035	mapped
I-0310	FI-0136	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0088	Generated Chapter 9 Gemini long-context lane	437	208	-229	figure_or_section_id	figure_or_section_id	VX036	mapped
I-0310	FI-0137	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0089	Generated Chapter 9 benchmark/adoption blocker grid	438	209	-229	figure_or_section_id	figure_or_section_id	VX037	mapped
I-0310	FI-0138	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0090	Generated Chapter 19 code-as-language ladder	439	530	91	figure_or_section_id	figure_or_section_id	VX038	mapped
I-0310	FI-0139	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0091	Generated Chapter 19 editor-to-repository workflow	440	531	91	figure_or_section_id	figure_or_section_id	VX039	mapped
I-0310	FI-0140	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0092	Generated Chapter 19 coding benchmark ladder	441	532	91	figure_or_section_id	figure_or_section_id	VX040	mapped
I-0310	FI-0141	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0093	Generated Chapter 19 repository-as-prompt schematic	443	533	90	figure_or_section_id	figure_or_section_id	VX041	mapped
I-0310	FI-0142	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0112	Generated Chapter 10 open-weight control stack	445	238	-207	figure_or_section_id	figure_or_section_id	VX042	mapped
I-0310	FI-0143	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0113	Generated Chapter 10 adopter burden transfer diagram	446	239	-207	figure_or_section_id	figure_or_section_id	VX043	mapped
I-0310	FI-0144	expanded_300_exhibit	curated_chart_data_svg_visualization	A-0114	Generated Chapter 10 Llama screenshot-priority board	447	240	-207	figure_or_section_id	figure_or_section_id	VX044	mapped
I-0310	FI-0145	expanded_300_exhibit	real_photo_screenshot_source_image	A-0106	GTC 2026 page 29 AI-factory source surface	448	414	-34	figure_or_section_id	figure_or_section_id	VX045	mapped
I-0310	FI-0146	expanded_300_exhibit	real_photo_screenshot_source_image	A-0107	GTC 2026 page 51 DSX handoff source surface	449	415	-34	figure_or_section_id	figure_or_section_id	VX046	mapped
I-0310	FI-0147	expanded_300_exhibit	real_photo_screenshot_source_image	A-0168	Jensen Huang cropped portrait	450	337	-113	figure_or_section_id	figure_or_section_id	VX047	mapped
I-0310	FI-0148	expanded_300_exhibit	real_photo_screenshot_source_image	A-0169	TSMC Fab5 building	451	338	-113	figure_or_section_id	figure_or_section_id	VX048	mapped
I-0310	FI-0149	expanded_300_exhibit	real_photo_screenshot_source_image	A-0170	Google data center in The Dalles	452	210	-242	figure_or_section_id	figure_or_section_id	VX049	mapped
I-0310	FI-0150	expanded_300_exhibit	real_photo_screenshot_source_image	A-0171	Electrical substation	453	339	-114	figure_or_section_id	figure_or_section_id	VX050	mapped
I-0310	FI-0151	expanded_300_exhibit	real_photo_screenshot_source_image	A-0177	Silicon wafer	454	340	-114	figure_or_section_id	figure_or_section_id	VX051	mapped
I-0310	FI-0152	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-001	NVIDIA AI	455	364	-91	figure_or_section_id	figure_or_section_id	VX052	mapped
I-0310	FI-0153	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-002	NVIDIA Blackwell	456	57	-399	figure_or_section_id	figure_or_section_id	VX053	mapped
I-0310	FI-0154	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-003	NVIDIA GTC	457	365	-92	figure_or_section_id	figure_or_section_id	VX054	mapped
I-0310	FI-0155	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-004	AMD Instinct	458	365	-93	figure_or_section_id	figure_or_section_id	VX055	mapped
I-0310	FI-0156	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-005	CoreWeave	459	461	2	figure_or_section_id	figure_or_section_id	VX056	mapped
I-0310	FI-0157	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-007	Anthropic Claude	460	312	-148	figure_or_section_id	figure_or_section_id	VX057	mapped
I-0310	FI-0158	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-008	Anthropic Claude 4	461	313	-148	figure_or_section_id	figure_or_section_id	VX058	mapped
I-0310	FI-0159	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-009	DeepSeek	462	276	-186	figure_or_section_id	figure_or_section_id	VX059	mapped
I-0310	FI-0160	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-010	Meta Llama	463	241	-222	figure_or_section_id	figure_or_section_id	VX060	mapped
I-0310	FI-0161	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-011	Meta AI	464	241	-223	figure_or_section_id	figure_or_section_id	VX061	mapped
I-0310	FI-0162	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-012	Google Gemini	465	211	-254	figure_or_section_id	figure_or_section_id	VX062	mapped
I-0310	FI-0163	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-013	Google Cloud AI	466	211	-255	figure_or_section_id	figure_or_section_id	VX063	mapped
I-0310	FI-0164	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-015	ASML	467	366	-101	figure_or_section_id	figure_or_section_id	VX064	mapped
I-0310	FI-0165	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-016	Hugging Face	468	242	-226	figure_or_section_id	figure_or_section_id	VX065	mapped
I-0310	FI-0166	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-017	Mistral AI	469	242	-227	figure_or_section_id	figure_or_section_id	VX066	mapped
I-0310	FI-0167	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-018	xAI	470	652	182	figure_or_section_id	figure_or_section_id	VX067	mapped
I-0310	FI-0168	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-019	PyTorch	471	534	63	figure_or_section_id	figure_or_section_id	VX068	mapped
I-0310	FI-0169	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-020	CUDA Toolkit	472	367	-105	figure_or_section_id	figure_or_section_id	VX069	mapped
I-0310	FI-0170	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-021	LMArena	473	341	-132	figure_or_section_id	figure_or_section_id	VX070	mapped
I-0310	FI-0171	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-022	Oracle AI	474	367	-107	figure_or_section_id	figure_or_section_id	VX071	mapped
I-0310	FI-0172	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-023	IBM watsonx	475	185	-290	figure_or_section_id	figure_or_section_id	VX072	mapped
I-0310	FI-0173	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-024	Databricks ML	476	483	7	figure_or_section_id	figure_or_section_id	VX073	mapped
I-0310	FI-0174	expanded_300_exhibit	real_photo_screenshot_source_image	A-0284-025	Snowflake Cortex	477	484	7	figure_or_section_id	figure_or_section_id	VX074	mapped
I-0310	FI-0175	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-003	NVIDIA CUDA Toolkit	478	368	-110	figure_or_section_id	figure_or_section_id	VX075	mapped
I-0310	FI-0176	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-004	AMD ROCm	479	369	-110	figure_or_section_id	figure_or_section_id	VX076	mapped
I-0310	FI-0177	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-005	AMD Instinct MI300	480	370	-110	figure_or_section_id	figure_or_section_id	VX077	mapped
I-0310	FI-0178	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-006	CoreWeave Cloud	481	371	-110	figure_or_section_id	figure_or_section_id	VX078	mapped
I-0310	FI-0179	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-007	Lambda GPU Cloud	482	372	-110	figure_or_section_id	figure_or_section_id	VX079	mapped
I-0310	FI-0180	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-008	Crusoe Cloud	483	653	170	figure_or_section_id	figure_or_section_id	VX080	mapped
I-0310	FI-0181	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-010	Digital Realty AI	485	373	-112	figure_or_section_id	figure_or_section_id	VX081	mapped
I-0310	FI-0182	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-011	ASML Lithography	487	374	-113	figure_or_section_id	figure_or_section_id	VX082	mapped
I-0310	FI-0183	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-012	TSMC 3DFabric	488	375	-113	figure_or_section_id	figure_or_section_id	VX083	mapped
I-0310	FI-0184	expanded_300_exhibit	real_photo_screenshot_source_image	A-0287-016	Vertex AI	489	212	-277	figure_or_section_id	figure_or_section_id	VX084	mapped
I-0310	FI-0185	expanded_300_exhibit	paper_report_excerpt	A-0259-001	OpenAI ChatGPT Plus launch text render	490	157	-333	figure_or_section_id	figure_or_section_id	VX085	mapped
I-0310	FI-0186	expanded_300_exhibit	paper_report_excerpt	A-0259-002	OpenAI ChatGPT Enterprise launch text render	491	158	-333	figure_or_section_id	figure_or_section_id	VX086	mapped
I-0310	FI-0187	expanded_300_exhibit	paper_report_excerpt	A-0259-003	OpenAI ChatGPT release notes source surface	492	159	-333	figure_or_section_id	figure_or_section_id	VX087	mapped
I-0310	FI-0188	expanded_300_exhibit	paper_report_excerpt	A-0259-004	OpenAI Model Spec behavior surface	493	126	-367	figure_or_section_id	figure_or_section_id	VX088	mapped
I-0310	FI-0189	expanded_300_exhibit	paper_report_excerpt	A-0259-005	OpenAI GPT-4 System Card first page	494	127	-367	figure_or_section_id	figure_or_section_id	VX089	mapped
I-0310	FI-0190	expanded_300_exhibit	paper_report_excerpt	A-0259-006	OpenAI GPT-4o System Card first page	495	128	-367	figure_or_section_id	figure_or_section_id	VX090	mapped
I-0310	FI-0191	expanded_300_exhibit	paper_report_excerpt	A-0259-007	LMArena historical dataset JSON surface	496	342	-154	figure_or_section_id	figure_or_section_id	VX091	mapped
I-0310	FI-0192	expanded_300_exhibit	paper_report_excerpt	A-0259-008	Mistral pricing source surface	497	243	-254	figure_or_section_id	figure_or_section_id	VX092	mapped
I-0310	FI-0193	expanded_300_exhibit	paper_report_excerpt	A-0259-009	Google Gemini launch blog source surface	498	213	-285	figure_or_section_id	figure_or_section_id	VX093	mapped
I-0310	FI-0194	expanded_300_exhibit	paper_report_excerpt	A-0259-010	Bard becomes Gemini source surface	499	214	-285	figure_or_section_id	figure_or_section_id	VX094	mapped
I-0310	FI-0195	expanded_300_exhibit	paper_report_excerpt	A-0259-011	Gemini 1.5 arXiv source surface	500	215	-285	figure_or_section_id	figure_or_section_id	VX095	mapped
I-0310	FI-0196	expanded_300_exhibit	pdf_deck_report_page	A-0004	GTC-2026-Keynote.pdf	501	416	-85	figure_or_section_id	figure_or_section_id	VX096	mapped
I-0310	FI-0197	expanded_300_exhibit	pdf_deck_report_page	A-0005	GTC-2026-Keynote.pdf	502	417	-85	figure_or_section_id	figure_or_section_id	VX097	mapped
I-0310	FI-0198	expanded_300_exhibit	pdf_deck_report_page	A-0006	GTC-2026-Keynote.pdf	503	418	-85	figure_or_section_id	figure_or_section_id	VX098	mapped
I-0310	FI-0199	expanded_300_exhibit	pdf_deck_report_page	A-0007	GTC-2026-Keynote.pdf	504	419	-85	figure_or_section_id	figure_or_section_id	VX099	mapped
I-0310	FI-0200	expanded_300_exhibit	pdf_deck_report_page	A-0008	GTC-2026-Keynote.pdf	505	420	-85	figure_or_section_id	figure_or_section_id	VX100	mapped
I-0310	FI-0201	expanded_300_exhibit	pdf_deck_report_page	A-0009	GTC-2026-Keynote.pdf	506	421	-85	figure_or_section_id	figure_or_section_id	VX101	mapped
I-0310	FI-0202	expanded_300_exhibit	pdf_deck_report_page	A-0145	GTC-2026-Keynote.pdf	507	376	-131	figure_or_section_id	figure_or_section_id	VX102	mapped
I-0310	FI-0203	expanded_300_exhibit	pdf_deck_report_page	A-0285-016	GTC 2026 keynote title/opening surface	508	377	-131	figure_or_section_id	figure_or_section_id	VX103	mapped
I-0310	FI-0204	expanded_300_exhibit	pdf_deck_report_page	A-0285-020	GTC 2026 inference/economics framing	509	422	-87	figure_or_section_id	figure_or_section_id	VX104	mapped
I-0310	FI-0205	expanded_300_exhibit	pdf_deck_report_page	A-0285-021	GTC 2026 networking/platform surface	510	423	-87	figure_or_section_id	figure_or_section_id	VX105	mapped
I-0310	FI-0206	expanded_300_exhibit	pdf_deck_report_page	A-0285-022	GTC 2026 DSX/factory design surface	511	424	-87	figure_or_section_id	figure_or_section_id	VX106	mapped
I-0310	FI-0207	expanded_300_exhibit	pdf_deck_report_page	A-0285-023	GTC 2026 closing/ecosystem surface	512	425	-87	figure_or_section_id	figure_or_section_id	VX107	mapped
I-0310	FI-0208	expanded_300_exhibit	pdf_deck_report_page	A-0285-024	GTC 2026 software stack surface	513	378	-135	figure_or_section_id	figure_or_section_id	VX108	mapped
I-0310	FI-0209	expanded_300_exhibit	pdf_deck_report_page	A-0285-025	GTC 2026 accelerator system surface	514	426	-88	figure_or_section_id	figure_or_section_id	VX109	mapped
I-0310	FI-0210	expanded_300_exhibit	pdf_deck_report_page	A-0285-026	GTC 2026 datacenter/facility surface	515	427	-88	figure_or_section_id	figure_or_section_id	VX110	mapped
I-0310	FI-0211	expanded_300_exhibit	pdf_deck_report_page	A-0285-027	GPT-4 System Card first-page surface	516	129	-387	figure_or_section_id	figure_or_section_id	VX111	mapped
I-0310	FI-0212	expanded_300_exhibit	pdf_deck_report_page	A-0285-028	GPT-4o System Card first-page surface	517	130	-387	figure_or_section_id	figure_or_section_id	VX112	mapped
I-0310	FI-0213	expanded_300_exhibit	pdf_deck_report_page	A-0285-029	GPT-4 Technical Report first-page surface	518	131	-387	figure_or_section_id	figure_or_section_id	VX113	mapped
I-0310	FI-0214	expanded_300_exhibit	pdf_deck_report_page	A-0285-030	Sparks of AGI paper first-page surface	519	634	115	figure_or_section_id	figure_or_section_id	VX114	mapped
I-0310	FI-0215	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0283-003	I-0283 local model-card screenshot surface	520	243	-277	figure_or_section_id	figure_or_section_id	VX115	mapped
I-0310	FI-0216	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-001	Hugging Face GPT-2 model card	520	105	-415	figure_or_section_id	figure_or_section_id	VX116	mapped
I-0310	FI-0217	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-002	OpenAI GPT-2 GitHub repo	521	106	-415	figure_or_section_id	figure_or_section_id	VX117	mapped
I-0310	FI-0218	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-003	Hugging Face BLOOM model card	522	244	-278	figure_or_section_id	figure_or_section_id	VX118	mapped
I-0310	FI-0219	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-005	Hugging Face Mistral 7B model card	523	245	-278	figure_or_section_id	figure_or_section_id	VX119	mapped
I-0310	FI-0220	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-006	Hugging Face Qwen2 model card	524	246	-278	figure_or_section_id	figure_or_section_id	VX120	mapped
I-0310	FI-0221	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-007	Hugging Face DeepSeek-R1 model card	526	247	-279	figure_or_section_id	figure_or_section_id	VX121	mapped
I-0310	FI-0222	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0286-010	OpenAI API model docs surface	528	343	-185	figure_or_section_id	figure_or_section_id	VX122	mapped
I-0310	FI-0223	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0289-003	Anthropic Claude model docs	529	314	-215	figure_or_section_id	figure_or_section_id	VX123	mapped
I-0310	FI-0224	expanded_300_exhibit	model_card_hf_benchmark_repo_docs_surface	A-0289-005	Mistral model docs	530	248	-282	figure_or_section_id	figure_or_section_id	VX124	mapped
I-0310	FI-0225	expanded_300_exhibit	logo	A-0284-026	NVIDIA	531	379	-152	figure_or_section_id	figure_or_section_id	VX125	mapped
I-0310	FI-0226	expanded_300_exhibit	logo	A-0284-027	AMD	532	380	-152	figure_or_section_id	figure_or_section_id	VX126	mapped
I-0310	FI-0227	expanded_300_exhibit	logo	A-0284-028	Anthropic	533	315	-218	figure_or_section_id	figure_or_section_id	VX127	mapped
I-0310	FI-0228	expanded_300_exhibit	logo	A-0284-029	Meta	534	249	-285	figure_or_section_id	figure_or_section_id	VX128	mapped
I-0310	FI-0229	expanded_300_exhibit	logo	A-0284-030	Google	535	216	-319	figure_or_section_id	figure_or_section_id	VX129	mapped
I-0310	FI-0230	expanded_300_exhibit	logo	A-0284-031	Google Cloud	536	217	-319	figure_or_section_id	figure_or_section_id	VX130	mapped
I-0310	FI-0231	expanded_300_exhibit	logo	A-0284-032	Alibaba Cloud	537	276	-261	figure_or_section_id	figure_or_section_id	VX131	mapped
I-0310	FI-0232	expanded_300_exhibit	logo	A-0284-033	Hugging Face	538	250	-288	figure_or_section_id	figure_or_section_id	VX132	mapped
I-0310	FI-0233	expanded_300_exhibit	logo	A-0284-034	Mistral AI	539	251	-288	figure_or_section_id	figure_or_section_id	VX133	mapped
I-0310	FI-0234	expanded_300_exhibit	logo	A-0284-035	xAI/X	540	561	21	figure_or_section_id	figure_or_section_id	VX134	mapped
I-0310	FI-0235	expanded_300_exhibit	logo	A-0284-036	Baidu	541	277	-264	figure_or_section_id	figure_or_section_id	VX135	mapped
I-0310	FI-0236	expanded_300_exhibit	logo	A-0284-037	Xiaomi	542	278	-264	figure_or_section_id	figure_or_section_id	VX136	mapped
I-0310	FI-0237	expanded_300_exhibit	logo	A-0284-038	Intel	543	381	-162	figure_or_section_id	figure_or_section_id	VX137	mapped
I-0310	FI-0238	expanded_300_exhibit	logo	A-0284-039	Arm	544	382	-162	figure_or_section_id	figure_or_section_id	VX138	mapped
I-0310	FI-0239	expanded_300_exhibit	logo	A-0284-040	GitHub	545	562	17	figure_or_section_id	figure_or_section_id	VX139	mapped
I-0310	FI-0240	expanded_300_exhibit	logo	A-0284-041	Python	546	535	-11	figure_or_section_id	figure_or_section_id	VX140	mapped
I-0310	FI-0241	expanded_300_exhibit	logo	A-0284-042	PyTorch	547	536	-11	figure_or_section_id	figure_or_section_id	VX141	mapped
I-0310	FI-0242	expanded_300_exhibit	logo	A-0284-043	TensorFlow	548	537	-11	figure_or_section_id	figure_or_section_id	VX142	mapped
I-0310	FI-0243	expanded_300_exhibit	logo	A-0284-044	Docker	549	563	14	figure_or_section_id	figure_or_section_id	VX143	mapped
I-0310	FI-0244	expanded_300_exhibit	logo	A-0284-045	Kubernetes	550	564	14	figure_or_section_id	figure_or_section_id	VX144	mapped
I-0310	FI-0245	expanded_300_exhibit	logo	A-0284-046	Linux	551	565	14	figure_or_section_id	figure_or_section_id	VX145	mapped
I-0310	FI-0246	expanded_300_exhibit	logo	A-0284-047	Databricks	552	484	-68	figure_or_section_id	figure_or_section_id	VX146	mapped
I-0310	FI-0247	expanded_300_exhibit	logo	A-0284-048	Cloudflare	553	566	13	figure_or_section_id	figure_or_section_id	VX147	mapped
I-0310	FI-0248	expanded_300_exhibit	logo	A-0284-049	Apache	554	567	13	figure_or_section_id	figure_or_section_id	VX148	mapped
I-0310	FI-0249	expanded_300_exhibit	logo	A-0284-050	Kaggle	555	344	-211	figure_or_section_id	figure_or_section_id	VX149	mapped
I-0310	FI-0250	expanded_300_exhibit	logo	A-0287-027	Ollama	556	252	-304	figure_or_section_id	figure_or_section_id	VX150	mapped
I-0310	FI-0251	expanded_300_exhibit	logo	A-0287-028	LangChain	557	507	-50	figure_or_section_id	figure_or_section_id	VX151	mapped
I-0310	FI-0252	expanded_300_exhibit	logo	A-0287-029	OpenTelemetry	558	508	-50	figure_or_section_id	figure_or_section_id	VX152	mapped
I-0310	FI-0253	expanded_300_exhibit	logo	A-0287-030	Ray	559	509	-50	figure_or_section_id	figure_or_section_id	VX153	mapped
I-0310	FI-0254	expanded_300_exhibit	logo	A-0287-031	Dask	560	510	-50	figure_or_section_id	figure_or_section_id	VX154	mapped
I-0310	FI-0255	expanded_300_exhibit	logo	A-0287-032	Jupyter	561	33	-528	figure_or_section_id	figure_or_section_id	VX155	mapped
I-0310	FI-0256	expanded_300_exhibit	logo	A-0287-033	Anaconda	562	485	-77	figure_or_section_id	figure_or_section_id	VX156	mapped
I-0310	FI-0257	expanded_300_exhibit	logo	A-0287-034	NumPy	563	34	-529	figure_or_section_id	figure_or_section_id	VX157	mapped
I-0310	FI-0258	expanded_300_exhibit	logo	A-0287-035	pandas	564	486	-78	figure_or_section_id	figure_or_section_id	VX158	mapped
I-0310	FI-0259	expanded_300_exhibit	logo	A-0287-036	SciPy	565	35	-530	figure_or_section_id	figure_or_section_id	VX159	mapped
I-0310	FI-0260	expanded_300_exhibit	logo	A-0287-037	scikit-learn	566	487	-79	figure_or_section_id	figure_or_section_id	VX160	mapped
I-0310	FI-0261	expanded_300_exhibit	logo	A-0287-038	FastAPI	568	568	0	figure_or_section_id	figure_or_section_id	VX161	mapped
I-0310	FI-0262	expanded_300_exhibit	logo	A-0287-039	Go	570	569	-1	figure_or_section_id	figure_or_section_id	VX162	mapped
I-0310	FI-0263	expanded_300_exhibit	logo	A-0287-040	Rust	571	570	-1	figure_or_section_id	figure_or_section_id	VX163	mapped
I-0310	FI-0264	expanded_300_exhibit	logo	A-0287-041	Node.js	572	571	-1	figure_or_section_id	figure_or_section_id	VX164	mapped
I-0310	FI-0265	expanded_300_exhibit	logo	A-0287-042	TypeScript	573	572	-1	figure_or_section_id	figure_or_section_id	VX165	mapped
I-0310	FI-0266	expanded_300_exhibit	logo	A-0287-043	JavaScript	574	573	-1	figure_or_section_id	figure_or_section_id	VX166	mapped
I-0310	FI-0267	expanded_300_exhibit	logo	A-0287-044	Vite	575	574	-1	figure_or_section_id	figure_or_section_id	VX167	mapped
I-0310	FI-0268	expanded_300_exhibit	logo	A-0287-045	Vercel	576	575	-1	figure_or_section_id	figure_or_section_id	VX168	mapped
I-0310	FI-0269	expanded_300_exhibit	logo	A-0287-046	Netlify	577	576	-1	figure_or_section_id	figure_or_section_id	VX169	mapped
I-0310	FI-0270	expanded_300_exhibit	logo	A-0287-047	PostgreSQL	578	488	-90	figure_or_section_id	figure_or_section_id	VX170	mapped
I-0310	FI-0271	expanded_300_exhibit	logo	A-0287-048	Redis	579	577	-2	figure_or_section_id	figure_or_section_id	VX171	mapped
I-0310	FI-0272	expanded_300_exhibit	logo	A-0287-049	MongoDB	580	489	-91	figure_or_section_id	figure_or_section_id	VX172	mapped
I-0310	FI-0273	expanded_300_exhibit	logo	A-0287-050	Elastic	581	578	-3	figure_or_section_id	figure_or_section_id	VX173	mapped
I-0310	FI-0274	expanded_300_exhibit	person_image	A-0284-053	Ilya Sutskever	582	81	-501	figure_or_section_id	figure_or_section_id	VX174	mapped
I-0310	FI-0275	expanded_300_exhibit	person_image	A-0284-054	Andrej Karpathy	583	160	-423	figure_or_section_id	figure_or_section_id	VX175	mapped
I-0310	FI-0276	expanded_300_exhibit	person_image	A-0284-055	Lisa Su	584	383	-201	figure_or_section_id	figure_or_section_id	VX176	mapped
I-0310	FI-0277	expanded_300_exhibit	person_image	A-0284-056	Greg Brockman	585	161	-424	figure_or_section_id	figure_or_section_id	VX177	mapped
I-0310	FI-0278	expanded_300_exhibit	person_image	A-0284-058	Daniela Amodei	586	316	-270	figure_or_section_id	figure_or_section_id	VX178	mapped
I-0310	FI-0279	expanded_300_exhibit	person_image	A-0284-059	Mark Zuckerberg	587	253	-334	figure_or_section_id	figure_or_section_id	VX179	mapped
I-0310	FI-0280	expanded_300_exhibit	person_image	A-0284-060	Demis Hassabis	588	218	-370	figure_or_section_id	figure_or_section_id	VX180	mapped
I-0310	FI-0281	expanded_300_exhibit	person_image	A-0284-061	Sundar Pichai	589	219	-370	figure_or_section_id	figure_or_section_id	VX181	mapped
I-0310	FI-0282	expanded_300_exhibit	person_image	A-0284-062	Satya Nadella	590	19	-571	figure_or_section_id	figure_or_section_id	VX182	mapped
I-0310	FI-0283	expanded_300_exhibit	person_image	A-0284-063	Yann LeCun	591	254	-337	figure_or_section_id	figure_or_section_id	VX183	mapped
I-0310	FI-0284	expanded_300_exhibit	person_image	A-0284-064	Geoffrey Hinton	592	36	-556	figure_or_section_id	figure_or_section_id	VX184	mapped
I-0310	FI-0285	expanded_300_exhibit	person_image	A-0284-065	Yoshua Bengio	593	37	-556	figure_or_section_id	figure_or_section_id	VX185	mapped
I-0310	FI-0286	expanded_300_exhibit	person_image	A-0287-051	Andrew Ng	594	38	-556	figure_or_section_id	figure_or_section_id	VX186	mapped
I-0310	FI-0287	expanded_300_exhibit	person_image	A-0287-052	Jeff Dean	595	82	-513	figure_or_section_id	figure_or_section_id	VX187	mapped
I-0310	FI-0288	expanded_300_exhibit	person_image	A-0287-053	Oriol Vinyals	596	58	-538	figure_or_section_id	figure_or_section_id	VX188	mapped
I-0310	FI-0289	expanded_300_exhibit	person_image	A-0287-054	Ashish Vaswani	597	59	-538	figure_or_section_id	figure_or_section_id	VX189	mapped
I-0310	FI-0290	expanded_300_exhibit	person_image	A-0287-055	Noam Shazeer	598	60	-538	figure_or_section_id	figure_or_section_id	VX190	mapped
I-0310	FI-0291	expanded_300_exhibit	person_image	A-0287-056	Mira Murati	599	162	-437	figure_or_section_id	figure_or_section_id	VX191	mapped
I-0310	FI-0292	expanded_300_exhibit	person_image	A-0287-057	Wojciech Zaremba	600	163	-437	figure_or_section_id	figure_or_section_id	VX192	mapped
I-0310	FI-0293	expanded_300_exhibit	person_image	A-0287-058	John Schulman	601	132	-469	figure_or_section_id	figure_or_section_id	VX193	mapped
I-0310	FI-0294	expanded_300_exhibit	person_image	A-0287-059	Aidan Gomez	602	61	-541	figure_or_section_id	figure_or_section_id	VX194	mapped
